event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS001,F,01:19:00,,F,2,A0E2,"6-3,6-4",C. Alcaraz,S. Tsitsipas,,,ESP,GRE,6-3,6-4,,,,01:19:00,A,C. Alcaraz,S. Tsitsipas,ESP,GRE,,,323,/en/stats/leaderboard?page=serve,1,3,77,37,48,81,30,37,73,8,11,50,1,2,10,241,/en/stats/leaderboard?page=serve,1,1,57,30,53,70,21,30,48,11,23,50,3,6,9,79,38,48,40,21,53,58,59,101,60,32,53,21,10,48,42,42,101,01:19:00,01:19:00,,,,,A0E2,TE51
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS002,SF,01:21:00,,F,2,A0E2,"6-2,6-2",C. Alcaraz,D. Evans,,,ESP,GBR,6-2,6-2,,,,01:21:00,A,C. Alcaraz,D. Evans,ESP,GBR,,,282,/en/stats/leaderboard?page=serve,0,4,65,33,51,70,23,33,56,10,18,75,3,4,8,174,/en/stats/leaderboard?page=serve,4,0,57,28,49,46,13,28,38,8,21,29,2,7,8,65,33,51,57,28,49,61,61,100,43,21,49,35,18,51,39,39,100,01:21:00,01:21:00,,,,,A0E2,E687
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS003,SF,02:29:00,,F,3,TE51,"6-4,5-7,6-3",S. Tsitsipas,L. Musetti,,,GRE,ITA,6-4,5-7,6-3,,,02:29:00,A,S. Tsitsipas,L. Musetti,GRE,ITA,,,251,/en/stats/leaderboard?page=serve,4,5,67,62,92,68,42,62,47,14,30,50,5,10,16,228,/en/stats/leaderboard?page=serve,3,0,75,71,95,58,41,71,38,9,24,45,5,11,15,61,56,92,47,45,95,54,101,187,53,50,95,39,36,92,46,86,187,02:29:00,02:29:00,,,,,TE51,M0EJ
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS004,QF,02:11:00,,F,2,A0E2,"7-6(7),6-4",C. Alcaraz,A. Davidovich Fokina,,,ESP,ESP,7-6(7),6-4,,,,02:11:00,A,C. Alcaraz,A. Davidovich Fokina,ESP,ESP,,,239,/en/stats/leaderboard?page=serve,3,1,56,49,88,67,33,49,46,18,39,73,8,11,11,232,/en/stats/leaderboard?page=serve,2,1,67,52,78,65,34,52,38,10,26,64,7,11,11,58,51,88,44,34,78,51,85,166,56,44,78,42,37,88,49,81,166,02:11:00,02:11:00,7,5,,,A0E2,DH50
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS005,QF,02:10:00,,F,3,E687,"2-6,7-5,6-3",D. Evans,F. Cerundolo,,,GBR,ARG,2-6,7-5,6-3,,,02:10:00,A,D. Evans,F. Cerundolo,GBR,ARG,,,234,/en/stats/leaderboard?page=serve,3,2,57,50,87,58,29,50,54,20,37,62,8,13,15,240,/en/stats/leaderboard?page=serve,5,3,75,69,92,64,44,69,39,9,23,50,5,10,14,56,49,87,42,39,92,49,88,179,58,53,92,44,38,87,51,91,179,02:10:00,02:10:00,,,,,E687,C0AU
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS007,QF,01:21:00,,F,2,TE51,"6-4,6-2",S. Tsitsipas,A. de Minaur,,,GRE,AUS,6-4,6-2,,,,01:21:00,A,S. Tsitsipas,A. de Minaur,GRE,AUS,,,303,/en/stats/leaderboard?page=serve,0,1,57,29,51,72,21,29,73,16,22,100,1,1,9,229,/en/stats/leaderboard?page=serve,5,0,47,27,57,74,20,27,47,14,30,67,6,9,9,73,37,51,40,23,57,56,60,108,60,34,57,27,14,51,44,48,108,01:21:00,01:21:00,,,,,TE51,DH58
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS008,R16,01:54:00,,F,2,A0E2,"6-3,7-5",C. Alcaraz,R. Bautista Agut,,,ESP,ESP,6-3,7-5,,,,01:54:00,A,C. Alcaraz,R. Bautista Agut,ESP,ESP,,,245,/en/stats/leaderboard?page=serve,3,3,56,42,75,62,26,42,55,18,33,57,4,7,11,211,/en/stats/leaderboard?page=serve,2,1,61,42,69,45,19,42,56,15,27,50,5,10,10,59,44,75,51,35,69,55,79,144,49,34,69,41,31,75,45,65,144,01:54:00,01:54:00,,,,,A0E2,BD06
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS009,R16,01:26:00,,F,2,DH50,"6-4,7-5",A. Davidovich Fokina,E. Ruusuvuori,,,ESP,FIN,6-4,7-5,,,,01:26:00,A,A. Davidovich Fokina,E. Ruusuvuori,ESP,FIN,,,306,/en/stats/leaderboard?page=serve,0,1,72,43,60,67,29,43,76,13,17,50,1,2,11,276,/en/stats/leaderboard?page=serve,0,3,77,43,56,70,30,43,54,7,13,25,1,4,11,70,42,60,34,19,56,53,61,116,66,37,56,30,18,60,47,55,116,01:26:00,01:26:00,,,,,DH50,RH24
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS010,R16,01:53:00,,F,2,C0AU,"7-6(7),6-3",F. Cerundolo,C. Ruud,,,ARG,NOR,7-6(7),6-3,,,,01:53:00,A,F. Cerundolo,C. Ruud,ARG,NOR,,,274,/en/stats/leaderboard?page=serve,5,1,70,55,79,76,42,55,42,10,24,75,3,4,11,259,/en/stats/leaderboard?page=serve,4,2,67,55,82,62,34,55,52,14,27,75,6,8,10,66,52,79,41,34,82,53,86,161,59,48,82,34,27,79,47,75,161,01:53:00,01:53:00,7,5,,,C0AU,RH16
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS011,R16,01:28:00,,F,2,E687,"6-3,6-4",D. Evans,K. Khachanov,,,GBR,RUS,6-3,6-4,,,,01:28:00,A,D. Evans,K. Khachanov,GBR,RUS,,,304,/en/stats/leaderboard?page=serve,1,5,66,45,68,73,33,45,61,14,23,100,5,5,10,274,/en/stats/leaderboard?page=serve,2,5,65,30,46,73,22,30,56,9,16,33,1,3,9,69,47,68,33,15,46,54,62,114,67,31,46,31,21,68,46,52,114,01:28:00,01:28:00,,,,,E687,KE29
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS012,R16,02:04:00,,F,3,M0EJ,"3-6,6-4,6-1",L. Musetti,C. Norrie,,,ITA,GBR,3-6,6-4,6-1,,,02:04:00,A,L. Musetti,C. Norrie,ITA,GBR,,,273,/en/stats/leaderboard?page=serve,1,1,70,64,91,63,40,64,56,15,27,75,6,8,13,253,/en/stats/leaderboard?page=serve,1,2,71,50,70,62,31,50,50,10,20,33,2,6,13,60,55,91,41,29,70,52,84,161,59,41,70,40,36,91,48,77,161,02:04:00,02:04:00,,,,,M0EJ,N771
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS013,R16,02:08:00,,F,3,S0AG,"6-1,4-6,6-3",J. Sinner,Y. Nishioka,,,ITA,JPN,6-1,4-6,6-3,,,02:08:00,A,J. Sinner,Y. Nishioka,ITA,JPN,,,228,/en/stats/leaderboard?page=serve,2,4,44,32,73,75,24,32,46,19,41,44,4,9,13,186,/en/stats/leaderboard?page=serve,1,0,58,54,93,50,27,54,41,16,39,50,8,16,13,59,43,73,54,50,93,56,93,166,46,43,93,41,30,73,44,73,166,02:08:00,02:08:00,,,,,S0AG,N732
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS015,R16,01:17:00,,F,2,TE51,"6-3,6-2",S. Tsitsipas,D. Shapovalov,,,GRE,CAN,6-3,6-2,,,,01:17:00,A,S. Tsitsipas,D. Shapovalov,GRE,CAN,,,300,/en/stats/leaderboard?page=serve,3,1,66,37,56,73,27,37,63,12,19,100,2,2,8,201,/en/stats/leaderboard?page=serve,12,5,46,29,63,72,21,29,35,12,34,56,5,9,9,70,39,56,48,30,63,58,69,119,52,33,63,30,17,56,42,50,119,01:17:00,01:17:00,,,,,TE51,SU55
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS016,R32,01:03:00,,F,2,A0E2,"6-3,6-1",C. Alcaraz,N. Borges,,,ESP,POR,6-3,6-1,,,,01:03:00,A,C. Alcaraz,N. Borges,ESP,POR,,,278,/en/stats/leaderboard?page=serve,2,0,49,21,43,76,16,21,68,15,22,50,1,2,8,180,/en/stats/leaderboard?page=serve,1,0,53,25,47,68,17,25,23,5,22,29,2,7,8,72,31,43,53,25,47,62,56,90,47,22,47,28,12,43,38,34,90,01:03:00,01:03:00,,,,,A0E2,BT72
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS017,R32,01:02:00,,F,2,BD06,"6-2,6-2",R. Bautista Agut,B. Zapata Miralles,,,ESP,ESP,6-2,6-2,,,,01:02:00,A,R. Bautista Agut,B. Zapata Miralles,ESP,ESP,,,289,/en/stats/leaderboard?page=serve,0,1,58,25,43,76,19,25,67,12,18,50,1,2,8,197,/en/stats/leaderboard?page=serve,2,2,67,30,45,40,12,30,53,8,15,44,4,9,8,72,31,43,56,25,45,64,56,88,44,20,45,28,12,43,36,32,88,01:02:00,01:02:00,,,,,BD06,Z419
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS018,R32,01:31:00,,F,2,DH50,"6-3,6-3",A. Davidovich Fokina,T. Etcheverry,,,ESP,ARG,6-3,6-3,,,,01:31:00,A,A. Davidovich Fokina,T. Etcheverry,ESP,ARG,,,274,/en/stats/leaderboard?page=serve,2,0,72,38,53,76,29,38,40,6,15,67,2,3,9,224,/en/stats/leaderboard?page=serve,0,4,61,38,62,58,22,38,46,11,24,50,4,8,9,66,35,53,47,29,62,56,64,115,53,33,62,34,18,53,44,51,115,01:31:00,01:31:00,,,,,DH50,EA24
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS019,R32,02:46:00,,F,3,RH24,"6-4,6-7(3),6-4",E. Ruusuvuori,F. Tiafoe,,,FIN,USA,6-4,6-7(3),6-4,,,02:46:00,A,E. Ruusuvuori,F. Tiafoe,FIN,USA,,,264,/en/stats/leaderboard?page=serve,4,11,71,85,120,65,55,85,46,16,35,76,13,17,16,228,/en/stats/leaderboard?page=serve,4,4,52,57,109,74,42,57,40,21,52,54,7,13,16,59,71,120,42,46,109,51,117,229,58,63,109,41,49,120,49,112,229,02:46:00,02:46:00,,,3,7,RH24,TD51
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS020,R32,01:40:00,,F,2,RH16,"6-2,7-6(7)",C. Ruud,B. Shelton,,,NOR,USA,6-2,7-6(7),,,,01:40:00,A,C. Ruud,B. Shelton,NOR,USA,,,282,/en/stats/leaderboard?page=serve,2,0,74,51,69,76,39,51,44,8,18,80,4,5,10,240,/en/stats/leaderboard?page=serve,1,3,59,41,69,63,26,41,46,13,28,63,5,8,10,68,47,69,43,30,69,56,77,138,57,39,69,32,22,69,44,61,138,01:40:00,01:40:00,,,7,1,RH16,S0S1
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS021,R32,01:12:00,,F,2,C0AU,"6-2,6-2",F. Cerundolo,F. Passaro,,,ARG,ITA,6-2,6-2,,,,01:12:00,A,F. Cerundolo,F. Passaro,ARG,ITA,,,290,/en/stats/leaderboard?page=serve,3,0,73,38,52,84,32,38,36,5,14,100,3,3,8,203,/en/stats/leaderboard?page=serve,1,1,50,29,58,62,18,29,41,12,29,56,5,9,8,71,37,52,48,28,58,59,65,110,52,30,58,29,15,52,41,45,110,01:12:00,01:12:00,,,,,C0AU,P0CT
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS022,R32,01:48:00,,F,2,E687,"6-4,6-3",D. Evans,M. Arnaldi,,,GBR,ITA,6-4,6-3,,,,01:48:00,A,D. Evans,M. Arnaldi,GBR,ITA,,,293,/en/stats/leaderboard?page=serve,1,4,66,47,71,70,33,47,54,13,24,100,10,10,9,235,/en/stats/leaderboard?page=serve,5,3,53,37,70,62,23,37,52,17,33,67,6,9,10,65,46,71,43,30,70,54,76,141,57,40,70,35,25,71,46,65,141,01:48:00,01:48:00,,,,,E687,A0FC
425,2023,Barcelona,500,2023-04-17T00:00:00,2023-04-23T00:00:00,Clay,48,2722480,€,MS023,R32,01:34:00,,F,2,KE29,"6-4,6-4",K. Khachanov,N. Jarry,,,RUS,CHI,6-4,6-4,,,,01:34:00,A,K. Khachanov,N. Jarry,RUS,CHI,,,287,/en/stats/leaderboard?page=serve,1,2,65,39,60,69,27,39,62,13,21,75,3,4,10,248,/en/stats/leaderboard?page=serve,0,4,55,34,62,76,26,34,43,12,28,63,5,8,10,67,40,60,39,24,62,52,64,122,61,38,62,33,20,60,48,58,122,01:34:00,01:34:00,,,,,KE29,J551
