event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,player_a,player_b,player_a_id,player_b_id,country_a,country_b,seed_a,seed_b,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_a,serveratinglink_tot_a,doublefaults_tot_a,aces_tot_a,firstserve_percent_tot_a,firstserve_dividend_tot_a,firstserve_divisor_tot_a,firstservepointswon_percent_tot_a,firstservepointswon_dividend_tot_a,firstservepointswon_divisor_tot_a,secondservepointswon_percent_tot_a,secondservepointswon_dividend_tot_a,secondservepointswon_divisor_tot_a,breakpointssaved_percent_tot_a,breakpointssaved_dividend_tot_a,breakpointssaved_divisor_tot_a,servicegamesplayed_tot_a,serverating_tot_b,serveratinglink_tot_b,doublefaults_tot_b,aces_tot_b,firstserve_percent_tot_b,firstserve_dividend_tot_b,firstserve_divisor_tot_b,firstservepointswon_percent_tot_b,firstservepointswon_dividend_tot_b,firstservepointswon_divisor_tot_b,secondservepointswon_percent_tot_b,secondservepointswon_dividend_tot_b,secondservepointswon_divisor_tot_b,breakpointssaved_percent_tot_b,breakpointssaved_dividend_tot_b,breakpointssaved_divisor_tot_b,servicegamesplayed_tot_b,totalservicepointswon_percent_tot_a,totalservicepointswon_dividend_tot_a,totalservicepointswon_divisor_tot_a,totalreturnpointswon_percent_tot_a,totalreturnpointswon_dividend_tot_a,totalreturnpointswon_divisor_tot_a,totalpointswon_percent_tot_a,totalpointswon_dividend_tot_a,totalpointswon_divisor_tot_a,totalservicepointswon_percent_tot_b,totalservicepointswon_dividend_tot_b,totalservicepointswon_divisor_tot_b,totalreturnpointswon_percent_tot_b,totalreturnpointswon_dividend_tot_b,totalreturnpointswon_divisor_tot_b,totalpointswon_percent_tot_b,totalpointswon_dividend_tot_b,totalpointswon_divisor_tot_b,winner_flag,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,,MS001,Final,,,F,5,,A. Zverev,B. Shelton,Z355,S0S1,GER,USA,1,8,,,,,,,,,,,,,2026-08-30T00:00:00,203.0,/en/stats/leaderboard?page=serve,6.0,9.0,70.0,81.0,116.0,84.0,68.0,81.0,46.0,16.0,35.0,67.0,2.0,3.0,0.0,211.0,/en/stats/leaderboard?page=serve,4.0,10.0,75.0,92.0,122.0,70.0,64.0,92.0,60.0,18.0,30.0,33.0,2.0,6.0,0.0,72.0,84.0,116.0,33.0,40.0,122.0,52.0,124.0,238.0,67.0,82.0,122.0,28.0,32.0,116.0,48.0,114.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,,MS002,Semifinals,,,F,5,,A. Zverev,K. Khachanov,Z355,KE29,GER,RUS,1,,,,,,,,,,,,,,2026-08-30T00:00:00,212.0,/en/stats/leaderboard?page=serve,6.0,15.0,68.0,76.0,111.0,75.0,57.0,76.0,60.0,21.0,35.0,50.0,1.0,2.0,0.0,205.0,/en/stats/leaderboard?page=serve,3.0,6.0,74.0,74.0,100.0,78.0,58.0,74.0,50.0,13.0,26.0,33.0,1.0,3.0,0.0,70.0,78.0,111.0,29.0,29.0,100.0,51.0,107.0,211.0,71.0,71.0,100.0,30.0,33.0,111.0,49.0,104.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,,MS003,Semifinals,,,F,5,,F. Tiafoe,B. Shelton,TD51,S0S1,USA,USA,11,8,,,,,,,,,,,,,2026-08-30T00:00:00,177.0,/en/stats/leaderboard?page=serve,2.0,3.0,82.0,99.0,121.0,71.0,70.0,99.0,23.0,5.0,22.0,55.0,6.0,11.0,0.0,234.0,/en/stats/leaderboard?page=serve,3.0,20.0,85.0,97.0,114.0,73.0,71.0,97.0,59.0,10.0,17.0,71.0,5.0,7.0,0.0,62.0,75.0,121.0,29.0,33.0,114.0,46.0,108.0,235.0,71.0,81.0,114.0,38.0,46.0,121.0,54.0,127.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS004,Quarterfinals,,,F,5,,A. Zverev,B. van de Zandschulp,Z355,V812,GER,NED,1,,,,,,,,,,,,,,2026-08-30T00:00:00,192.0,/en/stats/leaderboard?page=serve,7.0,8.0,69.0,59.0,86.0,78.0,46.0,59.0,44.0,12.0,27.0,100.0,2.0,2.0,0.0,164.0,/en/stats/leaderboard?page=serve,3.0,7.0,57.0,45.0,79.0,71.0,32.0,45.0,32.0,11.0,34.0,33.0,3.0,9.0,0.0,67.0,58.0,86.0,46.0,36.0,79.0,57.0,94.0,165.0,54.0,43.0,79.0,33.0,28.0,86.0,43.0,71.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS005,Quarterfinals,,,F,5,,K. Khachanov,A. Blockx,KE29,B0PG,RUS,BEL,,28,,,,,,,,,,,,,2026-08-30T00:00:00,213.0,/en/stats/leaderboard?page=serve,2.0,6.0,59.0,39.0,66.0,87.0,34.0,39.0,63.0,17.0,27.0,100.0,2.0,2.0,0.0,186.0,/en/stats/leaderboard?page=serve,4.0,8.0,64.0,47.0,74.0,66.0,31.0,47.0,52.0,14.0,27.0,33.0,2.0,6.0,0.0,77.0,51.0,66.0,39.0,29.0,74.0,57.0,80.0,140.0,61.0,45.0,74.0,23.0,15.0,66.0,43.0,60.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS006,Quarterfinals,,,F,5,,F. Tiafoe,A. Michelsen,TD51,M0QI,USA,USA,11,,,,,,,,,,,,,,2026-08-30T00:00:00,184.0,/en/stats/leaderboard?page=serve,4.0,10.0,97.0,178.0,183.0,61.0,108.0,178.0,20.0,1.0,5.0,65.0,15.0,23.0,0.0,168.0,/en/stats/leaderboard?page=serve,9.0,21.0,94.0,161.0,171.0,62.0,100.0,161.0,0.0,0.0,10.0,53.0,9.0,17.0,0.0,60.0,109.0,183.0,42.0,71.0,171.0,51.0,180.0,354.0,58.0,100.0,171.0,40.0,74.0,183.0,49.0,174.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS007,Quarterfinals,,,F,5,,B. Shelton,C. Alcaraz,S0S1,A0E2,USA,ESP,8,2,,,,,,,,,,,,,2026-08-30T00:00:00,169.0,/en/stats/leaderboard?page=serve,2.0,8.0,98.0,157.0,160.0,65.0,102.0,157.0,0.0,0.0,3.0,73.0,8.0,11.0,0.0,155.0,/en/stats/leaderboard?page=serve,7.0,3.0,96.0,174.0,182.0,63.0,109.0,174.0,0.0,0.0,8.0,69.0,11.0,16.0,0.0,64.0,102.0,160.0,40.0,73.0,182.0,51.0,175.0,342.0,60.0,109.0,182.0,36.0,58.0,160.0,49.0,167.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS008,Round of 16,,,F,5,,A. Zverev,L. Darderi,Z355,D0FJ,GER,ITA,1,21,,,,,,,,,,,,,2026-08-30T00:00:00,218.0,/en/stats/leaderboard?page=serve,5.0,13.0,72.0,59.0,82.0,86.0,51.0,59.0,52.0,12.0,23.0,100.0,1.0,1.0,0.0,167.0,/en/stats/leaderboard?page=serve,7.0,9.0,46.0,48.0,104.0,83.0,40.0,48.0,36.0,20.0,56.0,76.0,13.0,17.0,0.0,77.0,63.0,82.0,42.0,44.0,104.0,58.0,107.0,186.0,58.0,60.0,104.0,23.0,19.0,82.0,42.0,79.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS009,Round of 16,,,F,5,,A. Gea,B. van de Zandschulp,g0ix,V812,FRA,NED,,,,,,,,,,,,,,,2026-08-30T00:00:00,179.0,/en/stats/leaderboard?page=serve,12.0,10.0,73.0,155.0,213.0,63.0,98.0,155.0,45.0,26.0,58.0,67.0,14.0,21.0,0.0,181.0,/en/stats/leaderboard?page=serve,9.0,15.0,68.0,136.0,199.0,64.0,87.0,136.0,43.0,27.0,63.0,56.0,9.0,16.0,0.0,58.0,124.0,213.0,43.0,85.0,199.0,51.0,209.0,412.0,57.0,114.0,199.0,42.0,89.0,213.0,49.0,203.0,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2026,US Open,GS,2026-08-30T00:00:00,2026-09-13T00:00:00,Hard,128,47540000,$,MS010,Round of 16,,,F,5,,K. Khachanov,L. Tien,KE29,T0HA,RUS,USA,,14,,,,,,,,,,,,,2026-08-30T00:00:00,182.0,/en/stats/leaderboard?page=serve,7.0,9.0,65.0,110.0,168.0,74.0,81.0,110.0,41.0,24.0,58.0,64.0,9.0,14.0,0.0,178.0,/en/stats/leaderboard?page=serve,8.0,8.0,64.0,100.0,156.0,68.0,68.0,100.0,46.0,26.0,56.0,25.0,3.0,12.0,0.0,63.0,105.0,168.0,40.0,62.0,156.0,52.0,167.0,324.0,60.0,94.0,156.0,38.0,63.0,168.0,48.0,157.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
