event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS001,F,02:20:00,,F,3,F324,"7-6(7),6-4,6-4",R. Federer,F. Gonzalez,,,SUI,CHI,7-6(7),6-4,6-4,,,02:20:00,A,R. Federer,F. Gonzalez,SUI,CHI,,,7.0,2.0,315,/en/stats/leaderboard?page=serve,1,5,58,50,86,82,41,50,78,28,36,0,0,1,16,260,/en/stats/leaderboard?page=serve,3,6,61,77,127,69,53,77,46,23,50,70,7,10,16,80,69,86,40,51,127,56,120,213,60,76,127,20,17,86,44,93,213,,,,,,,F324,G415
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS002,SF,01:23:00,,F,3,F324,"6-4,6-0,6-2",R. Federer,A. Roddick,,,SUI,USA,6-4,6-0,6-2,,,01:23:00,A,R. Federer,A. Roddick,SUI,USA,,,,,299,/en/stats/leaderboard?page=serve,2,10,51,32,63,81,26,32,68,21,31,0,0,1,12,189,/en/stats/leaderboard?page=serve,2,4,63,41,65,54,22,41,29,7,24,0,0,7,12,75,47,63,55,36,65,65,83,128,45,29,65,25,16,63,35,45,128,,,,,,,F324,R485
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS003,SF,01:31:00,,F,3,G415,"6-1,6-3,6-1",F. Gonzalez,T. Haas,,,CHI,GER,6-1,6-3,6-1,,,01:31:00,A,F. Gonzalez,T. Haas,CHI,GER,,,,,323,/en/stats/leaderboard?page=serve,0,9,63,38,60,87,33,38,64,14,22,0,0,0,11,186,/en/stats/leaderboard?page=serve,4,0,60,40,67,63,25,40,26,7,27,42,5,12,12,78,47,60,52,35,67,65,82,127,48,32,67,22,13,60,35,45,127,,,,,,,G415,H355
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS004,QF,02:20:00,,F,3,F324,"6-3,7-6(7),7-5",R. Federer,T. Robredo,,,SUI,ESP,6-3,7-6(7),7-5,,,02:20:00,A,R. Federer,T. Robredo,SUI,ESP,,,,,273,/en/stats/leaderboard?page=serve,1,5,63,60,96,72,43,60,58,21,36,50,4,8,17,223,/en/stats/leaderboard?page=serve,4,4,61,71,117,63,45,71,37,17,46,50,6,12,16,67,64,96,47,55,117,56,119,213,53,62,117,33,32,96,44,94,213,7.0,2.0,,,,,F324,R419
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS005,QF,01:27:00,,F,3,R485,"6-2,6-2,6-2",A. Roddick,M. Fish,,,USA,USA,6-2,6-2,6-2,,,01:27:00,A,A. Roddick,M. Fish,USA,USA,,,,,305,/en/stats/leaderboard?page=serve,2,10,62,38,61,92,35,38,52,12,23,0,0,1,12,188,/en/stats/leaderboard?page=serve,5,12,44,31,70,65,20,31,31,12,39,46,6,13,12,77,47,61,54,38,70,65,85,131,46,32,70,23,14,61,35,46,131,,,,,,,R485,F339
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS006,QF,03:19:00,,F,5,H355,"6-3,2-6,1-6,6-1,7-5",T. Haas,N. Davydenko,,,GER,RUS,6-3,2-6,1-6,6-1,7-5,03:19:00,A,T. Haas,N. Davydenko,GER,RUS,,,,,249,/en/stats/leaderboard?page=serve,8,9,59,78,132,69,54,78,48,26,54,40,4,10,22,261,/en/stats/leaderboard?page=serve,2,5,70,94,134,62,58,94,55,22,40,63,10,16,21,61,80,132,40,54,134,50,134,266,60,80,134,39,52,132,50,132,266,,,,,,,H355,D402
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS007,QF,02:05:00,,F,3,G415,"6-2,6-4,6-3",F. Gonzalez,R. Nadal,,,CHI,ESP,6-2,6-4,6-3,,,02:05:00,A,F. Gonzalez,R. Nadal,CHI,ESP,,,,,310,/en/stats/leaderboard?page=serve,0,10,66,55,83,73,40,55,61,17,28,100,3,3,13,239,/en/stats/leaderboard?page=serve,2,1,71,56,79,70,39,56,35,8,23,38,3,8,14,69,57,83,41,32,79,55,89,162,59,47,79,31,26,83,45,73,162,,,,,,,G415,N409
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS008,R16,01:50:00,,F,3,F324,"6-2,7-5,6-3",R. Federer,N. Djokovic,,,SUI,SRB,6-2,7-5,6-3,,,01:50:00,A,R. Federer,N. Djokovic,SUI,SRB,,,,,314,/en/stats/leaderboard?page=serve,1,12,63,50,80,80,40,50,67,20,30,50,1,2,15,237,/en/stats/leaderboard?page=serve,2,7,61,62,101,61,38,62,46,18,39,38,3,8,14,75,60,80,45,45,101,58,105,181,55,56,101,25,20,80,42,76,181,,,,,,,F324,D643
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS009,R16,02:47:00,,F,4,R419,"6-4,6-2,3-6,6-4",T. Robredo,R. Gasquet,,,ESP,FRA,6-4,6-2,3-6,6-4,,02:47:00,A,T. Robredo,R. Gasquet,ESP,FRA,,,,,297,/en/stats/leaderboard?page=serve,1,8,63,65,103,78,51,65,55,21,38,67,2,3,18,270,/en/stats/leaderboard?page=serve,2,1,78,114,147,60,68,114,55,18,33,81,17,21,19,70,72,103,41,61,147,53,133,250,59,86,147,30,31,103,47,117,250,,,,,,,R419,G628
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS010,R16,02:30:00,,F,4,F339,"6-1,7-6(7),2-6,7-5",M. Fish,D. Ferrer,,,USA,ESP,6-1,7-6(7),2-6,7-5,,02:30:00,A,M. Fish,D. Ferrer,USA,ESP,,,,,279,/en/stats/leaderboard?page=serve,5,15,52,65,125,75,49,65,57,34,60,40,2,5,20,270,/en/stats/leaderboard?page=serve,1,7,69,78,113,68,53,78,49,17,35,20,1,5,19,66,83,125,38,43,113,53,126,238,62,70,113,34,42,125,47,112,238,7.0,4.0,,,,,F339,F401
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS011,R16,03:03:00,,F,5,R485,"6-3,3-6,6-1,5-7,6-4",A. Roddick,M. Ancic,,,USA,CRO,6-3,3-6,6-1,5-7,6-4,03:03:00,A,A. Roddick,M. Ancic,USA,CRO,,,,,299,/en/stats/leaderboard?page=serve,1,16,69,91,132,79,72,91,49,20,41,25,1,4,24,293,/en/stats/leaderboard?page=serve,3,21,64,84,131,73,61,84,60,28,47,64,9,14,23,70,92,132,32,42,131,51,134,263,68,89,131,30,40,132,49,129,263,,,,,,,R485,A385
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS012,R16,02:29:00,,F,4,H355,"4-6,6-3,6-2,6-3",T. Haas,D. Nalbandian,,,GER,ARG,4-6,6-3,6-2,6-3,,02:29:00,A,T. Haas,D. Nalbandian,GER,ARG,,,,,294,/en/stats/leaderboard?page=serve,2,16,71,80,113,76,61,80,45,15,33,71,5,7,18,236,/en/stats/leaderboard?page=serve,6,9,55,65,118,63,41,65,49,26,53,45,5,11,18,67,76,113,43,51,118,55,127,231,57,67,118,33,37,113,45,104,231,,,,,,,H355,N301
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS013,R16,03:00:00,,F,4,D402,"5-7,6-4,6-1,7-6(7)",N. Davydenko,T. Berdych,,,RUS,CZE,5-7,6-4,6-1,7-6(7),,03:00:00,A,N. Davydenko,T. Berdych,RUS,CZE,,,,,278,/en/stats/leaderboard?page=serve,5,8,58,74,128,76,56,74,56,30,54,75,9,12,20,241,/en/stats/leaderboard?page=serve,7,6,57,73,129,68,50,73,46,26,56,57,8,14,21,67,86,128,41,53,129,54,139,257,59,76,129,33,42,128,46,118,257,,,7.0,5.0,,,D402,BA47
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS014,R16,02:06:00,,F,3,G415,"7-5,6-4,7-6(7)",F. Gonzalez,J. Blake,,,CHI,USA,7-5,6-4,7-6(7),,,02:06:00,A,F. Gonzalez,J. Blake,CHI,USA,,,,,299,/en/stats/leaderboard?page=serve,1,18,70,71,102,75,53,71,55,17,31,63,5,8,17,243,/en/stats/leaderboard?page=serve,6,8,50,55,111,75,41,55,46,26,56,62,8,13,17,69,70,102,40,44,111,54,114,213,60,67,111,31,32,102,46,99,213,,,,,7.0,4.0,G415,B676
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS015,R16,03:51:00,,F,5,N409,"6-7(3),6-4,4-6,6-3,6-1",R. Nadal,A. Murray,,,ESP,GBR,6-7(3),6-4,4-6,6-3,6-1,03:51:00,A,R. Nadal,A. Murray,ESP,GBR,,,3.0,7.0,288,/en/stats/leaderboard?page=serve,1,5,73,113,155,69,78,113,55,23,42,82,14,17,24,246,/en/stats/leaderboard?page=serve,9,15,53,84,160,74,62,84,43,33,76,56,9,16,24,65,101,155,41,65,160,53,166,315,59,95,160,35,54,155,47,149,315,,,,,,,N409,MC10
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS016,R32,02:04:00,,F,3,F324,"6-3,6-3,7-6(7)",R. Federer,M. Youzhny,,,SUI,RUS,6-3,6-3,7-6(7),,,02:04:00,A,R. Federer,M. Youzhny,SUI,RUS,,,,,288,/en/stats/leaderboard?page=serve,1,7,53,53,100,83,44,53,53,25,47,75,3,4,15,250,/en/stats/leaderboard?page=serve,1,7,54,55,101,78,43,55,39,18,46,50,4,8,15,69,69,100,40,40,101,54,109,201,60,61,101,31,31,100,46,92,201,,,,,7.0,5.0,F324,Y061
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS017,R32,02:45:00,,F,4,D643,"6-3,6-4,5-7,6-1",N. Djokovic,D. Udomchoke,,,SRB,THA,6-3,6-4,5-7,6-1,,02:45:00,A,N. Djokovic,D. Udomchoke,SRB,THA,,,,,295,/en/stats/leaderboard?page=serve,1,15,74,90,121,68,61,90,55,17,31,67,6,9,19,224,/en/stats/leaderboard?page=serve,4,1,53,64,121,64,41,64,47,27,57,53,8,15,19,64,78,121,44,53,121,54,131,242,56,68,121,36,43,121,46,111,242,,,,,,,D643,U043
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS018,R32,02:26:00,,F,4,G628,"6-0,4-6,7-5,6-3",R. Gasquet,G. Monfils,,,FRA,FRA,6-0,4-6,7-5,6-3,,02:26:00,A,R. Gasquet,G. Monfils,FRA,FRA,,,,,306,/en/stats/leaderboard?page=serve,2,6,76,76,100,79,60,76,58,14,24,71,5,7,19,251,/en/stats/leaderboard?page=serve,3,9,65,68,105,63,43,68,51,19,37,33,3,9,18,74,74,100,41,43,105,57,117,205,59,62,105,26,26,100,43,88,205,,,,,,,G628,MC65
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS019,R32,02:23:00,,F,4,R419,"6-4,6-7(5),6-2,6-1",T. Robredo,S. Querrey,,,ESP,USA,6-4,6-7(5),6-2,6-1,,02:23:00,A,T. Robredo,S. Querrey,ESP,USA,,,,,332,/en/stats/leaderboard?page=serve,2,18,69,77,112,78,60,77,69,24,35,100,2,2,19,259,/en/stats/leaderboard?page=serve,0,9,59,63,106,75,47,63,44,19,43,38,3,8,18,75,84,112,38,40,106,57,124,218,62,66,106,25,28,112,43,94,218,5.0,7.0,,,,,R419,Q927
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS020,R32,00:06:00,,F,1,F339,3-0,M. Fish,W. Arthurs,,,USA,AUS,3-0,,,,,00:06:00,A,M. Fish,W. Arthurs,USA,AUS,,,,,378,/en/stats/leaderboard?page=serve,0,3,75,3,4,100,3,3,100,1,1,0,0,0,1,88,/en/stats/leaderboard?page=serve,2,0,50,5,10,20,1,5,20,1,5,33,1,3,2,100,4,4,80,8,10,86,12,14,20,2,10,0,0,4,14,2,14,,,,,,,F339,A202
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS021,R32,03:51:00,,F,5,F401,"6-7(5),4-6,6-0,6-4,6-3",D. Ferrer,R. Stepanek,,,ESP,CZE,6-7(5),4-6,6-0,6-4,6-3,03:51:00,A,D. Ferrer,R. Stepanek,ESP,CZE,,,5.0,7.0,253,/en/stats/leaderboard?page=serve,1,3,65,106,162,73,77,106,38,21,56,54,7,13,24,218,/en/stats/leaderboard?page=serve,8,9,59,104,176,66,69,104,36,26,72,66,19,29,23,60,98,162,46,81,176,53,179,338,54,95,176,40,64,162,47,159,338,,,,,,,F401,S694
580,2007,Australian Open,GS,2007-01-15T00:00:00,2007-01-28T00:00:00,Hard,128,7297052,$,MS022,R32,01:43:00,,F,3,A385,"6-3,6-2,6-1",M. Ancic,D. Hrbaty,,,CRO,SVK,6-3,6-2,6-1,,,01:43:00,A,M. Ancic,D. Hrbaty,CRO,SVK,,,,,304,/en/stats/leaderboard?page=serve,0,13,76,58,76,74,43,58,50,9,18,83,5,6,12,177,/en/stats/leaderboard?page=serve,3,0,51,38,75,47,18,38,41,15,37,13,1,8,12,68,52,76,56,42,75,62,94,151,44,33,75,32,24,76,38,57,151,,,,,,,A385,H377
