event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS001,F,02:04:00,,F,3,D643,"6-3,6-2,6-3",N. Djokovic,R. Nadal,,,SRB,ESP,6-3,6-2,6-3,,,02:04:00,344,/en/stats/leaderboard?page=serve,0,8,72,50,69,80,40,50,84,16,19,100,1,1,13,239,/en/stats/leaderboard?page=serve,2,3,64,47,73,51,24,47,62,16,26,38,3,8,13,81,56,69,45,33,73,63,89,142,55,40,73,19,13,69,37,53,142,A,,,,,,,,,,,N. Djokovic,R. Nadal,D643,N409,SRB,ESP,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS002,SF,01:23:00,,F,3,D643,"6-0,6-2,6-2",N. Djokovic,L. Pouille,,,SRB,FRA,6-0,6-2,6-2,,,01:23:00,349,/en/stats/leaderboard?page=serve,0,6,72,38,53,84,32,38,87,13,15,0,0,0,11,185,/en/stats/leaderboard?page=serve,3,4,54,40,74,68,27,40,26,9,34,42,5,12,11,85,45,53,51,38,74,65,83,127,49,36,74,15,8,53,35,44,127,A,,,,,,,,,,,N. Djokovic,L. Pouille,D643,PF39,SRB,FRA,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS003,SF,01:46:00,,F,3,N409,"6-2,6-4,6-0",R. Nadal,S. Tsitsipas,,,ESP,GRE,6-2,6-4,6-0,,,01:46:00,327,/en/stats/leaderboard?page=serve,0,5,66,40,61,85,34,40,71,15,21,100,1,1,12,216,/en/stats/leaderboard?page=serve,2,5,69,45,65,64,29,45,30,6,20,45,5,11,12,80,49,61,46,30,65,63,79,126,54,35,65,20,12,61,37,47,126,A,,,,,,,,,,,R. Nadal,S. Tsitsipas,N409,TE51,ESP,GRE,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS004,QF,00:52:00,,F,2,D643,"6-1,4-1",N. Djokovic,K. Nishikori,,,SRB,JPN,6-1,4-1,,,,00:52:00,344,/en/stats/leaderboard?page=serve,1,2,69,20,29,85,17,20,89,8,9,0,0,0,6,184,/en/stats/leaderboard?page=serve,3,0,70,33,47,48,16,33,36,5,14,0,0,4,6,86,25,29,55,26,47,67,51,76,45,21,47,14,4,29,33,25,76,A,,,,,,,,,,,N. Djokovic,K. Nishikori,D643,N552,SRB,JPN,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS005,QF,03:02:00,,F,4,PF39,"7-6(7),6-3,6-7(2),6-4",L. Pouille,M. Raonic,,,FRA,CAN,7-6(7),6-3,6-7(2),6-4,,03:02:00,312,/en/stats/leaderboard?page=serve,4,14,66,80,122,84,67,80,57,24,42,0,0,1,22,289,/en/stats/leaderboard?page=serve,6,25,58,87,149,71,62,87,56,35,62,79,11,14,21,75,91,122,35,52,149,53,143,271,65,97,149,25,31,122,47,128,271,A,7,4,2,7,,,,,,,L. Pouille,M. Raonic,PF39,R975,FRA,CAN,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS006,QF,03:15:00,,F,4,TE51,"7-5,4-6,6-4,7-6(7)",S. Tsitsipas,R. Bautista Agut,,,GRE,ESP,7-5,4-6,6-4,7-6(7),,03:15:00,295,/en/stats/leaderboard?page=serve,3,22,57,74,129,84,62,74,49,27,55,25,1,4,22,282,/en/stats/leaderboard?page=serve,2,6,69,88,128,73,64,88,55,22,40,64,7,11,22,69,89,129,33,42,128,51,131,257,67,86,128,31,40,129,49,126,257,A,,,,,7,2,,,,,S. Tsitsipas,R. Bautista Agut,TE51,BD06,GRE,ESP,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS007,QF,01:47:00,,F,3,N409,"6-3,6-4,6-2",R. Nadal,F. Tiafoe,,,ESP,USA,6-3,6-4,6-2,,,01:47:00,329,/en/stats/leaderboard?page=serve,0,11,74,57,77,84,48,57,60,12,20,100,2,2,14,260,/en/stats/leaderboard?page=serve,0,13,75,54,72,70,38,54,33,6,18,50,4,8,13,78,60,77,39,28,72,59,88,149,61,44,72,22,17,77,41,61,149,A,,,,,,,,,,,R. Nadal,F. Tiafoe,N409,TD51,ESP,USA,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS008,R16,03:15:00,,F,4,D643,"6-4,6-7(5),6-2,6-3",N. Djokovic,D. Medvedev,,,SRB,RUS,6-4,6-7(5),6-2,6-3,,03:15:00,280,/en/stats/leaderboard?page=serve,5,6,67,84,126,73,61,84,50,21,42,78,7,9,19,247,/en/stats/leaderboard?page=serve,6,18,65,93,142,70,65,93,35,17,49,61,11,18,20,65,82,126,42,60,142,53,142,268,58,82,142,35,44,126,47,126,268,A,,,,,,,5,7,,,N. Djokovic,D. Medvedev,D643,MM58,SRB,RUS,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS009,R16,05:05:00,,F,5,N552,"6-7(8),4-6,7-6(7),6-4,7-6(10)",K. Nishikori,P. Carreno Busta,,,JPN,ESP,6-7(8),4-6,7-6(7),6-4,7-6(10),05:05:00,268,/en/stats/leaderboard?page=serve,2,15,61,127,207,73,93,127,43,34,80,57,8,14,28,265,/en/stats/leaderboard?page=serve,2,5,70,153,219,62,95,153,52,34,66,71,15,21,28,61,127,207,41,90,219,51,217,426,59,129,219,39,80,207,49,209,426,A,8,10,7,4,,,,,10,8,K. Nishikori,P. Carreno Busta,N552,CD85,JPN,ESP,,
580,2019,Australian Open,GS,2019-01-14T00:00:00,2019-01-27T00:00:00,Hard,128,29687000,A$,MS010,R16,01:59:00,,F,3,R975,"6-1,6-1,7-6(7)",M. Raonic,A. Zverev,,,CAN,GER,6-1,6-1,7-6(7),,,01:59:00,309,/en/stats/leaderboard?page=serve,1,15,69,54,78,80,43,54,54,13,24,0,0,1,13,214,/en/stats/leaderboard?page=serve,10,6,62,56,90,68,38,56,35,12,34,70,14,20,13,72,56,78,44,40,90,57,96,168,56,50,90,28,22,78,43,72,168,A,,,7,5,,,,,,,M. Raonic,A. Zverev,R975,Z355,CAN,GER,,
