event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS001,F,02:45:00,,F,3,A678,"7-6(7),6-7(2),7-6(7)",K. Anderson,I. Karlovic,,,RSA,CRO,7-6(7),6-7(2),7-6(7),,,02:45:00,7,4,2,7,7,5,333,/en/stats/leaderboard?page=serve,6,21,63,65,104,88,57,65,67,26,39,0,0,0,18,337,/en/stats/leaderboard?page=serve,4,36,70,83,118,89,74,83,46,16,35,100,8,8,18,80,83,104,24,28,118,50,111,222,76,90,118,20,21,104,50,111,222,A,K. Anderson,I. Karlovic,A678,K336,RSA,CRO,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS002,SF,01:48:00,,F,2,A678,"6-3,7-6(7)",K. Anderson,G. Simon,,,RSA,FRA,6-3,7-6(7),,,,01:48:00,,,7,3,,,296,/en/stats/leaderboard?page=serve,2,21,63,54,86,80,43,54,44,14,32,90,9,10,11,263,/en/stats/leaderboard?page=serve,0,1,61,34,56,76,26,34,45,10,22,0,0,2,10,66,57,86,36,20,56,54,77,142,64,36,56,34,29,86,46,65,142,A,K. Anderson,G. Simon,A678,SD32,RSA,FRA,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS003,SF,01:55:00,,F,3,K336,"7-6(7),4-6,6-3",I. Karlovic,S. Darcis,,,CRO,BEL,7-6(7),4-6,6-3,,,01:55:00,7,3,,,,,332,/en/stats/leaderboard?page=serve,4,33,65,58,89,90,52,58,55,17,31,50,1,2,16,302,/en/stats/leaderboard?page=serve,2,3,84,80,95,71,57,80,53,8,15,83,5,6,15,78,69,89,32,30,95,54,99,184,68,65,95,22,20,89,46,85,184,A,I. Karlovic,S. Darcis,K336,D632,CRO,BEL,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS004,QF,01:09:00,,F,2,A678,"6-3,6-3",K. Anderson,J. Munar,,,RSA,ESP,6-3,6-3,,,,01:09:00,,,,,,,298,/en/stats/leaderboard?page=serve,1,14,65,33,51,82,27,33,50,9,18,50,1,2,9,220,/en/stats/leaderboard?page=serve,1,3,60,26,43,62,16,26,41,7,17,0,0,4,9,71,36,51,47,20,43,60,56,94,53,23,43,29,15,51,40,38,94,A,K. Anderson,J. Munar,A678,MU94,RSA,ESP,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS005,QF,02:19:00,,F,3,SD32,"3-6,7-6(7),6-4",G. Simon,B. Paire,,,FRA,FRA,3-6,7-6(7),6-4,,,02:19:00,,,7,4,,,267,/en/stats/leaderboard?page=serve,4,4,71,74,104,73,54,74,43,13,30,73,8,11,15,251,/en/stats/leaderboard?page=serve,12,11,54,64,119,75,48,64,42,23,55,75,9,12,16,64,67,104,40,48,119,52,115,223,60,71,119,36,37,104,48,108,223,A,G. Simon,B. Paire,SD32,PD31,FRA,FRA,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS006,QF,01:34:00,,F,2,D632,"7-5,6-2",S. Darcis,M. Jaziri,,,BEL,TUN,7-5,6-2,,,,01:34:00,,,,,,,290,/en/stats/leaderboard?page=serve,0,1,65,42,65,64,27,42,70,16,23,75,3,4,10,223,/en/stats/leaderboard?page=serve,0,6,39,22,56,77,17,22,41,14,34,20,1,5,10,66,43,65,45,25,56,56,68,121,55,31,56,34,22,65,44,53,121,A,S. Darcis,M. Jaziri,D632,J267,BEL,TUN,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS007,QF,01:46:00,,F,2,K336,"7-6(7),7-6(7)",I. Karlovic,E. Gulbis,,,CRO,LAT,7-6(7),7-6(7),,,,01:46:00,7,5,7,5,,,330,/en/stats/leaderboard?page=serve,4,25,72,60,83,85,51,60,52,12,23,100,3,3,12,309,/en/stats/leaderboard?page=serve,3,10,58,45,78,89,40,45,55,18,33,0,0,0,12,76,63,83,26,20,78,52,83,161,74,58,78,24,20,83,48,78,161,A,I. Karlovic,E. Gulbis,K336,G858,CRO,LAT,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS008,R16,02:09:00,,F,2,A678,"7-6(7),7-6(8)",K. Anderson,L. Djere,,,RSA,SRB,7-6(7),7-6(8),,,,02:09:00,7,3,8,6,,,316,/en/stats/leaderboard?page=serve,2,20,67,54,81,81,44,54,59,16,27,50,1,2,12,276,/en/stats/leaderboard?page=serve,4,6,64,63,99,75,47,63,44,16,36,86,6,7,12,74,60,81,36,36,99,53,96,180,64,63,99,26,21,81,47,84,180,A,K. Anderson,L. Djere,A678,DB63,RSA,SRB,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS009,R16,01:16:00,,F,2,MU94,"7-5,6-0",J. Munar,S. Bolelli,,,ESP,ITA,7-5,6-0,,,,01:16:00,,,,,,,294,/en/stats/leaderboard?page=serve,1,4,77,36,47,81,29,36,45,5,11,0,0,1,9,197,/en/stats/leaderboard?page=serve,1,1,67,42,63,48,20,42,38,8,21,38,3,8,9,72,34,47,56,35,63,63,69,110,44,28,63,28,13,47,37,41,110,A,J. Munar,S. Bolelli,MU94,BA98,ESP,ITA,,
891,2019,Pune,250,2018-12-31T00:00:00,2019-01-05T00:00:00,Hard,28,527880,$,MS010,R16,02:31:00,,F,3,SD32,"6-7(3),6-2,6-1",G. Simon,I. Ivashka,,,FRA,BLR,6-7(3),6-2,6-1,,,02:31:00,3,7,,,,,297,/en/stats/leaderboard?page=serve,2,9,58,62,107,68,42,62,64,29,45,100,6,6,13,237,/en/stats/leaderboard?page=serve,5,4,63,66,104,61,40,66,50,19,38,58,7,12,14,66,71,107,43,45,104,55,116,211,57,59,104,34,36,107,45,95,211,A,G. Simon,I. Ivashka,SD32,I305,FRA,BLR,,
