event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS001,F,02:23:00,,F,3,C977,"7-6(7),4-6,6-4",M. Cilic,T. Fritz,,,CRO,USA,7-6(7),4-6,6-4,,,02:23:00,A,M. Cilic,T. Fritz,CRO,USA,,,249,/en/stats/leaderboard?page=serve,7,12,60,58,97,78,45,58,38,15,39,58,7,12,16,244,/en/stats/leaderboard?page=serve,5,10,57,59,103,64,38,59,50,22,44,29,2,7,16,62,60,97,42,43,103,52,103,200,58,60,103,38,37,97,49,97,200,7,3,02:23:00,02:23:00,,,C977,FB98
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS002,SF,01:09:00,,F,2,C977,"6-3,6-3",M. Cilic,B. van de Zandschulp,,,CRO,NED,6-3,6-3,,,,01:09:00,A,M. Cilic,B. van de Zandschulp,CRO,NED,,,329,/en/stats/leaderboard?page=serve,0,9,69,31,45,87,27,31,64,9,14,0,0,0,9,244,/en/stats/leaderboard?page=serve,1,2,74,39,53,67,26,39,36,5,14,63,5,8,9,80,36,45,42,22,53,59,58,98,58,31,53,20,9,45,41,40,98,,,01:09:00,01:09:00,,,C977,V812
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS003,SF,01:57:00,,F,3,FB98,"5-7,6-1,6-3",T. Fritz,J. Struff,,,USA,GER,5-7,6-1,6-3,,,01:57:00,A,T. Fritz,J. Struff,USA,GER,,,286,/en/stats/leaderboard?page=serve,5,10,67,54,81,81,44,54,48,13,27,50,2,4,14,236,/en/stats/leaderboard?page=serve,4,6,62,58,94,66,38,58,42,15,36,50,5,10,14,70,57,81,44,41,94,56,98,175,56,53,94,30,24,81,44,77,175,,,01:57:00,01:57:00,,,FB98,SL28
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS004,QF,01:33:00,,F,2,V812,"6-3,6-4",B. van de Zandschulp,A. Rublev,,,NED,RUS,6-3,6-4,,,,01:33:00,A,B. van de Zandschulp,A. Rublev,NED,RUS,,,290,/en/stats/leaderboard?page=serve,2,5,68,36,53,72,26,36,59,10,17,83,5,6,9,221,/en/stats/leaderboard?page=serve,4,2,59,47,80,62,29,47,42,14,33,56,5,9,10,68,36,53,46,37,80,55,73,133,54,43,80,32,17,53,45,60,133,,,01:33:00,01:33:00,,,V812,RE44
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS005,QF,02:34:00,,F,3,C977,"6-4,3-6,6-3",M. Cilic,R. Bautista Agut,,,CRO,ESP,6-4,3-6,6-3,,,02:34:00,A,M. Cilic,R. Bautista Agut,CRO,ESP,,,259,/en/stats/leaderboard?page=serve,7,19,50,58,116,79,46,58,40,23,58,81,13,16,14,243,/en/stats/leaderboard?page=serve,1,2,50,44,88,73,32,44,48,21,44,64,7,11,14,59,69,116,40,35,88,51,104,204,60,53,88,41,47,116,49,100,204,,,02:34:00,02:34:00,,,C977,BD06
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS006,QF,01:14:00,,F,2,FB98,"6-4,6-2",T. Fritz,J. Millman,,,USA,AUS,6-4,6-2,,,,01:14:00,A,T. Fritz,J. Millman,USA,AUS,,,282,/en/stats/leaderboard?page=serve,2,5,54,26,48,73,19,26,64,14,22,50,1,2,9,217,/en/stats/leaderboard?page=serve,2,3,50,26,52,65,17,26,46,12,26,43,3,7,9,69,33,48,44,23,52,56,56,100,56,29,52,31,15,48,44,44,100,,,01:14:00,01:14:00,,,FB98,MH30
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS007,QF,01:20:00,,F,2,SL28,"6-4,6-3",J. Struff,D. Shapovalov,,,GER,CAN,6-4,6-3,,,,01:20:00,A,J. Struff,D. Shapovalov,GER,CAN,,,276,/en/stats/leaderboard?page=serve,4,4,48,25,52,88,22,25,52,14,27,80,4,5,9,223,/en/stats/leaderboard?page=serve,4,4,60,33,55,58,19,33,45,10,22,50,4,8,10,69,36,52,47,26,55,58,62,107,53,29,55,31,16,52,42,45,107,,,01:20:00,01:20:00,,,SL28,SU55
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS008,R16,01:29:00,,F,2,RE44,"6-4,6-4",A. Rublev,I. Ivashka,,,RUS,BLR,6-4,6-4,,,,01:29:00,A,A. Rublev,I. Ivashka,RUS,BLR,,,307,/en/stats/leaderboard?page=serve,1,10,57,37,65,84,31,37,57,16,28,100,7,7,10,260,/en/stats/leaderboard?page=serve,1,4,65,42,65,69,29,42,43,10,23,67,4,6,10,72,47,65,40,26,65,56,73,130,60,39,65,28,18,65,44,57,130,,,01:29:00,01:29:00,,,RE44,I305
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS009,R16,01:28:00,,F,2,V812,"6-2,7-5",B. van de Zandschulp,S. Korda,,,NED,USA,6-2,7-5,,,,01:28:00,A,B. van de Zandschulp,S. Korda,NED,USA,,,324,/en/stats/leaderboard?page=serve,1,4,71,40,56,75,30,40,75,12,16,100,2,2,10,256,/en/stats/leaderboard?page=serve,2,6,72,48,67,63,30,48,47,9,19,50,3,6,10,75,42,56,42,28,67,57,70,123,58,39,67,25,14,56,43,53,123,,,01:28:00,01:28:00,,,V812,K0AH
568,2021,St. Petersburg,250,2021-10-25T00:00:00,2021-10-31T00:00:00,Hard,28,863705,$,MS010,R16,01:19:00,,F,2,BD06,"6-3,6-2",R. Bautista Agut,M. McDonald,,,ESP,USA,6-3,6-2,,,,01:19:00,A,R. Bautista Agut,M. McDonald,ESP,USA,,,312,/en/stats/leaderboard?page=serve,1,2,65,34,52,79,27,34,67,12,18,100,1,1,9,239,/en/stats/leaderboard?page=serve,0,3,71,35,49,60,21,35,43,6,14,57,4,7,8,75,39,52,45,22,49,60,61,101,55,27,49,25,13,52,40,40,101,,,01:19:00,01:19:00,,,BD06,MK66
