event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS001,F,01:34:00,,F,2,S015,"6-4,7-5",J. Sanchez,M. Ondruska,,,ESP,RSA,6-4,7-5,,,,01:34:00,254,/en/stats/leaderboard?page=serve,5,6,55,34,62,65,22,34,61,17,28,50,3,6,11,206,/en/stats/leaderboard?page=serve,5,1,52,40,77,50,20,40,54,20,37,55,6,11,11,63,39,62,48,37,77,55,76,139,52,40,77,37,23,62,45,63,139,A,,,,,,,,,J. Sanchez,M. Ondruska,S015,O098,ESP,RSA,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS002,SF,01:23:00,,F,2,S015,"6-4,6-3",J. Sanchez,M. Washington,,,ESP,USA,6-4,6-3,,,,01:23:00,268,/en/stats/leaderboard?page=serve,2,5,55,36,66,69,25,36,53,16,30,88,7,8,9,213,/en/stats/leaderboard?page=serve,7,4,50,35,70,66,23,35,40,14,35,60,6,10,10,62,41,66,47,33,70,54,74,136,53,37,70,38,25,66,46,62,136,A,,,,,,,,,J. Sanchez,M. Washington,S015,W124,ESP,USA,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS003,SF,02:17:00,,F,3,O098,"6-4,4-6,7-6(7)",M. Ondruska,A. Costa,,,RSA,ESP,6-4,4-6,7-6(7),,,02:17:00,237,/en/stats/leaderboard?page=serve,4,1,63,76,121,67,51,76,42,19,45,71,12,17,16,257,/en/stats/leaderboard?page=serve,2,6,66,65,99,57,37,65,62,21,34,55,6,11,16,58,70,121,41,41,99,50,111,220,59,58,99,42,51,121,50,109,220,A,7,4,,,,,,,M. Ondruska,A. Costa,O098,C378,RSA,ESP,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS004,QF,02:19:00,,F,3,W124,"4-6,7-6(7),6-4",M. Washington,G. Stafford,,,USA,RSA,4-6,7-6(7),6-4,,,02:19:00,271,/en/stats/leaderboard?page=serve,12,13,50,55,110,75,41,55,58,32,55,75,6,8,16,270,/en/stats/leaderboard?page=serve,7,12,51,55,108,76,42,55,51,27,53,71,5,7,16,66,73,110,36,39,108,51,112,218,64,69,108,34,37,110,49,106,218,A,,,7,0,,,,,M. Washington,G. Stafford,W124,S406,USA,RSA,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS005,QF,01:27:00,,F,3,S015,"6-2,3-6,6-3",J. Sanchez,J. Frana,,,ESP,ARG,6-2,3-6,6-3,,,01:27:00,293,/en/stats/leaderboard?page=serve,2,5,62,49,79,73,36,49,63,19,30,80,4,5,13,256,/en/stats/leaderboard?page=serve,4,6,56,45,80,73,33,45,49,17,35,67,6,9,13,70,55,79,38,30,80,53,85,159,63,50,80,30,24,79,47,74,159,A,,,,,,,,,J. Sanchez,J. Frana,S015,F041,ESP,ARG,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS006,QF,02:03:00,,F,3,O098,"3-6,6-2,7-5",M. Ondruska,H. Gumy,,,RSA,ARG,3-6,6-2,7-5,,,02:03:00,257,/en/stats/leaderboard?page=serve,2,0,62,46,74,65,30,46,61,17,28,20,1,5,14,220,/en/stats/leaderboard?page=serve,7,2,51,45,88,67,30,45,47,20,43,50,6,12,15,64,47,74,43,38,88,52,85,162,57,50,88,36,27,74,48,77,162,A,,,,,,,,,M. Ondruska,H. Gumy,O098,G247,RSA,ARG,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS007,QF,01:44:00,,F,3,C378,"6-2,6-7(1),6-4",A. Costa,S. Draper,,,ESP,AUS,6-2,6-7(1),6-4,,,01:44:00,276,/en/stats/leaderboard?page=serve,3,2,76,71,94,76,54,71,39,9,23,71,5,7,15,235,/en/stats/leaderboard?page=serve,8,9,43,37,86,76,28,37,49,24,49,0,0,5,15,67,63,94,40,34,86,54,97,180,60,52,86,33,31,94,46,83,180,A,,,1,7,,,,,A. Costa,S. Draper,C378,D270,ESP,AUS,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS008,R16,01:04:00,,F,2,W124,"6-1,6-4",M. Washington,M. Sinner,,,USA,GER,6-1,6-4,,,,01:04:00,263,/en/stats/leaderboard?page=serve,5,3,56,36,64,75,27,36,46,13,28,50,1,2,9,208,/en/stats/leaderboard?page=serve,1,4,61,28,46,50,14,28,44,8,18,20,1,5,8,63,40,64,52,24,46,58,64,110,48,22,46,38,24,64,42,46,110,A,,,,,,,,,M. Washington,M. Sinner,W124,S367,USA,GER,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS009,R16,00:59:00,,F,2,S406,"6-4,6-3",G. Stafford,G. Kuerten,,,RSA,BRA,6-4,6-3,,,,00:59:00,269,/en/stats/leaderboard?page=serve,4,4,54,30,56,77,23,30,58,15,26,33,1,3,10,209,/en/stats/leaderboard?page=serve,4,2,63,32,51,72,23,32,21,4,19,33,2,6,9,68,38,56,47,24,51,58,62,107,53,27,51,32,18,56,42,45,107,A,,,,,,,,,G. Stafford,G. Kuerten,S406,K293,RSA,BRA,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS010,R16,01:24:00,,F,2,S015,"6-2,7-6(7)",J. Sanchez,S. Sargsian,,,ESP,ARM,6-2,7-6(7),,,,01:24:00,268,/en/stats/leaderboard?page=serve,4,2,51,38,74,71,27,38,58,21,36,75,3,4,10,235,/en/stats/leaderboard?page=serve,4,2,69,46,67,74,34,46,24,5,21,67,6,9,10,65,48,74,42,28,67,54,76,141,58,39,67,35,26,74,46,65,141,A,,,7,5,,,,,J. Sanchez,S. Sargsian,S015,S545,ESP,ARM,,
330,1996,Tel Aviv,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,303000,$,MS011,R16,00:18:00,,F,1,F041,3-1,J. Frana,M. Filippini,,,ARG,URU,3-1,,,,,00:18:00,210,/en/stats/leaderboard?page=serve,,0,50,5,10,80,4,5,80,4,5,0,0,,2,237,/en/stats/leaderboard?page=serve,,0,78,14,18,43,6,14,50,2,4,75,3,4,3,80,8,10,56,10,18,64,18,28,44,8,18,20,2,10,36,10,28,A,,,,,False,False,,,J. Frana,M. Filippini,F041,F165,ARG,URU,,
