event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS017,R32,01:08:00,,F,2,G354,"6-4,6-3",J. Gimelstob,M. Joyce,,,USA,USA,6-4,6-3,,,,01:08:00,270,/en/stats/leaderboard?page=serve,,3,59,38,64,76,29,38,46,12,26,67,2,3,10,229,/en/stats/leaderboard?page=serve,4,0,56,28,50,61,17,28,50,11,22,50,3,6,9,64,41,64,44,22,50,55,63,114,56,28,50,36,23,64,45,51,114,A,4,,,,,,,,J. Gimelstob,M. Joyce,G354,J100,USA,USA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS018,R32,01:14:00,,F,2,S321,"6-1,7-5",B. Steven,N. Pereira,,,NZL,VEN,6-1,7-5,,,,01:14:00,290,/en/stats/leaderboard?page=serve,False,4,65,35,54,83,29,35,68,13,19,,0,,10,237,/en/stats/leaderboard?page=serve,3,3,61,40,66,60,24,40,50,13,26,67,6,9,9,78,42,54,44,29,66,59,71,120,56,37,66,22,12,54,41,49,120,A,,,,,,,,,B. Steven,N. Pereira,S321,P218,NZL,VEN,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS019,R32,01:10:00,,F,2,W212,"6-2,6-3",C. Woodruff,J. Fleurian,,,USA,FRA,6-2,6-3,,,,01:10:00,282,/en/stats/leaderboard?page=serve,False,2,61,28,46,71,20,28,61,11,18,0,0,1,8,204,/en/stats/leaderboard?page=serve,,0,62,39,63,44,17,39,54,13,24,58,7,12,9,67,31,46,52,33,63,59,64,109,48,30,63,33,15,46,41,45,109,A,,,,,,,,False,C. Woodruff,J. Fleurian,W212,F031,USA,FRA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS020,R32,01:15:00,,F,2,M442,"6-1,6-4",T. Martin,S. Bryan,,,USA,USA,6-1,6-4,,,,01:15:00,204,/en/stats/leaderboard?page=serve,,7,51,22,43,73,16,22,76,16,21,0,0,,8,199,/en/stats/leaderboard?page=serve,5,2,46,39,85,64,25,39,37,17,46,71,10,14,9,74,32,43,51,43,85,59,75,128,49,42,85,26,11,43,41,53,128,A,3,,,,,,,,T. Martin,S. Bryan,M442,B401,USA,USA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS021,R32,01:54:00,,F,2,G039,"7-5,7-6(7)",J. Grabb,G. Raoux,,,USA,FRA,7-5,7-6(7),,,,01:54:00,245,/en/stats/leaderboard?page=serve,,10,57,50,87,76,38,50,35,13,37,73,8,11,12,226,/en/stats/leaderboard?page=serve,4,5,51,43,84,67,29,43,41,17,41,33,2,6,12,59,51,87,45,38,84,52,89,171,55,46,84,41,36,87,48,82,171,A,8,,,7,5,,,,J. Grabb,G. Raoux,G039,R186,USA,FRA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS022,R32,00:56:00,,F,2,S403,"6-3,6-1",J. Stark,M. Filippini,,,USA,URU,6-3,6-1,,,,00:56:00,291,/en/stats/leaderboard?page=serve,,6,60,28,47,86,24,28,53,10,19,,0,,8,204,/en/stats/leaderboard?page=serve,2,0,58,29,50,69,20,29,29,6,21,43,3,7,8,72,34,47,48,24,50,60,58,97,52,26,50,28,13,47,40,39,97,A,1,,,,,,,,J. Stark,M. Filippini,S403,F165,USA,URU,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS023,R32,01:58:00,,F,3,R016,"6-3,5-7,6-4",R. Reneberg,S. Lareau,,,USA,CAN,6-3,5-7,6-4,,,01:58:00,267,/en/stats/leaderboard?page=serve,,8,58,60,103,77,46,60,47,20,43,75,9,12,16,241,/en/stats/leaderboard?page=serve,8,4,59,61,103,70,43,61,43,18,42,71,10,14,15,64,66,103,41,42,103,52,108,206,59,61,103,36,37,103,48,98,206,A,4,,,,,,,,R. Reneberg,S. Lareau,R016,L226,USA,CAN,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS024,R32,01:04:00,,F,2,D227,"6-4,6-2",G. Doyle,B. MacPhie,,,AUS,USA,6-4,6-2,,,,01:04:00,296,/en/stats/leaderboard?page=serve,,1,61,30,49,80,24,30,68,13,19,,0,,9,244,/en/stats/leaderboard?page=serve,2,7,61,33,54,64,21,33,48,10,21,57,4,7,9,76,37,49,43,23,54,58,60,103,57,31,54,24,12,49,42,43,103,A,2,,,,,,,,G. Doyle,B. MacPhie,D227,M448,AUS,USA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS025,R32,00:59:00,,F,2,T136,"6-3,6-4",J. Tarango,T. Ho,,,USA,USA,6-3,6-4,,,,00:59:00,201,/en/stats/leaderboard?page=serve,,5,52,32,61,66,21,32,79,23,29,0,0,,10,276,/en/stats/leaderboard?page=serve,2,7,62,29,47,76,22,29,56,10,18,60,3,5,9,72,44,61,32,15,47,55,59,108,68,32,47,28,17,61,45,49,108,A,1,,,,,,,,J. Tarango,T. Ho,T136,H251,USA,USA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS026,R32,01:21:00,,F,2,N250,"7-6(7),6-0",M. Norman,C. Mamiit,,,SWE,PHI,7-6(7),6-0,,,,01:21:00,285,/en/stats/leaderboard?page=serve,,9,56,35,63,80,28,35,54,15,28,50,1,2,9,216,/en/stats/leaderboard?page=serve,2,3,56,35,63,54,19,35,50,14,28,33,2,6,9,68,43,63,48,30,63,58,73,126,52,33,63,32,20,63,42,53,126,A,2,7,4,,,,,,M. Norman,C. Mamiit,N250,M614,SWE,PHI,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS027,R32,02:04:00,,F,3,A092,"6-4,4-6,6-2",A. Agassi,M. Knowles,,,USA,BAH,6-4,4-6,6-2,,,02:04:00,265,/en/stats/leaderboard?page=serve,,2,60,58,97,72,42,58,49,19,39,67,4,6,14,228,/en/stats/leaderboard?page=serve,8,6,47,53,113,64,34,53,48,29,60,75,12,16,14,63,61,97,44,50,113,53,111,210,56,63,113,37,36,97,47,99,210,A,3,,,,,,,,A. Agassi,M. Knowles,A092,K171,USA,BAH,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS028,R32,01:01:00,,F,2,R237,"6-3,6-4",G. Rusedski,A. Hernandez,,,GBR,MEX,6-3,6-4,,,,01:01:00,219,/en/stats/leaderboard?page=serve,,11,53,27,51,89,24,27,67,16,24,0,0,,10,249,/en/stats/leaderboard?page=serve,3,2,53,27,51,70,19,27,50,12,24,50,2,4,9,78,40,51,39,20,51,59,60,102,61,31,51,22,11,51,41,42,102,A,1,,,,,,,,G. Rusedski,A. Hernandez,R237,H346,GBR,MEX,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS029,R32,00:49:00,,F,2,N210,"6-0,6-1",D. Nestor,R. Wolters,,,CAN,USA,6-0,6-1,,,,00:49:00,222,/en/stats/leaderboard?page=serve,,10,58,31,53,74,23,31,55,12,22,,0,,7,144,/en/stats/leaderboard?page=serve,4,3,53,19,36,58,11,19,18,3,17,50,5,10,6,66,35,53,61,22,36,64,57,89,39,14,36,34,18,53,36,32,89,A,3,,,,,,,,D. Nestor,R. Wolters,N210,W255,CAN,USA,,
424,1997,San Jose,GP,1997-02-10T00:00:00,1997-02-16T00:00:00,Hard,32,303000,$,MS030,R32,01:04:00,,F,2,S545,"6-4,6-1",S. Sargsian,N. Lapentti,,,ARM,ECU,6-4,6-1,,,,01:04:00,277,/en/stats/leaderboard?page=serve,False,2,46,23,50,74,17,23,67,18,27,0,0,1,9,211,/en/stats/leaderboard?page=serve,4,6,63,36,57,53,19,36,43,9,21,60,6,10,8,70,35,50,51,29,57,60,64,107,49,28,57,30,15,50,40,43,107,A,,,,,,,,,S. Sargsian,N. Lapentti,S545,L290,ARM,ECU,,
