event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS011,R16,01:17:00,,F,2,M605,"6-4,7-6(7)",C. Moya,B. Ulihrach,,,ESP,CZE,6-4,7-6(7),,,,01:17:00,264,/en/stats/leaderboard?page=serve,,6,49,36,74,67,24,36,61,23,38,50,2,4,11,259,/en/stats/leaderboard?page=serve,1,3,59,38,64,68,26,38,58,15,26,40,2,5,11,64,47,74,36,23,64,51,70,138,64,41,64,36,27,74,49,68,138,A,,,,7,3,False,,,C. Moya,B. Ulihrach,M605,U032,ESP,CZE,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS012,R16,01:24:00,,F,2,M442,"6-3,7-5",T. Martin,S. Dosedel,,,USA,CZE,6-3,7-5,,,,01:24:00,236,/en/stats/leaderboard?page=serve,4,3,54,41,76,71,29,41,40,14,35,57,4,7,11,204,/en/stats/leaderboard?page=serve,1,2,63,40,63,60,24,40,30,7,23,44,4,9,10,57,43,76,51,32,63,54,75,139,49,31,63,43,33,76,46,64,139,A,,,,,,,,,T. Martin,S. Dosedel,M442,D198,USA,CZE,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS013,R16,01:35:00,,F,3,C179,"6-4,3-6,6-2",C. Costa,M. Safin,,,ESP,RUS,6-4,3-6,6-2,,,01:35:00,272,/en/stats/leaderboard?page=serve,2,7,69,57,83,70,40,57,50,13,26,63,5,8,14,231,/en/stats/leaderboard?page=serve,4,3,44,39,88,72,28,39,47,23,49,67,8,12,13,64,53,83,42,37,88,53,90,171,58,51,88,36,30,83,47,81,171,A,,,,,,,,,C. Costa,M. Safin,C179,S741,ESP,RUS,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS014,R16,01:44:00,,F,3,B350,"6-3,1-6,7-5",S. Bruguera,F. Dewulf,,,ESP,BEL,6-3,1-6,7-5,,,01:44:00,251,/en/stats/leaderboard?page=serve,,4,60,52,87,67,35,52,49,17,35,64,7,11,14,254,/en/stats/leaderboard?page=serve,2,4,65,57,88,74,42,57,42,13,31,43,3,7,14,60,52,87,38,33,88,49,85,175,63,55,88,40,35,87,51,90,175,A,,,,,,False,,,S. Bruguera,F. Dewulf,B350,D228,ESP,BEL,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS015,R16,01:57:00,,F,3,G254,"3-6,6-1,6-3",A. Gaudenzi,A. Corretja,,,ITA,ESP,3-6,6-1,6-3,,,01:57:00,276,/en/stats/leaderboard?page=serve,1,1,71,59,83,68,40,59,54,13,24,71,5,7,12,233,/en/stats/leaderboard?page=serve,3,4,51,41,80,76,31,41,44,17,39,55,6,11,13,64,53,83,40,32,80,52,85,163,60,48,80,36,30,83,48,78,163,A,,,,,,,,,A. Gaudenzi,A. Corretja,G254,C344,ITA,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS016,R32,01:51:00,,F,3,K267,"6-4,4-6,6-4",Y. Kafelnikov,F. Roig,,,RUS,ESP,6-4,4-6,6-4,,,01:51:00,251,/en/stats/leaderboard?page=serve,6,7,56,51,91,73,37,51,48,19,40,69,9,13,15,236,/en/stats/leaderboard?page=serve,,5,60,56,94,63,35,56,42,16,38,55,6,11,15,62,56,91,46,43,94,54,99,185,54,51,94,38,35,91,46,86,185,A,,,False,,,,,,Y. Kafelnikov,F. Roig,K267,R177,RUS,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS017,R32,01:19:00,,F,2,M478,"6-4,6-2",J. Munoz-Hernandez,F. Clavet,,,ESP,ESP,6-4,6-2,,,,01:19:00,265,/en/stats/leaderboard?page=serve,1,3,59,46,78,63,29,46,53,17,32,89,8,9,9,212,/en/stats/leaderboard?page=serve,3,2,60,37,62,54,20,37,44,11,25,33,2,6,9,59,46,78,50,31,62,55,77,140,50,31,62,41,32,78,45,63,140,A,,,,,,,,,J. Munoz-Hernandez,F. Clavet,M478,C252,ESP,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS018,R32,01:11:00,,F,2,C378,"6-3,6-4",A. Costa,G. Blanco,,,ESP,ESP,6-3,6-4,,,,01:11:00,308,/en/stats/leaderboard?page=serve,,1,71,37,52,73,27,37,73,11,15,75,3,4,10,232,/en/stats/leaderboard?page=serve,1,1,55,35,64,63,22,35,48,14,29,50,3,6,9,73,38,52,44,28,64,57,66,116,56,36,64,27,14,52,43,50,116,A,,,,,,False,,,A. Costa,G. Blanco,C378,B518,ESP,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS019,R32,00:54:00,,F,2,B428,"6-2,6-1",A. Berasategui,F. Meligeni,,,ESP,BRA,6-2,6-1,,,,00:54:00,265,/en/stats/leaderboard?page=serve,1,2,86,38,44,74,28,38,33,2,6,,0,,7,187,/en/stats/leaderboard?page=serve,1,5,74,46,62,59,27,46,13,2,16,58,7,12,8,68,30,44,53,33,62,59,63,106,47,29,62,32,14,44,41,43,106,A,,,,,,,,,A. Berasategui,F. Meligeni,B428,M443,ESP,BRA,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS020,R32,01:30:00,,F,2,H377,"7-6(9),6-2",D. Hrbaty,K. Kucera,,,SVK,SVK,7-6(9),6-2,,,,01:30:00,273,/en/stats/leaderboard?page=serve,,6,58,40,69,63,25,40,66,19,29,0,0,2,10,221,/en/stats/leaderboard?page=serve,2,3,60,46,77,65,30,46,35,11,31,60,6,10,10,64,44,69,47,36,77,55,80,146,53,41,77,36,25,69,45,66,146,A,9,7,,,,False,,,D. Hrbaty,K. Kucera,H377,K237,SVK,SVK,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS021,R32,00:46:00,,F,2,G182,"6-1,6-0",M. Gustafsson,K. Alami,,,SWE,MAR,6-1,6-0,,,,00:46:00,213,/en/stats/leaderboard?page=serve,,0,57,21,37,81,17,21,75,12,16,0,0,,7,178,/en/stats/leaderboard?page=serve,,3,73,33,45,36,12,33,50,6,12,17,1,6,6,78,29,37,60,27,45,68,56,82,40,18,45,22,8,37,32,26,82,A,,,False,,,False,,,M. Gustafsson,K. Alami,G182,A203,SWE,MAR,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS022,R32,01:30:00,,F,2,U032,"6-4,6-4",B. Ulihrach,R. Carretero,,,CZE,ESP,6-4,6-4,,,,01:30:00,252,/en/stats/leaderboard?page=serve,4,5,52,38,73,68,26,38,51,18,35,75,6,8,10,217,/en/stats/leaderboard?page=serve,6,0,60,43,72,65,28,43,38,11,29,60,6,10,10,60,44,73,46,33,72,53,77,145,54,39,72,40,29,73,47,68,145,A,,,,,,,,,B. Ulihrach,R. Carretero,U032,C383,CZE,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS023,R32,01:30:00,,F,3,M605,"3-6,6-2,6-2",C. Moya,T. Carbonell,,,ESP,ESP,3-6,6-2,6-2,,,01:30:00,271,/en/stats/leaderboard?page=serve,3,6,55,42,76,76,32,42,53,18,34,60,3,5,13,227,/en/stats/leaderboard?page=serve,3,5,58,47,81,72,34,47,29,10,34,60,6,10,12,66,50,76,46,37,81,55,87,157,54,44,81,34,26,76,45,70,157,A,,,,,,,,,C. Moya,T. Carbonell,M605,C216,ESP,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS024,R32,01:29:00,,F,2,D198,"6-4,7-6(7)",S. Dosedel,F. Mantilla,,,CZE,ESP,6-4,7-6(7),,,,01:29:00,233,/en/stats/leaderboard?page=serve,,1,61,46,76,65,30,46,43,13,30,33,2,6,11,216,/en/stats/leaderboard?page=serve,1,1,71,55,77,55,30,55,36,8,22,62,8,13,11,57,43,76,51,39,77,54,82,153,49,38,77,43,33,76,46,71,153,A,,,,7,2,False,,,S. Dosedel,F. Mantilla,D198,M535,CZE,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS025,R32,01:22:00,,F,2,M442,"6-4,7-6(7)",T. Martin,T. Muster,,,USA,AUT,6-4,7-6(7),,,,01:22:00,280,/en/stats/leaderboard?page=serve,3,11,58,39,67,87,34,39,46,13,28,0,0,2,11,267,/en/stats/leaderboard?page=serve,,3,73,49,67,63,31,49,56,10,18,57,4,7,11,70,47,67,39,26,67,54,73,134,61,41,67,30,20,67,46,61,134,A,,,False,7,4,,,,T. Martin,T. Muster,M442,M099,USA,AUT,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS026,R32,02:03:00,,F,3,S741,"4-6,6-3,7-6(7)",M. Safin,J. Novak,,,RUS,CZE,4-6,6-3,7-6(7),,,02:03:00,239,/en/stats/leaderboard?page=serve,6,7,45,55,123,62,34,55,56,38,68,43,3,7,16,252,/en/stats/leaderboard?page=serve,1,0,61,57,94,65,37,57,54,20,37,43,3,7,15,59,72,123,39,37,94,50,109,217,61,57,94,41,51,123,50,108,217,A,,,,,,,7,4,M. Safin,J. Novak,S741,N254,RUS,CZE,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS027,R32,01:12:00,,F,2,C179,"6-4,6-3",C. Costa,G. Kuerten,,,ESP,BRA,6-4,6-3,,,,01:12:00,284,/en/stats/leaderboard?page=serve,3,6,53,31,59,84,26,31,54,15,28,75,3,4,10,231,/en/stats/leaderboard?page=serve,1,5,55,33,60,76,25,33,30,8,27,57,4,7,9,69,41,59,45,27,60,57,68,119,55,33,60,31,18,59,43,51,119,A,,,,,,,,,C. Costa,G. Kuerten,C179,K293,ESP,BRA,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS028,R32,01:11:00,,F,2,B350,"7-5,6-0",S. Bruguera,E. Benfele Alvarez,,,ESP,ESP,7-5,6-0,,,,01:11:00,269,/en/stats/leaderboard?page=serve,1,5,53,25,47,80,20,25,55,12,22,33,1,3,9,181,/en/stats/leaderboard?page=serve,2,1,61,34,56,56,19,34,32,7,22,40,4,10,9,68,32,47,54,30,56,60,62,103,46,26,56,32,15,47,40,41,103,A,,,,,,,,,S. Bruguera,E. Benfele Alvarez,B350,A190,ESP,ESP,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS029,R32,01:32:00,,F,2,D228,"6-4,7-6(11)",F. Dewulf,J. Tarango,,,BEL,USA,6-4,7-6(11),,,,01:32:00,252,/en/stats/leaderboard?page=serve,3,4,66,52,79,65,34,52,48,13,27,25,1,4,11,252,/en/stats/leaderboard?page=serve,2,3,67,52,78,52,27,52,69,18,26,56,5,9,11,59,47,79,42,33,78,51,80,157,58,45,78,41,32,79,49,77,157,A,,,,11,9,,,,F. Dewulf,J. Tarango,D228,T136,BEL,USA,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS030,R32,01:25:00,,F,3,G254,"4-6,6-1,6-2",A. Gaudenzi,W. Ferreira,,,ITA,RSA,4-6,6-1,6-2,,,01:25:00,293,/en/stats/leaderboard?page=serve,2,1,73,51,70,69,35,51,68,13,19,60,3,5,13,221,/en/stats/leaderboard?page=serve,4,6,48,34,71,62,21,34,51,19,37,50,5,10,12,69,48,70,44,31,71,56,79,141,56,40,71,31,22,70,44,62,141,A,,,,,,,,,A. Gaudenzi,W. Ferreira,G254,F196,ITA,RSA,,
425,1998,Barcelona,CS,1998-04-13T00:00:00,1998-04-19T00:00:00,Clay,56,825000,$,MS031,R32,00:52:00,,F,2,C344,"6-1,6-0",A. Corretja,A. Martin,,,ESP,ESP,6-1,6-0,,,,00:52:00,264,/en/stats/leaderboard?page=serve,,1,40,14,35,57,8,14,81,17,21,0,0,1,7,106,/en/stats/leaderboard?page=serve,5,0,59,22,37,45,10,22,7,1,15,40,4,10,6,71,25,35,70,26,37,71,51,72,30,11,37,29,10,35,29,21,72,A,,,,,,False,,,A. Corretja,A. Martin,C344,M590,ESP,ESP,,
