event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS011,R16,01:09:00,,F,2,A092,"6-4,6-4",A. Agassi,M. Rosset,,,USA,SUI,6-4,6-4,,,,01:09:00,,,293,/en/stats/leaderboard?page=serve,,3,66,39,59,79,31,39,65,13,20,,0,,10,272,/en/stats/leaderboard?page=serve,7,14,61,37,61,78,29,37,46,11,24,67,4,6,10,75,44,59,34,21,61,54,65,120,66,40,61,25,15,59,46,55,120,A,,,,,False,,A. Agassi,M. Rosset,A092,R214,USA,SUI,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS012,R16,01:02:00,,F,2,G182,"6-4,6-2",M. Gustafsson,T. Haas,,,SWE,GER,6-4,6-2,,,,01:02:00,,,293,/en/stats/leaderboard?page=serve,3,2,57,29,51,76,22,29,73,16,22,80,4,5,9,199,/en/stats/leaderboard?page=serve,5,1,43,24,56,58,14,24,47,15,32,50,4,8,9,75,38,51,48,27,56,61,65,107,52,29,56,25,13,51,39,42,107,A,,,,,,,M. Gustafsson,T. Haas,G182,H355,SWE,GER,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS013,R16,01:23:00,,F,2,R237,"7-6(8),6-4",G. Rusedski,J. Stoltenberg,,,GBR,AUS,7-6(8),6-4,,,,01:23:00,,,226,/en/stats/leaderboard?page=serve,,10,58,36,62,81,29,36,77,20,26,0,0,,11,270,/en/stats/leaderboard?page=serve,2,1,58,51,88,69,35,51,54,20,37,88,7,8,11,79,49,62,38,33,88,55,82,150,63,55,88,21,13,62,45,68,150,A,8,6,,,False,,G. Rusedski,J. Stoltenberg,R237,S331,GBR,AUS,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS014,R16,02:13:00,,F,3,K267,"6-3,6-7(5),7-6(7)",Y. Kafelnikov,T. Henman,,,RUS,GBR,6-3,6-7(5),7-6(7),,,02:13:00,5,7,278,/en/stats/leaderboard?page=serve,3,10,49,49,99,80,39,49,60,30,50,0,0,3,17,245,/en/stats/leaderboard?page=serve,3,9,51,60,117,73,44,60,40,23,57,50,4,8,16,70,69,99,43,50,117,55,119,216,57,67,117,30,30,99,45,97,216,A,,,7,2,,,Y. Kafelnikov,T. Henman,K267,H336,RUS,GBR,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS015,R16,01:22:00,,F,2,R286,"7-5,6-4",M. Rios,V. Spadea,,,CHI,USA,7-5,6-4,,,,01:22:00,,,276,/en/stats/leaderboard?page=serve,3,5,46,34,74,85,29,34,53,21,40,75,3,4,11,257,/en/stats/leaderboard?page=serve,2,4,59,40,68,78,31,40,46,13,28,73,8,11,11,68,50,74,35,24,68,52,74,142,65,44,68,32,24,74,48,68,142,A,,,,,,,M. Rios,V. Spadea,R286,S544,CHI,USA,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS016,R32,01:23:00,,F,2,S402,"7-6(9),6-1",P. Sampras,T. Johansson,,,USA,SWE,7-6(9),6-1,,,,01:23:00,,,280,/en/stats/leaderboard?page=serve,6,8,56,33,59,88,29,33,46,12,26,67,2,3,9,227,/en/stats/leaderboard?page=serve,2,6,44,32,73,75,24,32,44,18,41,67,8,12,10,69,41,59,42,31,73,55,72,132,58,42,73,31,18,59,45,60,132,A,9,7,,,,,P. Sampras,T. Johansson,S402,J129,USA,SWE,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS017,R32,01:51:00,,F,3,G319,"3-6,7-5,7-5",J. Golmard,A. Costa,,,FRA,ESP,3-6,7-5,7-5,,,01:51:00,,,276,/en/stats/leaderboard?page=serve,4,1,55,50,91,76,38,50,61,25,41,60,3,5,16,273,/en/stats/leaderboard?page=serve,9,14,54,55,101,84,46,55,48,22,46,57,4,7,17,69,63,91,33,33,101,50,96,192,67,68,101,31,28,91,50,96,192,A,,,,,,,J. Golmard,A. Costa,G319,C378,FRA,ESP,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS018,R32,01:36:00,,F,3,P338,"2-6,6-4,6-4",M. Philippoussis,P. Korda,,,AUS,CZE,2-6,6-4,6-4,,,01:36:00,,,271,/en/stats/leaderboard?page=serve,4,8,59,47,79,77,36,47,53,17,32,50,3,6,14,259,/en/stats/leaderboard?page=serve,8,13,59,55,94,73,40,55,44,17,39,73,8,11,14,67,53,79,39,37,94,52,90,173,61,57,94,33,26,79,48,83,173,A,,,,,,,M. Philippoussis,P. Korda,P338,K148,AUS,CZE,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS019,R32,01:37:00,,F,3,K237,"6-2,3-6,6-0",K. Kucera,F. Santoro,,,SVK,FRA,6-2,3-6,6-0,,,01:37:00,,,235,/en/stats/leaderboard?page=serve,4,7,59,51,87,63,32,51,44,16,36,69,9,13,12,184,/en/stats/leaderboard?page=serve,1,2,57,37,65,51,19,37,39,11,28,22,2,9,11,55,48,87,54,35,65,55,83,152,46,30,65,45,39,87,45,69,152,A,,,,,,,K. Kucera,F. Santoro,K237,S424,SVK,FRA,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS020,R32,00:58:00,,F,2,R255,"6-3,6-1",P. Rafter,N. Escude,,,AUS,FRA,6-3,6-1,,,,00:58:00,,,300,/en/stats/leaderboard?page=serve,2,3,72,36,50,69,25,36,71,10,14,,0,,8,210,/en/stats/leaderboard?page=serve,4,2,58,28,48,54,15,28,50,10,20,43,3,7,8,70,35,50,48,23,48,59,58,98,52,25,48,30,15,50,41,40,98,A,,,,,,,P. Rafter,N. Escude,R255,E140,AUS,FRA,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS021,R32,01:46:00,,F,3,M442,"4-6,6-1,7-6(7)",T. Martin,G. Ivanisevic,,,USA,CRO,4-6,6-1,7-6(7),,,01:46:00,,,289,/en/stats/leaderboard?page=serve,5,15,61,58,95,81,47,58,51,19,37,60,3,5,15,256,/en/stats/leaderboard?page=serve,13,21,45,41,92,78,32,41,47,24,51,57,4,7,14,69,66,95,39,36,92,55,102,187,61,56,92,31,29,95,45,85,187,A,,,7,4,,,T. Martin,G. Ivanisevic,M442,I034,USA,CRO,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS022,R32,01:55:00,,F,3,R214,"6-4,5-7,2-5",M. Rosset,R. Krajicek,,,SUI,NED,6-4,5-7,2-5,,,01:55:00,,,264,/en/stats/leaderboard?page=serve,5,16,49,48,97,73,35,48,51,25,49,79,11,14,15,289,/en/stats/leaderboard?page=serve,6,17,64,64,100,72,46,64,56,20,36,80,8,10,15,62,60,97,34,34,100,48,94,197,66,66,100,38,37,97,52,103,197,A,,,,,,,M. Rosset,R. Krajicek,R214,K214,SUI,NED,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS023,R32,01:05:00,,F,2,A092,"6-4,6-2",A. Agassi,G. Pozzi,,,USA,ITA,6-4,6-2,,,,01:05:00,,,265,/en/stats/leaderboard?page=serve,2,0,59,32,54,72,23,32,59,13,22,67,4,6,9,199,/en/stats/leaderboard?page=serve,,5,50,28,56,68,19,28,32,9,28,44,4,9,9,67,36,54,50,28,56,58,64,110,50,28,56,33,18,54,42,46,110,A,,,,,,False,A. Agassi,G. Pozzi,A092,P045,USA,ITA,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS024,R32,02:04:00,,F,3,H355,"7-6(7),2-6,6-3",T. Haas,A. Corretja,,,GER,ESP,7-6(7),2-6,6-3,,,02:04:00,,,269,/en/stats/leaderboard?page=serve,5,7,56,49,87,78,38,49,53,20,38,50,3,6,15,264,/en/stats/leaderboard?page=serve,3,14,54,63,116,76,48,63,38,20,53,86,12,14,14,67,58,87,41,48,116,52,106,203,59,68,116,33,29,87,48,97,203,A,7,2,,,,,T. Haas,A. Corretja,H355,C344,GER,ESP,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS025,R32,01:14:00,,F,2,G182,"6-3,6-2",M. Gustafsson,J. Bjorkman,,,SWE,SWE,6-3,6-2,,,,01:14:00,,,290,/en/stats/leaderboard?page=serve,2,3,63,33,52,70,23,33,68,13,19,50,1,2,9,211,/en/stats/leaderboard?page=serve,,0,63,40,63,55,22,40,43,10,23,60,6,10,8,69,36,52,49,31,63,58,67,115,51,32,63,31,16,52,42,48,115,A,,,,,,False,M. Gustafsson,J. Bjorkman,G182,B446,SWE,SWE,,
352,1998,ATP Masters 1000 Paris,1000,1998-11-02T00:00:00,1998-11-08T00:00:00,Carpet,48,2300000,$,MS026,R32,01:08:00,,F,2,R237,"6-3,6-4",G. Rusedski,N. Kiefer,,,GBR,GER,6-3,6-4,,,,01:08:00,,,229,/en/stats/leaderboard?page=serve,5,7,54,33,61,82,27,33,61,17,28,,0,,10,250,/en/stats/leaderboard?page=serve,4,6,60,40,67,70,28,40,41,11,27,50,2,4,9,72,44,61,42,28,67,56,72,128,58,39,67,28,17,61,44,56,128,A,,,,,,,G. Rusedski,N. Kiefer,R237,K316,GBR,GER,,
