event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS001,F,02:29:00,,F,3,GD64,"7-6(7),4-6,6-3",C. Garin,C. Ruud,,,CHI,NOR,7-6(7),4-6,6-3,,,02:29:00,7,4,276,/en/stats/leaderboard?page=serve,1,4,66,69,105,70,48,69,56,20,36,73,8,11,16,269,/en/stats/leaderboard?page=serve,3,3,65,64,99,64,41,64,60,21,35,70,7,10,15,65,68,105,37,37,99,51,105,204,63,62,99,35,37,105,49,99,204,A,,,,,C. Garin,C. Ruud,GD64,RH16,CHI,NOR,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS002,SF,01:33:00,,F,2,RH16,"7-5,6-2",C. Ruud,D. Galan,,,NOR,COL,7-5,6-2,,,,01:33:00,,,293,/en/stats/leaderboard?page=serve,2,0,67,40,60,78,31,40,60,12,20,83,5,6,10,236,/en/stats/leaderboard?page=serve,3,5,56,32,57,66,21,32,52,13,25,43,3,7,10,72,43,60,40,23,57,56,66,117,60,34,57,28,17,60,44,51,117,A,,,,,C. Ruud,D. Galan,RH16,GE33,NOR,COL,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS003,SF,01:23:00,,F,2,GD64,"7-6(7),6-2",C. Garin,S. Querrey,,,CHI,USA,7-6(7),6-2,,,,01:23:00,7,2,291,/en/stats/leaderboard?page=serve,1,5,59,35,59,80,28,35,58,14,24,75,3,4,10,225,/en/stats/leaderboard?page=serve,7,7,47,38,81,66,25,38,42,18,43,75,9,12,10,71,42,59,47,38,81,57,80,140,53,43,81,29,17,59,43,60,140,A,,,,,C. Garin,S. Querrey,GD64,Q927,CHI,USA,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS004,QF,02:17:00,,F,3,GE33,"6-1,4-6,6-4",D. Galan,J. Thompson,,,COL,AUS,6-1,4-6,6-4,,,02:17:00,,,276,/en/stats/leaderboard?page=serve,3,3,58,50,86,70,35,50,56,20,36,80,4,5,13,268,/en/stats/leaderboard?page=serve,2,4,72,58,81,62,36,58,61,14,23,20,1,5,14,64,55,86,38,31,81,51,86,167,62,50,81,36,31,86,49,81,167,A,,,,,D. Galan,J. Thompson,GE33,TC61,COL,AUS,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS005,QF,01:03:00,,F,2,RH16,"6-1,6-0",C. Ruud,M. Granollers,,,NOR,ESP,6-1,6-0,,,,01:03:00,,,309,/en/stats/leaderboard?page=serve,2,0,69,31,45,71,22,31,71,10,14,100,2,2,7,146,/en/stats/leaderboard?page=serve,2,0,55,22,40,55,12,22,22,4,18,29,2,7,6,71,32,45,60,24,40,66,56,85,40,16,40,29,13,45,34,29,85,A,,,,,C. Ruud,M. Granollers,RH16,G710,NOR,ESP,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS006,QF,01:48:00,,F,2,Q927,"7-6(8),7-6(7)",S. Querrey,J. Tipsarevic,,,USA,SRB,7-6(8),7-6(7),,,,01:48:00,8,6,316,/en/stats/leaderboard?page=serve,6,23,58,49,84,90,44,49,51,18,35,100,2,2,12,302,/en/stats/leaderboard?page=serve,1,5,64,56,87,73,41,56,61,19,31,100,3,3,12,74,62,84,31,27,87,52,89,171,69,60,87,26,22,84,48,82,171,A,7,4,,,S. Querrey,J. Tipsarevic,Q927,T742,USA,SRB,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS007,QF,01:12:00,,F,2,GD64,"6-3,6-2",C. Garin,H. Laaksonen,,,CHI,SUI,6-3,6-2,,,,01:12:00,,,293,/en/stats/leaderboard?page=serve,1,3,51,24,47,75,18,24,65,15,23,100,3,3,8,228,/en/stats/leaderboard?page=serve,1,3,58,35,60,69,24,35,44,11,25,43,3,7,9,70,33,47,42,25,60,54,58,107,58,35,60,30,14,47,46,49,107,A,,,,,C. Garin,H. Laaksonen,GD64,L949,CHI,SUI,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS008,R16,01:14:00,,F,2,GE33,"6-3,6-3",D. Galan,S. Johnson,,,COL,USA,6-3,6-3,,,,01:14:00,,,315,/en/stats/leaderboard?page=serve,0,2,66,33,50,76,25,33,71,12,17,0,0,0,9,234,/en/stats/leaderboard?page=serve,2,3,53,33,62,55,18,33,59,17,29,0,0,3,9,74,37,50,44,27,62,57,64,112,56,35,62,26,13,50,43,48,112,A,,,,,D. Galan,S. Johnson,GE33,J386,COL,USA,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS009,R16,02:54:00,,F,3,TC61,"4-6,7-6(7),7-5",J. Thompson,S. Giraldo,,,AUS,COL,4-6,7-6(7),7-5,,,02:54:00,,,263,/en/stats/leaderboard?page=serve,3,6,61,63,103,78,49,63,45,18,40,56,5,9,17,276,/en/stats/leaderboard?page=serve,0,4,68,71,105,63,45,71,65,22,34,33,2,6,17,65,67,103,36,38,105,50,105,208,64,67,105,35,36,103,50,103,208,A,7,1,,,J. Thompson,S. Giraldo,TC61,G725,AUS,COL,,
717,2019,Houston,250,2019-04-08T00:00:00,2019-04-14T00:00:00,Clay,28,583585,$,MS010,R16,01:51:00,,F,3,RH16,"4-6,6-4,6-4",C. Ruud,R. Opelka,,,NOR,USA,4-6,6-4,6-4,,,01:51:00,,,303,/en/stats/leaderboard?page=serve,4,3,66,54,82,81,44,54,64,18,28,75,3,4,15,295,/en/stats/leaderboard?page=serve,5,16,59,46,78,83,38,46,56,18,32,0,0,2,15,76,62,82,28,22,78,53,84,160,72,56,78,24,20,82,48,76,160,A,,,,,C. Ruud,R. Opelka,RH16,O522,NOR,USA,,
