event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS001,F,01:31:00,,F,2,D632,"6-1,7-6(7)",S. Darcis,W. Eschauer,,,BEL,AUT,6-1,7-6(7),,,,01:31:00,A,S. Darcis,W. Eschauer,BEL,AUT,,,7,1,294,/en/stats/leaderboard?page=serve,1,4,61,46,76,80,37,46,50,15,30,100,7,7,10,257,/en/stats/leaderboard?page=serve,1,5,56,33,59,70,23,33,50,13,26,67,4,6,9,68,52,76,39,23,59,56,75,135,61,36,59,32,24,76,44,60,135,,,,,D632,E141
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS002,SF,01:16:00,,F,2,E141,"6-4,6-4",W. Eschauer,R. Haase,,,AUT,NED,6-4,6-4,,,,01:16:00,A,W. Eschauer,R. Haase,AUT,NED,,,,,289,/en/stats/leaderboard?page=serve,1,4,50,26,52,73,19,26,73,19,26,50,1,2,10,245,/en/stats/leaderboard?page=serve,2,0,63,41,65,68,28,41,46,11,24,40,2,5,10,73,38,52,40,26,65,55,64,117,60,39,65,27,14,52,45,53,117,,,,,E141,H756
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS003,SF,02:18:00,,F,3,D632,"4-6,6-0,7-5",S. Darcis,M. Youzhny,,,BEL,RUS,4-6,6-0,7-5,,,02:18:00,A,S. Darcis,M. Youzhny,BEL,RUS,,,,,263,/en/stats/leaderboard?page=serve,1,8,61,59,97,78,46,59,39,15,38,75,9,12,14,225,/en/stats/leaderboard?page=serve,1,5,56,55,99,58,32,55,50,22,44,54,7,13,14,63,61,97,45,45,99,54,106,196,55,54,99,37,36,97,46,90,196,,,,,D632,Y061
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS004,QF,02:05:00,,F,3,H756,"4-6,7-5,6-4",R. Haase,F. Serra,,,NED,FRA,4-6,7-5,6-4,,,02:05:00,A,R. Haase,F. Serra,NED,FRA,,,,,267,/en/stats/leaderboard?page=serve,2,5,58,57,99,65,37,57,60,25,42,57,4,7,16,254,/en/stats/leaderboard?page=serve,0,4,57,63,110,71,45,63,47,22,47,64,7,11,16,63,62,99,39,43,110,50,105,209,61,67,110,37,37,99,50,104,209,,,,,H756,S963
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS005,QF,02:34:00,,F,3,E141,"6-7(4),6-4,6-4",W. Eschauer,C. Moya,,,AUT,ESP,6-7(4),6-4,6-4,,,02:34:00,A,W. Eschauer,C. Moya,AUT,ESP,,,,,298,/en/stats/leaderboard?page=serve,2,9,59,73,124,71,52,73,61,31,51,100,9,9,16,287,/en/stats/leaderboard?page=serve,1,9,58,60,103,78,47,60,56,24,43,33,1,3,16,67,83,124,31,32,103,51,115,227,69,71,103,33,41,124,49,112,227,4,7,,,E141,M605
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS006,QF,01:14:00,,F,2,D632,"6-3,6-4",S. Darcis,I. Andreev,,,BEL,RUS,6-3,6-4,,,,01:14:00,A,S. Darcis,I. Andreev,BEL,RUS,,,,,268,/en/stats/leaderboard?page=serve,0,1,56,32,57,75,24,32,56,14,25,33,1,3,10,214,/en/stats/leaderboard?page=serve,2,1,71,39,55,64,25,39,25,4,16,60,6,10,9,67,38,57,47,26,55,57,64,112,53,29,55,33,19,57,43,48,112,,,,,D632,A511
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS007,QF,01:31:00,,F,2,Y061,"6-4,6-3",M. Youzhny,E. Korolev,,,RUS,KAZ,6-4,6-3,,,,01:31:00,A,M. Youzhny,E. Korolev,RUS,KAZ,,,,,285,/en/stats/leaderboard?page=serve,1,4,66,53,80,68,36,53,48,13,27,100,6,6,9,233,/en/stats/leaderboard?page=serve,3,2,48,31,64,58,18,31,58,19,33,50,3,6,10,61,49,80,42,27,64,53,76,144,58,37,64,39,31,80,47,68,144,,,,,Y061,K760
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS008,R16,01:49:00,,F,3,S963,"4-6,6-3,7-6(7)",F. Serra,T. de Bakker,,,FRA,NED,4-6,6-3,7-6(7),,,01:49:00,A,F. Serra,T. de Bakker,FRA,NED,,,,,292,/en/stats/leaderboard?page=serve,2,5,56,53,94,89,47,53,51,21,41,75,3,4,16,308,/en/stats/leaderboard?page=serve,2,8,63,52,82,73,38,52,73,22,30,0,0,1,15,72,68,94,27,22,82,51,90,176,73,60,82,28,26,94,49,86,176,,,7,5,S963,D776
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS009,R16,02:00:00,,F,3,H756,"6-4,3-6,6-3",R. Haase,N. Devilder,,,NED,FRA,6-4,3-6,6-3,,,02:00:00,A,R. Haase,N. Devilder,NED,FRA,,,,,283,/en/stats/leaderboard?page=serve,0,2,54,41,76,76,31,41,66,23,35,50,2,4,14,262,/en/stats/leaderboard?page=serve,3,4,65,56,86,71,40,56,47,14,30,75,9,12,14,71,54,76,37,32,86,53,86,162,63,54,86,29,22,76,47,76,162,,,,,H756,D469
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS010,R16,01:02:00,,F,2,M605,"6-2,6-3",C. Moya,M. Zabaleta,,,ESP,ARG,6-2,6-3,,,,01:02:00,A,C. Moya,M. Zabaleta,ESP,ARG,,,,,317,/en/stats/leaderboard?page=serve,1,2,68,32,47,88,28,32,60,9,15,0,0,0,9,225,/en/stats/leaderboard?page=serve,0,0,63,26,41,73,19,26,27,4,15,0,0,3,8,79,37,47,44,18,41,63,55,88,56,23,41,21,10,47,38,33,88,,,,,M605,Z073
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS011,R16,01:10:00,,F,2,E141,"6-2,6-4",W. Eschauer,R. Sluiter,,,AUT,NED,6-2,6-4,,,,01:10:00,A,W. Eschauer,R. Sluiter,AUT,NED,,,,,340,/en/stats/leaderboard?page=serve,0,6,65,28,43,82,23,28,87,13,15,0,0,0,9,243,/en/stats/leaderboard?page=serve,1,5,56,32,57,69,22,32,48,12,25,50,3,6,9,84,36,43,40,23,57,59,59,100,60,34,57,16,7,43,41,41,100,,,,,E141,S693
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS012,R16,01:32:00,,F,2,D632,"7-6(7),6-1",S. Darcis,G. Simon,,,BEL,FRA,7-6(7),6-1,,,,01:32:00,A,S. Darcis,G. Simon,BEL,FRA,,,,,280,/en/stats/leaderboard?page=serve,1,6,49,33,68,79,26,33,57,20,35,50,1,2,10,231,/en/stats/leaderboard?page=serve,2,6,51,36,70,69,25,36,41,14,34,67,6,9,9,68,46,68,44,31,70,56,77,138,56,39,70,32,22,68,44,61,138,7,4,,,D632,SD32
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS013,R16,01:26:00,,F,3,A511,"3-6,6-1,6-4",I. Andreev,F. Volandri,,,RUS,ITA,3-6,6-1,6-4,,,01:26:00,A,I. Andreev,F. Volandri,RUS,ITA,,,,,320,/en/stats/leaderboard?page=serve,0,10,72,53,74,70,37,53,76,16,21,75,3,4,13,254,/en/stats/leaderboard?page=serve,4,2,64,50,78,70,35,50,46,13,28,57,4,7,13,72,53,74,38,30,78,55,83,152,62,48,78,28,21,74,45,69,152,,,,,A511,V254
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS014,R16,02:29:00,,F,2,K760,"7-5,7-6(8)",E. Korolev,S. Roitman,,,KAZ,ARG,7-5,7-6(8),,,,02:29:00,A,E. Korolev,S. Roitman,KAZ,ARG,,,8,6,272,/en/stats/leaderboard?page=serve,2,5,57,45,79,76,34,45,53,18,34,33,1,3,12,261,/en/stats/leaderboard?page=serve,0,3,64,51,80,67,34,51,52,15,29,57,4,7,12,66,52,79,39,31,80,52,83,159,61,49,80,34,27,79,48,76,159,,,,,K760,R388
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS016,R32,01:39:00,,F,3,S963,"4-6,6-1,6-1",F. Serra,N. Davydenko,,,FRA,RUS,4-6,6-1,6-1,,,01:39:00,A,F. Serra,N. Davydenko,FRA,RUS,,,,,264,/en/stats/leaderboard?page=serve,3,2,61,51,83,65,33,51,56,18,32,82,9,11,12,224,/en/stats/leaderboard?page=serve,3,1,71,50,70,50,25,50,55,11,20,45,5,11,12,61,51,83,49,34,70,56,85,153,51,36,70,39,32,83,44,68,153,,,,,S963,D402
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS017,R32,02:25:00,,F,2,D776,"7-6(9),7-6(7)",T. de Bakker,N. Massu,,,NED,CHI,7-6(9),7-6(7),,,,02:25:00,A,T. de Bakker,N. Massu,NED,CHI,,,7,5,297,/en/stats/leaderboard?page=serve,0,5,67,64,95,66,42,64,68,21,31,80,4,5,12,284,/en/stats/leaderboard?page=serve,3,1,62,52,84,67,35,52,66,21,32,67,2,3,12,66,63,95,33,28,84,51,91,179,67,56,84,34,32,95,49,88,179,9,7,,,D776,M655
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS018,R32,01:00:00,,F,2,H756,"6-3,6-2",R. Haase,F. Mantilla,,,NED,ESP,6-3,6-2,,,,01:00:00,A,R. Haase,F. Mantilla,NED,ESP,,,,,319,/en/stats/leaderboard?page=serve,0,11,64,32,50,88,28,32,56,10,18,0,0,0,9,239,/en/stats/leaderboard?page=serve,1,1,59,26,44,62,16,26,56,10,18,50,3,6,8,76,38,50,41,18,44,60,56,94,59,26,44,24,12,50,40,38,94,,,,,H756,M535
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS019,R32,00:46:00,,F,2,D469,"6-3,6-1",N. Devilder,A. Calleri,,,FRA,ARG,6-3,6-1,,,,00:46:00,A,N. Devilder,A. Calleri,FRA,ARG,,,,,309,/en/stats/leaderboard?page=serve,1,5,65,28,43,93,26,28,47,7,15,0,0,0,8,202,/en/stats/leaderboard?page=serve,5,1,49,21,43,71,15,21,36,8,22,20,1,5,8,77,33,43,47,20,43,62,53,86,53,23,43,23,10,43,38,33,86,,,,,D469,C478
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS020,R32,01:07:00,,F,2,M605,"6-2,6-3",C. Moya,C. Rochus,,,ESP,BEL,6-2,6-3,,,,01:07:00,A,C. Moya,C. Rochus,ESP,BEL,,,,,308,/en/stats/leaderboard?page=serve,0,9,57,26,46,92,24,26,50,10,20,0,0,0,8,217,/en/stats/leaderboard?page=serve,2,0,70,45,64,62,28,45,32,6,19,43,3,7,9,74,34,46,47,30,64,58,64,110,53,34,64,26,12,46,42,46,110,,,,,M605,R336
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS021,R32,01:33:00,,F,2,Z073,"6-3,6-3",M. Zabaleta,K. Vliegen,,,ARG,BEL,6-3,6-3,,,,01:33:00,A,M. Zabaleta,K. Vliegen,ARG,BEL,,,,,251,/en/stats/leaderboard?page=serve,4,5,55,31,56,74,23,31,44,11,25,75,6,8,9,194,/en/stats/leaderboard?page=serve,2,3,56,45,80,62,28,45,31,11,35,72,13,18,9,61,34,56,51,41,80,55,75,136,49,39,80,39,22,56,45,61,136,,,,,Z073,V309
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS022,R32,01:59:00,,F,3,S693,"3-6,7-5,6-3",R. Sluiter,L. Horna,,,NED,PER,3-6,7-5,6-3,,,01:59:00,A,R. Sluiter,L. Horna,NED,PER,,,,,285,/en/stats/leaderboard?page=serve,1,10,47,40,85,83,33,40,60,27,45,67,4,6,15,271,/en/stats/leaderboard?page=serve,3,2,79,70,89,66,46,70,47,9,19,40,2,5,15,71,60,85,38,34,89,54,94,174,62,55,89,29,25,85,46,80,174,,,,,S693,H390
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS023,R32,01:41:00,,F,2,E141,"7-6(7),6-4",W. Eschauer,N. Almagro,,,AUT,ESP,7-6(7),6-4,,,,01:41:00,A,W. Eschauer,N. Almagro,AUT,ESP,,,,,295,/en/stats/leaderboard?page=serve,1,2,69,51,74,78,40,51,57,13,23,80,4,5,11,256,/en/stats/leaderboard?page=serve,1,5,74,68,92,68,46,68,29,7,24,82,9,11,11,72,53,74,42,39,92,55,92,166,58,53,92,28,21,74,45,74,166,7,1,,,E141,A479
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS024,R32,01:07:00,,F,2,D632,"6-3,6-4",S. Darcis,M. Gicquel,,,BEL,FRA,6-3,6-4,,,,01:07:00,A,S. Darcis,M. Gicquel,BEL,FRA,,,,,236,/en/stats/leaderboard?page=serve,1,3,48,26,54,62,16,26,54,15,28,25,1,4,10,201,/en/stats/leaderboard?page=serve,0,5,60,34,57,53,18,34,39,9,23,29,2,7,9,57,31,54,53,30,57,55,61,111,47,27,57,43,23,54,45,50,111,,,,,D632,G436
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS025,R32,01:07:00,,F,2,SD32,"6-2,6-4",G. Simon,R. Ramirez Hidalgo,,,FRA,ESP,6-2,6-4,,,,01:07:00,A,G. Simon,R. Ramirez Hidalgo,FRA,ESP,,,,,310,/en/stats/leaderboard?page=serve,0,5,67,29,43,86,25,29,64,9,14,0,0,1,9,211,/en/stats/leaderboard?page=serve,2,2,51,27,53,63,17,27,42,11,26,20,1,5,9,79,34,43,47,25,53,61,59,96,53,28,53,21,9,43,39,37,96,,,,,SD32,R383
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS026,R32,00:37:00,,F,2,A511,"6-1,6-1",I. Andreev,J. Tipsarevic,,,RUS,SRB,6-1,6-1,,,,00:37:00,A,I. Andreev,J. Tipsarevic,RUS,SRB,,,,,325,/en/stats/leaderboard?page=serve,3,7,62,21,34,90,19,21,69,9,13,0,0,0,7,178,/en/stats/leaderboard?page=serve,5,3,72,38,53,47,18,38,33,5,15,55,6,11,7,82,28,34,57,30,53,67,58,87,43,23,53,18,6,34,33,29,87,,,,,A511,T742
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS027,R32,00:59:00,,F,2,V254,"6-2,6-4",F. Volandri,O. Hernandez,,,ITA,ESP,6-2,6-4,,,,00:59:00,A,F. Volandri,O. Hernandez,ITA,ESP,,,,,284,/en/stats/leaderboard?page=serve,0,2,83,39,47,72,28,39,50,4,8,0,0,2,9,198,/en/stats/leaderboard?page=serve,1,0,61,34,56,53,18,34,41,9,22,38,3,8,9,68,32,47,52,29,56,59,61,103,48,27,56,32,15,47,41,42,103,,,,,V254,H472
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS028,R32,01:57:00,,F,3,K760,"6-3,6-7(3),6-3",E. Korolev,D. Hrbaty,,,KAZ,SVK,6-3,6-7(3),6-3,,,01:57:00,A,E. Korolev,D. Hrbaty,KAZ,SVK,,,3,7,311,/en/stats/leaderboard?page=serve,1,12,61,62,102,81,50,62,58,23,40,100,3,3,16,293,/en/stats/leaderboard?page=serve,1,9,60,48,80,77,37,48,63,20,32,0,0,2,14,72,73,102,29,23,80,53,96,182,71,57,80,28,29,102,47,86,182,,,,,K760,H377
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS029,R32,01:37:00,,F,2,R388,"7-6(7),6-1",S. Roitman,J. Chardy,,,ARG,FRA,7-6(7),6-1,,,,01:37:00,A,S. Roitman,J. Chardy,ARG,FRA,,,,,293,/en/stats/leaderboard?page=serve,0,5,75,46,61,72,33,46,53,8,15,80,4,5,9,220,/en/stats/leaderboard?page=serve,2,1,57,43,75,63,27,43,41,13,32,60,6,10,10,67,41,61,47,35,75,56,76,136,53,40,75,33,20,61,44,60,136,7,5,,,R388,CA12
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS030,R32,02:13:00,,F,3,H528,"7-6(7),4-6,7-6(7)",V. Hanescu,A. Montanes,,,ROU,ESP,7-6(7),4-6,7-6(7),,,02:13:00,A,V. Hanescu,A. Montanes,ROU,ESP,,,,,303,/en/stats/leaderboard?page=serve,1,15,73,83,113,78,65,83,50,15,30,71,5,7,17,286,/en/stats/leaderboard?page=serve,4,4,68,77,114,73,56,77,51,19,37,80,4,5,17,71,80,113,34,39,114,52,119,227,66,75,114,29,33,113,48,108,227,7,3,7,4,H528,M824
317,2007,Amersfoort,WS,2007-07-16T00:00:00,2007-07-22T00:00:00,Clay,32,391000,$,MS031,R32,01:32:00,,F,2,Y061,"6-2,7-5",M. Youzhny,M. Vassallo Arguello,,,RUS,ARG,6-2,7-5,,,,01:32:00,A,M. Youzhny,M. Vassallo Arguello,RUS,ARG,,,,,304,/en/stats/leaderboard?page=serve,1,1,62,36,58,83,30,36,59,13,22,100,1,1,10,246,/en/stats/leaderboard?page=serve,3,1,68,41,60,73,30,41,37,7,19,63,5,8,10,74,43,58,38,23,60,56,66,118,62,37,60,26,15,58,44,52,118,,,,,Y061,V258
