event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS001,F,01:27:00,,F,2,K237,"7-5,6-4",K. Kucera,T. Henman,,,SVK,GBR,7-5,6-4,,,,01:27:00,236,/en/stats/leaderboard?page=serve,9,3,53,36,68,83,30,36,34,11,32,57,4,7,11,221,/en/stats/leaderboard?page=serve,2,4,54,35,65,71,25,35,40,12,30,50,5,10,11,60,41,68,43,28,65,52,69,133,57,37,65,40,27,68,48,64,133,A,,,,,,,,K. Kucera,T. Henman,K237,H336,SVK,GBR,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS002,SF,01:40:00,,F,2,H336,"7-6(7),7-5",T. Henman,P. Rafter,,,GBR,AUS,7-6(7),7-5,,,,01:40:00,252,/en/stats/leaderboard?page=serve,3,5,43,35,81,80,28,35,52,24,46,57,4,7,12,243,/en/stats/leaderboard?page=serve,1,2,64,47,73,66,31,47,46,12,26,50,4,8,12,64,52,81,41,30,73,53,82,154,59,43,73,36,29,81,47,72,154,A,7,5,,,,,,T. Henman,P. Rafter,H336,R255,GBR,AUS,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS003,SF,01:53:00,,F,3,K237,"4-6,7-6(8),6-0",K. Kucera,M. Tebbutt,,,SVK,AUS,4-6,7-6(8),6-0,,,01:53:00,282,/en/stats/leaderboard?page=serve,5,10,63,56,89,71,40,56,58,19,33,71,5,7,14,236,/en/stats/leaderboard?page=serve,8,9,48,51,107,71,36,51,45,25,56,50,4,8,14,66,59,89,43,46,107,54,105,196,57,61,107,34,30,89,46,91,196,A,,,8,6,,,,K. Kucera,M. Tebbutt,K237,T195,SVK,AUS,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS004,QF,01:54:00,,F,3,R255,"6-4,6-7(4),6-1",P. Rafter,T. Martin,,,AUS,USA,6-4,6-7(4),6-1,,,01:54:00,274,/en/stats/leaderboard?page=serve,6,13,50,44,88,80,35,44,52,23,44,60,3,5,14,242,/en/stats/leaderboard?page=serve,3,7,70,64,91,64,41,64,44,12,27,45,5,11,15,66,58,88,42,38,91,54,96,179,58,53,91,34,30,88,46,83,179,A,,,4,7,,,,P. Rafter,T. Martin,R255,M442,AUS,USA,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS005,QF,02:00:00,,F,3,H336,"3-6,7-5,6-4",T. Henman,T. Enqvist,,,GBR,SWE,3-6,7-5,6-4,,,02:00:00,261,/en/stats/leaderboard?page=serve,2,10,64,65,102,65,42,65,51,19,37,56,5,9,15,251,/en/stats/leaderboard?page=serve,5,6,59,54,92,65,35,54,58,22,38,69,11,16,16,60,61,102,38,35,92,49,96,194,62,57,92,40,41,102,51,98,194,A,,,,,,,,T. Henman,T. Enqvist,H336,E113,GBR,SWE,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS006,QF,01:55:00,,F,3,K237,"6-3,2-6,6-4",K. Kucera,J. Stoltenberg,,,SVK,AUS,6-3,2-6,6-4,,,01:55:00,235,/en/stats/leaderboard?page=serve,7,2,47,40,85,75,30,40,47,21,45,50,4,8,14,253,/en/stats/leaderboard?page=serve,2,4,66,61,93,66,40,61,50,16,32,64,7,11,13,60,51,85,40,37,93,49,88,178,60,56,93,40,34,85,51,90,178,A,,,,,,,,K. Kucera,J. Stoltenberg,K237,S331,SVK,AUS,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS007,QF,01:08:00,,F,2,T195,"6-3,6-3",M. Tebbutt,A. Costa,,,AUS,ESP,6-3,6-3,,,,01:08:00,293,/en/stats/leaderboard?page=serve,1,14,53,28,53,82,23,28,68,17,25,,0,,9,245,/en/stats/leaderboard?page=serve,3,1,72,51,71,59,30,51,50,10,20,50,3,6,9,75,40,53,44,31,71,57,71,124,56,40,71,25,13,53,43,53,124,A,,,,,,,,M. Tebbutt,A. Costa,T195,C378,AUS,ESP,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS008,R16,01:05:00,,F,2,R255,"6-3,6-4",P. Rafter,A. Berasategui,,,AUS,ESP,6-3,6-4,,,,01:05:00,318,/en/stats/leaderboard?page=serve,3,10,70,40,57,80,32,40,71,12,17,,0,,10,261,/en/stats/leaderboard?page=serve,3,0,70,40,57,70,28,40,47,8,17,60,3,5,9,77,44,57,37,21,57,57,65,114,63,36,57,23,13,57,43,49,114,A,,,,,,,,P. Rafter,A. Berasategui,R255,B428,AUS,ESP,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS009,R16,01:40:00,,F,3,M442,"3-6,6-1,7-6(7)",T. Martin,F. Clavet,,,USA,ESP,3-6,6-1,7-6(7),,,01:40:00,317,/en/stats/leaderboard?page=serve,1,14,72,59,82,83,49,59,57,13,23,0,0,1,14,292,/en/stats/leaderboard?page=serve,1,2,74,66,89,67,44,66,65,15,23,78,7,9,14,76,62,82,34,30,89,54,92,171,66,59,89,24,20,82,46,79,171,A,,,,,7,3,,T. Martin,F. Clavet,M442,C252,USA,ESP,,
338,1998,Sydney,WS,1998-01-12T00:00:00,1998-01-18T00:00:00,Hard,32,315000,$,MS010,R16,01:43:00,,F,3,E113,"4-6,6-4,6-2",T. Enqvist,S. Draper,,,SWE,AUS,4-6,6-4,6-2,,,01:43:00,269,/en/stats/leaderboard?page=serve,1,8,59,47,80,70,33,47,55,18,33,0,0,3,14,235,/en/stats/leaderboard?page=serve,2,11,52,47,90,68,32,47,42,18,43,44,4,9,14,64,51,80,44,40,90,54,91,170,56,50,90,36,29,80,46,79,170,A,,,,,,,,T. Enqvist,S. Draper,E113,D270,SWE,AUS,,
