event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS001,F,03:03:00,,F,5,F324,"6-2,6-7(5),6-3,3-6,6-1",R. Federer,M. Cilic,,,SUI,CRO,6-2,6-7(5),6-3,3-6,6-1,03:03:00,5,7,309,/en/stats/leaderboard?page=serve,4,24,60,84,139,80,67,84,58,32,55,78,7,9,23,265,/en/stats/leaderboard?page=serve,5,16,62,88,141,69,61,88,51,27,53,54,7,13,22,71,99,139,38,53,141,54,152,280,62,88,141,29,40,139,46,128,280,A,,,,,,,R. Federer,M. Cilic,F324,C977,SUI,CRO,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS002,SF,02:18:00,,F,3,C977,"6-2,7-6(7),6-2",M. Cilic,K. Edmund,,,CRO,GBR,6-2,7-6(7),6-2,,,02:18:00,7,4,312,/en/stats/leaderboard?page=serve,1,11,56,50,89,90,45,50,56,22,39,100,2,2,14,255,/en/stats/leaderboard?page=serve,3,7,67,68,101,65,44,68,48,16,33,50,4,8,14,75,67,89,41,41,101,57,108,190,59,60,101,25,22,89,43,82,190,A,,,,,,,M. Cilic,K. Edmund,C977,E831,CRO,GBR,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS003,SF,01:02:00,,F,2,F324,"6-1,5-2",R. Federer,H. Chung,,,SUI,KOR,6-1,5-2,,,,01:02:00,,,316,/en/stats/leaderboard?page=serve,1,9,43,16,37,94,15,16,71,15,21,100,1,1,7,193,/en/stats/leaderboard?page=serve,3,1,57,30,53,57,17,30,39,9,23,64,7,11,7,81,30,37,51,27,53,63,57,90,49,26,53,19,7,37,37,33,90,A,,,,,,,R. Federer,H. Chung,F324,CH27,SUI,KOR,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS004,QF,03:47:00,,F,5,C977,"3-6,6-3,6-7(5),6-2,2-0",M. Cilic,R. Nadal,,,CRO,ESP,3-6,6-3,6-7(5),6-2,2-0,03:47:00,,,284,/en/stats/leaderboard?page=serve,8,20,67,93,138,77,72,93,38,17,45,80,8,10,20,250,/en/stats/leaderboard?page=serve,2,3,75,123,164,67,83,123,32,13,41,74,14,19,20,64,89,138,41,68,164,52,157,302,59,96,164,36,49,138,48,145,302,A,5,7,,,,,M. Cilic,R. Nadal,C977,N409,CRO,ESP,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS005,QF,02:49:00,,F,4,E831,"6-4,3-6,6-3,6-4",K. Edmund,G. Dimitrov,,,GBR,BUL,6-4,3-6,6-3,6-4,,02:49:00,,,276,/en/stats/leaderboard?page=serve,4,13,65,80,124,75,60,80,43,19,44,67,6,9,19,257,/en/stats/leaderboard?page=serve,7,7,63,73,116,68,50,73,53,23,43,67,10,15,19,64,79,124,37,43,116,51,122,240,63,73,116,36,45,124,49,118,240,A,,,,,,,K. Edmund,G. Dimitrov,E831,D875,GBR,BUL,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS006,QF,02:28:00,,F,3,CH27,"6-4,7-6(7),6-3",H. Chung,T. Sandgren,,,KOR,USA,6-4,7-6(7),6-3,,,02:28:00,7,5,299,/en/stats/leaderboard?page=serve,3,7,76,81,107,70,57,81,62,16,26,75,6,8,16,252,/en/stats/leaderboard?page=serve,5,12,55,57,104,72,41,57,45,21,47,69,9,13,15,68,73,107,40,42,104,55,115,211,60,62,104,32,34,107,45,96,211,A,,,,,,,H. Chung,T. Sandgren,CH27,SL08,KOR,USA,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS007,QF,02:14:00,,F,3,F324,"7-6(7),6-3,6-4",R. Federer,T. Berdych,,,SUI,CZE,7-6(7),6-3,6-4,,,02:14:00,,,296,/en/stats/leaderboard?page=serve,5,15,63,60,96,83,50,60,53,19,36,60,3,5,16,253,/en/stats/leaderboard?page=serve,1,4,56,53,94,70,37,53,51,21,41,50,4,8,15,72,69,96,38,36,94,55,105,190,62,58,94,28,27,96,45,85,190,A,,,7,1,,,R. Federer,T. Berdych,F324,BA47,SUI,CZE,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS008,R16,03:51:00,,F,4,N409,"6-3,6-7(4),6-3,6-3",R. Nadal,D. Schwartzman,,,ESP,ARG,6-3,6-7(4),6-3,6-3,,03:51:00,4,7,280,/en/stats/leaderboard?page=serve,4,7,68,100,146,63,63,100,61,28,46,83,15,18,20,237,/en/stats/leaderboard?page=serve,3,12,54,79,147,67,53,79,44,30,68,61,11,18,19,62,91,146,44,64,147,53,155,293,56,83,147,38,55,146,47,138,293,A,,,,,,,R. Nadal,D. Schwartzman,N409,SM37,ESP,ARG,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS009,R16,03:27:00,,F,4,C977,"6-7(2),6-3,7-6(7),7-6(7)",M. Cilic,P. Carreno Busta,,,CRO,ESP,6-7(2),6-3,7-6(7),7-6(7),,03:27:00,,,290,/en/stats/leaderboard?page=serve,4,20,62,83,133,81,67,83,50,25,50,33,2,6,22,268,/en/stats/leaderboard?page=serve,3,9,70,107,152,63,67,107,56,25,45,57,8,14,23,69,92,133,39,60,152,53,152,285,61,92,152,31,41,133,47,133,285,A,7,0,2,7,7,3,M. Cilic,P. Carreno Busta,C977,CD85,CRO,ESP,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS010,R16,03:26:00,,F,4,D875,"7-6(7),7-6(7),4-6,7-6(7)",G. Dimitrov,N. Kyrgios,,,BUL,AUS,7-6(7),7-6(7),4-6,7-6(7),,03:26:00,7,4,286,/en/stats/leaderboard?page=serve,7,16,70,111,158,81,90,111,40,19,47,40,2,5,23,314,/en/stats/leaderboard?page=serve,7,36,65,101,155,79,80,101,50,27,54,78,7,9,23,69,109,158,31,48,155,50,157,313,69,107,155,31,49,158,50,156,313,A,,,7,3,7,4,G. Dimitrov,N. Kyrgios,D875,KE17,BUL,AUS,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS011,R16,02:57:00,,F,4,E831,"6-7(4),7-5,6-2,6-3",K. Edmund,A. Seppi,,,GBR,ITA,6-7(4),7-5,6-2,6-3,,02:57:00,,,318,/en/stats/leaderboard?page=serve,3,25,63,80,128,80,64,80,58,28,48,83,5,6,21,270,/en/stats/leaderboard?page=serve,2,12,63,80,126,70,56,80,52,24,46,67,10,15,20,72,92,128,37,46,126,54,138,254,63,80,126,28,36,128,46,116,254,A,,,4,7,,,K. Edmund,A. Seppi,E831,SA93,GBR,ITA,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS012,R16,03:54:00,,F,5,SL08,"6-2,4-6,7-6(7),6-7(7),6-3",T. Sandgren,D. Thiem,,,USA,AUT,6-2,4-6,7-6(7),6-7(7),6-3,03:54:00,,,309,/en/stats/leaderboard?page=serve,4,20,74,138,186,73,101,138,54,26,48,83,10,12,26,294,/en/stats/leaderboard?page=serve,4,20,65,104,161,76,79,104,53,30,57,50,4,8,25,68,127,186,32,52,161,52,179,347,68,109,161,32,59,186,48,168,347,A,7,4,,,7,9,T. Sandgren,D. Thiem,SL08,TB69,USA,AUT,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS013,R16,03:21:00,,F,3,CH27,"7-6(7),7-5,7-6(7)",H. Chung,N. Djokovic,,,KOR,SRB,7-6(7),7-5,7-6(7),,,03:21:00,,,250,/en/stats/leaderboard?page=serve,2,1,67,91,136,65,59,91,47,21,45,74,14,19,18,225,/en/stats/leaderboard?page=serve,9,2,62,81,130,65,53,81,39,19,49,40,4,10,18,59,80,136,45,58,130,52,138,266,55,72,130,41,56,136,48,128,266,A,7,3,7,4,,,H. Chung,N. Djokovic,CH27,D643,KOR,SRB,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS014,R16,02:08:00,,F,3,BA47,"6-1,6-4,6-4",T. Berdych,F. Fognini,,,CZE,ITA,6-1,6-4,6-4,,,02:08:00,,,274,/en/stats/leaderboard?page=serve,1,10,47,42,89,76,32,42,57,27,47,78,7,9,14,214,/en/stats/leaderboard?page=serve,4,3,57,47,83,49,23,47,56,20,36,45,5,11,13,66,59,89,48,40,83,58,99,172,52,43,83,34,30,89,42,73,172,A,,,,,,,T. Berdych,F. Fognini,BA47,F510,CZE,ITA,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS015,R16,02:01:00,,F,3,F324,"6-4,7-6(7),6-2",R. Federer,M. Fucsovics,,,SUI,HUN,6-4,7-6(7),6-2,,,02:01:00,7,3,322,/en/stats/leaderboard?page=serve,2,6,59,48,81,83,40,48,76,25,33,0,0,0,15,252,/en/stats/leaderboard?page=serve,6,5,53,57,108,67,38,57,53,27,51,70,7,10,15,80,65,81,40,43,108,57,108,189,60,65,108,20,16,81,43,81,189,A,,,,,,,R. Federer,M. Fucsovics,F324,F724,SUI,HUN,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS016,R32,01:50:00,,F,3,N409,"6-1,6-3,6-1",R. Nadal,D. Dzumhur,,,ESP,BIH,6-1,6-3,6-1,,,01:50:00,,,295,/en/stats/leaderboard?page=serve,0,4,65,51,79,67,34,51,68,19,28,50,1,2,12,174,/en/stats/leaderboard?page=serve,6,5,53,40,75,55,22,40,31,11,35,56,9,16,11,67,53,79,56,42,75,62,95,154,44,33,75,33,26,79,38,59,154,A,,,,,,,R. Nadal,D. Dzumhur,N409,D923,ESP,BIH,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS017,R32,02:38:00,,F,4,SM37,"6-7(1),6-2,6-3,6-3",D. Schwartzman,A. Dolgopolov,,,ARG,UKR,6-7(1),6-2,6-3,6-3,,02:38:00,,,279,/en/stats/leaderboard?page=serve,4,13,58,69,118,71,49,69,57,28,49,70,7,10,19,218,/en/stats/leaderboard?page=serve,6,5,54,67,123,63,42,67,45,25,56,33,4,12,19,65,77,118,46,56,123,55,133,241,54,67,123,35,41,118,45,108,241,A,,,1,7,,,D. Schwartzman,A. Dolgopolov,SM37,D801,ARG,UKR,,
580,2018,Australian Open,GS,2018-01-15T00:00:00,2018-01-28T00:00:00,Hard,128,25096000,A$,MS018,R32,03:18:00,,F,4,CD85,"7-6(7),4-6,7-5,7-5",P. Carreno Busta,G. Muller,,,ESP,LUX,7-6(7),4-6,7-5,7-5,,03:18:00,,,313,/en/stats/leaderboard?page=serve,4,14,74,105,142,77,81,105,57,21,37,75,3,4,23,318,/en/stats/leaderboard?page=serve,5,40,64,88,138,84,74,88,44,22,50,50,2,4,23,72,102,142,30,42,138,51,144,280,70,96,138,28,40,142,49,136,280,A,,,7,4,,,P. Carreno Busta,G. Muller,CD85,MA30,ESP,LUX,,
