event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS011,R16,01:07:00,,F,2,S381,"6-3,6-4",J. Siemerink,K. Carlsen,,,NED,DEN,6-3,6-4,,,,01:07:00,304,/en/stats/leaderboard?page=serve,1,9,60,33,55,82,27,33,64,14,22,,0,,10,257,/en/stats/leaderboard?page=serve,3,4,59,35,59,74,26,35,46,11,24,67,4,6,9,75,41,55,37,22,59,55,63,114,63,37,59,25,14,55,45,51,114,A,,,,,,,,J. Siemerink,K. Carlsen,S381,C328,NED,DEN,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS012,R16,00:59:00,,F,2,W136,"6-1,6-2",T. Woodbridge,T. Johansson,,,AUS,SWE,6-1,6-2,,,,00:59:00,194,/en/stats/leaderboard?page=serve,2,2,50,23,46,74,17,23,70,16,23,0,0,,8,187,/en/stats/leaderboard?page=serve,3,4,48,22,46,50,11,22,46,11,24,43,3,7,7,72,33,46,52,24,46,62,57,92,48,22,46,28,13,46,38,35,92,A,,,,,,,,T. Woodbridge,T. Johansson,W136,J129,AUS,SWE,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS013,R16,01:26:00,,F,2,K214,"7-6(7),6-3",R. Krajicek,A. Volkov,,,NED,RUS,7-6(7),6-3,,,,01:26:00,302,/en/stats/leaderboard?page=serve,1,20,60,43,72,88,38,43,45,13,29,67,2,3,11,250,/en/stats/leaderboard?page=serve,5,3,46,34,74,71,24,34,55,22,40,50,2,4,10,71,51,72,38,28,74,54,79,146,62,46,74,29,21,72,46,67,146,A,,,7,5,,,,R. Krajicek,A. Volkov,K214,V037,NED,RUS,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS014,R16,01:14:00,,F,2,D214,"6-3,6-2",M. Damm,G. Pozzi,,,CZE,ITA,6-3,6-2,,,,01:14:00,242,/en/stats/leaderboard?page=serve,6,3,58,37,64,84,31,37,48,13,27,,0,,9,208,/en/stats/leaderboard?page=serve,1,0,40,24,60,63,15,24,44,16,36,57,4,7,8,69,44,64,48,29,60,59,73,124,52,31,60,31,20,64,41,51,124,A,,,,,,,,M. Damm,G. Pozzi,D214,P045,CZE,ITA,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS015,R16,01:38:00,,F,2,C274,"7-5,6-3",M. Chang,H. Dreekmann,,,USA,GER,7-5,6-3,,,,01:38:00,249,/en/stats/leaderboard?page=serve,2,6,48,43,90,67,29,43,49,23,47,82,9,11,11,215,/en/stats/leaderboard?page=serve,2,1,46,31,68,61,19,31,49,18,37,60,6,10,10,58,52,90,46,31,68,53,83,158,54,37,68,42,38,90,47,75,158,A,,,,,,,,M. Chang,H. Dreekmann,C274,D249,USA,GER,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS016,R32,01:28:00,,F,3,S402,"6-1,3-6,6-1",P. Sampras,S. Lareau,,,USA,CAN,6-1,3-6,6-1,,,01:28:00,243,/en/stats/leaderboard?page=serve,10,11,52,41,79,76,31,41,39,15,38,67,6,9,12,191,/en/stats/leaderboard?page=serve,7,5,57,47,83,55,26,47,36,13,36,50,6,12,11,58,46,79,53,44,83,56,90,162,47,39,83,42,33,79,44,72,162,A,,,,,,,,P. Sampras,S. Lareau,S402,L226,USA,CAN,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS017,R32,00:45:00,,F,2,R255,"6-0,6-1",P. Rafter,J. Hui,,,AUS,HKG,6-0,6-1,,,,00:45:00,288,/en/stats/leaderboard?page=serve,2,6,53,19,36,89,17,19,59,10,17,,0,,6,129,/en/stats/leaderboard?page=serve,2,0,46,21,46,43,9,21,28,7,25,45,5,11,7,75,27,36,65,30,46,70,57,82,35,16,46,25,9,36,30,25,82,A,,,,,,,,P. Rafter,J. Hui,R255,H387,AUS,HKG,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS018,R32,01:10:00,,F,2,A202,"6-4,6-4",W. Arthurs,J. Renzenbrink,,,AUS,GER,6-4,6-4,,,,01:10:00,288,/en/stats/leaderboard?page=serve,3,6,47,28,60,82,23,28,66,21,32,,0,,10,255,/en/stats/leaderboard?page=serve,5,1,61,40,66,68,27,40,50,13,26,75,6,8,10,73,44,60,39,26,66,56,70,126,61,40,66,27,16,60,44,56,126,A,,,,,,,,W. Arthurs,J. Renzenbrink,A202,R273,AUS,GER,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS019,R32,01:24:00,,F,2,P273,"6-3,7-6(7)",D. Prinosil,M. Knowles,,,GER,BAH,6-3,7-6(7),,,,01:24:00,288,/en/stats/leaderboard?page=serve,2,10,56,42,75,76,32,42,58,19,33,86,6,7,11,268,/en/stats/leaderboard?page=serve,5,4,65,51,79,63,32,51,61,17,28,71,5,7,10,68,51,75,38,30,79,53,81,154,62,49,79,32,24,75,47,73,154,A,,,,,7,4,,D. Prinosil,M. Knowles,P273,K171,GER,BAH,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS020,R32,01:01:00,,F,2,W035,"6-3,6-4",M. Woodforde,K. Kinnear,,,AUS,USA,6-3,6-4,,,,01:01:00,299,/en/stats/leaderboard?page=serve,2,1,56,29,52,93,27,29,61,14,23,,0,,10,273,/en/stats/leaderboard?page=serve,1,10,63,31,49,74,23,31,50,9,18,33,1,3,9,79,41,52,35,17,49,57,58,101,65,32,49,21,11,52,43,43,101,A,,,,,,,,M. Woodforde,K. Kinnear,W035,K156,AUS,USA,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS021,R32,02:27:00,,F,3,M338,"6-7(5),6-4,7-6(8)",S. Matsuoka,M. Tebbutt,,,JPN,AUS,6-7(5),6-4,7-6(8),,,02:27:00,289,/en/stats/leaderboard?page=serve,5,19,65,71,110,82,58,71,46,18,39,40,2,5,17,256,/en/stats/leaderboard?page=serve,8,11,50,58,115,76,44,58,51,29,57,56,5,9,17,69,76,110,37,42,115,52,118,225,63,73,115,31,34,110,48,107,225,A,8,6,5,7,,,,S. Matsuoka,M. Tebbutt,M338,T195,JPN,AUS,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS022,R32,02:08:00,,F,3,C328,"6-7(5),7-5,6-2",K. Carlsen,C. Steeb,,,DEN,GER,6-7(5),7-5,6-2,,,02:08:00,280,/en/stats/leaderboard?page=serve,4,10,56,61,108,74,45,61,57,27,47,83,10,12,16,249,/en/stats/leaderboard?page=serve,,3,57,56,99,61,34,56,60,26,43,55,6,11,16,67,72,108,39,39,99,54,111,207,61,60,99,33,36,108,46,96,207,A,,,5,7,,,False,K. Carlsen,C. Steeb,C328,S080,DEN,GER,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS023,R32,01:47:00,,F,3,S381,"2-6,6-4,6-4",J. Siemerink,G. Rusedski,,,NED,GBR,2-6,6-4,6-4,,,01:47:00,265,/en/stats/leaderboard?page=serve,4,3,57,55,97,76,42,55,48,20,42,80,8,10,14,279,/en/stats/leaderboard?page=serve,4,10,62,56,91,75,42,56,51,18,35,33,1,3,14,64,62,97,34,31,91,49,93,188,66,60,91,36,35,97,51,95,188,A,,,,,,,,J. Siemerink,G. Rusedski,S381,R237,NED,GBR,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS024,R32,00:51:00,,F,2,W136,"6-2,6-2",T. Woodbridge,P. Nyborg,,,AUS,SWE,6-2,6-2,,,,00:51:00,271,/en/stats/leaderboard?page=serve,6,4,50,23,46,87,20,23,61,14,23,,0,,8,214,/en/stats/leaderboard?page=serve,1,3,64,30,47,63,19,30,35,6,17,50,4,8,8,74,34,46,47,22,47,60,56,93,53,25,47,26,12,46,40,37,93,A,,,,,,,,T. Woodbridge,P. Nyborg,W136,N107,AUS,SWE,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS025,R32,00:56:00,,F,2,J129,"6-4,6-2",T. Johansson,J. Eagle,,,SWE,AUS,6-4,6-2,,,,00:56:00,295,/en/stats/leaderboard?page=serve,1,6,59,29,49,83,24,29,60,12,20,67,2,3,9,227,/en/stats/leaderboard?page=serve,,0,77,37,48,59,22,37,36,4,11,43,3,7,9,73,36,49,46,22,48,60,58,97,54,26,48,27,13,49,40,39,97,A,,,,,,,False,T. Johansson,J. Eagle,J129,E122,SWE,AUS,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS026,R32,01:28:00,,F,2,V037,"6-4,7-5",A. Volkov,C. Chang,,,RUS,USA,6-4,7-5,,,,01:28:00,274,/en/stats/leaderboard?page=serve,1,2,77,55,71,71,39,55,44,7,16,67,4,6,11,230,/en/stats/leaderboard?page=serve,7,13,44,33,75,79,26,33,38,16,42,60,6,10,11,65,46,71,44,33,75,54,79,146,56,42,75,35,25,71,46,67,146,A,,,,,,,,A. Volkov,C. Chang,V037,C338,RUS,USA,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS027,R32,01:01:00,,F,2,K214,"6-3,6-0",R. Krajicek,B. Pan,,,NED,CHN,6-3,6-0,,,,01:01:00,289,/en/stats/leaderboard?page=serve,3,7,57,20,35,90,18,20,53,8,15,0,0,1,7,162,/en/stats/leaderboard?page=serve,1,3,48,32,67,50,16,32,37,13,35,33,3,9,8,74,26,35,57,38,67,63,64,102,43,29,67,26,9,35,37,38,102,A,,,,,,,,R. Krajicek,B. Pan,K214,P263,NED,CHN,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS028,R32,00:51:00,,F,2,P045,"6-1,6-2",G. Pozzi,B. Steven,,,ITA,NZL,6-1,6-2,,,,00:51:00,200,/en/stats/leaderboard?page=serve,1,6,44,20,45,95,19,20,56,14,25,0,0,,8,186,/en/stats/leaderboard?page=serve,3,0,64,25,39,40,10,25,43,6,14,0,0,4,7,73,33,45,59,23,39,67,56,84,41,16,39,27,12,45,33,28,84,A,,,,,,,,G. Pozzi,B. Steven,P045,S321,ITA,NZL,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS029,R32,01:44:00,,F,3,D214,"6-4,2-6,6-2",M. Damm,B. Karbacher,,,CZE,GER,6-4,2-6,6-2,,,01:44:00,270,/en/stats/leaderboard?page=serve,2,13,53,47,89,77,36,47,45,19,42,75,6,8,13,263,/en/stats/leaderboard?page=serve,4,7,59,44,74,75,33,44,50,15,30,63,5,8,13,62,55,89,35,26,74,50,81,163,65,48,74,38,34,89,50,82,163,A,,,,,,,,M. Damm,B. Karbacher,D214,K190,CZE,GER,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS030,R32,01:17:00,,F,2,D249,"7-6(8),6-1",H. Dreekmann,A. Olhovskiy,,,GER,RUS,7-6(8),6-1,,,,01:17:00,266,/en/stats/leaderboard?page=serve,1,5,51,37,72,65,24,37,66,23,35,33,1,3,10,216,/en/stats/leaderboard?page=serve,1,1,58,38,65,55,21,38,48,13,27,43,3,7,9,65,47,72,48,31,65,57,78,137,52,34,65,35,25,72,43,59,137,A,,,8,6,,,,H. Dreekmann,A. Olhovskiy,D249,O009,GER,RUS,,
336,1996,Hong Kong,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Hard,32,303000,$,MS031,R32,01:32:00,,F,2,C274,"7-6(7),6-1",M. Chang,M. Ondruska,,,USA,RSA,7-6(7),6-1,,,,01:32:00,260,/en/stats/leaderboard?page=serve,4,5,35,22,62,86,19,22,50,20,40,67,2,3,9,222,/en/stats/leaderboard?page=serve,2,4,54,37,69,68,25,37,38,12,32,56,5,9,10,63,39,62,46,32,69,54,71,131,54,37,69,37,23,62,46,60,131,A,,,7,5,,,,M. Chang,M. Ondruska,C274,O098,USA,RSA,,
