event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS001,F,01:55:00,,F,3,F324,"6-1,7-6(7),6-4",R. Federer,R. Soderling,,,SUI,SWE,6-1,7-6(7),6-4,,,01:55:00,A,R. Federer,R. Soderling,SUI,SWE,,,7.0,1.0,332,/en/stats/leaderboard?page=serve,2,16,66,52,79,85,44,52,67,18,27,100,2,2,14,252,/en/stats/leaderboard?page=serve,3,2,60,55,91,64,35,55,56,20,36,33,2,6,15,78,62,79,40,36,91,58,98,170,60,55,91,22,17,79,42,72,170,,,,,,,F324,SA49
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS002,SF,03:28:00,,F,5,SA49,"6-3,7-5,5-7,4-6,6-4",R. Soderling,F. Gonzalez,,,SWE,CHI,6-3,7-5,5-7,4-6,6-4,03:28:00,A,R. Soderling,F. Gonzalez,SWE,CHI,,,,,302,/en/stats/leaderboard?page=serve,2,16,66,98,148,71,70,98,66,33,50,43,3,7,27,285,/en/stats/leaderboard?page=serve,3,22,68,119,176,67,80,119,51,29,57,72,13,18,26,70,103,148,38,67,176,52,170,324,62,109,176,30,45,148,48,154,324,,,,,,,SA49,G415
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS003,SF,03:29:00,,F,5,F324,"3-6,7-6(7),2-6,6-1,6-4",R. Federer,J. del Potro,,,SUI,ARG,3-6,7-6(7),2-6,6-1,6-4,03:29:00,A,R. Federer,J. del Potro,SUI,ARG,,,7.0,2.0,273,/en/stats/leaderboard?page=serve,1,5,65,92,142,73,67,92,52,26,50,62,8,13,24,265,/en/stats/leaderboard?page=serve,6,16,58,98,168,73,72,98,43,30,70,67,8,12,22,65,93,142,39,66,168,51,159,310,61,102,168,35,49,142,49,151,310,,,,,,,F324,D683
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS004,QF,01:41:00,,F,3,SA49,"6-1,6-3,6-1",R. Soderling,N. Davydenko,,,SWE,RUS,6-1,6-3,6-1,,,01:41:00,A,R. Soderling,N. Davydenko,SWE,RUS,,,,,315,/en/stats/leaderboard?page=serve,3,4,64,45,70,78,35,45,72,18,25,100,2,2,12,213,/en/stats/leaderboard?page=serve,5,1,78,62,80,50,31,62,44,8,18,57,8,14,11,76,53,70,51,41,80,63,94,150,49,39,80,24,17,70,37,56,150,,,,,,,SA49,D402
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS005,QF,02:15:00,,F,4,G415,"6-3,3-6,6-0,6-4",F. Gonzalez,A. Murray,,,CHI,GBR,6-3,3-6,6-0,6-4,,02:15:00,A,F. Gonzalez,A. Murray,CHI,GBR,,,,,292,/en/stats/leaderboard?page=serve,1,4,70,69,99,74,51,69,57,17,30,67,4,6,17,244,/en/stats/leaderboard?page=serve,2,3,72,74,103,59,44,74,48,14,29,50,6,12,17,69,68,99,44,45,103,56,113,202,56,58,103,31,31,99,44,89,202,,,,,,,G415,MC10
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS006,QF,02:07:00,,F,3,D683,"6-3,6-4,6-2",J. del Potro,T. Robredo,,,ARG,ESP,6-3,6-4,6-2,,,02:07:00,A,J. del Potro,T. Robredo,ARG,ESP,,,,,304,/en/stats/leaderboard?page=serve,1,14,54,51,94,90,46,51,47,20,43,100,7,7,14,239,/en/stats/leaderboard?page=serve,4,3,62,50,81,70,35,50,39,12,31,60,6,10,13,70,66,94,42,34,81,57,100,175,58,47,81,30,28,94,43,75,175,,,,,,,D683,R419
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS007,QF,02:10:00,,F,3,F324,"7-6(8),6-2,6-4",R. Federer,G. Monfils,,,SUI,FRA,7-6(8),6-2,6-4,,,02:10:00,A,R. Federer,G. Monfils,SUI,FRA,,,,,309,/en/stats/leaderboard?page=serve,1,8,57,54,94,80,43,54,65,26,40,100,4,4,15,261,/en/stats/leaderboard?page=serve,1,7,58,61,105,67,41,61,50,22,44,40,2,5,15,73,69,94,40,42,105,56,111,199,60,63,105,27,25,94,44,88,199,8.0,6.0,,,,,F324,MC65
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS008,R16,03:30:00,,F,4,SA49,"6-2,6-7(2),6-4,7-6(7)",R. Soderling,R. Nadal,,,SWE,ESP,6-2,6-7(2),6-4,7-6(7),,03:30:00,A,R. Soderling,R. Nadal,SWE,ESP,,,2.0,7.0,293,/en/stats/leaderboard?page=serve,0,9,64,91,143,68,62,91,62,32,52,50,2,4,21,266,/en/stats/leaderboard?page=serve,2,3,77,99,128,67,66,99,45,13,29,17,1,6,21,66,94,143,38,49,128,53,143,271,62,79,128,34,49,143,47,128,271,,,7.0,2.0,,,SA49,N409
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS009,R16,02:02:00,,F,3,D402,"6-2,6-2,6-4",N. Davydenko,F. Verdasco,,,RUS,ESP,6-2,6-2,6-4,,,02:02:00,A,N. Davydenko,F. Verdasco,RUS,ESP,,,,,315,/en/stats/leaderboard?page=serve,2,4,77,58,75,83,48,58,53,9,17,100,3,3,13,228,/en/stats/leaderboard?page=serve,1,4,59,49,83,55,27,49,50,17,34,44,4,9,13,76,57,75,47,39,83,61,96,158,53,44,83,24,18,75,39,62,158,,,,,,,D402,V306
520,2009,Roland Garros,GS,2009-05-25T00:00:00,2009-06-07T00:00:00,Clay,128,7322320,€,MS010,R16,02:31:00,,F,3,MC10,"7-5,7-6(7),6-1",A. Murray,M. Cilic,,,GBR,CRO,7-5,7-6(7),6-1,,,02:31:00,A,A. Murray,M. Cilic,GBR,CRO,,,7.0,4.0,270,/en/stats/leaderboard?page=serve,1,10,53,56,106,75,42,56,52,26,50,25,1,4,16,223,/en/stats/leaderboard?page=serve,5,4,58,60,104,65,39,60,41,18,44,50,6,12,15,64,68,106,45,47,104,55,115,210,55,57,104,36,38,106,45,95,210,,,,,,,MC10,C977
