event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS011,R16,00:18:00,,F,1,H355,3-0,T. Haas,F. Meligeni,,,GER,BRA,3-0,,,,,00:18:00,,,211,/en/stats/leaderboard?page=serve,,1,63,5,8,80,4,5,67,2,3,0,0,,2,118,/en/stats/leaderboard?page=serve,,1,70,7,10,14,1,7,33,1,3,0,0,2,2,75,6,8,80,8,10,78,14,18,20,2,10,25,2,8,22,4,18,A,,,,,False,False,T. Haas,F. Meligeni,H355,M443,GER,BRA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS012,R16,01:16:00,,F,2,R016,"6-4,7-5",R. Reneberg,T. Martin,,,USA,USA,6-4,7-5,,,,01:16:00,,,280,/en/stats/leaderboard?page=serve,1,5,63,44,70,82,36,44,50,13,26,,0,,11,275,/en/stats/leaderboard?page=serve,1,5,61,38,62,71,27,38,58,14,24,33,1,3,11,70,49,70,34,21,62,53,70,132,66,41,62,30,21,70,47,62,132,A,,,,,,,R. Reneberg,T. Martin,R016,M442,USA,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS013,R16,01:52:00,,F,3,E113,"4-6,7-6(7),6-2",T. Enqvist,M. Craca,,,SWE,GER,4-6,7-6(7),6-2,,,01:52:00,7,2,301,/en/stats/leaderboard?page=serve,3,14,52,50,96,82,41,50,63,29,46,86,6,7,15,280,/en/stats/leaderboard?page=serve,2,2,67,56,84,77,43,56,50,14,28,33,1,3,15,73,70,96,32,27,84,54,97,180,68,57,84,27,26,96,46,83,180,A,,,,,,,T. Enqvist,M. Craca,E113,C439,SWE,GER,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS014,R16,01:21:00,,F,2,S406,"6-3,6-4",G. Stafford,P. Haarhuis,,,RSA,NED,6-3,6-4,,,,01:21:00,,,299,/en/stats/leaderboard?page=serve,2,2,56,30,54,90,27,30,63,15,24,,0,,10,245,/en/stats/leaderboard?page=serve,5,4,60,56,93,63,35,56,46,17,37,86,12,14,9,78,42,54,44,41,93,56,83,147,56,52,93,22,12,54,44,64,147,A,,,,,,,G. Stafford,P. Haarhuis,S406,H223,RSA,NED,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS015,R16,01:58:00,,F,2,L226,"7-6(7),7-5",S. Lareau,J. Courier,,,CAN,USA,7-6(7),7-5,,,,01:58:00,,,284,/en/stats/leaderboard?page=serve,5,10,60,55,92,69,38,55,59,22,37,80,4,5,12,268,/en/stats/leaderboard?page=serve,1,2,72,69,96,64,44,69,48,13,27,82,9,11,12,65,60,92,41,39,96,53,99,188,59,57,96,35,32,92,47,89,188,A,7,5,,,,,S. Lareau,J. Courier,L226,C243,CAN,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS016,R32,01:36:00,,F,3,S402,"4-6,6-3,7-5",P. Sampras,X. Malisse,,,USA,BEL,4-6,6-3,7-5,,,01:36:00,,,284,/en/stats/leaderboard?page=serve,5,17,56,55,98,85,47,55,44,19,43,50,2,4,16,273,/en/stats/leaderboard?page=serve,3,10,61,52,85,73,38,52,52,17,33,67,6,9,15,67,66,98,35,30,85,52,96,183,65,55,85,33,32,98,48,87,183,A,,,,,,,P. Sampras,X. Malisse,S402,M680,USA,BEL,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS017,R32,01:51:00,,F,3,G254,"4-6,6-4,6-3",A. Gaudenzi,D. Sanguinetti,,,ITA,ITA,4-6,6-4,6-3,,,01:51:00,,,241,/en/stats/leaderboard?page=serve,1,3,57,56,98,57,32,56,57,24,42,38,3,8,16,231,/en/stats/leaderboard?page=serve,4,6,54,43,80,58,25,43,57,21,37,33,3,9,15,57,56,98,43,34,80,51,90,178,58,46,80,43,42,98,49,88,178,A,,,,,,,A. Gaudenzi,D. Sanguinetti,G254,S480,ITA,ITA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS018,R32,01:25:00,,F,3,S741,"6-1,2-6,6-3",M. Safin,W. Black,,,RUS,ZIM,6-1,2-6,6-3,,,01:25:00,,,239,/en/stats/leaderboard?page=serve,2,9,52,44,85,80,35,44,34,14,41,60,6,10,12,204,/en/stats/leaderboard?page=serve,2,2,59,41,69,59,24,41,36,10,28,40,4,10,12,58,49,85,51,35,69,55,84,154,49,34,69,42,36,85,45,70,154,A,,,,,,,M. Safin,W. Black,S741,B499,RUS,ZIM,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS019,R32,01:59:00,,F,3,S572,"6-3,4-6,7-6(7)",S. Schalken,J. Salzenstein,,,NED,USA,6-3,4-6,7-6(7),,,01:59:00,,,270,/en/stats/leaderboard?page=serve,2,4,60,64,106,70,45,64,57,24,42,57,4,7,16,271,/en/stats/leaderboard?page=serve,2,11,60,58,96,72,42,58,50,19,38,0,0,3,15,65,69,106,36,35,96,51,104,202,64,61,96,35,37,106,49,98,202,A,,,7,5,,,S. Schalken,J. Salzenstein,S572,S564,NED,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS020,R32,01:35:00,,F,3,S403,"6-1,6-7(5),6-3",J. Stark,J. Alonso,,,USA,ESP,6-1,6-7(5),6-3,,,01:35:00,5,7,303,/en/stats/leaderboard?page=serve,1,10,56,44,79,91,40,44,54,19,35,0,0,1,15,227,/en/stats/leaderboard?page=serve,8,2,48,45,94,67,30,45,49,24,49,69,9,13,13,75,59,79,43,40,94,57,99,173,57,54,94,25,20,79,43,74,173,A,,,,,,,J. Stark,J. Alonso,S403,A272,USA,ESP,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS021,R32,01:17:00,,F,2,T136,"7-5,6-1",J. Tarango,S. Stolle,,,USA,AUS,7-5,6-1,,,,01:17:00,,,279,/en/stats/leaderboard?page=serve,5,8,46,25,54,80,20,25,62,18,29,,0,,9,232,/en/stats/leaderboard?page=serve,3,8,59,42,71,60,25,42,48,14,29,50,4,8,10,70,38,54,45,32,71,56,70,125,55,39,71,30,16,54,44,55,125,A,,,,,,,J. Tarango,S. Stolle,T136,S443,USA,AUS,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS022,R32,01:26:00,,F,2,M443,"7-6(7),6-4",F. Meligeni,J. Viloca-Puig,,,BRA,ESP,7-6(7),6-4,,,,01:26:00,,,275,/en/stats/leaderboard?page=serve,2,2,58,43,74,88,38,43,39,12,31,80,4,5,11,271,/en/stats/leaderboard?page=serve,1,1,55,36,66,78,28,36,57,17,30,78,7,9,11,68,50,74,32,21,66,51,71,140,68,45,66,32,24,74,49,69,140,A,7,5,,,,,F. Meligeni,J. Viloca-Puig,M443,V161,BRA,ESP,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS023,R32,00:54:00,,F,2,H355,"6-3,6-2",T. Haas,V. Spadea,,,GER,USA,6-3,6-2,,,,00:54:00,,,257,/en/stats/leaderboard?page=serve,2,4,62,34,55,68,23,34,48,10,21,50,2,4,9,174,/en/stats/leaderboard?page=serve,3,3,55,24,44,42,10,24,40,8,20,38,3,8,8,60,33,55,59,26,44,60,59,99,41,18,44,40,22,55,40,40,99,A,,,,,,,T. Haas,V. Spadea,H355,S544,GER,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS024,R32,01:29:00,,F,2,M442,"6-4,7-6(7)",T. Martin,B. Black,,,USA,ZIM,6-4,7-6(7),,,,01:29:00,7,3,243,/en/stats/leaderboard?page=serve,6,13,56,36,64,67,24,36,50,14,28,20,1,5,11,209,/en/stats/leaderboard?page=serve,5,3,56,44,79,52,23,44,49,17,35,29,2,7,11,59,38,64,49,39,79,54,77,143,51,40,79,41,26,64,46,66,143,A,,,,,,,T. Martin,B. Black,M442,B397,USA,ZIM,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS025,R32,01:04:00,,F,2,R016,"6-3,6-1",R. Reneberg,J. Burillo,,,USA,ESP,6-3,6-1,,,,01:04:00,,,268,/en/stats/leaderboard?page=serve,2,12,54,27,50,85,23,27,57,13,23,,0,,8,214,/en/stats/leaderboard?page=serve,,4,63,39,62,54,21,39,43,10,23,56,5,9,8,72,36,50,50,31,62,60,67,112,50,31,62,28,14,50,40,45,112,A,,,,,,False,R. Reneberg,J. Burillo,R016,B429,USA,ESP,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS026,R32,01:13:00,,F,2,C439,"6-4,6-4",M. Craca,N. Lapentti,,,GER,ECU,6-4,6-4,,,,01:13:00,,,272,/en/stats/leaderboard?page=serve,5,2,65,35,54,77,27,35,53,10,19,0,0,2,10,221,/en/stats/leaderboard?page=serve,3,1,58,38,65,61,23,38,44,12,27,50,4,8,10,69,37,54,46,30,65,56,67,119,54,35,65,31,17,54,44,52,119,A,,,,,,,M. Craca,N. Lapentti,C439,L290,GER,ECU,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS027,R32,01:16:00,,F,2,E113,"6-4,6-3",T. Enqvist,E. Benfele Alvarez,,,SWE,ESP,6-4,6-3,,,,01:16:00,,,274,/en/stats/leaderboard?page=serve,2,11,65,43,66,72,31,43,48,11,23,75,6,8,10,214,/en/stats/leaderboard?page=serve,4,3,65,50,77,58,29,50,37,10,27,50,4,8,9,64,42,66,49,38,77,56,80,143,51,39,77,36,24,66,44,63,143,A,,,,,,,T. Enqvist,E. Benfele Alvarez,E113,A190,SWE,ESP,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS028,R32,01:36:00,,F,2,S406,"7-6(7),7-6(7)",G. Stafford,R. Fromberg,,,RSA,AUS,7-6(7),7-6(7),,,,01:36:00,7,4,285,/en/stats/leaderboard?page=serve,4,8,53,47,89,85,40,47,52,22,42,86,6,7,12,293,/en/stats/leaderboard?page=serve,4,16,63,55,87,80,44,55,47,15,32,83,5,6,12,70,62,89,32,28,87,51,90,176,68,59,87,30,27,89,49,86,176,A,7,4,,,,,G. Stafford,R. Fromberg,S406,F164,RSA,AUS,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS029,R32,01:08:00,,F,2,H223,"6-3,6-4",P. Haarhuis,J. Sanchez,,,NED,ESP,6-3,6-4,,,,01:08:00,,,218,/en/stats/leaderboard?page=serve,2,10,55,29,53,97,28,29,58,14,24,0,0,,10,256,/en/stats/leaderboard?page=serve,,2,74,50,68,70,35,50,33,6,18,78,7,9,9,79,42,53,40,27,68,57,69,121,60,41,68,21,11,53,43,52,121,A,,,,,,False,P. Haarhuis,J. Sanchez,H223,S015,NED,ESP,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS030,R32,01:07:00,,F,2,L226,"6-4,6-3",S. Lareau,T. Nydahl,,,CAN,SWE,6-4,6-3,,,,01:07:00,,,299,/en/stats/leaderboard?page=serve,1,10,75,40,53,73,29,40,54,7,13,80,4,5,9,230,/en/stats/leaderboard?page=serve,3,5,68,41,60,63,26,41,37,7,19,50,4,8,10,68,36,53,45,27,60,56,63,113,55,33,60,32,17,53,44,50,113,A,,,,,,,S. Lareau,T. Nydahl,L226,N099,CAN,SWE,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS031,R32,02:26:00,,F,3,C243,"6-7(6),6-4,6-4",J. Courier,C. Ruud,,,USA,NOR,6-7(6),6-4,6-4,,,02:26:00,,,292,/en/stats/leaderboard?page=serve,2,3,66,70,106,76,53,70,56,20,36,75,3,4,16,262,/en/stats/leaderboard?page=serve,4,7,58,66,114,74,49,66,46,22,48,73,8,11,16,69,73,106,38,43,114,53,116,220,62,71,114,31,33,106,47,104,220,A,6,8,,,,,J. Courier,C. Ruud,C243,R219,USA,NOR,,
