event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS001,F,01:24:00,,F,2,S402,"7-5,7-6(7)",P. Sampras,T. Enqvist,,,USA,SWE,7-5,7-6(7),,,,01:24:00,7,3,282,/en/stats/leaderboard?page=serve,2,8,51,36,70,83,30,36,59,20,34,33,1,3,12,265,/en/stats/leaderboard?page=serve,2,14,50,32,64,72,23,32,56,18,32,40,2,5,12,71,50,70,36,23,64,54,73,134,64,41,64,29,20,70,46,61,134,A,,,,,,,P. Sampras,T. Enqvist,S402,E113,USA,SWE,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS002,SF,01:07:00,,F,2,S402,"6-4,6-4",P. Sampras,T. Haas,,,USA,GER,6-4,6-4,,,,01:07:00,,,302,/en/stats/leaderboard?page=serve,1,11,56,28,50,82,23,28,64,14,22,0,0,1,10,247,/en/stats/leaderboard?page=serve,2,1,63,36,57,67,24,36,48,10,21,0,0,3,10,74,37,50,40,23,57,56,60,107,60,34,57,26,13,50,44,47,107,A,,,,,,,P. Sampras,T. Haas,S402,H355,USA,GER,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS003,SF,01:35:00,,F,3,E113,"6-3,3-6,6-3",T. Enqvist,S. Lareau,,,SWE,CAN,6-3,3-6,6-3,,,01:35:00,,,271,/en/stats/leaderboard?page=serve,5,9,57,49,86,82,40,49,43,16,37,50,2,4,14,270,/en/stats/leaderboard?page=serve,1,11,78,63,81,73,46,63,33,6,18,73,8,11,13,65,56,86,36,29,81,51,85,167,64,52,81,35,30,86,49,82,167,A,,,,,,,T. Enqvist,S. Lareau,E113,L226,SWE,CAN,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS004,QF,01:03:00,,F,2,S402,"6-2,6-2",P. Sampras,S. Schalken,,,USA,NED,6-2,6-2,,,,01:03:00,,,279,/en/stats/leaderboard?page=serve,4,2,46,19,41,84,16,19,64,14,22,50,1,2,8,183,/en/stats/leaderboard?page=serve,3,5,57,35,61,60,21,35,27,7,26,55,6,11,8,73,30,41,54,33,61,62,63,102,46,28,61,27,11,41,38,39,102,A,,,,,,,P. Sampras,S. Schalken,S402,S572,USA,NED,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS005,QF,01:57:00,,F,3,H355,"4-6,6-4,6-4",T. Haas,J. Tarango,,,GER,USA,4-6,6-4,6-4,,,01:57:00,,,300,/en/stats/leaderboard?page=serve,3,5,63,52,82,85,44,52,57,17,30,50,1,2,15,264,/en/stats/leaderboard?page=serve,7,8,57,63,110,75,47,63,45,21,47,78,7,9,15,74,61,82,38,42,110,54,103,192,62,68,110,26,21,82,46,89,192,A,,,,,,,T. Haas,J. Tarango,H355,T136,GER,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS006,QF,01:24:00,,F,2,E113,"6-4,7-6(7)",T. Enqvist,R. Reneberg,,,SWE,USA,6-4,7-6(7),,,,01:24:00,7,1,275,/en/stats/leaderboard?page=serve,5,14,61,46,76,85,39,46,57,17,30,,0,,11,283,/en/stats/leaderboard?page=serve,3,6,58,42,73,67,28,42,65,20,31,67,2,3,11,74,56,76,34,25,73,54,81,149,66,48,73,26,20,76,46,68,149,A,,,,,,,T. Enqvist,R. Reneberg,E113,R016,SWE,USA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS007,QF,01:14:00,,F,2,L226,"6-4,6-3",S. Lareau,G. Stafford,,,CAN,RSA,6-4,6-3,,,,01:14:00,,,262,/en/stats/leaderboard?page=serve,2,7,84,65,77,68,44,65,17,2,12,89,8,9,9,226,/en/stats/leaderboard?page=serve,4,7,60,38,63,71,27,38,32,8,25,43,3,7,10,60,46,77,44,28,63,53,74,140,56,35,63,40,31,77,47,66,140,A,,,,,,,S. Lareau,G. Stafford,L226,S406,CAN,RSA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS008,R16,01:21:00,,F,2,S402,"7-6(8),6-3",P. Sampras,A. Gaudenzi,,,USA,ITA,7-6(8),6-3,,,,01:21:00,,,279,/en/stats/leaderboard?page=serve,1,9,48,29,61,90,26,29,53,17,32,0,0,2,10,223,/en/stats/leaderboard?page=serve,4,1,46,31,68,68,21,31,49,18,37,56,5,9,11,70,43,61,43,29,68,56,72,129,57,39,68,30,18,61,44,57,129,A,8,6,,,,,P. Sampras,A. Gaudenzi,S402,G254,USA,ITA,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS009,R16,01:52:00,,F,3,S572,"6-2,4-6,7-6(7)",S. Schalken,M. Safin,,,NED,RUS,6-2,4-6,7-6(7),,,01:52:00,,,298,/en/stats/leaderboard?page=serve,2,11,59,58,99,76,44,58,61,25,41,80,4,5,15,282,/en/stats/leaderboard?page=serve,1,13,48,42,88,90,38,42,46,21,46,60,3,5,15,70,69,99,33,29,88,52,98,187,67,59,88,30,30,99,48,89,187,A,,,7,1,,,S. Schalken,M. Safin,S572,S741,NED,RUS,,
401,1998,Philadelphia,CS,1998-02-23T00:00:00,1998-03-01T00:00:00,Hard,32,589250,$,MS010,R16,01:46:00,,F,3,T136,"6-2,6-7(4),6-3",J. Tarango,J. Stark,,,USA,USA,6-2,6-7(4),6-3,,,01:46:00,4,7,285,/en/stats/leaderboard?page=serve,6,11,54,49,91,86,42,49,60,25,42,,0,,15,258,/en/stats/leaderboard?page=serve,6,17,55,53,97,75,40,53,39,17,44,57,4,7,14,74,67,91,41,40,97,57,107,188,59,57,97,26,24,91,43,81,188,A,,,,,,,J. Tarango,J. Stark,T136,S403,USA,USA,,
