event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS001,F,03:24:00,,F,4,N409,"6-7(6),6-3,6-1,7-5",R. Nadal,M. Puerta,,,ESP,ARG,6-7(6),6-3,6-1,7-5,,03:24:00,6.0,8.0,277,/en/stats/leaderboard?page=serve,3,7,79,108,137,68,73,108,41,12,29,79,11,14,20,230,/en/stats/leaderboard?page=serve,2,4,61,83,137,64,53,83,43,23,54,56,10,18,20,62,85,137,45,61,137,53,146,274,55,76,137,38,52,137,47,128,274,A,,,,,,,R. Nadal,M. Puerta,N409,P372,ESP,ARG,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS002,SF,02:47:00,,F,4,N409,"6-3,4-6,6-4,6-3",R. Nadal,R. Federer,,,ESP,SUI,6-3,4-6,6-4,6-3,,02:47:00,,,250,/en/stats/leaderboard?page=serve,4,2,73,88,120,61,54,88,50,16,32,50,6,12,19,214,/en/stats/leaderboard?page=serve,5,3,62,74,119,64,47,74,38,17,45,31,4,13,19,58,70,120,46,55,119,52,125,239,54,64,119,42,50,120,48,114,239,A,,,,,,,R. Nadal,R. Federer,N409,F324,ESP,SUI,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS003,SF,03:29:00,,F,5,P372,"6-3,5-7,2-6,6-4,6-4",M. Puerta,N. Davydenko,,,ARG,RUS,6-3,5-7,2-6,6-4,6-4,03:29:00,,,236,/en/stats/leaderboard?page=serve,9,1,53,79,150,70,55,79,49,35,71,42,5,12,25,254,/en/stats/leaderboard?page=serve,3,11,59,81,137,65,53,81,52,29,56,42,5,12,24,60,90,150,40,55,137,51,145,287,60,82,137,40,60,150,49,142,287,A,,,,,,,M. Puerta,N. Davydenko,P372,D402,ARG,RUS,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS004,QF,02:04:00,,F,3,F324,"6-2,7-6(7),6-3",R. Federer,V. Hanescu,,,SUI,ROU,6-2,7-6(7),6-3,,,02:04:00,,,271,/en/stats/leaderboard?page=serve,7,7,47,43,92,81,35,43,57,28,49,33,1,3,15,237,/en/stats/leaderboard?page=serve,3,2,71,78,110,59,46,78,44,14,32,69,11,16,14,68,63,92,45,50,110,56,113,202,55,60,110,32,29,92,44,89,202,A,7.0,3.0,,,,,R. Federer,V. Hanescu,F324,H528,SUI,ROU,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS005,QF,02:08:00,,F,3,N409,"7-5,6-2,6-0",R. Nadal,D. Ferrer,,,ESP,ESP,7-5,6-2,6-0,,,02:08:00,,,286,/en/stats/leaderboard?page=serve,0,3,72,66,92,65,43,66,62,16,26,83,10,12,13,188,/en/stats/leaderboard?page=serve,2,1,65,52,80,54,28,52,32,9,28,20,2,10,13,64,59,92,54,43,80,59,102,172,46,37,80,36,33,92,41,70,172,A,,,,,,,R. Nadal,D. Ferrer,N409,F401,ESP,ESP,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS006,QF,03:18:00,,F,5,D402,"3-6,6-1,6-2,4-6,6-4",N. Davydenko,T. Robredo,,,RUS,ESP,3-6,6-1,6-2,4-6,6-4,03:18:00,,,251,/en/stats/leaderboard?page=serve,6,4,77,109,141,61,66,109,47,15,32,46,6,13,22,216,/en/stats/leaderboard?page=serve,1,1,64,101,157,60,61,101,38,21,56,66,19,29,22,57,81,141,48,75,157,52,156,298,52,82,157,43,60,141,48,142,298,A,,,,,,,N. Davydenko,T. Robredo,D402,R419,RUS,ESP,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS007,QF,03:35:00,,F,5,P372,"6-2,3-6,1-6,6-3,6-4",M. Puerta,G. Canas,,,ARG,ARG,6-2,3-6,1-6,6-3,6-4,03:35:00,,,262,/en/stats/leaderboard?page=serve,3,2,65,85,131,67,57,85,54,25,46,44,4,9,22,261,/en/stats/leaderboard?page=serve,1,7,52,68,132,72,49,68,55,35,64,64,9,14,21,63,82,131,36,48,132,49,130,263,64,84,132,37,49,131,51,133,263,A,,,,,,,M. Puerta,G. Canas,P372,C433,ARG,ARG,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS008,R16,01:42:00,,F,3,F324,"6-1,6-4,6-3",R. Federer,C. Moya,,,SUI,ESP,6-1,6-4,6-3,,,01:42:00,,,284,/en/stats/leaderboard?page=serve,2,2,57,44,77,68,30,44,67,22,33,50,1,2,13,219,/en/stats/leaderboard?page=serve,3,0,66,63,95,56,35,63,47,15,32,67,12,18,13,68,52,77,47,45,95,56,97,172,53,50,95,32,25,77,44,75,172,A,,,,,,,R. Federer,C. Moya,F324,M605,SUI,ESP,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS009,R16,03:27:00,,F,5,H528,"6-3,4-6,5-7,6-1,6-2",V. Hanescu,D. Nalbandian,,,ROU,ARG,6-3,4-6,5-7,6-1,6-2,03:27:00,,,255,/en/stats/leaderboard?page=serve,2,9,69,107,156,65,70,107,45,22,49,61,11,18,23,210,/en/stats/leaderboard?page=serve,6,4,62,97,156,61,59,97,37,22,59,50,11,22,23,59,92,156,48,75,156,54,167,312,52,81,156,41,64,156,46,145,312,A,,,,,,,V. Hanescu,D. Nalbandian,H528,N301,ROU,ARG,,
520,2005,Roland Garros,GS,2005-05-23T00:00:00,2005-06-05T00:00:00,Clay,128,7992394,$,MS010,R16,03:11:00,,F,4,N409,"6-4,3-6,6-0,6-3",R. Nadal,S. Grosjean,,,ESP,FRA,6-4,3-6,6-0,6-3,,03:11:00,,,272,/en/stats/leaderboard?page=serve,2,0,69,73,106,68,50,73,55,18,33,63,5,8,17,224,/en/stats/leaderboard?page=serve,2,2,61,70,114,60,42,70,45,20,44,42,5,12,17,64,68,106,46,52,114,55,120,220,54,62,114,36,38,106,45,100,220,A,,,,,,,R. Nadal,S. Grosjean,N409,G379,ESP,FRA,,
