event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS001,F,02:36:00,,F,3,T786,"6-3,6-7(4),6-3",J. Tsonga,I. Ljubicic,,,FRA,CRO,6-3,6-7(4),6-3,,,02:36:00,A,J. Tsonga,I. Ljubicic,FRA,CRO,,,4,7,281,/en/stats/leaderboard?page=serve,4,14,54,43,80,86,37,43,46,17,37,50,2,4,14,235,/en/stats/leaderboard?page=serve,5,12,50,55,110,69,38,55,47,26,55,54,7,13,16,68,54,80,42,46,110,53,100,190,58,64,110,33,26,80,47,90,190,,,T786,L360
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS002,SF,01:17:00,,F,2,T786,"6-4,6-4",J. Tsonga,A. Dolgopolov,,,FRA,UKR,6-4,6-4,,,,01:17:00,A,J. Tsonga,A. Dolgopolov,FRA,UKR,,,,,300,/en/stats/leaderboard?page=serve,0,6,60,31,52,87,27,31,57,12,21,0,0,1,10,242,/en/stats/leaderboard?page=serve,0,2,53,31,59,74,23,31,43,12,28,0,0,3,10,75,39,52,41,24,59,57,63,111,59,35,59,25,13,52,43,48,111,,,T786,D801
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS003,SF,01:51:00,,F,2,L360,"7-6(7),7-6(7)",I. Ljubicic,G. Muller,,,CRO,LUX,7-6(7),7-6(7),,,,01:51:00,A,I. Ljubicic,G. Muller,CRO,LUX,,,7,5,328,/en/stats/leaderboard?page=serve,2,26,63,51,81,88,45,51,53,16,30,100,1,1,12,319,/en/stats/leaderboard?page=serve,2,18,64,47,73,89,42,47,50,13,26,0,0,0,12,75,61,81,25,18,73,51,79,154,75,55,73,25,20,81,49,75,154,7,3,L360,MA30
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS004,QF,02:03:00,,F,3,T786,"4-6,6-3,7-5",J. Tsonga,N. Mahut,,,FRA,FRA,4-6,6-3,7-5,,,02:03:00,A,J. Tsonga,N. Mahut,FRA,FRA,,,,,320,/en/stats/leaderboard?page=serve,3,20,64,54,84,83,45,54,63,19,30,75,3,4,16,277,/en/stats/leaderboard?page=serve,3,7,64,57,89,70,40,57,53,17,32,33,1,3,15,76,64,84,36,32,89,55,96,173,64,57,89,24,20,84,45,77,173,,,T786,M873
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS005,QF,00:36:00,,F,2,D801,"6-3,1-0",A. Dolgopolov,X. Malisse,,,UKR,BEL,6-3,1-0,,,,00:36:00,A,A. Dolgopolov,X. Malisse,UKR,BEL,,,,,314,/en/stats/leaderboard?page=serve,0,7,56,15,27,93,14,15,58,7,12,0,0,0,5,210,/en/stats/leaderboard?page=serve,0,0,40,10,25,50,5,10,60,9,15,50,2,4,5,78,21,27,44,11,25,62,32,52,56,14,25,22,6,27,38,20,52,,,D801,M680
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS006,QF,01:14:00,,F,2,L360,"6-4,6-3",I. Ljubicic,I. Sijsling,,,CRO,NED,6-4,6-3,,,,01:14:00,A,I. Ljubicic,I. Sijsling,CRO,NED,,,,,315,/en/stats/leaderboard?page=serve,0,13,58,34,59,76,26,34,68,17,25,100,1,1,10,261,/en/stats/leaderboard?page=serve,3,6,50,26,52,77,20,26,54,14,26,71,5,7,9,73,43,59,35,18,52,55,61,111,65,34,52,27,16,59,45,50,111,,,L360,SF36
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS007,QF,01:11:00,,F,2,MA30,"6-3,6-4",G. Muller,R. Gasquet,,,LUX,FRA,6-3,6-4,,,,01:11:00,A,G. Muller,R. Gasquet,LUX,FRA,,,,,317,/en/stats/leaderboard?page=serve,2,11,58,34,59,82,28,34,68,17,25,100,6,6,10,266,/en/stats/leaderboard?page=serve,0,4,77,36,47,81,29,36,27,3,11,50,2,4,9,76,45,59,32,15,47,57,60,106,68,32,47,24,14,59,43,46,106,,,MA30,G628
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS008,R16,01:16:00,,F,2,T786,"6-3,6-4",J. Tsonga,M. Rodrigues,,,FRA,FRA,6-3,6-4,,,,01:16:00,A,J. Tsonga,M. Rodrigues,FRA,FRA,,,,,292,/en/stats/leaderboard?page=serve,1,10,65,35,54,86,30,35,42,8,19,0,0,1,10,231,/en/stats/leaderboard?page=serve,2,4,53,37,70,68,25,37,42,14,33,75,9,12,9,70,38,54,44,31,70,56,69,124,56,39,70,30,16,54,44,55,124,,,T786,R851
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS009,R16,02:33:00,,F,3,M873,"3-6,7-5,6-3",N. Mahut,A. Clement,,,FRA,FRA,3-6,7-5,6-3,,,02:33:00,A,N. Mahut,A. Clement,FRA,FRA,,,,,287,/en/stats/leaderboard?page=serve,3,15,66,59,89,76,45,59,47,14,30,60,3,5,15,259,/en/stats/leaderboard?page=serve,5,11,60,68,114,72,49,68,41,19,46,75,9,12,15,66,59,89,40,46,114,52,105,203,60,68,114,34,30,89,48,98,203,,,M873,C487
341,2011,Metz,250,2011-09-19T00:00:00,2011-09-25T00:00:00,Hard,28,398250,€,MS010,R16,02:21:00,,F,3,D801,"6-7(5),7-5,6-3",A. Dolgopolov,M. Baghdatis,,,UKR,CYP,6-7(5),7-5,6-3,,,02:21:00,A,A. Dolgopolov,M. Baghdatis,UKR,CYP,,,,,285,/en/stats/leaderboard?page=serve,6,10,53,61,116,79,48,61,55,30,55,86,6,7,17,269,/en/stats/leaderboard?page=serve,2,4,52,48,92,73,35,48,61,27,44,50,3,6,16,67,78,116,33,30,92,52,108,208,67,62,92,33,38,116,48,100,208,5,7,D801,B837
