event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS001,F,01:27:00,,F,3,I034,"6-4,3-6,6-3",G. Ivanisevic,Y. Kafelnikov,,,CRO,RUS,6-4,3-6,6-3,,,01:27:00,278,/en/stats/leaderboard?page=serve,5,18,49,42,86,79,33,42,52,23,44,67,4,6,14,262,/en/stats/leaderboard?page=serve,6,11,49,38,77,84,32,38,46,18,39,0,0,3,14,65,56,86,35,27,77,51,83,163,65,50,77,35,30,86,49,80,163,A,,,,,,,,G. Ivanisevic,Y. Kafelnikov,I034,K267,CRO,RUS,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS002,SF,01:22:00,,F,2,K267,"7-6(7),6-3",Y. Kafelnikov,T. Henman,,,RUS,GBR,7-6(7),6-3,,,,01:22:00,270,/en/stats/leaderboard?page=serve,4,7,58,47,81,81,38,47,47,16,34,82,9,11,11,258,/en/stats/leaderboard?page=serve,2,9,57,32,56,78,25,32,46,11,24,0,0,3,10,67,54,81,36,20,56,54,74,137,64,36,56,33,27,81,46,63,137,A,7,4,,,,,,Y. Kafelnikov,T. Henman,K267,H336,RUS,GBR,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS003,SF,00:56:00,,F,2,I034,"6-4,6-4",G. Ivanisevic,G. Raoux,,,CRO,FRA,6-4,6-4,,,,00:56:00,252,/en/stats/leaderboard?page=serve,1,22,65,30,46,97,29,30,69,11,16,0,0,,10,261,/en/stats/leaderboard?page=serve,2,3,54,30,56,80,24,30,46,12,26,50,2,4,10,87,40,46,36,20,56,59,60,102,64,36,56,13,6,46,41,42,102,A,,,,,,,,G. Ivanisevic,G. Raoux,I034,R186,CRO,FRA,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS005,QF,02:16:00,,F,3,K267,"3-6,7-6(7),6-4",Y. Kafelnikov,C. Pioline,,,RUS,FRA,3-6,7-6(7),6-4,,,02:16:00,284,/en/stats/leaderboard?page=serve,2,11,52,47,91,81,38,47,61,27,44,63,5,8,16,269,/en/stats/leaderboard?page=serve,5,7,53,56,105,79,44,56,49,24,49,83,10,12,15,71,65,91,35,37,105,52,102,196,65,68,105,29,26,91,48,94,196,A,,,7,4,,,,Y. Kafelnikov,C. Pioline,K267,P226,RUS,FRA,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS006,QF,01:27:00,,F,2,R186,"7-6(12),6-4",G. Raoux,M. Rosset,,,FRA,SUI,7-6(12),6-4,,,,01:27:00,221,/en/stats/leaderboard?page=serve,3,10,51,33,65,85,28,33,78,25,32,0,0,,11,291,/en/stats/leaderboard?page=serve,6,12,59,44,74,89,39,44,47,14,30,80,4,5,11,82,53,65,28,21,74,53,74,139,72,53,74,18,12,65,47,65,139,A,12,10,,,,,,G. Raoux,M. Rosset,R186,R214,FRA,SUI,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS007,QF,01:06:00,,F,2,I034,"7-5,6-2",G. Ivanisevic,M. Damm,,,CRO,CZE,7-5,6-2,,,,01:06:00,239,/en/stats/leaderboard?page=serve,3,18,67,32,48,94,30,32,63,10,16,0,0,,10,244,/en/stats/leaderboard?page=serve,4,11,55,34,62,76,26,34,36,10,28,40,2,5,10,83,40,48,42,26,62,60,66,110,58,36,62,17,8,48,40,44,110,A,,,,,,,,G. Ivanisevic,M. Damm,I034,D214,CRO,CZE,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS008,R16,01:55:00,,F,3,S402,"6-7(6),6-4,6-4",P. Sampras,J. Hlasek,,,USA,SUI,6-7(6),6-4,6-4,,,01:55:00,277,/en/stats/leaderboard?page=serve,7,10,56,55,98,87,48,55,56,24,43,,0,,16,294,/en/stats/leaderboard?page=serve,4,19,53,51,97,82,42,51,57,26,46,67,4,6,16,73,72,98,30,29,97,52,101,195,70,68,97,27,26,98,48,94,195,A,6,8,,,,,,P. Sampras,J. Hlasek,S402,H025,USA,SUI,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS009,R16,01:32:00,,F,2,H336,"7-6(7),6-4",T. Henman,C. Moya,,,GBR,ESP,7-6(7),6-4,,,,01:32:00,280,/en/stats/leaderboard?page=serve,4,6,56,41,73,85,35,41,47,15,32,50,1,2,11,258,/en/stats/leaderboard?page=serve,2,3,57,45,79,69,31,45,50,17,34,80,8,10,11,68,50,73,39,31,79,53,81,152,61,48,79,32,23,73,47,71,152,A,7,3,,,,,,T. Henman,C. Moya,H336,M605,GBR,ESP,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS010,R16,00:58:00,,F,2,K267,"6-4,6-2",Y. Kafelnikov,J. Eltingh,,,RUS,NED,6-4,6-2,,,,00:58:00,213,/en/stats/leaderboard?page=serve,4,8,57,26,46,92,24,26,60,12,20,0,0,,9,240,/en/stats/leaderboard?page=serve,3,4,55,29,53,72,21,29,46,11,24,40,2,5,9,78,36,46,40,21,53,58,57,99,60,32,53,22,10,46,42,42,99,A,,,,,,,,Y. Kafelnikov,J. Eltingh,K267,E106,RUS,NED,,
407,1996,Rotterdam,GP,1996-03-04T00:00:00,1996-03-10T00:00:00,Carpet,32,725000,$,MS011,R16,01:23:00,,F,2,P226,"7-6(7),6-3",C. Pioline,R. Krajicek,,,FRA,NED,7-6(7),6-3,,,,01:23:00,294,/en/stats/leaderboard?page=serve,4,10,53,35,66,77,27,35,68,21,31,50,1,2,11,253,/en/stats/leaderboard?page=serve,6,13,48,33,69,82,27,33,36,13,36,60,3,5,10,73,48,66,42,29,69,57,77,135,58,40,69,27,18,66,43,58,135,A,7,5,,,,,,C. Pioline,R. Krajicek,P226,K214,FRA,NED,,
