event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS001,F,01:48:00,,F,3,N409,"6-1,6-3,6-0",R. Nadal,R. Federer,,,ESP,SUI,6-1,6-3,6-0,,,01:48:00,A,R. Nadal,R. Federer,ESP,SUI,,,300,/en/stats/leaderboard?page=serve,0,0,75,50,67,70,35,50,65,11,17,75,3,4,11,168,/en/stats/leaderboard?page=serve,0,2,69,53,77,49,26,53,21,5,24,53,9,17,11,69,46,67,60,46,77,64,92,144,40,31,77,31,21,67,36,52,144,,,,,,,,,N409,F324
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS002,SF,03:05:00,,F,4,F324,"6-2,5-7,6-3,7-5",R. Federer,G. Monfils,,,SUI,FRA,6-2,5-7,6-3,7-5,,03:05:00,A,R. Federer,G. Monfils,SUI,FRA,,,277,/en/stats/leaderboard?page=serve,1,2,71,97,136,69,67,97,51,20,39,77,10,13,20,236,/en/stats/leaderboard?page=serve,5,10,59,89,150,70,62,89,36,22,61,53,8,15,21,64,87,136,44,66,150,53,153,286,56,84,150,36,49,136,47,133,286,,,,,,,,,F324,MC65
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS003,SF,02:49:00,,F,3,N409,"6-4,6-2,7-6(7)",R. Nadal,N. Djokovic,,,ESP,SRB,6-4,6-2,7-6(7),,,02:49:00,A,R. Nadal,N. Djokovic,ESP,SRB,,,294,/en/stats/leaderboard?page=serve,0,0,72,71,98,66,47,71,70,19,27,67,4,6,15,237,/en/stats/leaderboard?page=serve,1,2,54,54,100,57,31,54,59,27,46,64,9,14,15,67,66,98,42,42,100,55,108,198,58,58,100,33,32,98,45,90,198,7.0,3.0,,,,,,,N409,D643
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS004,QF,02:01:00,,F,4,F324,"2-6,6-2,6-3,6-4",R. Federer,F. Gonzalez,,,SUI,CHI,2-6,6-2,6-3,6-4,,02:01:00,A,R. Federer,F. Gonzalez,SUI,CHI,,,301,/en/stats/leaderboard?page=serve,0,11,65,62,96,71,44,62,71,24,34,50,3,6,18,262,/en/stats/leaderboard?page=serve,0,3,72,72,100,56,40,72,61,17,28,62,8,13,17,71,68,96,43,43,100,57,111,196,57,57,100,29,28,96,43,85,196,,,,,,,,,F324,G415
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS005,QF,02:27:00,,F,4,MC65,"6-3,3-6,6-3,6-1",G. Monfils,D. Ferrer,,,FRA,ESP,6-3,3-6,6-3,6-1,,02:27:00,A,G. Monfils,D. Ferrer,FRA,ESP,,,281,/en/stats/leaderboard?page=serve,5,10,55,55,100,80,44,55,53,24,45,71,5,7,17,242,/en/stats/leaderboard?page=serve,1,1,64,67,104,60,40,67,54,20,37,54,7,13,17,68,68,100,42,44,104,55,112,204,58,60,104,32,32,100,45,92,204,,,,,,,,,MC65,F401
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS006,QF,03:07:00,,F,3,D643,"7-5,7-6(7),7-5",N. Djokovic,E. Gulbis,,,SRB,LAT,7-5,7-6(7),7-5,,,03:07:00,A,N. Djokovic,E. Gulbis,SRB,LAT,,,286,/en/stats/leaderboard?page=serve,1,6,66,82,125,71,58,82,56,24,43,67,4,6,18,257,/en/stats/leaderboard?page=serve,7,12,62,85,138,68,58,85,45,24,53,75,12,16,18,66,82,125,41,56,138,52,138,263,59,82,138,34,43,125,48,125,263,,,7.0,3.0,,,,,D643,G858
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS007,QF,01:44:00,,F,3,N409,"6-1,6-1,6-1",R. Nadal,N. Almagro,,,ESP,ESP,6-1,6-1,6-1,,,01:44:00,A,R. Nadal,N. Almagro,ESP,ESP,,,302,/en/stats/leaderboard?page=serve,1,1,68,44,65,82,36,44,52,11,21,100,5,5,10,152,/en/stats/leaderboard?page=serve,3,3,38,25,65,52,13,25,35,14,40,38,5,13,11,72,47,65,58,38,65,65,85,130,42,27,65,28,18,65,35,45,130,,,,,,,,,N409,A479
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS008,R16,02:26:00,,F,3,F324,"6-4,7-5,7-5",R. Federer,J. Benneteau,,,SUI,FRA,6-4,7-5,7-5,,,02:26:00,A,R. Federer,J. Benneteau,SUI,FRA,,,272,/en/stats/leaderboard?page=serve,3,6,53,52,98,77,40,52,57,26,46,70,7,10,17,246,/en/stats/leaderboard?page=serve,1,5,63,74,118,51,38,74,64,28,44,63,10,16,17,67,66,98,44,52,118,55,118,216,56,66,118,33,32,98,45,98,216,,,,,,,,,F324,B747
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS009,R16,01:53:00,,F,3,G415,"7-6(7),6-3,6-1",F. Gonzalez,R. Ginepri,,,CHI,USA,7-6(7),6-3,6-1,,,01:53:00,A,F. Gonzalez,R. Ginepri,CHI,USA,,,303,/en/stats/leaderboard?page=serve,1,10,73,64,88,69,44,64,67,16,24,67,4,6,14,223,/en/stats/leaderboard?page=serve,2,2,62,61,99,51,31,61,53,20,38,57,8,14,14,68,60,88,48,48,99,58,108,187,52,51,99,32,28,88,42,79,187,,,,,7.0,4.0,,,G415,G569
520,2008,Roland Garros,GS,2008-05-25T00:00:00,2008-06-08T00:00:00,Clay,128,7077680,€,MS010,R16,02:51:00,,F,4,MC65,"7-6(7),4-6,6-3,6-2",G. Monfils,I. Ljubicic,,,FRA,CRO,7-6(7),4-6,6-3,6-2,,02:51:00,A,G. Monfils,I. Ljubicic,FRA,CRO,,,282,/en/stats/leaderboard?page=serve,4,12,56,64,114,83,53,64,50,25,50,25,1,4,20,257,/en/stats/leaderboard?page=serve,3,10,60,70,117,70,49,70,47,22,47,50,5,10,19,68,78,114,39,46,117,54,124,231,61,71,117,32,36,114,46,107,231,,,,,7.0,1.0,,,MC65,L360
