event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS001,F,01:49:00,,F,3,F324,"6-0,7-6(7),6-0",R. Federer,L. Hewitt,,,SUI,AUS,6-0,7-6(7),6-0,,,01:49:00,7.0,3.0,289,/en/stats/leaderboard?page=serve,1,11,55,49,89,78,38,49,55,22,40,83,5,6,12,184,/en/stats/leaderboard?page=serve,4,1,55,41,75,56,23,41,35,12,34,46,6,13,12,67,60,89,53,40,75,61,100,164,47,35,75,33,29,89,39,64,164,A,,,,,,,,,R. Federer,L. Hewitt,F324,H432,SUI,AUS,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS002,SF,01:44:00,,F,3,F324,"6-3,6-4,6-4",R. Federer,T. Henman,,,SUI,GBR,6-3,6-4,6-4,,,01:44:00,,,294,/en/stats/leaderboard?page=serve,2,7,63,53,84,75,40,53,65,20,31,50,2,4,15,252,/en/stats/leaderboard?page=serve,1,4,61,45,74,62,28,45,62,18,29,29,2,7,14,71,60,84,38,28,74,56,88,158,62,46,74,29,24,84,44,70,158,A,,,,,,,,,R. Federer,T. Henman,F324,H336,SUI,GBR,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS003,SF,01:59:00,,F,3,H432,"6-4,7-5,6-3",L. Hewitt,J. Johansson,,,AUS,SWE,6-4,7-5,6-3,,,01:59:00,,,323,/en/stats/leaderboard?page=serve,2,9,67,59,88,83,49,59,66,19,29,100,1,1,16,264,/en/stats/leaderboard?page=serve,4,17,61,60,99,72,43,60,38,15,39,40,2,5,15,77,68,88,41,41,99,58,109,187,59,58,99,23,20,88,42,78,187,A,,,,,,,,,L. Hewitt,J. Johansson,H432,J194,AUS,SWE,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS004,QF,03:00:00,,F,5,F324,"6-3,2-6,7-5,3-6,6-3",R. Federer,A. Agassi,,,SUI,USA,6-3,2-6,7-5,3-6,6-3,03:00:00,,,279,/en/stats/leaderboard?page=serve,9,16,64,101,158,74,75,101,47,27,57,67,6,9,24,285,/en/stats/leaderboard?page=serve,4,4,68,97,142,71,69,97,60,27,45,70,7,10,23,65,102,158,32,46,142,49,148,300,68,96,142,35,56,158,51,152,300,A,,,,,,,,,R. Federer,A. Agassi,F324,A092,SUI,USA,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS005,QF,02:38:00,,F,4,H336,"6-1,7-5,5-7,6-2",T. Henman,D. Hrbaty,,,GBR,SVK,6-1,7-5,5-7,6-2,,02:38:00,,,273,/en/stats/leaderboard?page=serve,10,11,54,65,121,78,51,65,50,28,56,60,3,5,20,237,/en/stats/leaderboard?page=serve,11,7,59,70,118,70,49,70,44,21,48,45,5,11,19,65,79,121,41,48,118,53,127,239,59,70,118,35,42,121,47,112,239,A,,,,,,,,,T. Henman,D. Hrbaty,H336,H377,GBR,SVK,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS006,QF,01:38:00,,F,3,H432,"6-2,6-2,6-2",L. Hewitt,T. Haas,,,AUS,GER,6-2,6-2,6-2,,,01:38:00,,,283,/en/stats/leaderboard?page=serve,2,3,62,41,66,73,30,41,64,16,25,60,3,5,12,181,/en/stats/leaderboard?page=serve,3,2,73,56,77,52,29,56,24,5,21,43,6,14,12,70,46,66,56,43,77,62,89,143,44,34,77,30,20,66,38,54,143,A,,,,,,,,,L. Hewitt,T. Haas,H432,H355,AUS,GER,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS007,QF,02:53:00,,F,5,J194,"6-4,6-4,3-6,2-6,6-4",J. Johansson,A. Roddick,,,SWE,USA,6-4,6-4,3-6,2-6,6-4,02:53:00,,,289,/en/stats/leaderboard?page=serve,6,30,61,99,162,75,74,99,43,27,63,80,12,15,23,328,/en/stats/leaderboard?page=serve,5,34,64,75,118,85,64,75,63,27,43,40,2,5,24,62,101,162,23,27,118,46,128,280,77,91,118,38,61,162,54,152,280,A,,,,,,,,,J. Johansson,A. Roddick,J194,R485,SWE,USA,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS009,R16,01:29:00,,F,3,A092,"6-3,6-2,6-2",A. Agassi,S. Sargsian,,,USA,ARM,6-3,6-2,6-2,,,01:29:00,,,314,/en/stats/leaderboard?page=serve,4,7,66,48,73,85,41,48,60,15,25,100,1,1,13,221,/en/stats/leaderboard?page=serve,4,10,51,40,79,73,29,40,33,13,39,44,4,9,12,77,56,73,47,37,79,61,93,152,53,42,79,23,17,73,39,59,152,A,,,,,,,,,A. Agassi,S. Sargsian,A092,S545,USA,ARM,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS010,R16,02:59:00,,F,5,H377,"2-6,3-6,6-3,6-4,6-0",D. Hrbaty,O. Rochus,,,SVK,BEL,2-6,3-6,6-3,6-4,6-0,02:59:00,,,241,/en/stats/leaderboard?page=serve,5,13,71,93,131,62,58,93,39,15,38,50,8,16,21,232,/en/stats/leaderboard?page=serve,3,2,75,96,128,47,45,96,59,19,32,55,12,22,21,56,73,131,50,64,128,53,137,259,50,64,128,44,58,131,47,122,259,A,,,,,,,,,D. Hrbaty,O. Rochus,H377,R397,SVK,BEL,,
560,2004,US Open,GS,2004-08-30T00:00:00,2004-09-12T00:00:00,Hard,128,7696000,$,MS011,R16,03:45:00,,F,5,H336,"6-7(5),6-3,6-1,6-7(4),3-0",T. Henman,N. Kiefer,,,GBR,GER,6-7(5),6-3,6-1,6-7(4),3-0,03:45:00,,,283,/en/stats/leaderboard?page=serve,6,13,65,88,136,77,68,88,48,23,48,70,7,10,22,233,/en/stats/leaderboard?page=serve,7,14,54,86,158,72,62,86,39,28,72,68,17,25,21,67,91,136,43,68,158,54,159,294,57,90,158,33,45,136,46,135,294,A,5.0,7.0,4.0,7.0,,,,,T. Henman,N. Kiefer,H336,K316,GBR,GER,,
