event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS001,F,02:13:00,,F,4,S402,"6-3,4-6,6-3,6-1",P. Sampras,J. Bjorkman,,,USA,SWE,6-3,4-6,6-3,6-1,,02:13:00,286,/en/stats/leaderboard?page=serve,3,11,65,78,120,73,57,78,52,22,42,83,10,12,18,227,/en/stats/leaderboard?page=serve,7,5,50,51,103,73,37,51,42,22,52,50,6,12,17,66,79,120,43,44,103,55,123,223,57,59,103,34,41,120,45,100,223,A,,,,,,,,,P. Sampras,J. Bjorkman,S402,B446,USA,SWE,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS002,SF,01:19:00,,F,2,S402,"7-6(7),6-3",P. Sampras,Y. Kafelnikov,,,USA,RUS,7-6(7),6-3,,,,01:19:00,266,/en/stats/leaderboard?page=serve,5,11,58,37,64,81,30,37,41,11,27,50,2,4,10,235,/en/stats/leaderboard?page=serve,3,5,61,42,69,57,24,42,52,14,27,56,5,9,11,64,41,64,45,31,69,54,72,133,55,38,69,36,23,64,46,61,133,A,7,2,,,,,,,P. Sampras,Y. Kafelnikov,S402,K267,USA,RUS,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS003,SF,01:45:00,,F,2,B446,"7-6(7),7-5",J. Bjorkman,T. Enqvist,,,SWE,SWE,7-6(7),7-5,,,,01:45:00,280,/en/stats/leaderboard?page=serve,2,9,58,62,106,65,40,62,59,26,44,92,11,12,12,263,/en/stats/leaderboard?page=serve,2,2,49,35,72,69,24,35,62,23,37,50,2,4,12,62,66,106,35,25,72,51,91,178,65,47,72,38,40,106,49,87,178,A,7,5,,,,,,,J. Bjorkman,T. Enqvist,B446,E113,SWE,SWE,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS004,QF,01:26:00,,F,3,S402,"6-1,4-6,6-2",P. Sampras,T. Muster,,,USA,AUT,6-1,4-6,6-2,,,01:26:00,315,/en/stats/leaderboard?page=serve,,10,72,50,69,78,39,50,63,12,19,50,1,2,13,242,/en/stats/leaderboard?page=serve,2,6,54,41,76,61,25,41,57,20,35,67,8,12,12,74,51,69,41,31,76,57,82,145,59,45,76,26,18,69,43,63,145,A,,,False,,,,,,P. Sampras,T. Muster,S402,M099,USA,AUT,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS005,QF,01:25:00,,F,3,K267,"6-4,3-6,6-3",Y. Kafelnikov,G. Rusedski,,,RUS,GBR,6-4,3-6,6-3,,,01:25:00,282,/en/stats/leaderboard?page=serve,5,9,53,46,87,87,40,46,46,19,41,67,2,3,14,304,/en/stats/leaderboard?page=serve,2,23,62,49,79,76,37,49,60,18,30,33,1,3,14,68,59,87,30,24,79,50,83,166,70,55,79,32,28,87,50,83,166,A,,,,,,,,,Y. Kafelnikov,G. Rusedski,K267,R237,RUS,GBR,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS006,QF,00:43:00,,F,2,B446,"6-4,0-1",J. Bjorkman,R. Krajicek,,,SWE,NED,6-4,0-1,,,,00:43:00,233,/en/stats/leaderboard?page=serve,3,0,75,27,36,78,21,27,33,3,9,,0,,6,273,/en/stats/leaderboard?page=serve,1,11,63,32,51,75,24,32,42,8,19,89,8,9,6,67,24,36,37,19,51,49,43,87,63,32,51,33,12,36,51,44,87,A,,,,,,,,,J. Bjorkman,R. Krajicek,B446,K214,SWE,NED,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS007,QF,01:01:00,,F,2,E113,"7-5,6-2",T. Enqvist,G. Raoux,,,SWE,FRA,7-5,6-2,,,,01:01:00,312,/en/stats/leaderboard?page=serve,1,14,53,26,49,96,25,26,70,16,23,,0,,10,264,/en/stats/leaderboard?page=serve,1,4,58,31,53,65,20,31,68,15,22,57,4,7,10,84,41,49,34,18,53,58,59,102,66,35,53,16,8,49,42,43,102,A,,,,,,,,,T. Enqvist,G. Raoux,E113,R186,SWE,FRA,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS008,R16,02:10:00,,F,3,S402,"4-6,7-6(7),6-4",P. Sampras,P. Korda,,,USA,CZE,4-6,7-6(7),6-4,,,02:10:00,301,/en/stats/leaderboard?page=serve,1,12,65,69,106,78,54,69,54,20,37,89,8,9,16,281,/en/stats/leaderboard?page=serve,3,9,57,65,115,75,49,65,50,25,50,92,11,12,16,70,74,106,36,41,115,52,115,221,64,74,115,30,32,106,48,106,221,A,,,,7,2,,,,P. Sampras,P. Korda,S402,K148,USA,CZE,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS009,R16,01:28:00,,F,2,M099,"7-5,6-4",T. Muster,A. Corretja,,,AUT,ESP,7-5,6-4,,,,01:28:00,283,/en/stats/leaderboard?page=serve,1,4,52,34,66,88,30,34,50,16,32,50,1,2,11,258,/en/stats/leaderboard?page=serve,,5,64,38,59,79,30,38,38,8,21,0,0,3,11,70,46,66,36,21,59,54,67,125,64,38,59,30,20,66,46,58,125,A,,,,,,False,,,T. Muster,A. Corretja,M099,C344,AUT,ESP,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS010,R16,01:00:00,,F,2,R237,"7-5,6-3",G. Rusedski,B. Ulihrach,,,GBR,CZE,7-5,6-3,,,,01:00:00,320,/en/stats/leaderboard?page=serve,2,14,55,28,51,93,26,28,70,16,23,0,0,1,11,233,/en/stats/leaderboard?page=serve,3,0,52,32,62,81,26,32,33,10,30,50,3,6,10,82,42,51,42,26,62,60,68,113,58,36,62,18,9,51,40,45,113,A,,,,,,,,,G. Rusedski,B. Ulihrach,R237,U032,GBR,CZE,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS011,R16,00:54:00,,F,2,K267,"6-3,6-4",Y. Kafelnikov,N. Escude,,,RUS,FRA,6-3,6-4,,,,00:54:00,210,/en/stats/leaderboard?page=serve,1,7,50,26,52,92,24,26,62,16,26,0,0,,10,282,/en/stats/leaderboard?page=serve,1,6,67,35,52,74,26,35,59,10,17,67,4,6,9,77,40,52,31,16,52,54,56,104,69,36,52,23,12,52,46,48,104,A,,,,,,,,,Y. Kafelnikov,N. Escude,K267,E140,RUS,FRA,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS012,R16,01:44:00,,F,2,B446,"7-6(7),7-5",J. Bjorkman,T. Woodbridge,,,SWE,AUS,7-6(7),7-5,,,,01:44:00,263,/en/stats/leaderboard?page=serve,1,8,62,44,71,82,36,44,37,10,27,25,1,4,12,239,/en/stats/leaderboard?page=serve,3,5,59,54,91,63,34,54,49,18,37,60,6,10,12,65,46,71,43,39,91,52,85,162,57,52,91,35,25,71,48,77,162,A,7,4,,,,,,,J. Bjorkman,T. Woodbridge,B446,W136,SWE,AUS,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS013,R16,01:05:00,,F,2,K214,"7-5,6-2",R. Krajicek,P. Rafter,,,NED,AUS,7-5,6-2,,,,01:05:00,247,/en/stats/leaderboard?page=serve,,11,65,30,46,90,27,30,81,13,16,0,0,,10,250,/en/stats/leaderboard?page=serve,1,1,61,40,66,65,26,40,54,14,26,67,6,9,10,87,40,46,39,26,66,59,66,112,61,40,66,13,6,46,41,46,112,A,,,False,,,,,,R. Krajicek,P. Rafter,K214,R255,NED,AUS,,
352,1997,ATP Masters 1000 Paris,1000,1997-10-27T00:00:00,1997-11-02T00:00:00,Carpet,48,2300000,$,MS014,R16,02:01:00,,F,3,R186,"6-4,3-6,7-5",G. Raoux,S. Bruguera,,,FRA,ESP,6-4,3-6,7-5,,,02:01:00,274,/en/stats/leaderboard?page=serve,4,4,63,58,92,69,40,58,56,19,34,60,3,5,15,266,/en/stats/leaderboard?page=serve,2,6,58,61,106,74,45,61,49,22,45,67,6,9,16,64,59,92,37,39,106,49,98,198,63,67,106,36,33,92,51,100,198,A,,,,,,,,,G. Raoux,S. Bruguera,R186,B350,FRA,ESP,,
