event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS001,F,03:04:00,,F,4,S0AG,"4-6,6-4,6-4,6-4",J. Sinner,C. Alcaraz,,,ITA,ESP,4-6,6-4,6-4,6-4,,03:04:00,A,J. Sinner,C. Alcaraz,ITA,ESP,,,293,/en/stats/leaderboard?page=serve,2,8,62,72,117,75,54,72,60,27,45,67,4,6,20,267,/en/stats/leaderboard?page=serve,7,15,53,64,121,75,48,64,51,29,57,56,5,9,20,69,81,117,36,44,121,53,125,238,64,77,121,31,36,117,47,113,238,03:04:00,03:04:00,,,,,,,,,,,S0AG,A0E2
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS002,SF,01:55:00,,F,3,S0AG,"6-3,6-3,6-4",J. Sinner,N. Djokovic,,,ITA,SRB,6-3,6-3,6-4,,,01:55:00,A,J. Sinner,N. Djokovic,ITA,SRB,,,320,/en/stats/leaderboard?page=serve,2,12,74,54,73,81,44,54,63,12,19,50,1,2,14,237,/en/stats/leaderboard?page=serve,0,12,67,62,92,77,48,62,17,5,30,50,5,10,14,77,56,73,42,39,92,58,95,165,58,53,92,23,17,73,42,70,165,01:55:00,01:55:00,,,,,,,,,,,S0AG,D643
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS003,SF,02:48:00,,F,4,A0E2,"6-4,5-7,6-3,7-6(8)",C. Alcaraz,T. Fritz,,,ESP,USA,6-4,5-7,6-3,7-6(8),,02:48:00,A,C. Alcaraz,T. Fritz,ESP,USA,,,316,/en/stats/leaderboard?page=serve,3,13,65,73,113,88,64,73,58,23,40,50,1,2,21,298,/en/stats/leaderboard?page=serve,6,19,62,75,121,80,60,75,57,26,46,57,4,7,22,77,87,113,29,35,121,52,122,234,71,86,121,23,26,113,48,112,234,02:48:00,02:48:00,8,6,,,,,,,,,A0E2,FB98
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS004,QF,02:19:00,,F,3,S0AG,"7-6(7),6-4,6-4",J. Sinner,B. Shelton,,,ITA,USA,7-6(7),6-4,6-4,,,02:19:00,A,J. Sinner,B. Shelton,ITA,USA,,,327,/en/stats/leaderboard?page=serve,1,7,65,56,86,89,50,56,67,20,30,100,2,2,16,275,/en/stats/leaderboard?page=serve,6,14,59,60,101,80,48,60,41,17,41,60,3,5,16,81,70,86,36,36,101,57,106,187,64,65,101,19,16,86,43,81,187,02:19:00,02:19:00,,,7,2,,,,,,,S0AG,S0S1
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS005,QF,03:11:00,,F,4,D643,"6-7(6),6-2,7-5,6-4",N. Djokovic,F. Cobolli,,,SRB,ITA,6-7(6),6-2,7-5,6-4,,03:11:00,A,N. Djokovic,F. Cobolli,SRB,ITA,,,315,/en/stats/leaderboard?page=serve,2,13,70,81,116,75,61,81,69,24,35,0,0,2,21,253,/en/stats/leaderboard?page=serve,4,13,63,90,142,73,66,90,37,19,52,50,6,12,21,73,85,116,40,57,142,55,142,258,60,85,142,27,31,116,45,116,258,03:11:00,03:11:00,,,6,8,,,,,,,D643,C0E9
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS006,QF,02:36:00,,F,4,FB98,"6-3,6-4,1-6,7-6(7)",T. Fritz,K. Khachanov,,,USA,RUS,6-3,6-4,1-6,7-6(7),,02:36:00,A,T. Fritz,K. Khachanov,USA,RUS,,,301,/en/stats/leaderboard?page=serve,2,16,64,67,105,81,54,67,58,22,38,25,1,4,19,268,/en/stats/leaderboard?page=serve,3,6,55,66,119,73,48,66,53,28,53,63,5,8,19,72,76,105,36,43,119,53,119,224,64,76,119,28,29,105,47,105,224,02:36:00,02:36:00,7,4,,,,,,,,,FB98,KE29
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS007,QF,01:39:00,,F,3,A0E2,"6-2,6-3,6-3",C. Alcaraz,C. Norrie,,,ESP,GBR,6-2,6-3,6-3,,,01:39:00,A,C. Alcaraz,C. Norrie,ESP,GBR,,,303,/en/stats/leaderboard?page=serve,4,13,72,55,76,89,49,55,33,7,21,100,5,5,13,228,/en/stats/leaderboard?page=serve,3,3,69,57,83,63,36,57,35,9,26,55,6,11,13,74,56,76,46,38,83,59,94,159,54,45,83,26,20,76,41,65,159,01:39:00,01:39:00,,,,,,,,,,,A0E2,N771
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS008,R16,02:08:00,,F,3,S0AG,"3-6,5-7,2-2",J. Sinner,G. Dimitrov,,,ITA,BUL,3-6,5-7,2-2,,,02:08:00,A,J. Sinner,G. Dimitrov,ITA,BUL,,,259,/en/stats/leaderboard?page=serve,3,3,58,34,59,82,28,34,44,11,25,40,2,5,12,295,/en/stats/leaderboard?page=serve,3,14,58,49,85,84,41,49,50,18,36,50,1,2,13,66,39,59,31,26,85,45,65,144,69,59,85,34,20,59,55,79,144,02:08:00,02:08:00,,,,,,,,,,,S0AG,D875
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS009,R16,03:04:00,,F,4,S0S1,"3-6,6-1,7-6(7),7-5",B. Shelton,L. Sonego,,,USA,ITA,3-6,6-1,7-6(7),7-5,,03:04:00,A,B. Shelton,L. Sonego,USA,ITA,,,289,/en/stats/leaderboard?page=serve,5,8,60,76,126,74,56,76,62,31,50,67,4,6,20,273,/en/stats/leaderboard?page=serve,3,8,69,82,118,72,59,82,47,17,36,33,2,6,20,69,87,126,36,42,118,53,129,244,64,76,118,31,39,126,47,115,244,03:04:00,03:04:00,,,,,7,1,,,,,S0S1,SU87
540,2025,Wimbledon,GS,2025-06-30T00:00:00,2025-07-13T00:00:00,Grass,128,24919000,£,MS010,R16,03:25:00,,F,4,C0E9,"6-4,6-4,6-7(4),7-6(7)",F. Cobolli,M. Cilic,,,ITA,CRO,6-4,6-4,6-7(4),7-6(7),,03:25:00,A,F. Cobolli,M. Cilic,ITA,CRO,,,299,/en/stats/leaderboard?page=serve,3,11,61,92,150,78,72,92,57,33,58,88,7,8,22,300,/en/stats/leaderboard?page=serve,1,19,65,93,143,71,66,93,60,30,50,63,5,8,22,70,105,150,33,47,143,52,152,293,67,96,143,30,45,150,48,141,293,03:25:00,03:25:00,7,3,,,4,7,,,,,C0E9,C977
