event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS011,R16,01:44:00,,F,3,G288,"6-4,5-7,6-4",N. Godwin,S. Lareau,,,RSA,CAN,6-4,5-7,6-4,,,01:44:00,293,/en/stats/leaderboard?page=serve,8,9,61,58,95,79,46,58,59,22,37,89,8,9,16,298,/en/stats/leaderboard?page=serve,4,10,61,49,80,76,37,49,68,21,31,0,0,2,16,72,68,95,28,22,80,51,90,175,73,58,80,28,27,95,49,85,175,A,,,,,,,,N. Godwin,S. Lareau,G288,L226,RSA,CAN,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS012,R16,01:10:00,,F,2,P269,"7-5,6-4",L. Paes,S. Draper,,,IND,AUS,7-5,6-4,,,,01:10:00,288,/en/stats/leaderboard?page=serve,3,4,66,38,58,76,29,38,55,11,20,0,0,1,11,246,/en/stats/leaderboard?page=serve,3,3,53,38,72,71,27,38,50,17,34,50,3,6,11,69,40,58,39,28,72,52,68,130,61,44,72,31,18,58,48,62,130,A,,,,,,,,L. Paes,S. Draper,P269,D270,IND,AUS,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS013,R16,02:01:00,,F,3,S636,"6-2,6-7(0),6-4",R. Schuettler,S. Sargsian,,,GER,ARM,6-2,6-7(0),6-4,,,02:01:00,261,/en/stats/leaderboard?page=serve,8,3,64,62,97,82,51,62,34,12,35,60,3,5,15,236,/en/stats/leaderboard?page=serve,6,4,55,54,99,70,38,54,47,21,45,62,8,13,15,65,63,97,40,40,99,53,103,196,60,59,99,35,34,97,47,93,196,A,,,,,,0,7,R. Schuettler,S. Sargsian,S636,S545,GER,ARM,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS014,R16,02:08:00,,F,3,K171,"7-5,4-6,6-4",M. Knowles,G. Stafford,,,BAH,RSA,7-5,4-6,6-4,,,02:08:00,254,/en/stats/leaderboard?page=serve,5,6,63,73,115,70,51,73,45,19,42,64,7,11,16,242,/en/stats/leaderboard?page=serve,8,4,59,55,94,73,40,55,46,18,39,29,2,7,16,61,70,115,38,36,94,51,106,209,62,58,94,39,45,115,49,103,209,A,,,,,,,,M. Knowles,G. Stafford,K171,S406,BAH,RSA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS015,R16,01:25:00,,F,3,T168,"4-6,6-3,6-2",L. Tieleman,M. Woodforde,,,ITA,AUS,4-6,6-3,6-2,,,01:25:00,293,/en/stats/leaderboard?page=serve,2,3,57,47,83,79,37,47,64,23,36,83,5,6,14,259,/en/stats/leaderboard?page=serve,6,6,48,31,64,68,21,31,67,22,33,25,1,4,13,72,60,83,33,21,64,55,81,147,67,43,64,28,23,83,45,66,147,A,,,,,,,,L. Tieleman,M. Woodforde,T168,W035,ITA,AUS,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS016,R32,01:31:00,,F,3,S331,"1-6,6-1,7-5",J. Stoltenberg,S. Pescosolido,,,AUS,ITA,1-6,6-1,7-5,,,01:31:00,262,/en/stats/leaderboard?page=serve,4,8,50,38,76,74,28,38,58,22,38,75,9,12,13,241,/en/stats/leaderboard?page=serve,3,1,62,43,69,70,30,43,42,11,26,33,2,6,13,66,50,76,41,28,69,54,78,145,59,41,69,34,26,76,46,67,145,A,,,,,,,,J. Stoltenberg,S. Pescosolido,S331,P235,AUS,ITA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS017,R32,01:07:00,,F,2,H432,"6-1,7-6(7)",L. Hewitt,L. Manta,,,AUS,SUI,6-1,7-6(7),,,,01:07:00,219,/en/stats/leaderboard?page=serve,1,1,51,28,55,61,17,28,52,14,27,50,4,8,9,156,/en/stats/leaderboard?page=serve,3,3,46,27,59,33,9,27,47,15,32,22,2,9,10,56,31,55,59,35,59,58,66,114,41,24,59,44,24,55,42,48,114,A,,,,,,7,5,L. Hewitt,L. Manta,H432,M551,AUS,SUI,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS018,R32,01:27:00,,F,2,W123,"7-6(7),6-2",D. Wheaton,L. Burgsmuller,,,USA,GER,7-6(7),6-2,,,,01:27:00,285,/en/stats/leaderboard?page=serve,4,11,57,36,63,75,27,36,56,15,27,50,1,2,10,238,/en/stats/leaderboard?page=serve,6,8,58,43,74,60,26,43,48,15,31,67,6,9,10,67,42,63,45,33,74,55,75,137,55,41,74,33,21,63,45,62,137,A,,,,7,5,,,D. Wheaton,L. Burgsmuller,W123,B484,USA,GER,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS019,R32,00:48:00,,F,2,V201,"6-1,6-2",J. van Lottum,M. Sell,,,NED,USA,6-1,6-2,,,,00:48:00,267,/en/stats/leaderboard?page=serve,,5,37,14,38,79,11,14,75,18,24,,0,,7,178,/en/stats/leaderboard?page=serve,2,1,58,26,45,58,15,26,26,5,19,0,0,5,8,76,29,38,56,25,45,65,54,83,44,20,45,24,9,38,35,29,83,A,,,False,,,,,J. van Lottum,M. Sell,V201,S601,NED,USA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS020,R32,01:41:00,,F,3,T136,"6-7(5),6-4,7-5",J. Tarango,J. Blake,,,USA,USA,6-7(5),6-4,7-5,,,01:41:00,259,/en/stats/leaderboard?page=serve,11,3,52,50,96,76,38,50,54,25,46,85,11,13,14,214,/en/stats/leaderboard?page=serve,7,8,49,53,108,60,32,53,47,26,55,67,12,18,14,66,63,96,46,50,108,55,113,204,54,58,108,34,33,96,45,91,204,A,,,,5,7,,,J. Tarango,J. Blake,T136,B676,USA,USA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS021,R32,02:04:00,,F,3,G354,"4-6,6-4,7-5",J. Gimelstob,A. O'Brien,,,USA,USA,4-6,6-4,7-5,,,02:04:00,268,/en/stats/leaderboard?page=serve,4,9,56,53,94,75,40,53,51,21,41,50,3,6,16,250,/en/stats/leaderboard?page=serve,6,4,65,66,102,73,48,66,39,14,36,43,3,7,16,65,61,94,39,40,102,52,101,196,61,62,102,35,33,94,48,95,196,A,,,,,,,,J. Gimelstob,A. O'Brien,G354,O099,USA,USA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS022,R32,01:36:00,,F,2,G288,"7-6(7),7-5",N. Godwin,S. Stolle,,,RSA,AUS,7-6(7),7-5,,,,01:36:00,267,/en/stats/leaderboard?page=serve,6,9,53,44,83,77,34,44,51,20,39,78,7,9,12,253,/en/stats/leaderboard?page=serve,5,7,62,58,94,64,37,58,50,18,36,63,5,8,12,65,54,83,41,39,94,53,93,177,59,55,94,35,29,83,47,84,177,A,,,,7,5,,,N. Godwin,S. Stolle,G288,S443,RSA,AUS,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS023,R32,01:06:00,,F,2,L226,"6-1,7-5",S. Lareau,M. Damm,,,CAN,CZE,6-1,7-5,,,,01:06:00,280,/en/stats/leaderboard?page=serve,2,6,39,23,59,83,19,23,64,23,36,75,3,4,10,205,/en/stats/leaderboard?page=serve,5,5,50,27,54,70,19,27,30,8,27,20,1,5,9,71,42,59,50,27,54,61,69,113,50,27,54,29,17,59,39,44,113,A,,,,,,,,S. Lareau,M. Damm,L226,D214,CAN,CZE,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS024,R32,01:08:00,,F,2,D270,"6-3,7-5",S. Draper,O. Burrieza-Lopez,,,AUS,ESP,6-3,7-5,,,,01:08:00,295,/en/stats/leaderboard?page=serve,4,9,65,40,62,85,34,40,50,11,22,80,4,5,11,229,/en/stats/leaderboard?page=serve,10,1,50,33,66,73,24,33,45,15,33,67,6,9,10,73,45,62,41,27,66,56,72,128,59,39,66,27,17,62,44,56,128,A,,,,,,,,S. Draper,O. Burrieza-Lopez,D270,B517,AUS,ESP,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS025,R32,01:37:00,,F,3,P269,"3-6,6-3,6-4",L. Paes,D. Dilucia,,,IND,USA,3-6,6-3,6-4,,,01:37:00,297,/en/stats/leaderboard?page=serve,2,5,65,54,83,78,42,54,59,17,29,75,3,4,14,264,/en/stats/leaderboard?page=serve,9,4,61,48,79,81,39,48,42,13,31,50,2,4,14,71,59,83,34,27,79,53,86,162,66,52,79,29,24,83,47,76,162,A,,,,,,,,L. Paes,D. Dilucia,P269,D191,IND,USA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS026,R32,00:57:00,,F,2,S636,"6-2,6-3",R. Schuettler,T. Ho,,,GER,USA,6-2,6-3,,,,00:57:00,297,/en/stats/leaderboard?page=serve,2,1,61,27,44,78,21,27,71,12,17,50,1,2,9,217,/en/stats/leaderboard?page=serve,1,3,65,36,55,53,19,36,47,9,19,50,4,8,8,75,33,44,49,27,55,61,60,99,51,28,55,25,11,44,39,39,99,A,,,,,,,,R. Schuettler,T. Ho,S636,H251,GER,USA,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS027,R32,01:50:00,,F,3,S545,"6-7(5),6-1,6-4",S. Sargsian,D. Nestor,,,ARM,CAN,6-7(5),6-1,6-4,,,01:50:00,309,/en/stats/leaderboard?page=serve,1,11,55,45,82,82,37,45,76,28,37,,0,,15,247,/en/stats/leaderboard?page=serve,8,4,52,49,95,69,34,49,52,24,46,57,4,7,14,79,65,82,39,37,95,58,102,177,61,58,95,21,17,82,42,75,177,A,,,,5,7,,,S. Sargsian,D. Nestor,S545,N210,ARM,CAN,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS028,R32,00:50:00,,F,2,S406,"6-2,6-0",G. Stafford,S. Randjelovic,,,RSA,AUS,6-2,6-0,,,,00:50:00,299,/en/stats/leaderboard?page=serve,1,1,71,29,41,76,22,29,67,8,12,,0,,7,150,/en/stats/leaderboard?page=serve,6,0,41,18,44,56,10,18,31,8,26,38,3,8,7,73,30,41,59,26,44,66,56,85,41,18,44,27,11,41,34,29,85,A,,,,,,,,G. Stafford,S. Randjelovic,S406,R350,RSA,AUS,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS029,R32,01:10:00,,F,2,K171,"7-6(7),3-0",M. Knowles,E. Erlich,,,BAH,ISR,7-6(7),3-0,,,,01:10:00,241,/en/stats/leaderboard?page=serve,7,0,52,28,54,79,22,28,42,11,26,75,6,8,8,194,/en/stats/leaderboard?page=serve,10,2,45,26,58,69,18,26,38,12,32,50,4,8,8,61,33,54,48,28,58,54,61,112,52,30,58,39,21,54,46,51,112,A,,,,7,5,,,M. Knowles,E. Erlich,K171,E135,BAH,ISR,,
315,1998,Newport,WS,1998-07-06T00:00:00,1998-07-12T00:00:00,Grass,32,275000,$,MS031,R32,01:13:00,,F,2,W035,"6-3,6-2",M. Woodforde,S. Simian,,,AUS,FRA,6-3,6-2,,,,01:13:00,260,/en/stats/leaderboard?page=serve,4,1,59,46,78,72,33,46,44,14,32,89,8,9,9,212,/en/stats/leaderboard?page=serve,2,3,57,27,47,59,16,27,45,9,20,56,5,9,8,60,47,78,47,22,47,55,69,125,53,25,47,40,31,78,45,56,125,A,,,,,,,,M. Woodforde,S. Simian,W035,S454,AUS,FRA,,
