event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS001,F,01:25:00,,F,2,HH26,"6-4,6-3",U. Humbert,A. Bublik,,,FRA,KAZ,6-4,6-3,,,,01:25:00,A,U. Humbert,A. Bublik,FRA,KAZ,,,320,/en/stats/leaderboard?page=serve,0,9,73,45,62,73,33,45,65,11,17,100,2,2,10,258,/en/stats/leaderboard?page=serve,6,8,62,39,63,67,26,39,50,12,24,67,4,6,9,71,44,62,40,25,63,55,69,125,60,38,63,29,18,62,45,56,125,01:25:00,01:25:00,,,,,,,HH26,BK92
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS002,SF,01:51:00,,F,2,HH26,"7-5,6-3",U. Humbert,D. Medvedev,,,FRA,RUS,7-5,6-3,,,,01:51:00,A,U. Humbert,D. Medvedev,FRA,RUS,,,291,/en/stats/leaderboard?page=serve,0,4,71,57,80,61,35,57,65,15,23,88,7,8,11,242,/en/stats/leaderboard?page=serve,4,6,58,42,73,67,28,42,45,14,31,67,6,9,10,63,50,80,42,31,73,53,81,153,58,42,73,38,30,80,47,72,153,01:51:00,01:51:00,,,,,,,HH26,MM58
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS003,SF,02:27:00,,F,3,BK92,"6-7(4),7-6(7),6-5",A. Bublik,A. Rublev,,,KAZ,RUS,6-7(4),7-6(7),6-5,,,02:27:00,A,A. Bublik,A. Rublev,KAZ,RUS,,,290,/en/stats/leaderboard?page=serve,6,21,67,82,122,70,57,82,55,22,40,79,11,14,18,298,/en/stats/leaderboard?page=serve,2,9,68,67,98,73,49,67,68,21,31,25,1,4,17,65,79,122,29,28,98,49,107,220,71,70,98,35,43,122,51,113,220,02:27:00,02:27:00,4,7,7,5,,,BK92,RE44
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS004,QF,01:18:00,,F,2,MM58,"6-2,6-3",D. Medvedev,A. Davidovich Fokina,,,RUS,ESP,6-2,6-3,,,,01:18:00,A,D. Medvedev,A. Davidovich Fokina,RUS,ESP,,,275,/en/stats/leaderboard?page=serve,4,3,62,34,55,74,25,34,52,11,21,80,4,5,9,207,/en/stats/leaderboard?page=serve,0,0,67,32,48,59,19,32,31,5,16,43,3,7,8,65,36,55,50,24,48,58,60,103,50,24,48,35,19,55,42,43,103,01:18:00,01:18:00,,,,,,,MM58,DH50
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS005,QF,02:24:00,,F,3,HH26,"3-6,7-6(10),6-3",U. Humbert,H. Hurkacz,,,FRA,POL,3-6,7-6(10),6-3,,,02:24:00,A,U. Humbert,H. Hurkacz,FRA,POL,,,287,/en/stats/leaderboard?page=serve,2,8,77,82,107,63,52,82,56,14,25,71,5,7,14,280,/en/stats/leaderboard?page=serve,3,11,68,65,95,80,52,65,43,13,30,73,8,11,16,62,66,107,32,30,95,48,96,202,68,65,95,38,41,107,52,106,202,02:24:00,02:24:00,,,10,8,,,HH26,HB71
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS006,QF,00:59:00,,F,2,BK92,"6-4,4-1",A. Bublik,J. Lehecka,,,KAZ,CZE,6-4,4-1,,,,00:59:00,A,A. Bublik,J. Lehecka,KAZ,CZE,,,303,/en/stats/leaderboard?page=serve,1,6,79,31,39,71,22,31,63,5,8,0,0,1,7,220,/en/stats/leaderboard?page=serve,1,2,59,27,46,52,14,27,58,11,19,60,6,10,8,69,27,39,46,21,46,56,48,85,54,25,46,31,12,39,44,37,85,00:59:00,00:59:00,,,,,,,BK92,L0BV
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS007,QF,01:09:00,,F,2,RE44,"6-4,4-3",A. Rublev,S. Korda,,,RUS,USA,6-4,4-3,,,,01:09:00,A,A. Rublev,S. Korda,RUS,USA,,,267,/en/stats/leaderboard?page=serve,0,2,48,23,48,74,17,23,56,14,25,75,3,4,8,235,/en/stats/leaderboard?page=serve,1,5,56,29,52,83,24,29,26,6,23,0,0,3,9,65,31,48,42,22,52,53,53,100,58,30,52,35,17,48,47,47,100,01:09:00,01:09:00,,,,,,,RE44,K0AH
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS008,R16,02:00:00,,F,3,MM58,"3-6,6-3,6-3",D. Medvedev,L. Sonego,,,RUS,ITA,3-6,6-3,6-3,,,02:00:00,A,D. Medvedev,L. Sonego,RUS,ITA,,,279,/en/stats/leaderboard?page=serve,3,0,60,45,75,71,32,45,67,20,30,78,7,9,13,270,/en/stats/leaderboard?page=serve,1,7,70,59,84,63,37,59,60,15,25,60,6,10,14,69,52,75,38,32,84,53,84,159,62,52,84,31,23,75,47,75,159,02:00:00,02:00:00,,,,,,,MM58,SU87
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS009,R16,01:14:00,,F,2,DH50,"7-6(9),1-0",A. Davidovich Fokina,J. Mensik,,,ESP,CZE,7-6(9),1-0,,,,01:14:00,A,A. Davidovich Fokina,J. Mensik,ESP,CZE,,,308,/en/stats/leaderboard?page=serve,1,9,71,30,42,77,23,30,67,8,12,0,0,1,7,264,/en/stats/leaderboard?page=serve,3,7,66,40,61,63,25,40,48,10,21,80,4,5,6,74,31,42,43,26,61,55,57,103,57,35,61,26,11,42,45,46,103,01:14:00,01:14:00,9,7,,,,,DH50,M0NI
495,2024,Dubai,500,2024-02-26T00:00:00,2024-03-02T00:00:00,Hard,32,2941785,$,MS010,R16,01:32:00,,F,2,HB71,"7-6(7),6-4",H. Hurkacz,C. O'Connell,,,POL,AUS,7-6(7),6-4,,,,01:32:00,A,H. Hurkacz,C. O'Connell,POL,AUS,,,324,/en/stats/leaderboard?page=serve,0,11,57,36,63,89,32,36,67,18,27,0,0,0,11,289,/en/stats/leaderboard?page=serve,2,10,61,42,69,86,36,42,44,12,27,50,1,2,11,79,50,63,30,21,69,54,71,132,70,48,69,21,13,63,46,61,132,01:32:00,01:32:00,7,5,,,,,HB71,O483
