event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS001,F,02:21:00,,F,4,W367,"6-3,6-2,3-6,6-3",S. Wawrinka,R. Nadal,,,SUI,ESP,6-3,6-2,3-6,6-3,,02:21:00,A,S. Wawrinka,R. Nadal,SUI,ESP,,,298,/en/stats/leaderboard?page=serve,2,19,55,53,96,87,46,53,51,22,43,67,4,6,18,248,/en/stats/leaderboard?page=serve,3,1,78,84,108,60,50,84,42,10,24,67,10,15,17,71,68,96,44,48,108,57,116,204,56,60,108,29,28,96,43,88,204,02:21:00,02:21:00,,,,,,,,,W367,N409
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS002,SF,02:24:00,,F,3,N409,"7-6(7),6-3,6-3",R. Nadal,R. Federer,,,ESP,SUI,7-6(7),6-3,6-3,,,02:24:00,A,R. Nadal,R. Federer,ESP,SUI,,,306,/en/stats/leaderboard?page=serve,1,3,65,56,86,73,41,56,73,22,30,50,1,2,15,261,/en/stats/leaderboard?page=serve,1,8,66,69,105,65,45,69,50,18,36,71,10,14,15,73,63,86,40,42,105,55,105,191,60,63,105,27,23,86,45,86,191,02:24:00,02:24:00,7,4,,,,,,,N409,F324
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS003,SF,03:31:00,,F,4,W367,"6-3,6-7(1),7-6(7),7-6(7)",S. Wawrinka,T. Berdych,,,SUI,CZE,6-3,6-7(1),7-6(7),7-6(7),,03:31:00,A,S. Wawrinka,T. Berdych,SUI,CZE,,,313,/en/stats/leaderboard?page=serve,4,18,61,88,145,82,72,88,56,32,57,100,1,1,23,310,/en/stats/leaderboard?page=serve,7,21,62,87,140,82,71,87,57,30,53,75,3,4,22,72,104,145,28,39,140,50,143,285,72,101,140,28,41,145,50,142,285,03:31:00,03:31:00,,,1,7,7,3,7,4,W367,BA47
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS004,QF,03:37:00,,F,4,N409,"3-6,7-6(7),7-6(9),6-2",R. Nadal,G. Dimitrov,,,ESP,BUL,3-6,7-6(7),7-6(9),6-2,,03:37:00,A,R. Nadal,G. Dimitrov,ESP,BUL,,,294,/en/stats/leaderboard?page=serve,7,3,73,91,124,73,66,91,67,22,33,50,3,6,20,271,/en/stats/leaderboard?page=serve,5,18,58,90,155,71,64,90,49,32,65,64,7,11,21,71,88,124,38,59,155,53,147,279,62,96,155,29,36,124,47,132,279,03:37:00,03:37:00,,,7,3,9,7,,,N409,D875
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS005,QF,03:20:00,,F,4,F324,"6-3,6-4,6-7(6),6-3",R. Federer,A. Murray,,,SUI,GBR,6-3,6-4,6-7(6),6-3,,03:20:00,A,R. Federer,A. Murray,SUI,GBR,,,312,/en/stats/leaderboard?page=serve,0,10,64,78,122,77,60,78,66,29,44,50,1,2,21,263,/en/stats/leaderboard?page=serve,1,9,61,89,146,67,60,89,49,28,57,76,13,17,19,73,89,122,40,58,146,55,147,268,60,88,146,27,33,122,45,121,268,03:20:00,03:20:00,,,,,6,8,,,F324,MC10
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS006,QF,03:04:00,,F,4,BA47,"6-1,6-4,2-6,6-4",T. Berdych,D. Ferrer,,,CZE,ESP,6-1,6-4,2-6,6-4,,03:04:00,A,T. Berdych,D. Ferrer,CZE,ESP,,,263,/en/stats/leaderboard?page=serve,4,10,52,67,129,78,52,67,44,27,62,75,9,12,18,246,/en/stats/leaderboard?page=serve,1,2,61,72,118,64,46,72,50,23,46,62,8,13,17,61,79,129,42,49,118,52,128,247,58,69,118,39,50,129,48,119,247,03:04:00,03:04:00,,,,,,,,,BA47,F401
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS007,QF,04:00:00,,F,5,W367,"2-6,6-4,6-2,3-6,9-7",S. Wawrinka,N. Djokovic,,,SUI,SRB,2-6,6-4,6-2,3-6,9-7,04:00:00,A,S. Wawrinka,N. Djokovic,SUI,SRB,,,276,/en/stats/leaderboard?page=serve,5,17,58,98,170,72,71,98,50,36,72,43,3,7,25,289,/en/stats/leaderboard?page=serve,1,7,73,105,144,71,75,105,59,23,39,50,5,10,26,63,107,170,32,46,144,49,153,314,68,98,144,37,63,170,51,161,314,04:00:00,04:00:00,,,,,,,,,W367,D643
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS008,R16,03:17:00,,F,3,N409,"7-6(7),7-5,7-6(7)",R. Nadal,K. Nishikori,,,ESP,JPN,7-6(7),7-5,7-6(7),,,03:17:00,A,R. Nadal,K. Nishikori,ESP,JPN,,,274,/en/stats/leaderboard?page=serve,1,12,71,88,124,76,67,88,39,14,36,60,6,10,18,248,/en/stats/leaderboard?page=serve,1,3,66,76,115,67,51,76,41,16,39,38,3,8,18,65,81,124,42,48,115,54,129,239,58,67,115,35,43,124,46,110,239,03:17:00,03:17:00,7,3,,,7,3,,,N409,N552
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS009,R16,02:24:00,,F,4,D875,"6-3,3-6,6-2,6-4",G. Dimitrov,R. Bautista Agut,,,BUL,ESP,6-3,3-6,6-2,6-4,,02:24:00,A,G. Dimitrov,R. Bautista Agut,BUL,ESP,,,294,/en/stats/leaderboard?page=serve,3,11,60,67,112,85,57,67,47,21,45,80,4,5,18,272,/en/stats/leaderboard?page=serve,1,5,64,65,102,68,44,65,59,22,37,20,1,5,18,70,78,112,35,36,102,53,114,214,65,66,102,30,34,112,47,100,214,02:24:00,02:24:00,,,,,,,,,D875,BD06
580,2014,Australian Open,GS,2014-01-13T00:00:00,2014-01-26T00:00:00,Hard,128,14982200,A$,MS010,R16,02:42:00,,F,4,MC10,"6-1,6-2,6-7(6),6-2",A. Murray,S. Robert,,,GBR,FRA,6-1,6-2,6-7(6),6-2,,02:42:00,A,A. Murray,S. Robert,GBR,FRA,,,287,/en/stats/leaderboard?page=serve,3,7,61,77,126,75,58,77,53,26,49,83,5,6,18,211,/en/stats/leaderboard?page=serve,8,3,52,59,114,68,40,59,38,21,55,50,7,14,17,67,84,126,46,53,114,57,137,240,54,61,114,33,42,126,43,103,240,02:42:00,02:42:00,,,,,6,8,,,MC10,R612
