event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS001,F,01:41:00,,F,2,RH16,"7-6(8),6-4",C. Ruud,D. Shapovalov,,,NOR,CAN,7-6(8),6-4,,,,01:41:00,A,C. Ruud,D. Shapovalov,NOR,CAN,,,319,/en/stats/leaderboard?page=serve,0,4,55,33,60,79,26,33,81,22,27,0,0,0,11,278,/en/stats/leaderboard?page=serve,5,8,49,36,74,78,28,36,58,22,38,80,4,5,11,80,48,60,32,24,74,54,72,134,68,50,74,20,12,60,46,62,134,8,6,01:41:00,01:41:00,,,RH16,SU55
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS002,SF,01:19:00,,F,2,RH16,"6-3,6-2",C. Ruud,P. Andujar,,,NOR,ESP,6-3,6-2,,,,01:19:00,A,C. Ruud,P. Andujar,NOR,ESP,,,319,/en/stats/leaderboard?page=serve,0,2,69,29,42,79,23,29,69,9,13,0,0,0,8,240,/en/stats/leaderboard?page=serve,0,0,73,43,59,56,24,43,56,9,16,56,5,9,9,76,32,42,44,26,59,57,58,101,56,33,59,24,10,42,43,43,101,,,01:19:00,01:19:00,,,RH16,A596
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS003,SF,01:42:00,,F,2,SU55,"6-4,7-5",D. Shapovalov,P. Cuevas,,,CAN,URU,6-4,7-5,,,,01:42:00,A,D. Shapovalov,P. Cuevas,CAN,URU,,,273,/en/stats/leaderboard?page=serve,3,8,67,44,66,75,33,44,45,10,22,60,3,5,11,239,/en/stats/leaderboard?page=serve,1,4,66,46,70,65,30,46,42,10,24,60,6,10,11,65,43,66,43,30,70,54,73,136,57,40,70,35,23,66,46,63,136,,,01:42:00,01:42:00,,,SU55,C882
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS004,QF,02:13:00,,F,3,A596,"4-6,6-4,6-4",P. Andujar,D. Stricker,,,ESP,SUI,4-6,6-4,6-4,,,02:13:00,A,P. Andujar,D. Stricker,ESP,SUI,,,233,/en/stats/leaderboard?page=serve,7,1,60,58,96,67,39,58,39,15,38,64,7,11,15,246,/en/stats/leaderboard?page=serve,4,10,50,43,86,77,33,43,47,20,43,38,3,8,15,56,54,96,38,33,86,48,87,182,62,53,86,44,42,96,52,95,182,,,02:13:00,02:13:00,,,A596,S0LA
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS005,QF,01:58:00,,F,3,RH16,"2-6,6-1,6-4",C. Ruud,D. Koepfer,,,NOR,GER,2-6,6-1,6-4,,,01:58:00,A,C. Ruud,D. Koepfer,NOR,GER,,,273,/en/stats/leaderboard?page=serve,1,6,65,51,79,69,35,51,50,14,28,71,5,7,13,243,/en/stats/leaderboard?page=serve,4,2,54,45,83,71,32,45,45,17,38,57,4,7,12,62,49,79,41,34,83,51,83,162,59,49,83,38,30,79,49,79,162,,,01:58:00,01:58:00,,,RH16,KE73
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS006,QF,01:33:00,,F,2,C882,"7-6(7),6-3",P. Cuevas,G. Dimitrov,,,URU,BUL,7-6(7),6-3,,,,01:33:00,A,P. Cuevas,G. Dimitrov,URU,BUL,,,327,/en/stats/leaderboard?page=serve,0,2,75,47,63,81,38,47,69,11,16,100,1,1,11,285,/en/stats/leaderboard?page=serve,2,4,73,49,67,76,37,49,44,8,18,80,4,5,10,78,49,63,33,22,67,55,71,130,67,45,67,22,14,63,45,59,130,7,3,01:33:00,01:33:00,,,C882,D875
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS007,QF,01:30:00,,F,2,SU55,"6-4,6-4",D. Shapovalov,L. Djere,,,CAN,SRB,6-4,6-4,,,,01:30:00,A,D. Shapovalov,L. Djere,CAN,SRB,,,268,/en/stats/leaderboard?page=serve,7,2,59,42,71,76,32,42,48,14,29,89,8,9,10,258,/en/stats/leaderboard?page=serve,1,1,71,44,62,61,27,44,56,10,18,50,3,6,10,65,46,71,40,25,62,53,71,133,60,37,62,35,25,71,47,62,133,,,01:30:00,01:30:00,,,SU55,DB63
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS008,R16,01:52:00,,F,3,A596,"6-4,4-6,6-4",P. Andujar,R. Federer,,,ESP,SUI,6-4,4-6,6-4,,,01:52:00,A,P. Andujar,R. Federer,ESP,SUI,,,296,/en/stats/leaderboard?page=serve,1,6,69,58,84,74,43,58,62,16,26,50,2,4,15,277,/en/stats/leaderboard?page=serve,0,3,59,48,81,77,37,48,58,19,33,40,2,5,15,70,59,84,31,25,81,51,84,165,69,56,81,30,25,84,49,81,165,,,01:52:00,01:52:00,,,A596,F324
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS009,R16,01:33:00,,F,2,S0LA,"7-5,6-4",D. Stricker,M. Fucsovics,,,SUI,HUN,7-5,6-4,,,,01:33:00,A,D. Stricker,M. Fucsovics,SUI,HUN,,,247,/en/stats/leaderboard?page=serve,1,6,53,42,80,64,27,42,53,20,38,73,8,11,11,215,/en/stats/leaderboard?page=serve,4,3,60,37,62,70,26,37,32,8,25,38,3,8,11,59,47,80,45,28,62,53,75,142,55,34,62,41,33,80,47,67,142,,,01:33:00,01:33:00,,,S0LA,F724
322,2021,Geneva,250,2021-05-16T00:00:00,2021-05-22T00:00:00,Clay,28,419470,€,MS010,R16,01:23:00,,F,2,RH16,"7-5,6-2",C. Ruud,T. Sandgren,,,NOR,USA,7-5,6-2,,,,01:23:00,A,C. Ruud,T. Sandgren,NOR,USA,,,313,/en/stats/leaderboard?page=serve,1,2,67,39,58,82,32,39,63,12,19,100,1,1,10,248,/en/stats/leaderboard?page=serve,1,3,58,34,59,62,21,34,56,14,25,50,3,6,10,76,44,58,41,24,59,58,68,117,59,35,59,24,14,58,42,49,117,,,01:23:00,01:23:00,,,RH16,SL08
