event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS031,R32,02:39:00,,F,3,N409,"7-6(7),6-1,7-5",R. Nadal,D. Nalbandian,,,ESP,ARG,7-6(7),6-1,7-5,,,02:39:00,A,R. Nadal,D. Nalbandian,ESP,ARG,,,,,268,/en/stats/leaderboard?page=serve,4,2,77,79,102,70,55,79,43,10,23,63,5,8,15,217,/en/stats/leaderboard?page=serve,7,6,53,48,91,63,30,48,40,17,43,40,4,10,16,64,65,102,48,44,91,56,109,193,52,47,91,36,37,102,44,84,193,7.0,5.0,,,,,,,N409,N301
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS032,R64,01:30:00,,F,3,D643,"6-0,6-0,6-2",N. Djokovic,C. Berlocq,,,SRB,ARG,6-0,6-0,6-2,,,01:30:00,A,N. Djokovic,C. Berlocq,SRB,ARG,,,,,282,/en/stats/leaderboard?page=serve,0,5,66,37,56,68,25,37,63,12,19,50,2,4,10,123,/en/stats/leaderboard?page=serve,6,2,66,44,67,39,17,44,22,5,23,50,10,20,10,66,37,56,67,45,67,67,82,123,33,22,67,34,19,56,33,41,123,,,,,,,,,D643,B884
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS033,R64,02:06:00,,F,3,D402,"6-2,6-4,7-5",N. Davydenko,P. Starace,,,RUS,ITA,6-2,6-4,7-5,,,02:06:00,A,N. Davydenko,P. Starace,RUS,ITA,,,,,277,/en/stats/leaderboard?page=serve,5,0,74,65,88,71,46,65,57,13,23,63,5,8,15,213,/en/stats/leaderboard?page=serve,4,5,57,63,110,59,37,63,43,20,47,65,13,20,15,67,59,88,48,53,110,57,112,198,52,57,110,33,29,88,43,86,198,,,,,,,,,D402,S843
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS034,R64,03:20:00,,F,5,D801,"6-0,7-5,2-6,5-7,6-4",A. Dolgopolov,F. Cipolla,,,UKR,ITA,6-0,7-5,2-6,5-7,6-4,03:20:00,A,A. Dolgopolov,F. Cipolla,UKR,ITA,,,,,230,/en/stats/leaderboard?page=serve,11,13,43,68,158,76,52,68,43,39,90,47,7,15,24,209,/en/stats/leaderboard?page=serve,12,0,59,89,152,52,46,89,52,33,63,38,6,16,24,58,91,158,48,73,152,53,164,310,52,79,152,42,67,158,47,146,310,,,,,,,,,D801,C723
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS035,R64,02:37:00,,F,4,K336,"6-4,6-2,2-6,7-6(7)",I. Karlovic,R. Gasquet,,,CRO,FRA,6-4,6-2,2-6,7-6(7),,02:37:00,A,I. Karlovic,R. Gasquet,CRO,FRA,,,,,304,/en/stats/leaderboard?page=serve,1,29,71,84,118,77,65,84,44,15,34,57,4,7,19,268,/en/stats/leaderboard?page=serve,4,8,56,63,113,78,49,63,52,26,50,33,2,6,19,68,80,118,34,38,113,51,118,231,66,75,113,32,38,118,49,113,231,,,,,7.0,4.0,,,K336,G628
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS036,R64,01:43:00,,F,3,BA47,"7-5,6-0,6-0",T. Berdych,F. Fognini,,,CZE,ITA,7-5,6-0,6-0,,,01:43:00,A,T. Berdych,F. Fognini,CZE,ITA,,,,,307,/en/stats/leaderboard?page=serve,0,10,52,37,71,92,34,37,53,18,34,100,2,2,12,194,/en/stats/leaderboard?page=serve,5,5,54,42,78,55,23,42,44,16,36,36,4,11,12,73,52,71,50,39,78,61,91,149,50,39,78,27,19,71,39,58,149,,,,,,,,,BA47,F510
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS037,R64,02:13:00,,F,4,T742,"6-0,6-3,3-6,6-3",J. Tipsarevic,P. Petzschner,,,SRB,GER,6-0,6-3,3-6,6-3,,02:13:00,A,J. Tipsarevic,P. Petzschner,SRB,GER,,,,,300,/en/stats/leaderboard?page=serve,5,12,58,57,99,72,41,57,69,29,42,80,4,5,17,252,/en/stats/leaderboard?page=serve,5,10,47,41,88,83,34,41,49,23,47,50,5,10,16,71,70,99,35,31,88,54,101,187,65,57,88,29,29,99,46,86,187,,,,,,,,,T742,P624
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS038,R64,02:20:00,,F,3,G710,"7-5,6-3,6-4",M. Granollers,M. Kukushkin,,,ESP,KAZ,7-5,6-3,6-4,,,02:20:00,A,M. Granollers,M. Kukushkin,ESP,KAZ,,,,,261,/en/stats/leaderboard?page=serve,7,6,60,55,92,75,41,55,46,17,37,25,1,4,16,217,/en/stats/leaderboard?page=serve,5,2,48,44,92,66,29,44,46,22,48,54,7,13,15,63,58,92,45,41,92,54,99,184,55,51,92,37,34,92,46,85,184,,,,,,,,,G710,K926
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS039,R64,04:48:00,,F,5,F316,"7-6(7),5-7,6-7(5),6-4,6-4",J. Ferrero,G. Monfils,,,ESP,FRA,7-6(7),5-7,6-7(5),6-4,6-4,04:48:00,A,J. Ferrero,G. Monfils,ESP,FRA,,,5.0,7.0,264,/en/stats/leaderboard?page=serve,8,1,55,100,181,68,68,100,59,48,81,67,6,9,28,273,/en/stats/leaderboard?page=serve,10,20,57,108,188,71,77,108,53,42,80,69,11,16,28,64,116,181,37,69,188,50,185,369,63,119,188,36,65,181,50,184,369,7.0,5.0,,,,,,,F316,MC65
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS040,R64,01:17:00,,F,3,F324,"6-3,6-2,6-2",R. Federer,D. Sela,,,SUI,ISR,6-3,6-2,6-2,,,01:17:00,A,R. Federer,D. Sela,SUI,ISR,,,,,347,/en/stats/leaderboard?page=serve,1,6,72,43,60,88,38,43,82,14,17,0,0,0,13,230,/en/stats/leaderboard?page=serve,1,0,61,43,71,58,25,43,54,15,28,55,6,11,12,87,52,60,44,31,71,63,83,131,56,40,71,13,8,60,37,48,131,,,,,,,,,F324,SC56
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS041,R64,01:20:00,,F,3,C977,"6-1,6-0,6-2",M. Cilic,B. Tomic,,,CRO,AUS,6-1,6-0,6-2,,,01:20:00,A,M. Cilic,B. Tomic,CRO,AUS,,,,,317,/en/stats/leaderboard?page=serve,1,8,54,29,54,72,21,29,84,21,25,100,5,5,10,163,/en/stats/leaderboard?page=serve,4,5,56,42,75,52,22,42,27,9,33,33,4,12,11,78,42,54,59,44,75,67,86,129,41,31,75,22,12,54,33,43,129,,,,,,,,,C977,TA46
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS042,R64,01:43:00,,F,3,MA21,"6-4,6-1,2-0",J. Monaco,R. Stepanek,,,ARG,CZE,6-4,6-1,2-0,,,01:43:00,A,J. Monaco,R. Stepanek,ARG,CZE,,,,,293,/en/stats/leaderboard?page=serve,1,0,74,40,54,68,27,40,64,9,14,75,3,4,9,188,/en/stats/leaderboard?page=serve,4,3,55,43,78,63,27,43,31,11,35,50,6,12,10,67,36,54,51,40,78,58,76,132,49,38,78,33,18,54,42,56,132,,,,,,,,,MA21,S694
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS043,R64,02:16:00,,F,3,H355,"7-6(7),6-1,7-5",T. Haas,A. Falla,,,GER,COL,7-6(7),6-1,7-5,,,02:16:00,A,T. Haas,A. Falla,GER,COL,,,,,274,/en/stats/leaderboard?page=serve,6,5,57,55,96,78,43,55,54,22,41,60,3,5,15,230,/en/stats/leaderboard?page=serve,3,9,50,55,111,64,35,55,48,27,56,45,5,11,16,68,65,96,44,49,111,55,114,207,56,62,111,32,31,96,45,93,207,7.0,5.0,,,,,,,H355,F444
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS044,R64,01:45:00,,F,3,T786,"6-3,7-5,6-2",J. Tsonga,S. Bubka,,,FRA,UKR,6-3,7-5,6-2,,,01:45:00,A,J. Tsonga,S. Bubka,FRA,UKR,,,,,281,/en/stats/leaderboard?page=serve,4,5,53,48,90,79,38,48,55,23,42,50,1,2,15,235,/en/stats/leaderboard?page=serve,1,4,56,42,75,76,32,42,36,12,33,29,2,7,14,68,61,90,41,31,75,56,92,165,59,44,75,32,29,90,44,73,165,,,,,,,,,T786,BC11
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS045,R64,01:39:00,,F,3,V306,"6-4,6-3,6-1",F. Verdasco,M. Ilhan,,,ESP,TUR,6-4,6-3,6-1,,,01:39:00,A,F. Verdasco,M. Ilhan,ESP,TUR,,,,,314,/en/stats/leaderboard?page=serve,3,10,60,38,63,87,33,38,68,17,25,0,0,1,13,217,/en/stats/leaderboard?page=serve,3,3,62,54,87,63,34,54,39,13,33,40,4,10,13,79,50,63,46,40,87,60,90,150,54,47,87,21,13,63,40,60,150,,,,,,,,,V306,K771
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS046,R64,01:33:00,,F,3,A678,"6-1,6-2,6-2",K. Anderson,M. Llodra,,,RSA,FRA,6-1,6-2,6-2,,,01:33:00,A,K. Anderson,M. Llodra,RSA,FRA,,,,,356,/en/stats/leaderboard?page=serve,1,14,84,53,63,79,42,53,80,8,10,100,1,1,12,185,/en/stats/leaderboard?page=serve,6,2,48,39,82,59,23,39,37,16,43,54,7,13,11,79,50,63,52,43,82,64,93,145,48,39,82,21,13,63,36,52,145,,,,,,,,,A678,L428
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS047,R64,01:53:00,,F,3,F339,"6-2,6-2,6-4",M. Fish,M. Jaziri,,,USA,TUN,6-2,6-2,6-4,,,01:53:00,A,M. Fish,M. Jaziri,USA,TUN,,,,,296,/en/stats/leaderboard?page=serve,3,7,52,44,84,75,33,44,65,26,40,100,2,2,13,218,/en/stats/leaderboard?page=serve,7,4,53,50,95,60,30,50,47,21,45,69,11,16,13,70,59,84,46,44,95,58,103,179,54,51,95,30,25,84,42,76,179,,,,,,,,,F339,J267
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS048,R64,02:38:00,,F,3,B842,"6-4,6-3,7-5",A. Bogomolov Jr.,R. Dutra Silva,,,RUS,BRA,6-4,6-3,7-5,,,02:38:00,A,A. Bogomolov Jr.,R. Dutra Silva,RUS,BRA,,,,,277,/en/stats/leaderboard?page=serve,3,0,78,83,107,69,57,83,46,11,24,71,5,7,16,228,/en/stats/leaderboard?page=serve,1,3,46,46,101,63,29,46,51,28,55,58,7,12,15,64,68,107,44,44,101,54,112,208,56,57,101,36,39,107,46,96,208,,,,,,,,,B842,SC73
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS049,R64,01:48:00,,F,3,I186,"6-4,6-3,6-4",J. Isner,R. Ginepri,,,USA,USA,6-4,6-3,6-4,,,01:48:00,A,J. Isner,R. Ginepri,USA,USA,,,,,333,/en/stats/leaderboard?page=serve,0,20,68,58,85,86,50,58,59,16,27,100,2,2,15,266,/en/stats/leaderboard?page=serve,4,4,57,43,76,67,29,43,64,21,33,25,1,4,14,78,66,85,34,26,76,57,92,161,66,50,76,22,19,85,43,69,161,,,,,,,,,I186,G569
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS050,R64,02:11:00,,F,3,D683,"6-2,6-1,7-5",J. del Potro,D. Junqueira,,,ARG,ARG,6-2,6-1,7-5,,,02:11:00,A,J. del Potro,D. Junqueira,ARG,ARG,,,,,294,/en/stats/leaderboard?page=serve,2,9,69,55,80,73,40,55,60,15,25,50,2,4,14,231,/en/stats/leaderboard?page=serve,1,0,79,73,92,44,32,73,63,12,19,50,7,14,13,69,55,80,52,48,92,60,103,172,48,44,92,31,25,80,40,69,172,,,,,,,,,D683,J214
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS051,R64,03:39:00,,F,4,SD32,"6-4,6-7(4),7-5,6-3",G. Simon,G. Garcia-Lopez,,,FRA,ESP,6-4,6-7(4),7-5,6-3,,03:39:00,A,G. Simon,G. Garcia-Lopez,FRA,ESP,,,,,283,/en/stats/leaderboard?page=serve,3,11,56,75,134,76,57,75,53,31,59,67,4,6,21,230,/en/stats/leaderboard?page=serve,9,2,55,78,142,67,52,78,47,30,64,46,6,13,22,66,88,134,42,60,142,54,148,276,58,82,142,34,46,134,46,128,276,,,4.0,7.0,,,,,SD32,G476
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS052,R64,04:20:00,,F,5,Y124,"7-6(9),3-6,2-6,6-3,7-6(7)",D. Young,S. Wawrinka,,,USA,SUI,7-6(9),3-6,2-6,6-3,7-6(7),04:20:00,A,D. Young,S. Wawrinka,USA,SUI,,,,,223,/en/stats/leaderboard?page=serve,9,0,60,102,170,62,63,102,50,34,68,50,10,20,25,237,/en/stats/leaderboard?page=serve,7,8,60,108,181,66,71,108,42,31,73,47,7,15,25,57,97,170,44,79,181,50,176,351,56,102,181,43,73,170,50,175,351,9.0,7.0,,,,,7.0,1.0,Y124,W367
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS053,R64,01:55:00,,F,3,C514,"6-2,6-4,6-4",J. Chela,S. Darcis,,,ARG,BEL,6-2,6-4,6-4,,,01:55:00,A,J. Chela,S. Darcis,ARG,BEL,,,,,295,/en/stats/leaderboard?page=serve,0,3,53,40,76,80,32,40,67,24,36,67,2,3,14,232,/en/stats/leaderboard?page=serve,3,4,51,48,95,71,34,48,45,21,47,58,7,12,14,74,56,76,42,40,95,56,96,171,58,55,95,26,20,76,44,75,171,,,,,,,,,C514,D632
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS054,R64,03:22:00,,F,4,L397,"5-7,6-4,7-6(7),7-6(7)",F. Lopez,V. Pospisil,,,ESP,CAN,5-7,6-4,7-6(7),7-6(7),,03:22:00,A,F. Lopez,V. Pospisil,ESP,CAN,,,7.0,3.0,295,/en/stats/leaderboard?page=serve,7,21,58,84,146,85,71,84,52,32,62,57,4,7,23,282,/en/stats/leaderboard?page=serve,8,19,53,84,158,73,61,84,59,44,74,73,8,11,23,71,103,146,34,53,158,51,156,304,66,105,158,29,43,146,49,148,304,,,,,7.0,5.0,,,L397,PD07
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS055,R64,03:23:00,,F,5,MC10,"6-7(5),2-6,6-2,6-0,6-4",A. Murray,R. Haase,,,GBR,NED,6-7(5),2-6,6-2,6-0,6-4,03:23:00,A,A. Murray,R. Haase,GBR,NED,,,,,258,/en/stats/leaderboard?page=serve,8,21,55,80,145,78,62,80,40,26,65,70,14,20,22,215,/en/stats/leaderboard?page=serve,7,6,59,88,148,61,54,88,42,25,60,38,6,16,22,61,88,145,47,69,148,54,157,293,53,79,148,39,57,145,46,136,293,5.0,7.0,,,,,,,MC10,H756
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS056,R64,01:54:00,,F,3,F401,"6-4,6-3,6-4",D. Ferrer,J. Blake,,,ESP,USA,6-4,6-3,6-4,,,01:54:00,A,D. Ferrer,J. Blake,ESP,USA,,,,,280,/en/stats/leaderboard?page=serve,1,0,66,60,91,68,41,60,61,19,31,78,7,9,15,225,/en/stats/leaderboard?page=serve,5,1,57,51,89,73,37,51,42,16,38,54,7,13,14,66,60,91,40,36,89,53,96,180,60,53,89,34,31,91,47,84,180,,,,,,,,,F401,B676
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS057,R64,01:51:00,,F,3,MB02,"6-2,7-5,6-2",F. Mayer,J. Lisnard,,,GER,MON,6-2,7-5,6-2,,,01:51:00,A,F. Mayer,J. Lisnard,GER,MON,,,,,273,/en/stats/leaderboard?page=serve,5,6,52,42,81,81,34,42,54,21,39,71,5,7,14,197,/en/stats/leaderboard?page=serve,5,3,43,37,87,70,26,37,36,18,50,53,8,15,14,68,55,81,49,43,87,58,98,168,51,44,87,32,26,81,42,70,168,,,,,,,,,MB02,L386
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS058,R64,02:00:00,,F,3,R485,"6-3,6-3,6-4",A. Roddick,J. Sock,,,USA,USA,6-3,6-3,6-4,,,02:00:00,A,A. Roddick,J. Sock,USA,USA,,,,,313,/en/stats/leaderboard?page=serve,1,11,71,60,84,73,44,60,67,16,24,86,6,7,14,235,/en/stats/leaderboard?page=serve,2,9,58,46,79,67,31,46,39,13,33,0,0,5,14,71,60,84,44,35,79,58,95,163,56,44,79,29,24,84,42,68,163,,,,,,,,,R485,SM25
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS059,R64,02:16:00,,F,3,B747,"6-4,6-4,6-4",J. Benneteau,D. Istomin,,,FRA,UZB,6-4,6-4,6-4,,,02:16:00,A,J. Benneteau,D. Istomin,FRA,UZB,,,,,252,/en/stats/leaderboard?page=serve,8,3,62,61,99,70,43,61,45,17,38,50,3,6,15,233,/en/stats/leaderboard?page=serve,2,7,56,53,94,68,36,53,44,18,41,45,5,11,15,61,60,99,43,40,94,52,100,193,57,54,94,39,39,99,48,93,193,,,,,,,,,B747,I165
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS060,R64,03:48:00,,F,4,MA30,"3-6,7-6(7),6-4,7-6(7)",G. Muller,E. Gulbis,,,LUX,LAT,3-6,7-6(7),6-4,7-6(7),,03:48:00,A,G. Muller,E. Gulbis,LUX,LAT,,,,,272,/en/stats/leaderboard?page=serve,10,19,53,84,158,82,69,84,47,35,74,71,10,14,22,277,/en/stats/leaderboard?page=serve,14,19,60,84,140,82,69,84,45,25,56,63,5,8,21,66,104,158,33,46,140,50,150,298,67,94,140,34,54,158,50,148,298,,,7.0,4.0,7.0,5.0,,,MA30,G858
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS061,R64,03:27:00,,F,5,K403,"3-6,6-3,1-6,6-2,7-6(7)",I. Kunitsyn,J. Melzer,,,RUS,AUT,3-6,6-3,1-6,6-2,7-6(7),03:27:00,A,I. Kunitsyn,J. Melzer,RUS,AUT,,,,,230,/en/stats/leaderboard?page=serve,4,6,56,94,167,63,59,94,44,32,73,62,13,21,23,234,/en/stats/leaderboard?page=serve,9,8,49,66,135,73,48,66,45,31,69,42,5,12,22,54,91,167,41,56,135,49,147,302,59,79,135,46,76,167,51,155,302,,,,,,,7.0,5.0,K403,M762
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS062,R64,02:24:00,,F,4,N301,"6-4,1-6,6-3,6-2",D. Nalbandian,I. Ljubicic,,,ARG,CRO,6-4,1-6,6-3,6-2,,02:24:00,A,D. Nalbandian,I. Ljubicic,ARG,CRO,,,,,262,/en/stats/leaderboard?page=serve,6,5,59,55,93,67,37,55,61,23,38,33,2,6,17,231,/en/stats/leaderboard?page=serve,8,15,44,51,115,82,42,51,34,22,64,63,10,16,17,65,60,93,44,51,115,53,111,208,56,64,115,35,33,93,47,97,208,,,,,,,,,N301,L360
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS063,R64,01:21:00,,F,2,N409,"6-2,6-2",R. Nadal,N. Mahut,,,ESP,FRA,6-2,6-2,,,,01:21:00,A,R. Nadal,N. Mahut,ESP,FRA,,,,,306,/en/stats/leaderboard?page=serve,1,3,69,34,49,82,28,34,53,8,15,100,4,4,8,203,/en/stats/leaderboard?page=serve,5,2,55,36,65,58,21,36,38,11,29,33,2,6,9,73,36,49,51,33,65,61,69,114,49,32,65,27,13,49,39,45,114,,,,,,,,,N409,M873
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS064,R128,00:44:00,,F,2,D643,"6-0,5-1",N. Djokovic,C. Niland,,,SRB,IRL,6-0,5-1,,,,00:44:00,A,N. Djokovic,C. Niland,SRB,IRL,,,,,324,/en/stats/leaderboard?page=serve,1,3,73,22,30,86,19,22,63,5,8,0,0,0,6,118,/en/stats/leaderboard?page=serve,2,1,50,15,30,40,6,15,13,2,15,17,1,6,6,80,24,30,73,22,30,77,46,60,27,8,30,20,6,30,23,14,60,,,,,,,,,D643,N349
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS065,R128,01:54:00,,F,3,B884,"7-5,6-0,6-1",C. Berlocq,P. Riba,,,ARG,ESP,7-5,6-0,6-1,,,01:54:00,A,C. Berlocq,P. Riba,ARG,ESP,,,,,280,/en/stats/leaderboard?page=serve,7,8,62,48,77,85,41,48,41,12,29,67,2,3,12,170,/en/stats/leaderboard?page=serve,6,2,48,41,85,54,22,41,34,15,44,47,7,15,13,69,53,77,56,48,85,62,101,162,44,37,85,31,24,77,38,61,162,,,,,,,,,B884,R750
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS066,R128,02:39:00,,F,4,S843,"6-4,4-6,6-3,6-2",P. Starace,M. Berrer,,,ITA,GER,6-4,4-6,6-3,6-2,,02:39:00,A,P. Starace,M. Berrer,ITA,GER,,,,,295,/en/stats/leaderboard?page=serve,4,6,69,82,119,73,60,82,57,21,37,92,11,12,18,254,/en/stats/leaderboard?page=serve,5,9,60,78,130,71,55,78,46,24,52,74,14,19,19,68,81,119,39,51,130,53,132,249,61,79,130,32,38,119,47,117,249,,,,,,,,,S843,B678
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS067,R128,04:02:00,,F,5,D402,"6-7(6),6-3,6-0,2-6,6-2",N. Davydenko,I. Dodig,,,RUS,CRO,6-7(6),6-3,6-0,2-6,6-2,04:02:00,A,N. Davydenko,I. Dodig,RUS,CRO,,,,,265,/en/stats/leaderboard?page=serve,7,2,77,126,163,69,87,126,43,16,37,75,12,16,22,230,/en/stats/leaderboard?page=serve,8,9,54,80,148,63,50,80,46,31,68,53,8,15,21,63,103,163,45,67,148,55,170,311,55,81,148,37,60,163,45,141,311,6.0,8.0,,,,,,,D402,D646
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS068,R128,01:58:00,,F,3,D801,"6-4,6-2,7-5",A. Dolgopolov,F. Gil,,,UKR,POR,6-4,6-2,7-5,,,01:58:00,A,A. Dolgopolov,F. Gil,UKR,POR,,,,,263,/en/stats/leaderboard?page=serve,7,10,40,41,102,78,32,41,56,34,61,78,7,9,15,220,/en/stats/leaderboard?page=serve,7,1,62,58,94,60,35,58,44,16,36,40,4,10,15,65,66,102,46,43,94,56,109,196,54,51,94,35,36,102,44,87,196,,,,,,,,,D801,G717
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS069,R128,01:15:00,,F,2,C723,"6-4,6-2",F. Cipolla,K. Nishikori,,,ITA,JPN,6-4,6-2,,,,01:15:00,A,F. Cipolla,K. Nishikori,ITA,JPN,,,,,282,/en/stats/leaderboard?page=serve,3,2,60,30,50,80,24,30,55,11,20,50,1,2,9,214,/en/stats/leaderboard?page=serve,5,3,61,31,51,65,20,31,35,7,20,43,3,7,9,70,35,50,47,24,51,58,59,101,53,27,51,30,15,50,42,42,101,,,,,,,,,C723,N552
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS070,R128,01:56:00,,F,3,K336,"6-4,6-4,7-6(7)",I. Karlovic,F. Gonzalez,,,CRO,CHI,6-4,6-4,7-6(7),,,01:56:00,A,I. Karlovic,F. Gonzalez,CRO,CHI,,,7.0,3.0,337,/en/stats/leaderboard?page=serve,3,23,67,60,90,87,52,60,63,19,30,100,1,1,16,274,/en/stats/leaderboard?page=serve,3,3,52,51,98,73,37,51,62,29,47,67,4,6,16,79,71,90,33,32,98,55,103,188,67,66,98,21,19,90,45,85,188,,,,,,,,,K336,G415
