event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS071,R128,01:53:00,,F,3,G628,"6-4,6-4,6-0",R. Gasquet,S. Stakhovsky,,,FRA,UKR,6-4,6-4,6-0,,,01:53:00,A,R. Gasquet,S. Stakhovsky,FRA,UKR,,,,,297,/en/stats/leaderboard?page=serve,1,8,65,51,79,76,39,51,57,16,28,80,4,5,13,218,/en/stats/leaderboard?page=serve,5,3,63,51,81,57,29,51,47,14,30,54,7,13,13,70,55,79,47,38,81,58,93,160,53,43,81,30,24,79,42,67,160,,,,,,,,,G628,SC77
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS072,R128,01:56:00,,F,3,BA47,"6-2,7-6(7),6-1",T. Berdych,R. Jouan,,,CZE,FRA,6-2,7-6(7),6-1,,,01:56:00,A,T. Berdych,R. Jouan,CZE,FRA,,,,,299,/en/stats/leaderboard?page=serve,5,7,59,48,81,85,41,48,61,20,33,67,2,3,14,211,/en/stats/leaderboard?page=serve,3,0,44,36,81,58,21,36,51,23,45,44,4,9,13,75,61,81,46,37,81,60,98,162,54,44,81,25,20,81,40,64,162,,,7.0,4.0,,,,,BA47,J338
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS073,R128,03:09:00,,F,4,F510,"5-7,6-4,7-6(7),6-4",F. Fognini,H. Zeballos,,,ITA,ARG,5-7,6-4,7-6(7),6-4,,03:09:00,A,F. Fognini,H. Zeballos,ITA,ARG,,,7.0,5.0,275,/en/stats/leaderboard?page=serve,7,11,58,80,139,76,61,80,56,33,59,43,3,7,22,250,/en/stats/leaderboard?page=serve,12,6,54,74,138,78,58,74,47,30,64,50,5,10,22,68,94,139,36,50,138,52,144,277,64,88,138,32,45,139,48,133,277,,,,,,,,,F510,Z184
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS074,R128,04:24:00,,F,5,P624,"7-5,6-7(2),6-3,6-7(5),6-3",P. Petzschner,A. Ramos-Vinolas,,,GER,ESP,7-5,6-7(2),6-3,6-7(5),6-3,04:24:00,A,P. Petzschner,A. Ramos-Vinolas,GER,ESP,,,,,281,/en/stats/leaderboard?page=serve,7,12,56,109,194,75,82,109,49,42,85,86,6,7,26,268,/en/stats/leaderboard?page=serve,7,10,63,112,179,73,82,112,51,34,67,63,10,16,28,64,124,194,35,63,179,50,187,373,65,116,179,36,70,194,50,186,373,,,2.0,7.0,5.0,7.0,,,P624,R772
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS075,R128,01:58:00,,F,3,T742,"6-2,7-5,6-0",J. Tipsarevic,A. Gensse,,,SRB,FRA,6-2,7-5,6-0,,,01:58:00,A,J. Tipsarevic,A. Gensse,SRB,FRA,,,,,299,/en/stats/leaderboard?page=serve,4,5,45,35,77,91,32,35,62,26,42,100,4,4,13,222,/en/stats/leaderboard?page=serve,3,4,70,67,96,57,38,67,41,12,29,57,8,14,13,75,58,77,48,46,96,60,104,173,52,50,96,25,19,77,40,69,173,,,,,,,,,T742,G695
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS076,R128,02:01:00,,F,3,G710,"6-4,6-4,6-4",M. Granollers,X. Malisse,,,ESP,BEL,6-4,6-4,6-4,,,02:01:00,A,M. Granollers,X. Malisse,ESP,BEL,,,,,265,/en/stats/leaderboard?page=serve,3,2,57,46,81,80,37,46,49,17,35,40,2,5,15,230,/en/stats/leaderboard?page=serve,1,7,60,56,93,66,37,56,38,14,37,40,4,10,15,67,54,81,45,42,93,55,96,174,55,51,93,33,27,81,45,78,174,,,,,,,,,G710,M680
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS077,R128,03:01:00,,F,4,K926,"7-5,6-2,3-6,7-6(7)",M. Kukushkin,A. Montanes,,,KAZ,ESP,7-5,6-2,3-6,7-6(7),,03:01:00,A,M. Kukushkin,A. Montanes,KAZ,ESP,,,,,275,/en/stats/leaderboard?page=serve,3,9,53,69,130,77,53,69,54,33,61,67,6,9,21,255,/en/stats/leaderboard?page=serve,7,3,54,69,127,75,52,69,50,29,58,60,6,10,20,66,86,130,36,46,127,51,132,257,64,81,127,34,44,130,49,125,257,,,,,7.0,5.0,,,K926,M824
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS078,R128,03:32:00,,F,5,F316,"1-6,7-5,5-7,6-1,6-3",J. Ferrero,P. Andujar,,,ESP,ESP,1-6,7-5,5-7,6-1,6-3,03:32:00,A,J. Ferrero,P. Andujar,ESP,ESP,,,,,249,/en/stats/leaderboard?page=serve,6,10,59,96,163,59,57,96,54,36,67,74,17,23,23,237,/en/stats/leaderboard?page=serve,5,5,59,95,162,64,61,95,48,32,67,50,8,16,24,57,93,163,43,69,162,50,162,325,57,93,162,43,70,163,50,163,325,,,,,,,,,F316,A596
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS079,R128,02:39:00,,F,3,MC65,"7-6(7),6-3,6-4",G. Monfils,G. Dimitrov,,,FRA,BUL,7-6(7),6-3,6-4,,,02:39:00,A,G. Monfils,G. Dimitrov,FRA,BUL,,,,,262,/en/stats/leaderboard?page=serve,3,2,58,64,111,67,43,64,57,27,47,70,7,10,16,230,/en/stats/leaderboard?page=serve,5,3,58,68,117,63,43,68,45,22,49,62,8,13,15,63,70,111,44,52,117,54,122,228,56,65,117,37,41,111,46,106,228,7.0,4.0,,,,,,,MC65,D875
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS080,R128,01:46:00,,F,3,F324,"6-4,6-3,6-2",R. Federer,S. Giraldo,,,SUI,COL,6-4,6-3,6-2,,,01:46:00,A,R. Federer,S. Giraldo,SUI,COL,,,,,259,/en/stats/leaderboard?page=serve,3,5,61,51,83,71,36,51,47,15,32,0,0,3,14,194,/en/stats/leaderboard?page=serve,2,2,53,52,98,62,32,52,33,15,46,61,11,18,13,61,51,83,52,51,98,56,102,181,48,47,98,39,32,83,44,79,181,,,,,,,,,F324,G725
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS081,R128,03:27:00,,F,5,SC56,"4-6,2-6,6-4,6-3,6-0",D. Sela,T. Bellucci,,,ISR,BRA,4-6,2-6,6-4,6-3,6-0,03:27:00,A,D. Sela,T. Bellucci,ISR,BRA,,,,,240,/en/stats/leaderboard?page=serve,10,9,47,64,136,72,46,64,50,36,72,50,6,12,22,243,/en/stats/leaderboard?page=serve,6,9,56,75,134,67,50,75,46,27,59,54,7,13,21,60,82,136,43,57,134,51,139,270,57,77,134,40,54,136,49,131,270,,,,,,,,,SC56,BD20
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS082,R128,01:50:00,,F,3,TA46,"6-3,6-4,6-4",B. Tomic,M. Yani,,,AUS,USA,6-3,6-4,6-4,,,01:50:00,A,B. Tomic,M. Yani,AUS,USA,,,,,282,/en/stats/leaderboard?page=serve,3,9,60,63,105,78,49,63,45,19,42,80,4,5,15,252,/en/stats/leaderboard?page=serve,1,4,58,47,81,70,33,47,50,17,34,43,3,7,14,65,68,105,38,31,81,53,99,186,62,50,81,35,37,105,47,87,186,,,,,,,,,TA46,Y070
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS083,R128,02:26:00,,F,3,C977,"6-2,7-5,7-6(8)",M. Cilic,R. Harrison,,,CRO,USA,6-2,7-5,7-6(8),,,02:26:00,A,M. Cilic,R. Harrison,CRO,USA,,,8.0,6.0,248,/en/stats/leaderboard?page=serve,4,2,45,43,95,67,29,43,63,33,52,43,3,7,16,197,/en/stats/leaderboard?page=serve,7,1,43,41,96,51,21,41,53,29,55,22,2,9,16,65,62,95,48,46,96,57,108,191,52,50,96,35,33,95,43,83,191,,,,,,,,,C977,H940
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS084,R128,02:00:00,,F,3,S694,"6-4,6-1,6-3",R. Stepanek,P. Kohlschreiber,,,CZE,GER,6-4,6-1,6-3,,,02:00:00,A,R. Stepanek,P. Kohlschreiber,CZE,GER,,,,,288,/en/stats/leaderboard?page=serve,5,3,54,46,85,80,37,46,56,22,39,100,2,2,13,229,/en/stats/leaderboard?page=serve,3,6,49,40,81,70,28,40,46,19,41,44,4,9,13,69,59,85,42,34,81,56,93,166,58,47,81,31,26,85,44,73,166,,,,,,,,,S694,K435
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS085,R128,01:58:00,,F,3,MA21,"7-6(7),6-2,6-2",J. Monaco,A. Seppi,,,ARG,ITA,7-6(7),6-2,6-2,,,01:58:00,A,J. Monaco,A. Seppi,ARG,ITA,,,,,245,/en/stats/leaderboard?page=serve,3,3,60,53,89,70,37,53,44,16,36,50,4,8,14,183,/en/stats/leaderboard?page=serve,6,6,60,51,85,57,29,51,24,8,34,27,3,11,14,60,53,89,56,48,85,58,101,174,44,37,85,40,36,89,42,73,174,7.0,1.0,,,,,,,MA21,SA93
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS086,R128,02:50:00,,F,4,H355,"6-3,6-4,6-7(5),6-1",T. Haas,J. Dasnieres de Veigy,,,GER,FRA,6-3,6-4,6-7(5),6-1,,02:50:00,A,T. Haas,J. Dasnieres de Veigy,GER,FRA,,,5.0,7.0,294,/en/stats/leaderboard?page=serve,9,18,65,81,125,73,59,81,57,25,44,80,8,10,20,233,/en/stats/leaderboard?page=serve,2,5,66,78,119,69,54,78,29,12,41,40,4,10,18,67,84,125,45,53,119,56,137,244,55,66,119,33,41,125,44,107,244,,,,,,,,,H355,D729
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS087,R128,03:40:00,,F,5,F444,"3-6,6-3,4-6,7-5,7-5",A. Falla,V. Troicki,,,COL,SRB,3-6,6-3,4-6,7-5,7-5,03:40:00,A,A. Falla,V. Troicki,COL,SRB,,,,,261,/en/stats/leaderboard?page=serve,3,3,51,81,158,73,59,81,57,44,77,62,8,13,26,259,/en/stats/leaderboard?page=serve,5,13,63,108,172,76,82,108,36,23,64,73,16,22,26,65,103,158,39,67,172,52,170,330,61,105,172,35,55,158,48,160,330,,,,,,,,,F444,T840
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS088,R128,02:09:00,,F,3,T786,"6-4,6-4,6-4",J. Tsonga,Y. Lu,,,FRA,TPE,6-4,6-4,6-4,,,02:09:00,A,J. Tsonga,Y. Lu,FRA,TPE,,,,,293,/en/stats/leaderboard?page=serve,5,6,60,53,89,75,40,53,64,23,36,75,3,4,15,257,/en/stats/leaderboard?page=serve,3,6,56,45,80,71,32,45,54,19,35,56,5,9,15,71,63,89,36,29,80,54,92,169,64,51,80,29,26,89,46,77,169,,,,,,,,,T786,L575
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS089,R128,02:14:00,,F,4,BC11,"6-3,6-2,3-6,6-4",S. Bubka,A. Haider-Maurer,,,UKR,AUT,6-3,6-2,3-6,6-4,,02:14:00,A,S. Bubka,A. Haider-Maurer,UKR,AUT,,,,,327,/en/stats/leaderboard?page=serve,2,25,69,67,97,84,56,67,57,17,30,67,2,3,18,260,/en/stats/leaderboard?page=serve,10,14,53,63,118,75,47,63,51,28,55,56,5,9,18,75,73,97,36,43,118,54,116,215,64,75,118,25,24,97,46,99,215,,,,,,,,,BC11,H804
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS090,R128,01:16:00,,F,3,K771,"6-3,6-2,1-0",M. Ilhan,F. Dancevic,,,TUR,CAN,6-3,6-2,1-0,,,01:16:00,A,M. Ilhan,F. Dancevic,TUR,CAN,,,,,299,/en/stats/leaderboard?page=serve,2,7,55,31,56,87,27,31,52,13,25,100,2,2,10,218,/en/stats/leaderboard?page=serve,2,4,51,25,49,68,17,25,42,10,24,43,3,7,9,71,40,56,45,22,49,59,62,105,55,27,49,29,16,56,41,43,105,,,,,,,,,K771,D499
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS091,R128,02:36:00,,F,4,V306,"3-6,6-4,6-1,6-4",F. Verdasco,J. Nieminen,,,ESP,FIN,3-6,6-4,6-1,6-4,,02:36:00,A,F. Verdasco,J. Nieminen,ESP,FIN,,,,,278,/en/stats/leaderboard?page=serve,1,8,66,74,112,80,59,74,42,16,38,57,4,7,18,229,/en/stats/leaderboard?page=serve,6,2,55,65,118,69,45,65,43,23,53,63,10,16,18,67,75,112,42,50,118,54,125,230,58,68,118,33,37,112,46,105,230,,,,,,,,,V306,N289
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS092,R128,02:49:00,,F,5,L428,"6-2,4-6,4-6,6-3,6-2",M. Llodra,V. Hanescu,,,FRA,ROU,6-2,4-6,4-6,6-3,6-2,02:49:00,A,M. Llodra,V. Hanescu,FRA,ROU,,,,,281,/en/stats/leaderboard?page=serve,8,11,60,75,126,79,59,75,53,27,51,25,1,4,23,244,/en/stats/leaderboard?page=serve,5,2,44,53,121,77,41,53,54,37,68,54,7,13,22,68,86,126,36,43,121,52,129,247,64,78,121,32,40,126,48,118,247,,,,,,,,,L428,H528
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS093,R128,01:38:00,,F,3,A678,"6-1,6-3,6-0",K. Anderson,G. Soeda,,,RSA,JPN,6-1,6-3,6-0,,,01:38:00,A,K. Anderson,G. Soeda,RSA,JPN,,,,,343,/en/stats/leaderboard?page=serve,1,9,68,40,59,83,33,40,84,16,19,0,0,0,11,183,/en/stats/leaderboard?page=serve,3,0,58,49,84,55,27,49,37,13,35,46,6,13,11,83,49,59,52,44,84,65,93,143,48,40,84,17,10,59,35,50,143,,,,,,,,,A678,SC47
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS094,R128,02:43:00,,F,4,J267,"4-6,6-1,6-4,6-2",M. Jaziri,T. de Bakker,,,TUN,NED,4-6,6-1,6-4,6-2,,02:43:00,A,M. Jaziri,T. de Bakker,TUN,NED,,,,,285,/en/stats/leaderboard?page=serve,4,9,57,57,100,82,47,57,53,23,43,71,5,7,18,233,/en/stats/leaderboard?page=serve,8,12,53,68,129,76,52,68,36,22,61,65,11,17,17,70,70,100,43,55,129,55,125,229,57,74,129,30,30,100,45,104,229,,,,,,,,,J267,D776
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS095,R128,01:43:00,,F,3,F339,"6-2,6-2,6-1",M. Fish,T. Kamke,,,USA,GER,6-2,6-2,6-1,,,01:43:00,A,M. Fish,T. Kamke,USA,GER,,,,,286,/en/stats/leaderboard?page=serve,4,4,59,43,73,86,37,43,50,15,30,83,5,6,12,179,/en/stats/leaderboard?page=serve,7,0,55,41,75,51,21,41,44,15,34,13,1,8,11,71,52,73,52,39,75,61,91,148,48,36,75,29,21,73,39,57,148,,,,,,,,,F339,K839
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS096,R128,02:15:00,,F,4,SC73,"6-0,3-6,6-4,1-0",R. Dutra Silva,L. Sorensen,,,BRA,IRL,6-0,3-6,6-4,1-0,,02:15:00,A,R. Dutra Silva,L. Sorensen,BRA,IRL,,,,,277,/en/stats/leaderboard?page=serve,1,1,51,43,85,77,33,43,57,24,42,80,4,5,13,262,/en/stats/leaderboard?page=serve,1,6,65,55,85,64,35,55,57,17,30,64,7,11,14,67,57,85,39,33,85,53,90,170,61,52,85,33,28,85,47,80,170,,,,,,,,,SC73,SD69
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS097,R128,03:40:00,,F,5,B842,"4-6,4-6,6-3,7-6(7),6-3",A. Bogomolov Jr.,S. Johnson,,,RUS,USA,4-6,4-6,6-3,7-6(7),6-3,03:40:00,A,A. Bogomolov Jr.,S. Johnson,RUS,USA,,,,,288,/en/stats/leaderboard?page=serve,8,8,68,106,157,73,77,106,63,32,51,64,7,11,26,280,/en/stats/leaderboard?page=serve,7,23,63,110,176,73,80,110,45,30,66,71,10,14,24,69,109,157,38,66,176,53,175,333,63,110,176,31,48,157,47,158,333,,,,,7.0,3.0,,,B842,J386
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS098,R128,02:57:00,,F,4,G569,"6-3,6-4,6-7(5),6-1",R. Ginepri,J. Souza,,,USA,BRA,6-3,6-4,6-7(5),6-1,,02:57:00,A,R. Ginepri,J. Souza,USA,BRA,,,5.0,7.0,280,/en/stats/leaderboard?page=serve,3,8,60,85,141,61,52,85,64,36,56,86,12,14,20,241,/en/stats/leaderboard?page=serve,5,10,63,72,114,67,48,72,40,17,42,40,4,10,18,62,88,141,43,49,114,54,137,255,57,65,114,38,53,141,46,118,255,,,,,,,,,G569,SG64
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS099,R128,03:12:00,,F,4,I186,"7-6(7),7-6(13),2-6,6-4",J. Isner,M. Baghdatis,,,USA,CYP,7-6(7),7-6(13),2-6,6-4,,03:12:00,A,J. Isner,M. Baghdatis,USA,CYP,,,,,307,/en/stats/leaderboard?page=serve,3,14,72,100,138,76,76,100,58,22,38,60,3,5,21,291,/en/stats/leaderboard?page=serve,5,11,47,65,138,85,55,65,58,42,73,80,4,5,21,71,98,138,30,41,138,50,139,276,70,97,138,29,40,138,50,137,276,7.0,2.0,13.0,11.0,,,,,I186,B837
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS100,R128,01:28:00,,F,3,D683,"6-3,6-1,6-1",J. del Potro,F. Volandri,,,ARG,ITA,6-3,6-1,6-1,,,01:28:00,A,J. del Potro,F. Volandri,ARG,ITA,,,,,333,/en/stats/leaderboard?page=serve,3,18,68,38,56,89,34,38,61,11,18,0,0,0,11,183,/en/stats/leaderboard?page=serve,5,0,51,39,77,59,23,39,37,14,38,50,7,14,12,80,45,56,52,40,77,64,85,133,48,37,77,20,11,56,36,48,133,,,,,,,,,D683,V254
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS101,R128,00:32:00,,F,1,J214,6-2,D. Junqueira,K. Beck,,,ARG,SVK,6-2,,,,,00:32:00,A,D. Junqueira,K. Beck,ARG,SVK,,,,,305,/en/stats/leaderboard?page=serve,2,0,57,12,21,83,10,12,67,6,9,0,0,0,4,196,/en/stats/leaderboard?page=serve,5,0,63,20,32,55,11,20,33,4,12,33,1,3,4,76,16,21,53,17,32,62,33,53,47,15,32,24,5,21,38,20,53,,,,,,,,,J214,B804
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS102,R128,03:57:00,,F,5,G476,"6-3,1-6,7-6(7),4-6,7-6(7)",G. Garcia-Lopez,D. Gimeno-Traver,,,ESP,ESP,6-3,1-6,7-6(7),4-6,7-6(7),03:57:00,A,G. Garcia-Lopez,D. Gimeno-Traver,ESP,ESP,,,7.0,1.0,230,/en/stats/leaderboard?page=serve,13,8,46,76,167,75,57,76,46,42,91,65,15,23,25,245,/en/stats/leaderboard?page=serve,10,8,53,93,174,70,65,93,48,39,81,74,17,23,25,59,99,167,40,70,174,50,169,341,60,104,174,41,68,167,50,172,341,,,,,,,7.0,4.0,G476,G676
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS103,R128,03:32:00,,F,5,SD32,"3-6,6-3,6-4,3-6,6-4",G. Simon,R. Mello,,,FRA,BRA,3-6,6-3,6-4,3-6,6-4,03:32:00,A,G. Simon,R. Mello,FRA,BRA,,,,,272,/en/stats/leaderboard?page=serve,8,9,53,82,155,78,64,82,49,36,73,67,4,6,23,271,/en/stats/leaderboard?page=serve,4,2,61,103,168,67,69,103,58,38,65,80,12,15,24,65,100,155,36,61,168,50,161,323,64,107,168,35,55,155,50,162,323,,,,,,,,,SD32,M708
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS104,R128,02:28:00,,F,4,W367,"3-6,6-4,6-1,6-3",S. Wawrinka,M. Gonzalez,,,SUI,ARG,3-6,6-4,6-1,6-3,,02:28:00,A,S. Wawrinka,M. Gonzalez,SUI,ARG,,,,,279,/en/stats/leaderboard?page=serve,5,10,54,53,98,79,42,53,58,26,45,50,3,6,18,235,/en/stats/leaderboard?page=serve,3,4,59,69,116,51,35,69,60,28,47,63,10,16,17,69,68,98,46,53,116,57,121,214,54,63,116,31,30,98,43,93,214,,,,,,,,,W367,G585
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS105,R128,02:13:00,,F,3,Y124,"6-4,6-2,6-4",D. Young,L. Lacko,,,USA,SVK,6-4,6-2,6-4,,,02:13:00,A,D. Young,L. Lacko,USA,SVK,,,,,296,/en/stats/leaderboard?page=serve,1,0,67,51,76,73,37,51,72,18,25,60,3,5,14,217,/en/stats/leaderboard?page=serve,7,7,58,70,121,57,40,70,45,23,51,65,11,17,14,72,55,76,48,58,121,57,113,197,52,63,121,28,21,76,43,84,197,,,,,,,,,Y124,L797
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS106,R128,03:51:00,,F,5,D632,"6-7(4),4-6,7-5,6-1,7-6(7)",S. Darcis,D. Tursunov,,,BEL,RUS,6-7(4),4-6,7-5,6-1,7-6(7),03:51:00,A,S. Darcis,D. Tursunov,BEL,RUS,,,,,264,/en/stats/leaderboard?page=serve,13,20,54,92,169,77,71,92,49,38,77,45,5,11,27,232,/en/stats/leaderboard?page=serve,12,7,53,91,171,66,60,91,49,39,80,56,10,18,26,64,109,169,42,72,171,53,181,340,58,99,171,36,60,169,47,159,340,4.0,7.0,,,,,7.0,0.0,D632,T315
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS107,R128,00:27:00,,F,1,C514,3-1,J. Chela,M. Matosevic,,,ARG,AUS,3-1,,,,,00:27:00,A,J. Chela,M. Matosevic,ARG,AUS,,,,,282,/en/stats/leaderboard?page=serve,2,0,65,13,20,62,8,13,57,4,7,100,3,3,2,206,/en/stats/leaderboard?page=serve,1,0,64,7,11,43,3,7,50,2,4,0,0,1,2,60,12,20,55,6,11,58,18,31,45,5,11,40,8,20,42,13,31,,,,,,,,,C514,ME05
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS108,R128,01:58:00,,F,3,L397,"6-2,6-4,6-4",F. Lopez,T. Ito,,,ESP,JPN,6-2,6-4,6-4,,,01:58:00,A,F. Lopez,T. Ito,ESP,JPN,,,,,314,/en/stats/leaderboard?page=serve,3,18,56,49,87,82,40,49,61,23,38,100,5,5,14,236,/en/stats/leaderboard?page=serve,6,3,55,52,94,65,34,52,48,20,42,43,3,7,14,72,63,87,43,40,94,57,103,181,57,54,94,28,24,87,43,78,181,,,,,,,,,L397,I230
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS109,R128,01:22:00,,F,3,PD07,"6-1,6-2,6-1",V. Pospisil,L. Rosol,,,CAN,CZE,6-1,6-2,6-1,,,01:22:00,A,V. Pospisil,L. Rosol,CAN,CZE,,,,,297,/en/stats/leaderboard?page=serve,6,13,56,43,77,81,35,43,53,18,34,100,6,6,11,171,/en/stats/leaderboard?page=serve,7,3,49,33,68,61,20,33,29,10,35,46,6,13,11,69,53,77,56,38,68,63,91,145,44,30,68,31,24,77,37,54,145,,,,,,,,,PD07,R685
560,2011,US Open,GS,2011-08-29T00:00:00,2011-09-11T00:00:00,Hard,128,10768000,$,MS110,R128,01:32:00,,F,3,H756,"6-0,6-4,6-4",R. Haase,R. Machado,,,NED,POR,6-0,6-4,6-4,,,01:32:00,A,R. Haase,R. Machado,NED,POR,,,,,307,/en/stats/leaderboard?page=serve,2,7,65,44,68,82,36,44,63,15,24,0,0,1,13,205,/en/stats/leaderboard?page=serve,3,1,51,41,80,59,24,41,44,17,39,33,3,9,13,75,51,68,49,39,80,61,90,148,51,41,80,25,17,68,39,58,148,,,,,,,,,H756,MA49
