event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS001,F,01:43:00,,F,2,I186,"6-3,7-6(8)",J. Isner,O. Rochus,,,USA,BEL,6-3,7-6(8),,,,01:43:00,A,J. Isner,O. Rochus,USA,BEL,,,8,6,341,/en/stats/leaderboard?page=serve,1,22,66,42,64,90,38,42,64,14,22,100,1,1,11,269,/en/stats/leaderboard?page=serve,1,1,56,47,84,66,31,47,57,21,37,90,9,10,10,81,52,64,38,32,84,57,84,148,62,52,84,19,12,64,43,64,148,,,I186,R397
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS002,SF,01:38:00,,F,2,I186,"7-5,7-6(7)",J. Isner,T. Kamke,,,USA,GER,7-5,7-6(7),,,,01:38:00,A,J. Isner,T. Kamke,USA,GER,,,7,4,339,/en/stats/leaderboard?page=serve,3,12,75,49,65,86,42,49,69,11,16,100,1,1,12,264,/en/stats/leaderboard?page=serve,8,4,46,41,90,78,32,41,53,26,49,83,5,6,12,82,53,65,36,32,90,55,85,155,64,58,90,18,12,65,45,70,155,,,I186,K839
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS003,SF,01:13:00,,F,2,R397,"6-2,6-4",O. Rochus,M. Yani,,,BEL,USA,6-2,6-4,,,,01:13:00,A,O. Rochus,M. Yani,BEL,USA,,,,,316,/en/stats/leaderboard?page=serve,1,3,67,32,48,84,27,32,63,10,16,0,0,0,9,249,/en/stats/leaderboard?page=serve,2,8,67,43,64,67,29,43,43,9,21,50,3,6,9,77,37,48,41,26,64,56,63,112,59,38,64,23,11,48,44,49,112,,,R397,Y070
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS004,QF,01:34:00,,F,2,I186,"7-6(7),6-4",J. Isner,A. Bogomolov Jr.,,,USA,RUS,7-6(7),6-4,,,,01:34:00,A,J. Isner,A. Bogomolov Jr.,USA,RUS,,,,,330,/en/stats/leaderboard?page=serve,1,21,76,51,67,78,40,51,56,9,16,0,0,0,11,274,/en/stats/leaderboard?page=serve,5,0,66,54,82,69,37,54,54,15,28,67,2,3,11,73,49,67,37,30,82,53,79,149,63,52,82,27,18,67,47,70,149,7,5,I186,B842
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS005,QF,01:39:00,,F,3,K839,"3-6,6-1,6-3",T. Kamke,E. Roger-Vasselin,,,GER,FRA,3-6,6-1,6-3,,,01:39:00,A,T. Kamke,E. Roger-Vasselin,GER,FRA,,,,,269,/en/stats/leaderboard?page=serve,5,1,56,41,73,73,30,41,53,17,32,75,3,4,12,247,/en/stats/leaderboard?page=serve,2,3,61,51,84,71,36,51,45,15,33,69,9,13,13,64,47,73,39,33,84,51,80,157,61,51,84,36,26,73,49,77,157,,,K839,R613
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS006,QF,01:27:00,,F,2,R397,"7-6(7),6-3",O. Rochus,M. Ebden,,,BEL,AUS,7-6(7),6-3,,,,01:27:00,A,O. Rochus,M. Ebden,BEL,AUS,,,,,295,/en/stats/leaderboard?page=serve,1,2,47,33,70,85,28,33,62,23,37,100,2,2,11,287,/en/stats/leaderboard?page=serve,4,5,63,39,62,72,28,39,61,14,23,0,0,1,10,73,51,70,32,20,62,54,71,132,68,42,62,27,19,70,46,61,132,7,5,R397,E690
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS007,QF,02:11:00,,F,3,Y070,"6-3,6-7(5),7-5",M. Yani,D. Kudla,,,USA,USA,6-3,6-7(5),7-5,,,02:11:00,A,M. Yani,D. Kudla,USA,USA,,,5,7,233,/en/stats/leaderboard?page=serve,5,7,57,64,112,58,37,64,48,23,48,38,3,8,16,200,/en/stats/leaderboard?page=serve,8,3,51,56,109,55,31,56,47,25,53,38,5,13,17,54,60,112,49,53,109,51,113,221,51,56,109,46,52,112,49,108,221,,,Y070,KB09
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS008,R16,01:51:00,,F,2,I186,"7-6(8),6-4",J. Isner,A. Clement,,,USA,FRA,7-6(8),6-4,,,,01:51:00,A,J. Isner,A. Clement,USA,FRA,,,,,306,/en/stats/leaderboard?page=serve,4,11,69,45,65,80,36,45,60,12,20,0,0,1,11,245,/en/stats/leaderboard?page=serve,9,2,50,47,94,70,33,47,51,24,47,83,10,12,11,74,48,65,39,37,94,53,85,159,61,57,94,26,17,65,47,74,159,8,6,I186,C487
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS009,R16,01:13:00,,F,3,B842,"2-6,6-0,6-1",A. Bogomolov Jr.,R. Bemelmans,,,RUS,BEL,2-6,6-0,6-1,,,01:13:00,A,A. Bogomolov Jr.,R. Bemelmans,RUS,BEL,,,,,282,/en/stats/leaderboard?page=serve,1,0,76,54,71,61,33,54,65,11,17,71,5,7,11,216,/en/stats/leaderboard?page=serve,5,4,61,37,61,68,25,37,38,9,24,38,3,8,10,62,44,71,44,27,61,54,71,132,56,34,61,38,27,71,46,61,132,,,B842,BE54
315,2011,Newport,250,2011-07-04T00:00:00,2011-07-10T00:00:00,Grass,32,442500,$,MS010,R16,01:30:00,,F,2,R613,"7-5,6-4",E. Roger-Vasselin,J. Wang,,,FRA,TPE,7-5,6-4,,,,01:30:00,A,E. Roger-Vasselin,J. Wang,FRA,TPE,,,,,254,/en/stats/leaderboard?page=serve,4,1,66,39,59,64,25,39,55,11,20,40,2,5,11,209,/en/stats/leaderboard?page=serve,2,0,57,43,76,58,25,43,42,14,33,64,9,14,11,61,36,59,49,37,76,54,73,135,51,39,76,39,23,59,46,62,135,,,R613,W373
