event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS011,R16,01:46:00,,F,3,C216,"7-6(8),1-6,6-1",T. Carbonell,M. Puerta,,,ESP,ARG,7-6(8),1-6,6-1,,,01:46:00,8,6,262,/en/stats/leaderboard?page=serve,2,0,70,54,77,70,38,54,48,11,23,50,3,6,13,270,/en/stats/leaderboard?page=serve,1,6,67,62,92,55,34,62,67,20,30,73,8,11,13,64,49,77,41,38,92,51,87,169,59,54,92,36,28,77,49,82,169,A,,,,,,,T. Carbonell,M. Puerta,C216,P372,ESP,ARG,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS012,R16,01:08:00,,F,2,M099,"6-3,6-2",T. Muster,J. Marin,,,AUT,CRC,6-3,6-2,,,,01:08:00,,,304,/en/stats/leaderboard?page=serve,1,2,64,27,42,78,21,27,73,11,15,0,0,1,9,202,/en/stats/leaderboard?page=serve,1,2,49,25,51,56,14,25,46,12,26,43,3,7,8,76,32,42,49,25,51,61,57,93,51,26,51,24,10,42,39,36,93,A,,,,,,,T. Muster,J. Marin,M099,M578,AUT,CRC,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS013,R16,01:46:00,,F,3,H355,"5-7,6-1,6-4",T. Haas,A. Berasategui,,,GER,ESP,5-7,6-1,6-4,,,01:46:00,,,253,/en/stats/leaderboard?page=serve,3,2,68,64,94,53,34,64,67,20,30,50,5,10,15,214,/en/stats/leaderboard?page=serve,9,2,73,74,101,57,42,74,41,11,27,65,13,20,14,57,54,94,48,48,101,52,102,195,52,53,101,43,40,94,48,93,195,A,,,,,,,T. Haas,A. Berasategui,H355,B428,GER,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS014,R16,00:47:00,,F,2,K293,"6-1,6-1",G. Kuerten,O. Serrano,,,BRA,ESP,6-1,6-1,,,,00:47:00,,,276,/en/stats/leaderboard?page=serve,1,2,63,26,41,88,23,26,53,8,15,,0,,7,145,/en/stats/leaderboard?page=serve,7,0,40,21,53,43,9,21,41,13,32,38,3,8,7,76,31,41,58,31,53,66,62,94,42,22,53,24,10,41,34,32,94,A,,,,,,,G. Kuerten,O. Serrano,K293,S676,BRA,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS015,R16,01:41:00,,F,2,B350,"7-6(7),6-3",S. Bruguera,A. Corretja,,,ESP,ESP,7-6(7),6-3,,,,01:41:00,7,5,282,/en/stats/leaderboard?page=serve,,5,51,35,69,74,26,35,62,21,34,,0,,10,262,/en/stats/leaderboard?page=serve,1,4,56,40,72,75,30,40,47,15,32,33,1,3,11,68,47,69,38,27,72,52,74,141,63,45,72,32,22,69,48,67,141,A,,,,False,,,S. Bruguera,A. Corretja,B350,C344,ESP,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS016,R32,01:42:00,,F,2,M605,"6-4,7-6(13)",C. Moya,I. Moldovan,,,ESP,ROU,6-4,7-6(13),,,,01:42:00,,,272,/en/stats/leaderboard?page=serve,1,7,56,43,77,67,29,43,62,21,34,60,3,5,11,253,/en/stats/leaderboard?page=serve,2,1,58,49,85,57,28,49,67,24,36,63,5,8,11,65,50,77,39,33,85,51,83,162,61,52,85,35,27,77,49,79,162,A,,13,11,,,,C. Moya,I. Moldovan,M605,M600,ESP,ROU,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS017,R32,01:16:00,,F,2,D198,"6-4,6-3",S. Dosedel,C. Costa,,,CZE,ESP,6-4,6-3,,,,01:16:00,,,287,/en/stats/leaderboard?page=serve,2,3,64,41,64,80,33,41,52,12,23,,0,,10,248,/en/stats/leaderboard?page=serve,4,3,68,47,69,77,36,47,27,6,22,71,5,7,9,70,45,64,39,27,69,54,72,133,61,42,69,30,19,64,46,61,133,A,,,,,,,S. Dosedel,C. Costa,D198,C179,CZE,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS018,R32,02:33:00,,F,3,S600,"6-7(6),6-4,7-6(8)",T. Schiessling,M. Safin,,,AUT,RUS,6-7(6),6-4,7-6(8),,,02:33:00,6,8,255,/en/stats/leaderboard?page=serve,6,1,64,75,117,63,47,75,57,24,42,56,5,9,17,238,/en/stats/leaderboard?page=serve,5,9,53,67,127,73,49,67,38,23,60,58,7,12,17,61,71,117,43,55,127,52,126,244,57,72,127,39,46,117,48,118,244,A,,,,,8,6,T. Schiessling,M. Safin,S600,S741,AUT,RUS,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS019,R32,02:06:00,,F,3,V205,"7-5,4-6,6-2",D. Vemic,F. Clavet,,,SRB,ESP,7-5,4-6,6-2,,,02:06:00,,,272,/en/stats/leaderboard?page=serve,4,5,65,59,91,73,43,59,47,15,32,71,5,7,15,259,/en/stats/leaderboard?page=serve,3,1,59,51,86,63,32,51,66,23,35,43,3,7,15,64,58,91,36,31,86,50,89,177,64,55,86,36,33,91,50,88,177,A,,,,,,,D. Vemic,F. Clavet,V205,C252,SRB,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS020,R32,00:59:00,,F,2,C378,"6-1,6-3",A. Costa,A. Ilie,,,ESP,AUS,6-1,6-3,,,,00:59:00,,,229,/en/stats/leaderboard?page=serve,2,4,66,25,38,92,23,25,69,9,13,0,0,,8,203,/en/stats/leaderboard?page=serve,2,1,60,34,57,68,23,34,26,6,23,43,3,7,8,84,32,38,49,28,57,63,60,95,51,29,57,16,6,38,37,35,95,A,,,,,,,A. Costa,A. Ilie,C378,I052,ESP,AUS,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS021,R32,00:32:00,,F,2,V195,"6-1,1-1",F. Vicente,J. Alonso,,,ESP,ESP,6-1,1-1,,,,00:32:00,,,236,/en/stats/leaderboard?page=serve,1,6,71,15,21,93,14,15,67,4,6,0,0,,5,177,/en/stats/leaderboard?page=serve,2,1,45,13,29,62,8,13,31,5,16,25,1,4,5,86,18,21,55,16,29,68,34,50,45,13,29,14,3,21,32,16,50,A,,,,,,,F. Vicente,J. Alonso,V195,A272,ESP,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS022,R32,02:07:00,,F,3,P372,"6-3,6-7(5),6-4",M. Puerta,J. Sanchez,,,ARG,ESP,6-3,6-7(5),6-4,,,02:07:00,,,294,/en/stats/leaderboard?page=serve,,3,78,91,117,70,64,91,50,13,26,89,8,9,16,266,/en/stats/leaderboard?page=serve,7,7,61,58,95,71,41,58,54,20,37,70,7,10,15,66,77,117,36,34,95,52,111,212,64,61,95,34,40,117,48,101,212,A,,5,7,False,,,M. Puerta,J. Sanchez,P372,S015,ARG,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS023,R32,01:59:00,,F,3,C216,"6-3,4-6,6-4",T. Carbonell,M. Gustafsson,,,ESP,SWE,6-3,4-6,6-4,,,01:59:00,,,254,/en/stats/leaderboard?page=serve,3,1,82,70,85,61,43,70,47,7,15,38,3,8,15,230,/en/stats/leaderboard?page=serve,4,2,73,66,91,58,38,66,44,11,25,54,7,13,14,59,50,85,46,42,91,52,92,176,54,49,91,41,35,85,48,84,176,A,,,,,,,T. Carbonell,M. Gustafsson,C216,G182,ESP,SWE,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS024,R32,01:17:00,,F,2,M099,"6-4,6-2",T. Muster,G. Blanco,,,AUT,ESP,6-4,6-2,,,,01:17:00,,,266,/en/stats/leaderboard?page=serve,,2,65,42,65,52,22,42,70,16,23,78,7,9,9,184,/en/stats/leaderboard?page=serve,2,2,38,20,52,55,11,20,47,15,32,44,4,9,9,58,38,65,50,26,52,55,64,117,50,26,52,42,27,65,45,53,117,A,,,,False,,,T. Muster,G. Blanco,M099,B518,AUT,ESP,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS025,R32,01:41:00,,F,3,M578,"6-2,3-6,6-4",J. Marin,A. Pavel,,,CRC,ROU,6-2,3-6,6-4,,,01:41:00,,,251,/en/stats/leaderboard?page=serve,3,0,63,46,73,63,29,46,59,16,27,56,5,9,13,225,/en/stats/leaderboard?page=serve,2,2,64,59,92,56,33,59,48,16,33,65,11,17,14,62,45,73,47,43,92,53,88,165,53,49,92,38,28,73,47,77,165,A,,,,,,,J. Marin,A. Pavel,M578,P280,CRC,ROU,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS026,R32,01:15:00,,F,3,H355,"6-1,3-6,6-2",T. Haas,B. Ulihrach,,,GER,CZE,6-1,3-6,6-2,,,01:15:00,,,257,/en/stats/leaderboard?page=serve,3,6,63,46,73,72,33,46,44,12,27,57,4,7,12,194,/en/stats/leaderboard?page=serve,7,3,44,30,68,67,20,30,37,14,38,40,4,10,12,62,45,73,50,34,68,56,79,141,50,34,68,38,28,73,44,62,141,A,,,,,,,T. Haas,B. Ulihrach,H355,U032,GER,CZE,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS027,R32,01:01:00,,F,2,B428,"6-2,6-4",A. Berasategui,N. Lapentti,,,ESP,ECU,6-2,6-4,,,,01:01:00,,,289,/en/stats/leaderboard?page=serve,5,0,79,49,62,73,36,49,54,7,13,,0,,9,273,/en/stats/leaderboard?page=serve,,0,87,48,55,63,30,48,57,4,7,63,5,8,9,69,43,62,38,21,55,55,64,117,62,34,55,31,19,62,45,53,117,A,False,,,,,,A. Berasategui,N. Lapentti,B428,L290,ESP,ECU,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS028,R32,01:06:00,,F,2,K293,"7-6(7),1-0",G. Kuerten,J. Van Herck,,,BRA,BEL,7-6(7),1-0,,,,01:06:00,7,4,226,/en/stats/leaderboard?page=serve,1,4,60,31,52,68,21,31,38,8,21,67,6,9,7,206,/en/stats/leaderboard?page=serve,4,1,56,24,43,54,13,24,42,8,19,25,1,4,7,56,29,52,51,22,43,54,51,95,49,21,43,44,23,52,46,44,95,A,,,,,,,G. Kuerten,J. Van Herck,K293,V167,BRA,BEL,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS029,R32,00:57:00,,F,2,S676,"6-3,6-1",O. Serrano,F. Squillari,,,ESP,ARG,6-3,6-1,,,,00:57:00,,,225,/en/stats/leaderboard?page=serve,,1,68,28,41,79,22,28,77,10,13,0,0,,8,223,/en/stats/leaderboard?page=serve,,0,66,35,53,51,18,35,56,10,18,56,5,9,8,78,32,41,47,25,53,61,57,94,53,28,53,22,9,41,39,37,94,A,False,,,False,,,O. Serrano,F. Squillari,S676,S568,ESP,ARG,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS030,R32,01:02:00,,F,2,B350,"6-3,6-3",S. Bruguera,J. Novak,,,ESP,CZE,6-3,6-3,,,,01:02:00,,,201,/en/stats/leaderboard?page=serve,5,2,56,27,48,74,20,27,19,4,21,33,2,6,9,162,/en/stats/leaderboard?page=serve,4,1,59,37,63,49,18,37,35,9,26,42,5,12,9,50,24,48,57,36,63,54,60,111,43,27,63,50,24,48,46,51,111,A,,,,,,,S. Bruguera,J. Novak,B350,N254,ESP,CZE,,
7306,1998,Mallorca,WS,1998-09-28T00:00:00,1998-10-04T00:00:00,Clay,32,425000,$,MS031,R32,02:02:00,,F,3,C344,"5-7,6-3,6-3",A. Corretja,D. Hrbaty,,,ESP,SVK,5-7,6-3,6-3,,,02:02:00,,,261,/en/stats/leaderboard?page=serve,2,3,52,48,93,81,39,48,47,21,45,50,3,6,15,232,/en/stats/leaderboard?page=serve,5,4,54,46,85,72,33,46,41,16,39,58,7,12,15,65,60,93,42,36,85,54,96,178,58,49,85,35,33,93,46,82,178,A,,,,,,,A. Corretja,D. Hrbaty,C344,H377,ESP,SVK,,
