event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_isstatbetter_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS031,R32,01:41:00,,F,2,K267,"7-6(7),7-6(7)",Y. Kafelnikov,R. Fromberg,,,RUS,AUS,7-6(7),7-6(7),,,,01:41:00,257,/en/stats/leaderboard?page=serve,,0,47,42,89,64,27,42,64,30,47,33,1,3,12,271,/en/stats/leaderboard?page=serve,,8,47,35,74,77,27,35,59,23,39,33,1,3,12,64,57,89,32,24,74,50,81,163,68,50,74,36,32,89,50,82,163,A,1,3,7,4,7,4,,,Y. Kafelnikov,R. Fromberg,K267,F164,RUS,AUS,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS033,R64,02:05:00,,F,3,R284,"4-6,7-6(7),7-5",A. Radulescu,T. Nydahl,,,GER,SWE,4-6,7-6(7),7-5,,,02:05:00,270,/en/stats/leaderboard?page=serve,,16,47,45,95,80,36,45,54,27,50,50,4,8,17,254,/en/stats/leaderboard?page=serve,,1,72,87,121,74,64,87,35,12,34,60,6,10,17,66,63,95,37,45,121,50,108,216,63,76,121,34,32,95,50,108,216,A,3,4,7,4,,,,,A. Radulescu,T. Nydahl,R284,N099,GER,SWE,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS034,R64,01:09:00,,F,2,C439,"6-4,6-3",M. Craca,M. Goellner,,,GER,GER,6-4,6-3,,,,01:09:00,291,/en/stats/leaderboard?page=serve,,0,79,49,62,67,33,49,69,9,13,,0,,9,247,/en/stats/leaderboard?page=serve,,3,52,32,62,81,26,32,43,13,30,57,4,7,10,68,42,62,37,23,62,52,65,124,63,39,62,32,20,62,48,59,124,A,1,2,,,,,,,M. Craca,M. Goellner,C439,G252,GER,GER,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS035,R64,01:04:00,,F,2,A226,"6-4,6-2",H. Arazi,J. Siemerink,,,MAR,NED,6-4,6-2,,,,01:04:00,270,/en/stats/leaderboard?page=serve,,1,57,30,53,77,23,30,70,16,23,,0,,9,231,/en/stats/leaderboard?page=serve,,3,53,35,66,69,24,35,42,13,31,50,3,6,9,74,39,53,44,29,66,57,68,119,56,37,66,26,14,53,43,51,119,A,1,2,,,,,,,H. Arazi,J. Siemerink,A226,S381,MAR,NED,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS036,R64,01:50:00,,F,3,M535,"6-7(2),6-4,6-3",F. Mantilla,M. Larsson,,,ESP,SWE,6-7(2),6-4,6-3,,,01:50:00,323,/en/stats/leaderboard?page=serve,False,3,85,71,84,73,52,71,69,9,13,0,0,1,15,252,/en/stats/leaderboard?page=serve,,9,65,83,127,71,59,83,36,16,44,60,6,10,16,73,61,84,41,52,127,54,113,211,59,75,127,27,23,84,46,98,211,A,,4,,,2,7,,,F. Mantilla,M. Larsson,M535,L206,ESP,SWE,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS037,R64,02:21:00,,F,3,C383,"4-6,6-3,6-3",R. Carretero,J. Knippschild,,,ESP,GER,4-6,6-3,6-3,,,02:21:00,246,/en/stats/leaderboard?page=serve,,2,72,68,94,65,44,68,42,11,26,60,6,10,14,206,/en/stats/leaderboard?page=serve,,7,45,50,110,54,27,50,48,29,60,68,13,19,14,59,55,94,49,54,110,53,109,204,51,56,110,41,39,94,47,95,204,A,6,5,,,,,,,R. Carretero,J. Knippschild,C383,K260,ESP,GER,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS038,R64,02:06:00,,F,3,K316,"4-6,7-6(7),6-2",N. Kiefer,M. Martelli,,,GER,ITA,4-6,7-6(7),6-2,,,02:06:00,233,/en/stats/leaderboard?page=serve,,3,52,55,106,75,41,55,41,21,51,50,5,10,15,224,/en/stats/leaderboard?page=serve,,4,45,42,94,69,29,42,50,26,52,33,3,9,15,58,62,106,41,39,94,51,101,200,59,55,94,42,44,106,50,99,200,A,4,4,7,4,,,,,N. Kiefer,M. Martelli,K316,M543,GER,ITA,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS041,R64,01:21:00,,F,2,H355,"7-6(9),6-3",T. Haas,D. Hrbaty,,,GER,SVK,7-6(9),6-3,,,,01:21:00,315,/en/stats/leaderboard?page=serve,,13,62,43,69,79,34,43,73,19,26,,0,,11,271,/en/stats/leaderboard?page=serve,,2,49,35,71,86,30,35,47,17,36,80,4,5,10,77,53,69,34,24,71,55,77,140,66,47,71,23,16,69,45,63,140,A,2,3,,,9,7,,,T. Haas,D. Hrbaty,H355,H377,GER,SVK,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS042,R64,01:23:00,,F,2,C179,"6-4,6-4",C. Costa,D. Elsner,,,ESP,GER,6-4,6-4,,,,01:23:00,260,/en/stats/leaderboard?page=serve,False,2,68,42,62,60,25,42,60,12,20,50,3,6,10,199,/en/stats/leaderboard?page=serve,,2,47,40,85,65,26,40,38,17,45,58,7,12,10,60,37,62,49,42,85,54,79,147,51,43,85,40,25,62,46,68,147,A,,3,,,,,,,C. Costa,D. Elsner,C179,E155,ESP,GER,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS043,R64,01:12:00,,F,2,G297,"6-4,6-4",O. Gross,K. Alami,,,GER,MAR,6-4,6-4,,,,01:12:00,255,/en/stats/leaderboard?page=serve,,0,67,44,66,66,29,44,45,10,22,60,3,5,10,221,/en/stats/leaderboard?page=serve,False,2,52,26,50,65,17,26,42,10,24,33,2,6,10,59,39,66,46,23,50,53,62,116,54,27,50,41,27,66,47,54,116,A,3,,,,,,,,O. Gross,K. Alami,G297,A203,GER,MAR,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS044,R64,01:12:00,,F,2,B428,"6-2,6-4",A. Berasategui,A. Boetsch,,,ESP,FRA,6-2,6-4,,,,01:12:00,264,/en/stats/leaderboard?page=serve,,3,68,39,57,67,26,39,50,9,18,50,2,4,9,190,/en/stats/leaderboard?page=serve,,2,56,40,71,63,25,40,29,9,31,67,10,15,9,61,35,57,52,37,71,56,72,128,48,34,71,39,22,57,44,56,128,A,1,4,,,,,,,A. Berasategui,A. Boetsch,B428,B053,ESP,FRA,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS045,R64,01:45:00,,F,3,G182,"6-4,1-6,6-3",M. Gustafsson,C. Pioline,,,SWE,FRA,6-4,1-6,6-3,,,01:45:00,277,/en/stats/leaderboard?page=serve,,3,80,69,86,61,42,69,59,10,17,50,3,6,13,282,/en/stats/leaderboard?page=serve,False,1,71,50,70,64,32,50,70,14,20,25,1,4,13,60,52,86,34,24,70,49,76,156,66,46,70,40,34,86,51,80,156,A,2,,,,,,,,M. Gustafsson,C. Pioline,G182,P226,SWE,FRA,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS046,R64,02:08:00,,F,3,R219,"6-1,4-6,6-3",C. Ruud,M. Tillstrom,,,NOR,SWE,6-1,4-6,6-3,,,02:08:00,248,/en/stats/leaderboard?page=serve,,3,50,45,90,58,26,45,62,28,45,57,4,7,13,207,/en/stats/leaderboard?page=serve,,0,57,59,103,58,34,59,43,19,44,60,9,15,13,60,54,90,49,50,103,54,104,193,51,53,103,40,36,90,46,89,193,A,1,4,,,,,,,C. Ruud,M. Tillstrom,R219,T166,NOR,SWE,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS049,R64,00:27:00,,F,3,M590,"3-6,7-6(7),7-6(7)",A. Martin,F. Dewulf,,,ESP,BEL,3-6,7-6(7),7-6(7),,,00:27:00,247,/en/stats/leaderboard?page=serve,,7,63,72,114,61,44,72,55,23,42,63,10,16,17,261,/en/stats/leaderboard?page=serve,,0,67,78,116,65,51,78,55,21,38,56,5,9,16,59,67,114,38,44,116,48,111,230,62,72,116,41,47,114,52,119,230,A,3,1,7,3,,,7,4,A. Martin,F. Dewulf,M590,D228,ESP,BEL,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS050,R64,01:02:00,,F,2,T136,"6-3,6-1",J. Tarango,H. Gumy,,,USA,ARG,6-3,6-1,,,,01:02:00,295,/en/stats/leaderboard?page=serve,,1,77,34,44,71,24,34,60,6,10,67,2,3,8,177,/en/stats/leaderboard?page=serve,,0,59,27,46,52,14,27,32,6,19,0,0,5,8,68,30,44,57,26,46,62,56,90,43,20,46,32,14,44,38,34,90,A,1,3,,,,,,,J. Tarango,H. Gumy,T136,G247,USA,ARG,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS051,R64,00:56:00,,F,2,B350,"6-0,6-4",S. Bruguera,S. Draper,,,ESP,AUS,6-0,6-4,,,,00:56:00,241,/en/stats/leaderboard?page=serve,False,7,78,32,41,78,25,32,78,7,9,0,0,,8,189,/en/stats/leaderboard?page=serve,,0,42,22,52,50,11,22,50,15,30,56,5,9,8,78,32,41,50,26,52,62,58,93,50,26,52,22,9,41,38,35,93,A,,3,,,,,,,S. Bruguera,S. Draper,B350,D270,ESP,AUS,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS052,R64,01:18:00,,F,2,D291,"6-4,6-2",J. Diaz,M. Rosset,,,ESP,SUI,6-4,6-2,,,,01:18:00,284,/en/stats/leaderboard?page=serve,,1,84,48,57,69,33,48,44,4,9,75,3,4,9,211,/en/stats/leaderboard?page=serve,,2,63,38,60,68,26,38,27,6,22,64,7,11,9,65,37,57,47,28,60,56,65,117,53,32,60,35,20,57,44,52,117,A,2,4,,,,,,,J. Diaz,M. Rosset,D291,R214,ESP,SUI,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS053,R64,01:10:00,,F,2,H223,"6-4,6-4",P. Haarhuis,H. Dreekmann,,,NED,GER,6-4,6-4,,,,01:10:00,283,/en/stats/leaderboard?page=serve,,4,54,33,61,76,25,33,61,17,28,75,3,4,10,225,/en/stats/leaderboard?page=serve,,2,42,23,55,65,15,23,50,16,32,25,1,4,10,69,42,61,44,24,55,57,66,116,56,31,55,31,19,61,43,50,116,A,2,4,,,,,,,P. Haarhuis,H. Dreekmann,H223,D249,NED,GER,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS054,R64,02:06:00,,F,3,M475,"7-5,4-6,6-0",A. Medvedev,M. Knowles,,,UKR,BAH,7-5,4-6,6-0,,,02:06:00,252,/en/stats/leaderboard?page=serve,,4,54,47,87,72,34,47,50,20,40,63,5,8,14,205,/en/stats/leaderboard?page=serve,,1,46,43,94,56,24,43,49,25,51,40,4,10,14,62,54,87,48,45,94,55,99,181,52,49,94,38,33,87,45,82,181,A,6,4,,,,,,,A. Medvedev,M. Knowles,M475,K171,UKR,BAH,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS057,R64,01:10:00,,F,2,S572,"6-4,6-2",S. Schalken,J. Sanchez,,,NED,ESP,6-4,6-2,,,,01:10:00,256,/en/stats/leaderboard?page=serve,False,1,65,37,57,76,28,37,70,14,20,,0,,9,244,/en/stats/leaderboard?page=serve,False,1,60,35,58,60,21,35,57,13,23,25,1,4,9,74,42,57,41,24,58,57,66,115,59,34,58,26,15,57,43,49,115,A,,,,,,,,,S. Schalken,J. Sanchez,S572,S015,NED,ESP,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS058,R64,01:37:00,,F,2,C252,"7-5,6-4",F. Clavet,M. Gorriz,,,ESP,ESP,7-5,6-4,,,,01:37:00,269,/en/stats/leaderboard?page=serve,,0,58,36,62,67,24,36,65,17,26,33,1,3,11,227,/en/stats/leaderboard?page=serve,,2,53,31,59,65,20,31,46,13,28,43,3,7,11,66,41,62,44,26,59,55,67,121,56,33,59,34,21,62,45,54,121,A,2,2,,,,,,,F. Clavet,M. Gorriz,C252,G028,ESP,ESP,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS059,R64,00:58:00,,F,2,C344,"6-1,6-3",A. Corretja,D. Prinosil,,,ESP,GER,6-1,6-3,,,,00:58:00,283,/en/stats/leaderboard?page=serve,,2,50,20,40,80,16,20,65,13,20,0,0,1,8,179,/en/stats/leaderboard?page=serve,,0,58,29,50,55,16,29,33,7,21,17,1,6,8,73,29,40,54,27,50,62,56,90,46,23,50,28,11,40,38,34,90,A,1,4,,,,,,,A. Corretja,D. Prinosil,C344,P273,ESP,GER,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS060,R64,01:15:00,,F,2,S351,"6-4,6-4",M. Stich,K. Kucera,,,GER,SVK,6-4,6-4,,,,01:15:00,250,/en/stats/leaderboard?page=serve,,2,44,28,63,71,20,28,57,20,35,67,4,6,10,243,/en/stats/leaderboard?page=serve,,2,66,41,62,59,24,41,57,12,21,50,4,8,10,63,40,63,42,26,62,53,66,125,58,36,62,37,23,63,47,59,125,A,4,1,,,,,,,M. Stich,K. Kucera,S351,K237,GER,SVK,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS061,R64,01:29:00,,F,2,D198,"7-6(8),6-2",S. Dosedel,R. Furlan,,,CZE,ITA,7-6(8),6-2,,,,01:29:00,288,/en/stats/leaderboard?page=serve,,3,71,53,75,66,35,53,59,13,22,83,5,6,10,236,/en/stats/leaderboard?page=serve,,2,54,35,65,66,23,35,47,14,30,57,4,7,10,64,48,75,43,28,65,54,76,140,57,37,65,36,27,75,46,64,140,A,1,3,,,8,6,,,S. Dosedel,R. Furlan,D198,F192,CZE,ITA,,
414,1997,ATP Masters 1000 Hamburg,1000,1997-05-05T00:00:00,1997-05-11T00:00:00,Clay,56,2050000,$,MS062,R64,01:21:00,,F,2,F164,"7-6(7),6-3",R. Fromberg,G. Kuerten,,,AUS,BRA,7-6(7),6-3,,,,01:21:00,263,/en/stats/leaderboard?page=serve,,9,73,54,74,78,42,54,60,12,20,,0,,11,283,/en/stats/leaderboard?page=serve,,7,62,47,76,64,30,47,62,18,29,67,2,3,10,73,54,74,37,28,76,55,82,150,63,48,76,27,20,74,45,68,150,A,2,2,,,7,4,,,R. Fromberg,G. Kuerten,F164,K293,AUS,BRA,,
