event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS001,F,03:13:00,,F,3,D643,"7-6(7),6-3,7-5",N. Djokovic,C. Ruud,,,SRB,NOR,7-6(7),6-3,7-5,,,03:13:00,A,N. Djokovic,C. Ruud,SRB,NOR,,,320,/en/stats/leaderboard?page=serve,1,11,73,74,101,80,59,74,63,17,27,75,3,4,17,271,/en/stats/leaderboard?page=serve,1,4,64,68,106,57,39,68,66,25,38,70,7,10,16,75,76,101,40,42,106,57,118,207,60,64,106,25,25,101,43,89,207,7,1,03:13:00,03:13:00,,,,,,,,,D643,RH16
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS002,SF,03:23:00,,F,4,D643,"6-3,5-7,6-1,6-1",N. Djokovic,C. Alcaraz,,,SRB,ESP,6-3,5-7,6-1,6-1,,03:23:00,A,N. Djokovic,C. Alcaraz,SRB,ESP,,,278,/en/stats/leaderboard?page=serve,3,8,70,88,125,72,63,88,43,16,37,83,10,12,18,233,/en/stats/leaderboard?page=serve,2,3,72,74,103,54,40,74,48,14,29,42,5,12,17,63,79,125,48,49,103,56,128,228,52,54,103,37,46,125,44,100,228,,,03:23:00,03:23:00,,,,,,,,,D643,A0E2
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS003,SF,02:09:00,,F,3,RH16,"6-3,6-4,6-0",C. Ruud,A. Zverev,,,NOR,GER,6-3,6-4,6-0,,,02:09:00,A,C. Ruud,A. Zverev,NOR,GER,,,282,/en/stats/leaderboard?page=serve,1,5,62,55,89,71,39,55,53,18,34,89,8,9,13,219,/en/stats/leaderboard?page=serve,2,3,68,47,69,55,26,47,45,10,22,40,4,10,12,64,57,89,48,33,69,57,90,158,52,36,69,36,32,89,43,68,158,,,02:09:00,02:09:00,,,,,,,,,RH16,Z355
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS004,QF,02:12:00,,F,3,A0E2,"6-2,6-1,7-6(7)",C. Alcaraz,S. Tsitsipas,,,ESP,GRE,6-2,6-1,7-6(7),,,02:12:00,A,C. Alcaraz,S. Tsitsipas,ESP,GRE,,,318,/en/stats/leaderboard?page=serve,1,6,77,58,75,79,46,58,65,11,17,50,1,2,13,218,/en/stats/leaderboard?page=serve,5,5,59,56,95,61,34,56,41,16,39,50,6,12,14,76,57,75,47,45,95,60,102,170,53,50,95,24,18,75,40,68,170,,,02:12:00,02:12:00,7,5,,,,,,,A0E2,TE51
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS005,QF,03:38:00,,F,4,D643,"4-6,7-6(7),6-2,6-4",N. Djokovic,K. Khachanov,,,SRB,RUS,4-6,7-6(7),6-2,6-4,,03:38:00,A,N. Djokovic,K. Khachanov,SRB,RUS,,,293,/en/stats/leaderboard?page=serve,5,11,60,78,131,77,60,78,60,32,53,80,8,10,20,256,/en/stats/leaderboard?page=serve,4,7,56,75,133,65,49,75,52,30,58,50,4,8,20,70,92,131,41,54,133,55,146,264,59,79,133,30,39,131,45,118,264,,,03:38:00,03:38:00,,,7,0,,,,,D643,KE29
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS006,QF,02:44:00,,F,4,RH16,"6-1,6-2,3-6,6-3",C. Ruud,H. Rune,,,NOR,DEN,6-1,6-2,3-6,6-3,,02:44:00,A,C. Ruud,H. Rune,NOR,DEN,,,288,/en/stats/leaderboard?page=serve,5,5,63,69,110,72,50,69,59,24,41,86,6,7,17,226,/en/stats/leaderboard?page=serve,9,1,54,61,113,64,39,61,48,25,52,62,8,13,16,67,74,110,43,49,113,55,123,223,57,64,113,33,36,110,45,100,223,,,02:44:00,02:44:00,,,,,,,,,RH16,R0DG
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS007,QF,03:22:00,,F,4,Z355,"6-4,3-6,6-3,6-4",A. Zverev,T. Etcheverry,,,GER,ARG,6-4,3-6,6-3,6-4,,03:22:00,A,A. Zverev,T. Etcheverry,GER,ARG,,,264,/en/stats/leaderboard?page=serve,9,7,67,78,116,76,59,78,39,15,38,67,6,9,19,254,/en/stats/leaderboard?page=serve,2,8,62,72,116,72,52,72,41,18,44,55,6,11,19,64,74,116,40,46,116,52,120,232,60,70,116,36,42,116,48,112,232,,,03:22:00,03:22:00,,,,,,,,,Z355,EA24
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS008,R16,02:08:00,,F,3,A0E2,"6-3,6-2,6-2",C. Alcaraz,L. Musetti,,,ESP,ITA,6-3,6-2,6-2,,,02:08:00,A,C. Alcaraz,L. Musetti,ESP,ITA,,,285,/en/stats/leaderboard?page=serve,3,6,73,56,77,77,43,56,48,10,21,71,5,7,13,193,/en/stats/leaderboard?page=serve,4,2,60,53,88,51,27,53,43,15,35,50,7,14,12,69,53,77,52,46,88,60,99,165,48,42,88,31,24,77,40,66,165,,,02:08:00,02:08:00,,,,,,,,,A0E2,M0EJ
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS009,R16,01:48:00,,F,3,TE51,"7-5,6-3,6-0",S. Tsitsipas,S. Ofner,,,GRE,AUT,7-5,6-3,6-0,,,01:48:00,A,S. Tsitsipas,S. Ofner,GRE,AUT,,,293,/en/stats/leaderboard?page=serve,3,3,71,59,83,76,45,59,54,13,24,67,2,3,14,214,/en/stats/leaderboard?page=serve,3,4,54,41,76,66,27,41,40,14,35,45,5,11,13,70,58,83,46,35,76,58,93,159,54,41,76,30,25,83,42,66,159,,,01:48:00,01:48:00,,,,,,,,,TE51,O513
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS010,R16,01:57:00,,F,3,D643,"6-3,6-2,6-2",N. Djokovic,J. Varillas,,,SRB,PER,6-3,6-2,6-2,,,01:57:00,A,N. Djokovic,J. Varillas,SRB,PER,,,296,/en/stats/leaderboard?page=serve,3,7,80,56,70,84,47,56,36,5,14,67,2,3,13,215,/en/stats/leaderboard?page=serve,0,3,65,47,72,53,25,47,44,11,25,50,6,12,12,74,52,70,50,36,72,62,88,142,50,36,72,26,18,70,38,54,142,,,01:57:00,01:57:00,,,,,,,,,D643,V836
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS011,R16,03:29:00,,F,4,KE29,"1-6,6-4,7-6(9),6-1",K. Khachanov,L. Sonego,,,RUS,ITA,1-6,6-4,7-6(9),6-1,,03:29:00,A,K. Khachanov,L. Sonego,RUS,ITA,,,271,/en/stats/leaderboard?page=serve,1,12,58,76,132,76,58,76,48,27,56,71,10,14,19,257,/en/stats/leaderboard?page=serve,5,8,60,73,121,70,51,73,48,23,48,67,8,12,17,64,85,132,39,47,121,52,132,253,61,74,121,36,47,132,48,121,253,,,03:29:00,03:29:00,9,7,,,,,,,KE29,SU87
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS012,R16,03:59:00,,F,5,R0DG,"7-6(7),3-6,6-4,1-6,7-6(10)",H. Rune,F. Cerundolo,,,DEN,ARG,7-6(7),3-6,6-4,1-6,7-6(10),03:59:00,A,H. Rune,F. Cerundolo,DEN,ARG,,,250,/en/stats/leaderboard?page=serve,10,8,59,102,173,66,67,102,55,39,71,65,13,20,25,277,/en/stats/leaderboard?page=serve,6,5,66,110,166,67,74,110,61,34,56,50,4,8,25,61,106,173,35,58,166,48,164,339,65,108,166,39,67,173,52,175,339,7,3,03:59:00,03:59:00,,,,,10,7,,,R0DG,C0AU
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS013,R16,03:20:00,,F,3,RH16,"7-6(7),7-5,7-5",C. Ruud,N. Jarry,,,NOR,CHI,7-6(7),7-5,7-5,,,03:20:00,A,C. Ruud,N. Jarry,NOR,CHI,,,272,/en/stats/leaderboard?page=serve,5,10,63,80,126,71,57,80,50,23,46,82,14,17,18,251,/en/stats/leaderboard?page=serve,4,11,66,89,134,66,59,89,40,18,45,62,8,13,18,63,80,126,43,57,134,53,137,260,57,77,134,37,46,126,47,123,260,7,3,03:20:00,03:20:00,,,,,,,,,RH16,J551
520,2023,Roland Garros,GS,2023-05-28T00:00:00,2023-06-11T00:00:00,Clay,128,23115000,€,MS014,R16,02:17:00,,F,3,Z355,"6-1,6-4,6-3",A. Zverev,G. Dimitrov,,,GER,BUL,6-1,6-4,6-3,,,02:17:00,A,A. Zverev,G. Dimitrov,GER,BUL,,,258,/en/stats/leaderboard?page=serve,7,4,65,60,92,78,47,60,34,11,32,88,14,16,13,183,/en/stats/leaderboard?page=serve,6,0,55,46,83,61,28,46,27,10,37,53,8,15,13,63,58,92,54,45,83,59,103,175,46,38,83,37,34,92,41,72,175,,,02:17:00,02:17:00,,,,,,,,,Z355,D875
