event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS001,F,01:56:00,,F,3,P218,"4-6,6-4,6-4",N. Pereira,G. Stafford,,,VEN,RSA,4-6,6-4,6-4,,,01:56:00,246,/en/stats/leaderboard?page=serve,5,4,59,55,94,71,39,55,44,17,39,50,4,8,15,242,/en/stats/leaderboard?page=serve,1,8,63,52,82,73,38,52,33,10,30,44,4,9,15,60,56,94,41,34,82,51,90,176,59,48,82,40,38,94,49,86,176,A,,,,,,,,N. Pereira,G. Stafford,P218,S406,VEN,RSA,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS002,SF,00:58:00,,F,2,P218,"6-4,6-2",N. Pereira,L. Paes,,,VEN,IND,6-4,6-2,,,,00:58:00,307,/en/stats/leaderboard?page=serve,3,3,73,37,51,78,29,37,79,11,14,,0,,9,257,/en/stats/leaderboard?page=serve,2,4,63,33,52,58,19,33,68,13,19,50,3,6,9,78,40,51,38,20,52,58,60,103,62,32,52,22,11,51,42,43,103,A,,,,,,,,N. Pereira,L. Paes,P218,P269,VEN,IND,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS003,SF,00:57:00,,F,2,S406,"6-2,6-2",G. Stafford,D. Nestor,,,RSA,CAN,6-2,6-2,,,,00:57:00,276,/en/stats/leaderboard?page=serve,1,6,52,26,50,73,19,26,71,17,24,,0,,8,197,/en/stats/leaderboard?page=serve,6,3,50,22,44,68,15,22,32,7,22,56,5,9,8,72,36,50,50,22,44,62,58,94,50,22,44,28,14,50,38,36,94,A,,,,,,,,G. Stafford,D. Nestor,S406,N210,RSA,CAN,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS004,QF,02:09:00,,F,3,P269,"6-1,3-6,6-4",L. Paes,B. Black,,,IND,ZIM,6-1,3-6,6-4,,,02:09:00,255,/en/stats/leaderboard?page=serve,1,12,58,67,116,67,45,67,43,21,49,79,11,14,13,219,/en/stats/leaderboard?page=serve,5,1,62,51,82,61,31,51,39,12,31,29,2,7,13,57,66,116,48,39,82,53,105,198,52,43,82,43,50,116,47,93,198,A,,,,,,,,L. Paes,B. Black,P269,B397,IND,ZIM,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS005,QF,02:04:00,,F,3,P218,"3-6,7-6(7),7-6(7)",N. Pereira,A. Olhovskiy,,,VEN,RUS,3-6,7-6(7),7-6(7),,,02:04:00,301,/en/stats/leaderboard?page=serve,7,14,68,69,101,83,57,69,50,16,32,75,3,4,16,269,/en/stats/leaderboard?page=serve,8,11,61,74,121,82,61,74,47,22,47,,0,,17,72,73,101,31,38,121,50,111,222,69,83,121,28,28,101,50,111,222,A,7,1,7,4,,,,N. Pereira,A. Olhovskiy,P218,O009,VEN,RUS,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS006,QF,02:17:00,,F,3,N210,"5-7,7-6(7),6-4",D. Nestor,M. Ondruska,,,CAN,RSA,5-7,7-6(7),6-4,,,02:17:00,266,/en/stats/leaderboard?page=serve,13,9,50,54,107,80,43,54,58,31,53,67,6,9,17,269,/en/stats/leaderboard?page=serve,6,12,51,52,101,77,40,52,53,26,49,50,3,6,17,69,74,107,35,35,101,52,109,208,65,66,101,31,33,107,48,99,208,A,7,3,,,,,,D. Nestor,M. Ondruska,N210,O098,CAN,RSA,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS007,QF,01:30:00,,F,3,S406,"1-6,6-4,6-1",G. Stafford,D. Nainkin,,,RSA,RSA,1-6,6-4,6-1,,,01:30:00,205,/en/stats/leaderboard?page=serve,7,5,60,53,88,60,32,53,37,13,35,54,7,13,12,184,/en/stats/leaderboard?page=serve,8,2,59,41,70,59,24,41,31,9,29,36,4,11,12,51,45,88,53,37,70,52,82,158,47,33,70,49,43,88,48,76,158,A,,,,,,,,G. Stafford,D. Nainkin,S406,N101,RSA,RSA,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS008,R16,01:42:00,,F,3,B397,"6-3,5-7,6-2",B. Black,R. Koenig,,,ZIM,RSA,6-3,5-7,6-2,,,01:42:00,282,/en/stats/leaderboard?page=serve,3,4,63,53,84,74,39,53,58,18,31,33,1,3,15,241,/en/stats/leaderboard?page=serve,4,2,61,55,90,60,33,55,51,18,35,43,3,7,14,68,57,84,43,39,90,55,96,174,57,51,90,32,27,84,45,78,174,A,,,,,,,,B. Black,R. Koenig,B397,K219,ZIM,RSA,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS009,R16,02:48:00,,F,3,P269,"6-7(3),7-6(7),7-5",L. Paes,M. Knowles,,,IND,BAH,6-7(3),7-6(7),7-5,,,02:48:00,274,/en/stats/leaderboard?page=serve,7,2,57,68,120,78,53,68,56,29,52,67,4,6,18,261,/en/stats/leaderboard?page=serve,9,4,61,84,138,76,64,84,46,25,54,77,10,13,18,68,82,120,36,49,138,51,131,258,64,89,138,32,38,120,49,127,258,A,7,5,,,3,7,,L. Paes,M. Knowles,P269,K171,IND,BAH,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS010,R16,00:45:00,,F,2,P218,"6-4,1-0",N. Pereira,M. Joyce,,,VEN,USA,6-4,1-0,,,,00:45:00,299,/en/stats/leaderboard?page=serve,1,2,58,15,26,93,14,15,64,7,11,,0,,6,224,/en/stats/leaderboard?page=serve,6,0,55,31,56,65,20,31,44,11,25,75,6,8,6,81,21,26,45,25,56,56,46,82,55,31,56,19,5,26,44,36,82,A,,,,,,,,N. Pereira,M. Joyce,P218,J100,VEN,USA,,
315,1996,Newport,GP,1996-07-08T00:00:00,1996-07-14T00:00:00,Grass,32,230000,$,MS011,R16,01:37:00,,F,2,O009,"7-6(7),7-6(7)",A. Olhovskiy,M. Damm,,,RUS,CZE,7-6(7),7-6(7),,,,01:37:00,262,/en/stats/leaderboard?page=serve,4,10,56,62,110,79,49,62,38,18,48,71,5,7,12,286,/en/stats/leaderboard?page=serve,3,9,61,41,67,78,32,41,58,15,26,0,0,2,12,61,67,110,30,20,67,49,87,177,70,47,67,39,43,110,51,90,177,A,7,4,,,7,2,,A. Olhovskiy,M. Damm,O009,D214,RUS,CZE,,
