event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS001,F,01:16:00,,F,2,H377,"6-2,7-5",D. Hrbaty,M. Puerta,,,SVK,ARG,6-2,7-5,,,,01:16:00,268,/en/stats/leaderboard?page=serve,2,5,52,28,54,75,21,28,58,15,26,67,4,6,10,209,/en/stats/leaderboard?page=serve,1,0,52,33,63,61,20,33,47,14,30,58,7,12,10,67,36,54,46,29,63,56,65,117,54,34,63,33,18,54,44,52,117,A,,,,,,,,,D. Hrbaty,M. Puerta,H377,P372,SVK,ARG,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS002,SF,02:17:00,,F,3,H377,"6-0,4-6,7-6(8)",D. Hrbaty,C. Costa,,,SVK,ESP,6-0,4-6,7-6(8),,,02:17:00,240,/en/stats/leaderboard?page=serve,7,5,54,61,114,66,40,61,51,27,53,76,13,17,14,222,/en/stats/leaderboard?page=serve,4,8,47,50,106,66,33,50,48,27,56,65,11,17,14,59,67,114,43,46,106,51,113,220,57,60,106,41,47,114,49,107,220,A,8,6,,,,,,,D. Hrbaty,C. Costa,H377,C179,SVK,ESP,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS003,SF,01:38:00,,F,3,P372,"6-2,3-6,6-3",M. Puerta,R. Fromberg,,,ARG,AUS,6-2,3-6,6-3,,,01:38:00,269,/en/stats/leaderboard?page=serve,1,1,66,44,67,70,31,44,57,13,23,25,1,4,13,237,/en/stats/leaderboard?page=serve,3,15,59,49,83,67,33,49,38,13,34,38,3,8,13,66,44,67,45,37,83,54,81,150,55,46,83,34,23,67,46,69,150,A,,,,,,,,,M. Puerta,R. Fromberg,P372,F164,ARG,AUS,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS004,QF,01:21:00,,F,2,C179,"7-5,6-1",C. Costa,A. Gaudenzi,,,ESP,ITA,7-5,6-1,,,,01:21:00,271,/en/stats/leaderboard?page=serve,2,1,50,35,70,66,23,35,66,23,35,91,10,11,10,214,/en/stats/leaderboard?page=serve,5,1,55,27,49,63,17,27,45,10,22,0,0,4,9,66,46,70,45,22,49,57,68,119,55,27,49,34,24,70,43,51,119,A,,,,,,,,,C. Costa,A. Gaudenzi,C179,G254,ESP,ITA,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS005,QF,01:44:00,,F,3,H377,"2-6,6-4,6-0",D. Hrbaty,J. Viloca-Puig,,,SVK,ESP,2-6,6-4,6-0,,,01:44:00,249,/en/stats/leaderboard?page=serve,2,2,52,48,92,75,36,48,39,17,44,82,9,11,12,231,/en/stats/leaderboard?page=serve,4,5,55,40,73,70,28,40,39,13,33,56,5,9,12,58,53,92,44,32,73,52,85,165,56,41,73,42,39,92,48,80,165,A,,,,,,,,,D. Hrbaty,J. Viloca-Puig,H377,V161,SVK,ESP,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS006,QF,01:44:00,,F,3,P372,"4-6,6-3,4-0",M. Puerta,M. Zabaleta,,,ARG,ARG,4-6,6-3,4-0,,,01:44:00,294,/en/stats/leaderboard?page=serve,1,5,69,44,64,73,32,44,65,13,20,50,2,4,12,225,/en/stats/leaderboard?page=serve,8,10,44,40,91,70,28,40,43,22,51,71,10,14,12,70,45,64,45,41,91,55,86,155,55,50,91,30,19,64,45,69,155,A,,,,,,,,,M. Puerta,M. Zabaleta,P372,Z073,ARG,ARG,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS007,QF,01:34:00,,F,2,F164,"6-4,7-5",R. Fromberg,V. Santopadre,,,AUS,ITA,6-4,7-5,,,,01:34:00,293,/en/stats/leaderboard?page=serve,5,10,59,36,61,83,30,36,56,14,25,75,3,4,11,244,/en/stats/leaderboard?page=serve,2,3,51,41,80,76,31,41,44,17,39,57,4,7,11,72,44,61,40,32,80,54,76,141,60,48,80,28,17,61,46,65,141,A,,,,,,,,,R. Fromberg,V. Santopadre,F164,S413,AUS,ITA,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS008,R16,01:02:00,,F,2,G254,"6-2,6-2",A. Gaudenzi,J. Diaz,,,ITA,ESP,6-2,6-2,,,,01:02:00,213,/en/stats/leaderboard?page=serve,1,2,55,23,42,83,19,23,74,14,19,0,0,,8,220,/en/stats/leaderboard?page=serve,1,0,68,36,53,50,18,36,53,9,17,60,6,10,8,79,33,42,49,26,53,62,59,95,51,27,53,21,9,42,38,36,95,A,,,,,,,,,A. Gaudenzi,J. Diaz,G254,D291,ITA,ESP,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS009,R16,01:23:00,,F,2,C179,"6-4,7-5",C. Costa,M. Hood,,,ESP,ARG,6-4,7-5,,,,01:23:00,277,/en/stats/leaderboard?page=serve,3,11,57,33,58,79,26,33,52,13,25,33,1,3,11,229,/en/stats/leaderboard?page=serve,2,0,58,39,67,67,26,39,43,12,28,60,6,10,11,67,39,58,43,29,67,54,68,125,57,38,67,33,19,58,46,57,125,A,,,,,,,,,C. Costa,M. Hood,C179,H322,ESP,ARG,,
475,1998,San Marino,WS,1998-08-10T00:00:00,1998-08-16T00:00:00,Clay,32,275000,$,MS010,R16,01:28:00,,F,2,H377,"7-6(7),7-6(7)",D. Hrbaty,J. Novak,,,SVK,CZE,7-6(7),7-6(7),,,,01:28:00,272,/en/stats/leaderboard?page=serve,6,5,61,54,88,76,41,54,53,18,34,60,3,5,12,281,/en/stats/leaderboard?page=serve,3,6,77,63,82,71,45,63,47,9,19,75,6,8,12,67,59,88,34,28,82,51,87,170,66,54,82,33,29,88,49,83,170,A,,,7,2,7,3,,,D. Hrbaty,J. Novak,H377,N254,SVK,CZE,,
