event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS047,R64,01:28:00,,F,3,M099,"6-3,6-2,6-2",T. Muster,G. Stafford,,,AUT,RSA,6-3,6-2,6-2,,,01:28:00,284,/en/stats/leaderboard?page=serve,3,6,57,51,89,82,42,51,50,19,38,86,6,7,13,208,/en/stats/leaderboard?page=serve,3,4,61,50,82,58,29,50,38,12,32,54,7,13,12,69,61,89,50,41,82,60,102,171,50,41,82,31,28,89,40,69,171,A,,,,,,,,,,,T. Muster,G. Stafford,M099,S406,AUT,RSA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS048,R64,01:47:00,,F,4,M605,"3-6,6-0,6-3,6-1",C. Moya,P. McEnroe,,,ESP,USA,3-6,6-0,6-3,6-1,,01:47:00,323,/en/stats/leaderboard?page=serve,1,13,74,69,93,81,56,69,63,15,24,67,2,3,15,201,/en/stats/leaderboard?page=serve,7,1,55,60,109,57,34,60,39,19,49,56,9,16,16,76,71,93,51,56,109,63,127,202,49,53,109,24,22,93,37,75,202,A,,,,,,,,,,,C. Moya,P. McEnroe,M605,M048,ESP,USA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS049,R64,02:15:00,,F,3,K190,"6-3,6-2,7-6(7)",B. Karbacher,T. Johansson,,,GER,SWE,6-3,6-2,7-6(7),,,02:15:00,277,/en/stats/leaderboard?page=serve,2,11,57,62,108,81,50,62,50,23,46,73,8,11,15,208,/en/stats/leaderboard?page=serve,5,2,53,62,118,63,39,62,38,21,56,57,8,14,14,68,73,108,49,58,118,58,131,226,51,60,118,32,35,108,42,95,226,A,,,7,5,,,,,,,B. Karbacher,T. Johansson,K190,J129,GER,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS050,R64,02:04:00,,F,4,B446,"6-4,3-6,6-4,6-1",J. Bjorkman,M. Goellner,,,SWE,GER,6-4,3-6,6-4,6-1,,02:04:00,272,/en/stats/leaderboard?page=serve,2,3,65,74,114,73,54,74,50,20,40,50,3,6,18,238,/en/stats/leaderboard?page=serve,7,11,55,76,137,80,61,76,33,20,61,57,8,14,18,65,74,114,41,56,137,52,130,251,59,81,137,35,40,114,48,121,251,A,,,,,,,,,,,J. Bjorkman,M. Goellner,B446,G252,SWE,GER,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS051,R64,02:26:00,,F,4,B305,"3-6,7-6(8),6-4,6-4",K. Braasch,M. Gustafsson,,,GER,SWE,3-6,7-6(8),6-4,6-4,,02:26:00,321,/en/stats/leaderboard?page=serve,1,35,68,104,154,90,94,104,44,22,50,67,6,9,20,262,/en/stats/leaderboard?page=serve,6,0,66,91,138,65,59,91,57,27,47,69,9,13,21,75,116,154,38,52,138,58,168,292,62,86,138,25,38,154,42,124,292,A,8,6,,,,,,,,,K. Braasch,M. Gustafsson,B305,G182,GER,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS052,R64,01:21:00,,F,3,M535,"6-2,6-4,6-0",F. Mantilla,F. Meligeni,,,ESP,BRA,6-2,6-4,6-0,,,01:21:00,308,/en/stats/leaderboard?page=serve,,3,75,59,79,73,43,59,65,13,20,75,3,4,13,194,/en/stats/leaderboard?page=serve,3,2,64,44,69,61,27,44,20,5,25,14,1,7,12,71,56,79,54,37,69,63,93,148,46,32,69,29,23,79,37,55,148,A,,,,,,,,,,False,F. Mantilla,F. Meligeni,M535,M443,ESP,BRA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS053,R64,01:54:00,,F,3,B053,"6-4,6-4,6-1",A. Boetsch,L. Roux,,,FRA,FRA,6-4,6-4,6-1,,,01:54:00,250,/en/stats/leaderboard?page=serve,2,0,76,60,79,52,31,60,63,12,19,55,6,11,13,177,/en/stats/leaderboard?page=serve,3,0,81,77,95,43,33,77,28,5,18,44,8,18,14,54,43,79,60,57,95,57,100,174,40,38,95,46,36,79,43,74,174,A,,,,,,,,,,,A. Boetsch,L. Roux,B053,R280,FRA,FRA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS054,R64,01:59:00,,F,3,W136,"6-3,6-3,7-6(7)",T. Woodbridge,S. Simian,,,AUS,FRA,6-3,6-3,7-6(7),,,01:59:00,252,/en/stats/leaderboard?page=serve,9,5,60,62,104,76,47,62,40,17,42,50,3,6,15,217,/en/stats/leaderboard?page=serve,5,3,61,65,107,69,45,65,29,12,42,33,3,9,15,62,64,104,47,50,107,54,114,211,53,57,107,38,40,104,46,97,211,A,,,7,5,,,,,,,T. Woodbridge,S. Simian,W136,S454,AUS,FRA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS055,R64,01:20:00,,F,3,W124,"6-1,6-0,6-2",M. Washington,S. Sargsian,,,USA,ARM,6-1,6-0,6-2,,,01:20:00,280,/en/stats/leaderboard?page=serve,1,3,65,47,72,81,38,47,60,15,25,,0,,11,170,/en/stats/leaderboard?page=serve,2,0,61,41,67,46,19,41,35,9,26,42,5,12,10,74,53,72,58,39,67,66,92,139,42,28,67,26,19,72,34,47,139,A,,,,,,,,,,,M. Washington,S. Sargsian,W124,S545,USA,ARM,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS056,R64,02:05:00,,F,3,E113,"6-4,6-4,7-5",T. Enqvist,R. Fromberg,,,SWE,AUS,6-4,6-4,7-5,,,02:05:00,265,/en/stats/leaderboard?page=serve,7,15,62,82,132,78,64,82,36,18,50,57,4,7,16,254,/en/stats/leaderboard?page=serve,3,17,75,82,109,77,63,82,26,7,27,57,8,14,16,62,82,132,36,39,109,50,121,241,64,70,109,38,50,132,50,120,241,A,,,,,,,,,,,T. Enqvist,R. Fromberg,E113,F164,SWE,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS057,R64,02:06:00,,F,4,B350,"4-6,6-3,6-4,7-6(7)",S. Bruguera,M. Larsson,,,ESP,SWE,4-6,6-3,6-4,7-6(7),,02:06:00,309,/en/stats/leaderboard?page=serve,,9,81,103,127,76,78,103,58,14,24,57,4,7,21,270,/en/stats/leaderboard?page=serve,5,10,70,105,150,71,75,105,44,20,45,71,10,14,20,72,92,127,37,55,150,53,147,277,63,95,150,28,35,127,47,130,277,A,,,,,,,7,0,,False,S. Bruguera,M. Larsson,B350,L206,ESP,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS058,R64,03:46:00,,F,5,S315,"4-6,6-3,6-3,4-6,6-3",G. Schaller,A. Corretja,,,AUT,ESP,4-6,6-3,6-3,4-6,6-3,03:46:00,263,/en/stats/leaderboard?page=serve,,1,78,121,155,57,69,121,62,21,34,58,11,19,23,214,/en/stats/leaderboard?page=serve,4,8,48,88,182,67,59,88,41,39,94,56,14,25,24,58,90,155,46,84,182,52,174,337,54,98,182,42,65,155,48,163,337,A,,,,,,,,,,False,G. Schaller,A. Corretja,S315,C344,AUT,ESP,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS059,R64,01:19:00,,F,3,R286,"6-0,6-4,6-2",M. Rios,M. Joyce,,,CHI,USA,6-0,6-4,6-2,,,01:19:00,279,/en/stats/leaderboard?page=serve,4,8,60,56,94,79,44,56,45,17,38,86,6,7,12,171,/en/stats/leaderboard?page=serve,8,0,56,45,80,56,25,45,26,9,35,42,5,12,12,65,61,94,58,46,80,61,107,174,43,34,80,35,33,94,39,67,174,A,,,,,,,,,,,M. Rios,M. Joyce,R286,J100,CHI,USA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS060,R64,03:31:00,,F,5,M475,"4-6,5-7,6-2,4-6,9-7",A. Medvedev,M. Stich,,,UKR,GER,4-6,5-7,6-2,4-6,9-7,03:31:00,263,/en/stats/leaderboard?page=serve,2,7,61,78,128,68,53,78,52,26,50,64,7,11,18,232,/en/stats/leaderboard?page=serve,7,9,56,79,142,66,52,79,44,28,63,68,13,19,17,62,79,128,44,62,142,52,141,270,56,80,142,38,49,128,48,129,270,A,,,,,,,,,,,A. Medvedev,M. Stich,M475,S351,UKR,GER,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS061,R64,01:26:00,,F,3,S559,"6-2,6-2,6-2",D. van Scheppingen,E. Ran,,,NED,ISR,6-2,6-2,6-2,,,01:26:00,315,/en/stats/leaderboard?page=serve,,2,74,50,68,76,38,50,72,13,18,75,3,4,12,185,/en/stats/leaderboard?page=serve,5,2,61,48,79,54,26,48,32,10,31,30,3,10,12,75,51,68,54,43,79,64,94,147,46,36,79,25,17,68,36,53,147,A,,,,,,,,,,False,D. van Scheppingen,E. Ran,S559,R243,NED,ISR,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS062,R64,01:45:00,,F,3,H336,"6-3,6-3,6-4",T. Henman,G. Raoux,,,GBR,FRA,6-3,6-3,6-4,,,01:45:00,282,/en/stats/leaderboard?page=serve,3,3,74,59,80,90,53,59,33,7,21,,0,,14,248,/en/stats/leaderboard?page=serve,1,0,67,56,84,75,42,56,36,10,28,50,4,8,14,75,60,80,38,32,84,56,92,164,62,52,84,25,20,80,44,72,164,A,,,,,,,,,,,T. Henman,G. Raoux,H336,R186,GBR,FRA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS063,R64,01:45:00,,F,3,C274,"6-2,7-5,6-1",M. Chang,R. Reneberg,,,USA,USA,6-2,7-5,6-1,,,01:45:00,306,/en/stats/leaderboard?page=serve,2,11,55,47,85,87,41,47,63,24,38,0,0,1,14,217,/en/stats/leaderboard?page=serve,2,3,54,53,99,64,34,53,41,19,46,57,8,14,14,76,65,85,46,46,99,60,111,184,54,53,99,24,20,85,40,73,184,A,,,,,,,,,,,M. Chang,R. Reneberg,C274,R016,USA,USA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS064,R128,01:40:00,,F,3,S402,"6-2,6-4,6-2",P. Sampras,D. Pescariu,,,USA,ROU,6-2,6-4,6-2,,,01:40:00,333,/en/stats/leaderboard?page=serve,,12,72,59,82,83,49,59,74,17,23,,0,,13,231,/en/stats/leaderboard?page=serve,3,5,64,78,121,60,47,78,44,19,43,62,8,13,13,80,66,82,45,55,121,60,121,203,55,66,121,20,16,82,40,82,203,A,,,,,,,,,,False,P. Sampras,D. Pescariu,S402,P254,USA,ROU,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS065,R128,02:15:00,,F,4,V166,"6-2,6-1,4-6,6-4",A. Voinea,H. Dreekmann,,,ROU,GER,6-2,6-1,4-6,6-4,,02:15:00,294,/en/stats/leaderboard?page=serve,2,14,72,96,133,73,70,96,54,20,37,70,7,10,18,222,/en/stats/leaderboard?page=serve,3,5,54,64,119,64,41,64,44,24,55,56,9,16,17,68,90,133,45,54,119,57,144,252,55,65,119,32,43,133,43,108,252,A,,,,,,,,,,,A. Voinea,H. Dreekmann,V166,D249,ROU,GER,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS066,R128,02:05:00,,F,3,W035,"6-4,6-4,7-5",M. Woodforde,M. Tebbutt,,,AUS,AUS,6-4,6-4,7-5,,,02:05:00,261,/en/stats/leaderboard?page=serve,6,7,58,59,102,71,42,59,56,24,43,43,3,7,16,198,/en/stats/leaderboard?page=serve,11,7,41,50,122,72,36,50,33,24,72,53,8,15,16,65,66,102,51,62,122,57,128,224,49,60,122,35,36,102,43,96,224,A,,,,,,,,,,,M. Woodforde,M. Tebbutt,W035,T195,AUS,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS067,R128,02:15:00,,F,3,G247,"6-4,6-4,6-4",H. Gumy,O. Stanoytchev,,,ARG,BUL,6-4,6-4,6-4,,,02:15:00,288,/en/stats/leaderboard?page=serve,4,6,81,77,95,79,61,77,33,6,18,80,4,5,15,237,/en/stats/leaderboard?page=serve,7,3,69,79,115,66,52,79,33,12,36,64,7,11,15,71,67,95,44,51,115,56,118,210,56,64,115,29,28,95,44,92,210,A,,,,,,,,,,,H. Gumy,O. Stanoytchev,G247,S519,ARG,BUL,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS068,R128,02:53:00,,F,5,H377,"1-6,7-5,7-5,6-7(4),6-1",D. Hrbaty,S. Stolle,,,SVK,AUS,1-6,7-5,7-5,6-7(4),6-1,02:53:00,258,/en/stats/leaderboard?page=serve,10,7,54,89,164,73,65,89,51,38,75,69,9,13,24,269,/en/stats/leaderboard?page=serve,7,19,63,116,184,80,93,116,41,28,68,63,12,19,26,63,103,164,34,63,184,48,166,348,66,121,184,37,61,164,52,182,348,A,,,,,,,4,7,,,D. Hrbaty,S. Stolle,H377,S443,SVK,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS069,R128,01:53:00,,F,3,K181,"6-4,6-2,6-4",N. Kulti,K. Alami,,,SWE,MAR,6-4,6-2,6-4,,,01:53:00,283,/en/stats/leaderboard?page=serve,4,4,59,57,96,70,40,57,62,24,39,67,2,3,14,231,/en/stats/leaderboard?page=serve,4,7,50,53,105,77,41,53,37,19,52,50,5,10,14,67,64,96,43,45,105,54,109,201,57,60,105,33,32,96,46,92,201,A,,,,,,,,,,,N. Kulti,K. Alami,K181,A203,SWE,MAR,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS070,R128,01:53:00,,F,3,C216,"6-2,7-6(7),7-5",T. Carbonell,D. Vacek,,,ESP,CZE,6-2,7-6(7),7-5,,,01:53:00,282,/en/stats/leaderboard?page=serve,4,2,74,74,100,81,60,74,42,11,26,50,2,4,16,235,/en/stats/leaderboard?page=serve,11,14,49,68,139,81,55,68,34,24,71,50,5,10,16,71,71,100,43,60,139,55,131,239,57,79,139,29,29,100,45,108,239,A,7,5,,,,,,,,,T. Carbonell,D. Vacek,C216,V141,ESP,CZE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS071,R128,01:11:00,,F,3,B428,"6-1,6-2,6-4",A. Berasategui,T. Larkham,,,ESP,AUS,6-1,6-2,6-4,,,01:11:00,240,/en/stats/leaderboard?page=serve,1,5,78,54,69,85,46,54,73,11,15,0,0,,13,216,/en/stats/leaderboard?page=serve,5,2,60,45,75,58,26,45,43,13,30,17,1,6,12,83,57,69,48,36,75,65,93,144,52,39,75,17,12,69,35,51,144,A,,,,,,,,,,,A. Berasategui,T. Larkham,B428,L257,ESP,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS072,R128,02:12:00,,F,3,C378,"7-5,6-2,7-5",A. Costa,P. Rafter,,,ESP,AUS,7-5,6-2,7-5,,,02:12:00,294,/en/stats/leaderboard?page=serve,2,6,80,91,114,74,67,91,43,10,23,86,6,7,16,243,/en/stats/leaderboard?page=serve,5,5,65,80,123,63,50,80,47,20,43,62,8,13,16,68,77,114,43,53,123,55,130,237,57,70,123,32,37,114,45,107,237,A,,,,,,,,,,,A. Costa,P. Rafter,C378,R255,ESP,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS073,R128,02:30:00,,F,4,K296,"4-6,6-4,6-2,6-2",J. Kroslak,A. Gaudenzi,,,SVK,ITA,4-6,6-4,6-2,6-2,,02:30:00,277,/en/stats/leaderboard?page=serve,4,12,74,90,121,73,66,90,45,14,31,33,2,6,18,229,/en/stats/leaderboard?page=serve,4,7,70,100,143,57,57,100,44,19,43,58,11,19,18,66,80,121,47,67,143,56,147,264,53,76,143,34,41,121,44,117,264,A,,,,,,,,,,,J. Kroslak,A. Gaudenzi,K296,G254,SVK,ITA,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS074,R128,02:07:00,,F,4,D270,"6-2,6-4,6-7(4),6-3",S. Draper,A. Radulescu,,,AUS,GER,6-2,6-4,6-7(4),6-3,,02:07:00,265,/en/stats/leaderboard?page=serve,3,11,52,73,140,78,57,73,67,45,67,,0,,20,278,/en/stats/leaderboard?page=serve,4,12,57,72,126,81,58,72,54,29,54,43,3,7,19,73,102,140,31,39,126,53,141,266,69,87,126,27,38,140,47,125,266,A,,,4,7,,,,,,,S. Draper,A. Radulescu,D270,R284,AUS,GER,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS075,R128,01:34:00,,F,3,D228,"6-4,6-2,7-5",F. Dewulf,F. Wibier,,,BEL,NED,6-4,6-2,7-5,,,01:34:00,261,/en/stats/leaderboard?page=serve,5,2,47,43,92,72,31,43,59,29,49,50,2,4,15,228,/en/stats/leaderboard?page=serve,7,6,66,69,105,61,42,69,42,15,36,45,5,11,15,65,60,92,46,48,105,55,108,197,54,57,105,35,32,92,45,89,197,A,,,,,,,,,,,F. Dewulf,F. Wibier,D228,W171,BEL,NED,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS076,R128,02:40:00,,F,4,T156,"6-7(6),6-3,6-4,3-2",P. Tramacchi,J. Van Herck,,,AUS,BEL,6-7(6),6-3,6-4,3-2,,02:40:00,251,/en/stats/leaderboard?page=serve,7,3,63,87,138,78,68,87,31,16,51,63,5,8,18,228,/en/stats/leaderboard?page=serve,7,3,61,85,140,74,63,85,29,16,55,57,8,14,19,61,84,138,44,61,140,52,145,278,56,79,140,39,54,138,48,133,278,A,,,,,6,8,,,,,P. Tramacchi,J. Van Herck,T156,V167,AUS,BEL,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS077,R128,02:57:00,,F,4,F192,"6-4,4-6,6-3,6-4",R. Furlan,A. Cherkasov,,,ITA,RUS,6-4,4-6,6-3,6-4,,02:57:00,276,/en/stats/leaderboard?page=serve,1,13,53,69,129,78,54,69,53,32,60,33,2,6,20,222,/en/stats/leaderboard?page=serve,7,2,52,69,133,62,43,69,45,29,64,50,6,12,19,67,86,129,46,61,133,56,147,262,54,72,133,33,43,129,44,115,262,A,,,,,,,,,,,R. Furlan,A. Cherkasov,F192,C260,ITA,RUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS078,R128,01:47:00,,F,3,F041,"6-4,6-4,6-3",J. Frana,P. Cash,,,ARG,AUS,6-4,6-4,6-3,,,01:47:00,323,/en/stats/leaderboard?page=serve,1,9,72,59,82,88,52,59,70,16,23,,0,,14,237,/en/stats/leaderboard?page=serve,5,5,54,60,111,67,40,60,43,22,51,56,5,9,15,83,68,82,44,49,111,61,117,193,56,62,111,17,14,82,39,76,193,A,,,,,,,,,,,J. Frana,P. Cash,F041,C023,ARG,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS079,R128,01:35:00,,F,3,F196,"6-3,6-2,6-2",W. Ferreira,C. Costa,,,RSA,ESP,6-3,6-2,6-2,,,01:35:00,278,/en/stats/leaderboard?page=serve,2,2,76,61,80,84,51,61,26,5,19,75,3,4,13,192,/en/stats/leaderboard?page=serve,3,1,54,47,87,70,33,47,20,8,40,57,8,14,12,70,56,80,53,46,87,61,102,167,47,41,87,30,24,80,39,65,167,A,,,,,,,,,,,W. Ferreira,C. Costa,F196,C179,RSA,ESP,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS080,R128,01:39:00,,F,3,I034,"6-2,7-5,6-3",G. Ivanisevic,B. Ellwood,,,CRO,AUS,6-2,7-5,6-3,,,01:39:00,288,/en/stats/leaderboard?page=serve,7,14,61,69,113,87,60,69,41,18,44,83,5,6,14,232,/en/stats/leaderboard?page=serve,4,9,67,69,103,68,47,69,32,11,34,33,3,9,15,69,78,113,44,45,103,57,123,216,56,58,103,31,35,113,43,93,216,A,,,,,,,,,,,G. Ivanisevic,B. Ellwood,I034,E143,CRO,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS081,R128,02:48:00,,F,5,K237,"6-1,2-6,6-3,4-6,6-4",K. Kucera,P. Haarhuis,,,SVK,NED,6-1,2-6,6-3,4-6,6-4,02:48:00,255,/en/stats/leaderboard?page=serve,5,4,57,88,155,73,64,88,48,32,67,50,5,10,23,246,/en/stats/leaderboard?page=serve,2,3,68,103,151,63,65,103,46,22,48,56,9,16,22,62,96,155,42,64,151,52,160,306,58,87,151,38,59,155,48,146,306,A,,,,,,,,,,,K. Kucera,P. Haarhuis,K237,H223,SVK,NED,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS082,R128,01:20:00,,F,3,N254,"6-3,6-3,6-2",J. Novak,L. Jonsson,,,CZE,SWE,6-3,6-3,6-2,,,01:20:00,311,/en/stats/leaderboard?page=serve,,4,74,57,77,79,45,57,85,17,20,,0,,13,218,/en/stats/leaderboard?page=serve,7,5,57,51,89,76,39,51,26,10,38,17,1,6,13,81,62,77,45,40,89,61,102,166,55,49,89,19,15,77,39,64,166,A,,,,,,,,,,False,J. Novak,L. Jonsson,N254,J084,CZE,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS083,R128,01:29:00,,F,3,W212,"6-4,6-1,6-1",C. Woodruff,M. Norman,,,USA,SWE,6-4,6-1,6-1,,,01:29:00,259,/en/stats/leaderboard?page=serve,7,7,56,55,98,84,46,55,44,19,43,,0,,12,199,/en/stats/leaderboard?page=serve,2,3,49,44,89,61,27,44,38,17,45,57,8,14,12,66,65,98,51,45,89,59,110,187,49,44,89,34,33,98,41,77,187,A,,,,,,,,,,,C. Woodruff,M. Norman,W212,N250,USA,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS084,R128,02:20:00,,F,4,K293,"7-5,7-6(11),3-6,6-4",G. Kuerten,M. Tillstrom,,,BRA,SWE,7-5,7-6(11),3-6,6-4,,02:20:00,284,/en/stats/leaderboard?page=serve,5,13,58,86,148,74,64,86,63,39,62,33,2,6,22,256,/en/stats/leaderboard?page=serve,5,8,50,79,157,77,61,79,46,36,78,69,9,13,21,70,103,148,38,60,157,53,163,305,62,97,157,30,45,148,47,142,305,A,11,9,,,,,,,,,G. Kuerten,M. Tillstrom,K293,T166,BRA,SWE,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS085,R128,01:47:00,,F,4,G288,"6-1,6-3,3-6,6-1",N. Godwin,A. Chesnokov,,,RSA,RUS,6-1,6-3,3-6,6-1,,01:47:00,271,/en/stats/leaderboard?page=serve,6,7,55,56,101,88,49,56,40,18,45,0,0,2,16,204,/en/stats/leaderboard?page=serve,6,0,57,57,100,67,38,57,30,13,43,36,4,11,16,66,67,101,49,49,100,58,116,201,51,51,100,34,34,101,42,85,201,A,,,,,,,,,,,N. Godwin,A. Chesnokov,G288,C031,RSA,RUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS086,R128,01:40:00,,F,3,P269,"6-4,6-3,6-4",L. Paes,J. Crabb,,,IND,AUS,6-4,6-3,6-4,,,01:40:00,289,/en/stats/leaderboard?page=serve,1,3,74,75,101,69,52,75,58,15,26,60,3,5,15,222,/en/stats/leaderboard?page=serve,6,0,59,50,85,62,31,50,43,15,35,50,5,10,14,66,67,101,46,39,85,57,106,186,54,46,85,34,34,101,43,80,186,A,,,,,,,,,,,L. Paes,J. Crabb,P269,G386,IND,AUS,,
580,1997,Australian Open,GS,1997-01-13T00:00:00,1997-01-26T00:00:00,Hard,128,3538866,$,MS087,R128,03:58:00,,F,5,R219,"3-6,4-6,7-5,6-2,10-8",C. Ruud,J. Siemerink,,,NOR,NED,3-6,4-6,7-5,6-2,10-8,03:58:00,264,/en/stats/leaderboard?page=serve,1,2,58,74,127,65,48,74,62,33,53,71,10,14,19,257,/en/stats/leaderboard?page=serve,4,10,58,83,142,71,59,83,47,28,59,76,16,21,20,64,81,127,39,55,142,51,136,269,61,87,142,36,46,127,49,133,269,A,,,,,,,,,,,C. Ruud,J. Siemerink,R219,S381,NOR,NED,,
