event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS032,R64,01:57:00,,F,3,S0AG,"6-3,6-0,6-4",J. Sinner,R. Gasquet,,,ITA,FRA,6-3,6-0,6-4,,,01:57:00,A,J. Sinner,R. Gasquet,ITA,FRA,,,307,/en/stats/leaderboard?page=serve,0,3,75,54,72,85,46,54,44,8,18,100,3,3,13,217,/en/stats/leaderboard?page=serve,5,2,56,45,81,67,30,45,39,14,36,55,6,11,12,75,54,72,46,37,81,59,91,153,54,44,81,25,18,72,41,62,153,,,,,,,01:57:00,01:57:00,,,,,S0AG,G628
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS033,R64,02:19:00,,F,4,L0BV,"6-3,3-6,6-1,6-2",J. Lehecka,A. Davidovich Fokina,,,CZE,ESP,6-3,3-6,6-1,6-2,,02:19:00,A,J. Lehecka,A. Davidovich Fokina,CZE,ESP,,,312,/en/stats/leaderboard?page=serve,0,12,72,73,101,77,56,73,57,16,28,75,3,4,17,252,/en/stats/leaderboard?page=serve,3,3,74,73,98,66,48,73,44,11,25,29,2,7,16,71,72,101,40,39,98,56,111,199,60,59,98,29,29,101,44,88,199,,,,,,,02:19:00,02:19:00,,,,,L0BV,DH50
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS034,R64,02:23:00,,F,3,RE44,"7-6(7),6-1,7-6(7)",A. Rublev,A. Walton,,,RUS,AUS,7-6(7),6-1,7-6(7),,,02:23:00,A,A. Rublev,A. Walton,RUS,AUS,,,308,/en/stats/leaderboard?page=serve,4,18,57,58,101,84,49,58,60,26,43,50,1,2,16,259,/en/stats/leaderboard?page=serve,1,7,59,68,115,71,48,68,43,20,47,79,11,14,15,74,75,101,41,47,115,56,122,216,59,68,115,26,26,101,44,94,216,,,,,,,02:23:00,02:23:00,7,5,7,1,RE44,W09E
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS035,R64,04:25:00,,F,5,F0F1,"7-6(7),7-6(7),2-6,0-6,6-4",A. Fils,J. Munar,,,FRA,ESP,7-6(7),7-6(7),2-6,0-6,6-4,04:25:00,A,A. Fils,J. Munar,FRA,ESP,,,224,/en/stats/leaderboard?page=serve,7,2,60,104,173,62,64,104,45,31,69,59,13,22,24,249,/en/stats/leaderboard?page=serve,13,9,63,100,158,73,73,100,38,22,58,62,8,13,24,55,95,173,40,63,158,48,158,331,60,95,158,45,78,173,52,173,331,7,4,,,,,04:25:00,04:25:00,,,7,3,F0F1,MU94
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS036,R64,02:52:00,,F,5,BK92,"2-6,2-6,6-4,6-3,6-2",A. Bublik,A. de Minaur,,,KAZ,AUS,2-6,2-6,6-4,6-3,6-2,02:52:00,A,A. Bublik,A. de Minaur,KAZ,AUS,,,249,/en/stats/leaderboard?page=serve,12,12,61,79,130,73,58,79,43,22,51,54,7,13,22,241,/en/stats/leaderboard?page=serve,8,4,48,61,128,74,45,61,52,35,67,57,8,14,21,62,80,130,38,48,128,50,128,258,63,80,128,38,50,130,50,130,258,,,,,,,02:52:00,02:52:00,,,,,BK92,DH58
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS037,R64,03:06:00,,F,5,R0GO,"2-6,1-6,6-4,6-3,6-3",H. Rocha,J. Mensik,,,POR,CZE,2-6,1-6,6-4,6-3,6-3,03:06:00,A,H. Rocha,J. Mensik,POR,CZE,,,252,/en/stats/leaderboard?page=serve,6,7,64,85,133,64,54,85,52,25,48,50,6,12,21,261,/en/stats/leaderboard?page=serve,4,9,61,75,123,67,50,75,56,27,48,45,5,11,22,59,79,133,37,46,123,49,125,256,63,77,123,41,54,133,51,131,256,,,,,,,03:06:00,03:06:00,,,,,R0GO,M0NI
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS038,R64,02:54:00,,F,3,F0FV,"7-6(7),7-6(7),6-4",J. Fonseca,P. Herbert,,,BRA,FRA,7-6(7),7-6(7),6-4,,,02:54:00,A,J. Fonseca,P. Herbert,BRA,FRA,,,258,/en/stats/leaderboard?page=serve,8,9,65,70,108,77,54,70,39,15,38,56,5,9,17,241,/en/stats/leaderboard?page=serve,10,12,51,65,127,68,44,65,50,31,62,62,8,13,17,64,69,108,41,52,127,51,121,235,59,75,127,36,39,108,49,114,235,7,4,,,,,02:54:00,02:54:00,,,7,4,F0FV,H996
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS039,R64,03:11:00,,F,4,D0CO,"6-3,4-6,6-3,7-5",J. Draper,G. Monfils,,,GBR,FRA,6-3,4-6,6-3,7-5,,03:11:00,A,J. Draper,G. Monfils,GBR,FRA,,,277,/en/stats/leaderboard?page=serve,4,5,65,75,116,72,54,75,59,24,41,60,6,10,20,228,/en/stats/leaderboard?page=serve,7,8,58,88,153,67,59,88,37,24,65,68,15,22,20,67,78,116,46,70,153,55,148,269,54,83,153,33,38,116,45,121,269,,,,,,,03:11:00,03:11:00,,,,,D0CO,MC65
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS040,R64,02:58:00,,F,4,Z355,"3-6,6-1,6-2,6-3",A. Zverev,J. de Jong,,,GER,NED,3-6,6-1,6-2,6-3,,02:58:00,A,A. Zverev,J. de Jong,GER,NED,,,308,/en/stats/leaderboard?page=serve,1,8,77,78,101,67,52,78,70,16,23,78,7,9,16,211,/en/stats/leaderboard?page=serve,3,4,49,60,122,53,32,60,50,31,62,46,6,13,17,67,68,101,48,59,122,57,127,223,52,63,122,33,33,101,43,96,223,,,,,,,02:58:00,02:58:00,,,,,Z355,D0C1
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS041,R64,03:09:00,,F,4,C0E9,"6-3,6-3,6-7(6),6-1",F. Cobolli,M. Arnaldi,,,ITA,ITA,6-3,6-3,6-7(6),6-1,,03:09:00,A,F. Cobolli,M. Arnaldi,ITA,ITA,,,247,/en/stats/leaderboard?page=serve,1,1,52,64,122,70,45,64,52,30,58,44,4,9,19,187,/en/stats/leaderboard?page=serve,8,1,47,57,121,67,38,57,36,23,64,47,9,19,18,61,75,122,50,60,121,56,135,243,50,61,121,39,47,122,44,108,243,,,,,,,03:09:00,03:09:00,6,8,,,C0E9,A0FC
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS042,R64,03:00:00,,F,4,GJ37,"7-5,7-6(7),1-6,6-3",T. Griekspoor,G. Diallo,,,NED,CAN,7-5,7-6(7),1-6,6-3,,03:00:00,A,T. Griekspoor,G. Diallo,NED,CAN,,,252,/en/stats/leaderboard?page=serve,6,12,56,74,133,69,51,74,51,30,59,54,7,13,20,255,/en/stats/leaderboard?page=serve,6,12,63,72,115,69,50,72,47,20,43,45,5,11,20,61,81,133,39,45,115,51,126,248,61,70,115,39,52,133,49,122,248,7,3,,,,,03:00:00,03:00:00,,,,,GJ37,D0F6
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS043,R64,04:14:00,,F,5,Q02L,"6-4,4-6,6-7(5),7-6(7),7-5",E. Quinn,A. Shevchenko,,,USA,KAZ,6-4,4-6,6-7(5),7-6(7),7-5,04:14:00,A,E. Quinn,A. Shevchenko,USA,KAZ,,,276,/en/stats/leaderboard?page=serve,6,14,55,107,195,73,78,107,55,48,88,75,12,16,28,276,/en/stats/leaderboard?page=serve,2,11,64,115,179,74,85,115,47,30,64,62,8,13,28,65,126,195,36,64,179,51,190,374,64,115,179,35,69,195,49,184,374,,,7,3,,,04:14:00,04:14:00,5,7,,,Q02L,S0H2
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS044,R64,02:14:00,,F,3,N771,"7-6(9),6-2,6-1",C. Norrie,F. Gomez,,,GBR,ARG,7-6(9),6-2,6-1,,,02:14:00,A,C. Norrie,F. Gomez,GBR,ARG,,,291,/en/stats/leaderboard?page=serve,2,4,78,73,94,71,52,73,48,10,21,90,9,10,13,219,/en/stats/leaderboard?page=serve,8,3,66,69,104,55,38,69,46,16,35,57,8,14,14,66,62,94,48,50,104,57,112,198,52,54,104,34,32,94,43,86,198,,,,,,,02:14:00,02:14:00,,,9,7,N771,GJ16
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS045,R64,01:43:00,,F,2,F0BY,"6-3,4-4",J. Fearnley,U. Humbert,,,GBR,FRA,6-3,4-4,,,,01:43:00,A,J. Fearnley,U. Humbert,GBR,FRA,,,255,/en/stats/leaderboard?page=serve,5,3,56,28,50,71,20,28,55,12,22,60,3,5,8,214,/en/stats/leaderboard?page=serve,5,3,61,47,77,57,27,47,43,13,30,67,8,12,9,64,32,50,48,37,77,54,69,127,52,40,77,36,18,50,46,58,127,,,,,,,01:43:00,01:43:00,,,,,F0BY,HH26
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS046,R64,04:14:00,,F,5,M0JZ,"7-6(7),7-6(8),4-6,4-6,6-3",F. Misolic,D. Shapovalov,,,AUT,CAN,7-6(7),7-6(8),4-6,4-6,6-3,04:14:00,A,F. Misolic,D. Shapovalov,AUT,CAN,,,268,/en/stats/leaderboard?page=serve,6,9,63,107,170,74,79,107,51,32,63,63,10,16,27,258,/en/stats/leaderboard?page=serve,8,6,61,111,182,68,75,111,51,36,71,67,10,15,26,65,111,170,39,71,182,52,182,352,61,111,182,35,59,170,48,170,352,8,6,,,,,04:14:00,04:14:00,,,7,5,M0JZ,SU55
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS047,R64,03:05:00,,F,3,D643,"6-3,6-2,7-6(7)",N. Djokovic,C. Moutet,,,SRB,FRA,6-3,6-2,7-6(7),,,03:05:00,A,N. Djokovic,C. Moutet,SRB,FRA,,,276,/en/stats/leaderboard?page=serve,2,5,65,70,107,73,51,70,49,18,37,60,3,5,15,226,/en/stats/leaderboard?page=serve,3,4,64,68,106,60,41,68,37,14,38,64,9,14,14,64,69,107,48,51,106,56,120,213,52,55,106,36,38,107,44,93,213,,,,,,,03:05:00,03:05:00,7,1,,,D643,MW02
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS048,R64,02:06:00,,F,3,M0EJ,"6-4,6-0,6-4",L. Musetti,D. Galan,,,ITA,COL,6-4,6-0,6-4,,,02:06:00,A,L. Musetti,D. Galan,ITA,COL,,,305,/en/stats/leaderboard?page=serve,0,6,69,57,83,65,37,57,73,19,26,86,6,7,13,225,/en/stats/leaderboard?page=serve,2,0,73,58,79,53,31,58,48,10,21,50,6,12,13,67,56,83,48,38,79,58,94,162,52,41,79,33,27,83,42,68,162,,,,,,,02:06:00,02:06:00,,,,,M0EJ,GE33
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS049,R64,02:26:00,,F,3,N0BS,"6-1,7-6(7),6-3",M. Navone,R. Opelka,,,ARG,USA,6-1,7-6(7),6-3,,,02:26:00,A,M. Navone,R. Opelka,ARG,USA,,,284,/en/stats/leaderboard?page=serve,0,3,70,69,99,72,50,69,53,16,30,83,10,12,15,216,/en/stats/leaderboard?page=serve,9,7,47,47,99,64,30,47,46,24,52,69,11,16,13,67,66,99,45,45,99,56,111,198,55,54,99,33,33,99,44,87,198,7,1,,,,,02:26:00,02:26:00,,,,,N0BS,O522
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS050,R64,03:09:00,,F,4,HB64,"4-6,6-3,7-6(7),7-5",Q. Halys,M. Kecmanovic,,,FRA,SRB,4-6,6-3,7-6(7),7-5,,03:09:00,A,Q. Halys,M. Kecmanovic,FRA,SRB,,,295,/en/stats/leaderboard?page=serve,9,22,51,76,150,74,56,76,62,46,74,93,14,15,22,287,/en/stats/leaderboard?page=serve,1,5,60,75,126,72,54,75,61,31,51,50,2,4,21,68,102,150,33,41,126,52,143,276,67,85,126,32,48,150,48,133,276,,,,,,,03:09:00,03:09:00,7,2,,,HB64,KI95
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS051,R64,02:20:00,,F,3,R0DG,"6-3,7-6(7),6-3",H. Rune,E. Nava,,,DEN,USA,6-3,7-6(7),6-3,,,02:20:00,A,H. Rune,E. Nava,DEN,USA,,,291,/en/stats/leaderboard?page=serve,3,4,66,64,97,73,47,64,64,21,33,78,7,9,16,245,/en/stats/leaderboard?page=serve,6,5,68,69,102,65,45,69,42,14,33,67,8,12,14,70,68,97,42,43,102,56,111,199,58,59,102,30,29,97,44,88,199,7,5,,,,,02:20:00,02:20:00,,,,,R0DG,N0AM
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS052,R64,01:37:00,,F,3,TD51,"6-4,6-3,6-1",F. Tiafoe,P. Carreno Busta,,,USA,ESP,6-4,6-3,6-1,,,01:37:00,A,F. Tiafoe,P. Carreno Busta,USA,ESP,,,324,/en/stats/leaderboard?page=serve,2,9,61,40,66,83,33,40,73,19,26,0,0,0,13,227,/en/stats/leaderboard?page=serve,3,2,61,52,85,67,35,52,39,13,33,62,8,13,13,79,52,66,44,37,85,59,89,151,56,48,85,21,14,66,41,62,151,,,,,,,01:37:00,01:37:00,,,,,TD51,CD85
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS053,R64,02:11:00,,F,3,K0AH,"6-1,6-2,7-6(7)",S. Korda,J. Brooksby,,,USA,USA,6-1,6-2,7-6(7),,,02:11:00,A,S. Korda,J. Brooksby,USA,USA,,,262,/en/stats/leaderboard?page=serve,2,3,59,58,98,69,40,58,55,22,40,67,6,9,14,205,/en/stats/leaderboard?page=serve,1,1,66,57,87,53,30,57,40,12,30,50,7,14,13,63,62,98,52,45,87,58,107,185,48,42,87,37,36,98,42,78,185,,,,,,,02:11:00,02:11:00,7,2,,,K0AH,B0CD
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS054,R64,02:31:00,,F,3,M0JF,"6-3,6-4,7-5",H. Medjedovic,J. Cerundolo,,,SRB,ARG,6-3,6-4,7-5,,,02:31:00,A,H. Medjedovic,J. Cerundolo,SRB,ARG,,,251,/en/stats/leaderboard?page=serve,5,4,57,54,95,74,40,54,41,17,41,63,5,8,15,211,/en/stats/leaderboard?page=serve,6,6,50,52,105,60,31,52,45,24,53,50,7,14,16,60,57,95,48,50,105,54,107,200,52,55,105,40,38,95,47,93,200,,,,,,,02:31:00,02:31:00,,,,,M0JF,C0C8
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS055,R64,03:32:00,,F,4,AE14,"6-2,4-6,6-3,7-5",D. Altmaier,V. Kopriva,,,GER,CZE,6-2,4-6,6-3,7-5,,03:32:00,A,D. Altmaier,V. Kopriva,GER,CZE,,,277,/en/stats/leaderboard?page=serve,4,8,59,91,155,69,63,91,55,35,64,89,17,19,20,257,/en/stats/leaderboard?page=serve,1,7,63,70,112,70,49,70,45,19,42,17,1,6,19,63,98,155,39,44,112,53,142,267,61,68,112,37,57,155,47,125,267,,,,,,,03:32:00,03:32:00,,,,,AE14,KI82
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS056,R64,02:17:00,,F,4,BT72,"2-6,6-4,6-1,6-0",N. Borges,C. Ruud,,,POR,NOR,2-6,6-4,6-1,6-0,,02:17:00,A,N. Borges,C. Ruud,POR,NOR,,,279,/en/stats/leaderboard?page=serve,0,8,75,71,95,70,50,71,46,11,24,70,7,10,15,211,/en/stats/leaderboard?page=serve,4,8,64,63,99,57,36,63,36,13,36,33,4,12,16,64,61,95,51,50,99,57,111,194,49,49,99,36,34,95,43,83,194,,,,,,,02:17:00,02:17:00,,,,,BT72,RH16
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS057,R64,02:19:00,,F,3,P09Z,"7-5,6-3,6-4",A. Popyrin,A. Tabilo,,,AUS,CHI,7-5,6-3,6-4,,,02:19:00,A,A. Popyrin,A. Tabilo,AUS,CHI,,,293,/en/stats/leaderboard?page=serve,1,8,65,56,86,75,42,56,60,18,30,75,6,8,15,238,/en/stats/leaderboard?page=serve,4,2,66,69,104,58,40,69,54,19,35,50,6,12,16,70,60,86,43,45,104,55,105,190,57,59,104,30,26,86,45,85,190,,,,,,,02:19:00,02:19:00,,,,,P09Z,TE30
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS058,R64,03:58:00,,F,5,KE29,"7-5,3-6,7-5,4-6,6-2",K. Khachanov,S. Ofner,,,RUS,AUT,7-5,3-6,7-5,4-6,6-2,03:58:00,A,K. Khachanov,S. Ofner,RUS,AUT,,,259,/en/stats/leaderboard?page=serve,7,7,62,105,169,76,80,105,41,26,64,67,10,15,25,252,/en/stats/leaderboard?page=serve,4,12,58,104,179,69,72,104,44,33,75,56,9,16,26,63,106,169,41,74,179,52,180,348,59,105,179,37,63,169,48,168,348,,,,,,,03:58:00,03:58:00,,,,,KE29,O513
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS059,R64,03:38:00,,F,5,PL56,"4-6,2-6,6-3,7-5,6-4",T. Paul,M. Fucsovics,,,USA,HUN,4-6,2-6,6-3,7-5,6-4,03:38:00,A,T. Paul,M. Fucsovics,USA,HUN,,,274,/en/stats/leaderboard?page=serve,3,6,71,98,138,77,75,98,43,17,40,55,6,11,25,272,/en/stats/leaderboard?page=serve,3,7,67,94,141,73,69,94,49,23,47,64,9,14,24,67,92,138,35,49,141,51,141,279,65,92,141,33,46,138,49,138,279,,,,,,,03:38:00,03:38:00,,,,,PL56,F724
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS061,R64,03:06:00,,F,4,G0GD,"6-4,5-7,6-2,6-4",M. Gigante,S. Tsitsipas,,,ITA,GRE,6-4,5-7,6-2,6-4,,03:06:00,A,M. Gigante,S. Tsitsipas,ITA,GRE,,,284,/en/stats/leaderboard?page=serve,2,9,60,76,126,79,60,76,48,24,50,85,11,13,20,252,/en/stats/leaderboard?page=serve,6,4,64,77,121,74,57,77,41,18,44,64,9,14,20,67,84,126,38,46,121,53,130,247,62,75,121,33,42,126,47,117,247,,,,,,,03:06:00,03:06:00,,,,,G0GD,TE51
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS062,R64,02:49:00,,F,4,D923,"7-6(7),6-3,4-6,6-4",D. Dzumhur,G. Mpetshi Perricard,,,BIH,FRA,7-6(7),6-3,4-6,6-4,,02:49:00,A,D. Dzumhur,G. Mpetshi Perricard,BIH,FRA,,,288,/en/stats/leaderboard?page=serve,4,0,75,100,133,75,75,100,52,17,33,60,3,5,21,293,/en/stats/leaderboard?page=serve,3,10,66,71,108,73,52,71,62,23,37,0,0,3,20,69,92,133,31,33,108,52,125,241,69,75,108,31,41,133,48,116,241,,,,,,,02:49:00,02:49:00,,,7,4,D923,M0GZ
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS063,R64,02:09:00,,F,4,A0E2,"6-1,4-6,6-1,6-2",C. Alcaraz,F. Marozsan,,,ESP,HUN,6-1,4-6,6-1,6-2,,02:09:00,A,C. Alcaraz,F. Marozsan,ESP,HUN,,,297,/en/stats/leaderboard?page=serve,1,5,76,70,92,71,50,70,59,13,22,33,1,3,16,208,/en/stats/leaderboard?page=serve,2,4,65,73,113,56,41,73,35,14,40,53,9,17,16,68,63,92,51,58,113,59,121,205,49,55,113,32,29,92,41,84,205,,,,,,,02:09:00,02:09:00,,,,,A0E2,M0CI
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS064,R128,02:15:00,,F,3,S0AG,"6-4,6-3,7-5",J. Sinner,A. Rinderknech,,,ITA,FRA,6-4,6-3,7-5,,,02:15:00,A,J. Sinner,A. Rinderknech,ITA,FRA,,,300,/en/stats/leaderboard?page=serve,0,4,65,58,89,76,44,58,68,21,31,71,5,7,16,244,/en/stats/leaderboard?page=serve,2,7,60,53,88,70,37,53,43,15,35,17,1,6,15,73,65,89,41,36,88,57,101,177,59,52,88,27,24,89,43,76,177,,,,,,,02:15:00,02:15:00,,,,,S0AG,RC91
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS065,R128,02:17:00,,F,4,G628,"6-2,2-6,6-3,6-0",R. Gasquet,T. Atmane,,,FRA,FRA,6-2,2-6,6-3,6-0,,02:17:00,A,R. Gasquet,T. Atmane,FRA,FRA,,,258,/en/stats/leaderboard?page=serve,3,3,59,56,95,70,39,56,49,19,39,57,4,7,15,200,/en/stats/leaderboard?page=serve,10,6,54,61,114,64,39,61,36,19,53,53,9,17,16,61,58,95,49,56,114,55,114,209,51,58,114,39,37,95,45,95,209,,,,,,,02:17:00,02:17:00,,,,,G628,A0GC
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS066,R128,01:47:00,,F,3,L0BV,"6-4,6-2,6-1",J. Lehecka,J. Thompson,,,CZE,AUS,6-4,6-2,6-1,,,01:47:00,A,J. Lehecka,J. Thompson,CZE,AUS,,,278,/en/stats/leaderboard?page=serve,3,8,63,49,78,78,38,49,48,14,29,60,3,5,13,199,/en/stats/leaderboard?page=serve,1,3,54,42,78,55,23,42,47,17,36,59,10,17,12,67,52,78,49,38,78,58,90,156,51,40,78,33,26,78,42,66,156,,,,,,,01:47:00,01:47:00,,,,,L0BV,TC61
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS067,R128,02:57:00,,F,4,DH50,"6-3,6-2,6-7(4),6-3",A. Davidovich Fokina,P. Llamas Ruiz,,,ESP,ESP,6-3,6-2,6-7(4),6-3,,02:57:00,A,A. Davidovich Fokina,P. Llamas Ruiz,ESP,ESP,,,282,/en/stats/leaderboard?page=serve,4,2,78,100,129,69,69,100,52,15,29,73,8,11,20,246,/en/stats/leaderboard?page=serve,2,2,74,95,128,56,53,95,55,18,33,63,12,19,18,65,84,129,45,57,128,55,141,257,55,71,128,35,45,129,45,116,257,,,,,,,02:57:00,02:57:00,4,7,,,DH50,L0CX
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS068,R128,02:22:00,,F,4,RE44,"6-4,4-6,6-3,6-1",A. Rublev,L. Harris,,,RUS,RSA,6-4,4-6,6-3,6-1,,02:22:00,A,A. Rublev,L. Harris,RUS,RSA,,,301,/en/stats/leaderboard?page=serve,2,13,63,65,103,71,46,65,68,26,38,71,5,7,18,250,/en/stats/leaderboard?page=serve,4,13,66,75,114,60,45,75,49,19,39,57,8,14,18,70,72,103,44,50,114,56,122,217,56,64,114,30,31,103,44,95,217,,,,,,,02:22:00,02:22:00,,,,,RE44,HG86
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS069,R128,03:37:00,,F,5,W09E,"7-6(7),4-6,6-3,2-6,6-2",A. Walton,M. Marterer,,,AUS,GER,7-6(7),4-6,6-3,2-6,6-2,03:37:00,A,A. Walton,M. Marterer,AUS,GER,,,271,/en/stats/leaderboard?page=serve,2,11,66,101,152,72,73,101,45,23,51,62,8,13,24,272,/en/stats/leaderboard?page=serve,4,6,73,112,153,63,71,112,56,23,41,67,10,15,23,63,96,152,39,59,153,51,155,305,61,94,153,37,56,152,49,150,305,,,,,,,03:37:00,03:37:00,,,7,3,W09E,MN13
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS070,R128,02:38:00,,F,3,MU94,"6-4,6-1,7-5",J. Munar,C. Ugo Carabelli,,,ESP,ARG,6-4,6-1,7-5,,,02:38:00,A,J. Munar,C. Ugo Carabelli,ESP,ARG,,,283,/en/stats/leaderboard?page=serve,4,3,56,49,88,82,40,49,54,21,39,75,3,4,14,216,/en/stats/leaderboard?page=serve,5,3,52,56,107,57,32,56,49,25,51,57,8,14,15,69,61,88,47,50,107,57,111,195,53,57,107,31,27,88,43,84,195,,,,,,,02:38:00,02:38:00,,,,,MU94,U182
