event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS071,R128,03:23:00,,F,4,F0F1,"6-3,6-4,6-7(6),6-3",A. Fils,N. Jarry,,,FRA,CHI,6-3,6-4,6-7(6),6-3,,03:23:00,A,A. Fils,N. Jarry,FRA,CHI,,,315,/en/stats/leaderboard?page=serve,2,8,66,83,126,76,63,83,67,29,43,100,3,3,21,261,/en/stats/leaderboard?page=serve,8,4,65,105,161,64,67,105,52,29,56,81,13,16,19,73,92,126,40,65,161,55,157,287,60,96,161,27,34,126,45,130,287,,,,,,,03:23:00,03:23:00,6,8,,,F0F1,J551
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS072,R128,02:35:00,,F,3,DH58,"6-3,6-4,7-6(8)",A. de Minaur,L. Djere,,,AUS,SRB,6-3,6-4,7-6(8),,,02:35:00,A,A. de Minaur,L. Djere,AUS,SRB,,,262,/en/stats/leaderboard?page=serve,5,2,43,43,99,74,32,43,61,34,56,60,3,5,16,248,/en/stats/leaderboard?page=serve,4,2,64,69,108,62,43,69,51,20,39,20,1,5,15,67,66,99,42,45,108,54,111,207,58,63,108,33,33,99,46,96,207,,,,,,,02:35:00,02:35:00,8,6,,,DH58,DB63
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS073,R128,01:49:00,,F,3,BK92,"6-2,6-4,6-4",A. Bublik,J. Duckworth,,,KAZ,AUS,6-2,6-4,6-4,,,01:49:00,A,A. Bublik,J. Duckworth,KAZ,AUS,,,300,/en/stats/leaderboard?page=serve,9,16,56,51,91,84,43,51,53,21,40,100,4,4,14,237,/en/stats/leaderboard?page=serve,5,2,61,56,92,66,37,56,42,15,36,56,5,9,14,70,64,91,43,40,92,57,104,183,57,52,92,30,27,91,43,79,183,,,,,,,01:49:00,01:49:00,,,,,BK92,D994
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS074,R128,03:54:00,,F,5,R0GO,"7-6(7),2-6,7-6(11),2-6,6-2",H. Rocha,N. Basilashvili,,,POR,GEO,7-6(7),2-6,7-6(11),2-6,6-2,03:54:00,A,H. Rocha,N. Basilashvili,POR,GEO,,,272,/en/stats/leaderboard?page=serve,5,13,58,93,159,72,67,93,55,36,66,55,6,11,24,259,/en/stats/leaderboard?page=serve,10,5,52,94,182,80,75,94,45,40,88,80,12,15,24,65,103,159,37,67,182,50,170,341,63,115,182,35,56,159,50,171,341,,,,,,,03:54:00,03:54:00,11,9,7,0,R0GO,BG23
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS075,R128,03:20:00,,F,4,M0NI,"7-5,6-7(5),7-5,6-3",J. Mensik,A. Muller,,,CZE,FRA,7-5,6-7(5),7-5,6-3,,03:20:00,A,J. Mensik,A. Muller,CZE,FRA,,,309,/en/stats/leaderboard?page=serve,3,20,66,89,135,81,72,89,54,25,46,60,3,5,23,274,/en/stats/leaderboard?page=serve,5,8,68,94,139,68,64,94,58,26,45,55,6,11,22,72,97,135,35,49,139,53,146,274,65,90,139,28,38,135,47,128,274,5,7,,,,,03:20:00,03:20:00,,,,,M0NI,MP20
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS076,R128,01:40:00,,F,3,F0FV,"6-2,6-4,6-2",J. Fonseca,H. Hurkacz,,,BRA,POL,6-2,6-4,6-2,,,01:40:00,A,J. Fonseca,H. Hurkacz,BRA,POL,,,329,/en/stats/leaderboard?page=serve,0,9,72,51,71,78,40,51,70,14,20,100,2,2,13,231,/en/stats/leaderboard?page=serve,0,6,65,51,79,67,34,51,32,9,28,58,7,12,13,76,54,71,46,36,79,60,90,150,54,43,79,24,17,71,40,60,150,,,,,,,01:40:00,01:40:00,,,,,F0FV,HB71
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS077,R128,03:27:00,,F,5,H996,"7-5,3-6,4-6,7-5,6-2",P. Herbert,B. Bonzi,,,FRA,FRA,7-5,3-6,4-6,7-5,6-2,03:27:00,A,P. Herbert,B. Bonzi,FRA,FRA,,,255,/en/stats/leaderboard?page=serve,17,11,62,90,146,76,68,90,43,24,56,38,3,8,26,268,/en/stats/leaderboard?page=serve,3,3,75,117,155,67,78,117,50,19,38,57,8,14,25,63,92,146,37,58,155,50,150,301,63,97,155,37,54,146,50,151,301,,,,,,,03:27:00,03:27:00,,,,,H996,BM95
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS078,R128,03:36:00,,F,5,MC65,"4-6,3-6,6-1,7-6(7),6-1",G. Monfils,H. Dellien,,,FRA,BOL,4-6,3-6,6-1,7-6(7),6-1,03:36:00,A,G. Monfils,H. Dellien,FRA,BOL,,,277,/en/stats/leaderboard?page=serve,4,21,61,90,148,74,67,90,47,27,58,69,11,16,23,253,/en/stats/leaderboard?page=serve,1,2,80,124,155,59,73,124,45,14,31,67,14,21,22,64,94,148,44,68,155,53,162,303,56,87,155,36,54,148,47,141,303,,,7,4,,,03:36:00,03:36:00,,,,,MC65,DA31
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS079,R128,02:35:00,,F,4,D0CO,"3-6,6-1,6-4,6-2",J. Draper,M. Bellucci,,,GBR,ITA,3-6,6-1,6-4,6-2,,02:35:00,A,J. Draper,M. Bellucci,GBR,ITA,,,293,/en/stats/leaderboard?page=serve,7,11,68,69,101,74,51,69,59,19,32,67,4,6,17,241,/en/stats/leaderboard?page=serve,1,9,57,63,111,62,39,63,50,24,48,67,12,18,17,69,70,101,43,48,111,56,118,212,57,63,111,31,31,101,44,94,212,,,,,,,02:35:00,02:35:00,,,,,D0CO,B0GG
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS080,R128,01:53:00,,F,3,Z355,"6-3,6-3,6-4",A. Zverev,L. Tien,,,GER,USA,6-3,6-3,6-4,,,01:53:00,A,A. Zverev,L. Tien,GER,USA,,,320,/en/stats/leaderboard?page=serve,3,3,69,51,74,90,46,51,61,14,23,100,4,4,14,243,/en/stats/leaderboard?page=serve,3,2,63,57,90,65,37,57,45,15,33,67,8,12,14,81,60,74,42,38,90,60,98,164,58,52,90,19,14,74,40,66,164,,,,,,,01:53:00,01:53:00,,,,,Z355,T0HA
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS081,R128,03:49:00,,F,5,D0C1,"3-6,6-7(7),6-4,7-6(7),6-1",J. de Jong,F. Passaro,,,NED,ITA,3-6,6-7(7),6-4,7-6(7),6-1,03:49:00,A,J. de Jong,F. Passaro,NED,ITA,,,285,/en/stats/leaderboard?page=serve,4,9,65,96,147,80,77,96,51,26,51,33,2,6,25,253,/en/stats/leaderboard?page=serve,6,3,69,122,178,66,80,122,45,25,56,65,11,17,25,70,103,147,41,73,178,54,176,325,59,105,178,30,44,147,46,149,325,7,9,7,1,,,03:49:00,03:49:00,,,,,D0C1,P0CT
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS082,R128,01:41:00,,F,3,C0E9,"6-2,6-1,6-3",F. Cobolli,M. Cilic,,,ITA,CRO,6-2,6-1,6-3,,,01:41:00,A,F. Cobolli,M. Cilic,ITA,CRO,,,308,/en/stats/leaderboard?page=serve,2,3,66,46,70,74,34,46,67,16,24,100,3,3,12,198,/en/stats/leaderboard?page=serve,4,4,47,35,74,57,20,35,44,17,39,33,3,9,12,71,50,70,50,37,74,60,87,144,50,37,74,29,20,70,40,57,144,,,,,,,01:41:00,01:41:00,,,,,C0E9,C977
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS083,R128,04:21:00,,F,5,A0FC,"5-7,2-6,6-3,6-4,6-2",M. Arnaldi,F. Auger-Aliassime,,,ITA,CAN,5-7,2-6,6-3,6-4,6-2,04:21:00,A,M. Arnaldi,F. Auger-Aliassime,ITA,CAN,,,259,/en/stats/leaderboard?page=serve,8,7,59,102,172,72,73,102,46,32,70,80,16,20,24,264,/en/stats/leaderboard?page=serve,7,8,58,80,137,71,57,80,56,32,57,71,12,17,23,61,105,172,35,48,137,50,153,309,65,89,137,39,67,172,50,156,309,,,,,,,04:21:00,04:21:00,,,,,A0FC,AG37
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS084,R128,02:10:00,,F,3,D0F6,"7-5,6-3,6-4",G. Diallo,F. Cerundolo,,,CAN,ARG,7-5,6-3,6-4,,,02:10:00,A,G. Diallo,F. Cerundolo,CAN,ARG,,,296,/en/stats/leaderboard?page=serve,2,4,63,59,94,78,46,59,60,21,35,0,0,1,16,260,/en/stats/leaderboard?page=serve,3,4,64,56,88,66,37,56,56,18,32,64,7,11,15,71,67,94,38,33,88,55,100,182,63,55,88,29,27,94,45,82,182,,,,,,,02:10:00,02:10:00,,,,,D0F6,C0AU
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS085,R128,02:47:00,,F,4,GJ37,"4-6,6-3,6-4,7-5",T. Griekspoor,M. Giron,,,NED,USA,4-6,6-3,6-4,7-5,,02:47:00,A,T. Griekspoor,M. Giron,NED,USA,,,307,/en/stats/leaderboard?page=serve,2,8,69,75,108,84,63,75,58,19,33,0,0,2,21,266,/en/stats/leaderboard?page=serve,2,11,59,80,136,70,56,80,48,27,56,69,9,13,20,76,82,108,39,53,136,55,135,244,61,83,136,24,26,108,45,109,244,,,,,,,02:47:00,02:47:00,,,,,GJ37,GC88
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS086,R128,02:14:00,,F,3,S0H2,"6-2,6-4,7-6(7)",A. Shevchenko,D. Lajovic,,,KAZ,SRB,6-2,6-4,7-6(7),,,02:14:00,A,A. Shevchenko,D. Lajovic,KAZ,SRB,,,274,/en/stats/leaderboard?page=serve,3,3,63,63,100,76,48,63,49,18,37,75,6,8,15,254,/en/stats/leaderboard?page=serve,1,3,68,68,100,59,40,68,59,19,32,38,3,8,15,66,66,100,41,41,100,54,107,200,59,59,100,34,34,100,47,93,200,,,,,,,02:14:00,02:14:00,7,4,,,S0H2,L987
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS087,R128,01:54:00,,F,3,Q02L,"2-6,3-6,6-2",E. Quinn,G. Dimitrov,,,USA,BUL,2-6,3-6,6-2,,,01:54:00,A,E. Quinn,G. Dimitrov,USA,BUL,,,250,/en/stats/leaderboard?page=serve,3,7,69,59,86,59,35,59,52,14,27,50,4,8,12,249,/en/stats/leaderboard?page=serve,5,7,60,50,84,70,35,50,41,14,34,57,4,7,13,57,49,86,42,35,84,49,84,170,58,49,84,43,37,86,51,86,170,,,,,,,01:54:00,01:54:00,,,,,Q02L,D875
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS088,R128,03:53:00,,F,5,N771,"7-5,6-3,4-6,1-6,7-5",C. Norrie,D. Medvedev,,,GBR,RUS,7-5,6-3,4-6,1-6,7-5,03:53:00,A,C. Norrie,D. Medvedev,GBR,RUS,,,256,/en/stats/leaderboard?page=serve,2,1,65,112,171,63,71,112,53,31,59,60,9,15,25,271,/en/stats/leaderboard?page=serve,3,16,60,93,154,70,65,93,52,32,61,50,6,12,25,60,102,171,37,57,154,49,159,325,63,97,154,40,69,171,51,166,325,,,,,,,03:53:00,03:53:00,,,,,N771,MM58
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS089,R128,02:47:00,,F,4,GJ16,"4-6,6-4,6-4,6-1",F. Gomez,A. Kovacevic,,,ARG,USA,4-6,6-4,6-4,6-1,,02:47:00,A,F. Gomez,A. Kovacevic,ARG,USA,,,284,/en/stats/leaderboard?page=serve,4,16,54,60,111,77,46,60,57,29,51,50,3,6,19,228,/en/stats/leaderboard?page=serve,7,2,54,63,116,68,43,63,45,24,53,65,11,17,18,68,75,111,42,49,116,55,124,227,58,67,116,32,36,111,45,103,227,,,,,,,02:47:00,02:47:00,,,,,GJ16,K0AZ
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS090,R128,02:04:00,,F,3,F0BY,"7-6(8),6-3,6-2",J. Fearnley,S. Wawrinka,,,GBR,SUI,7-6(8),6-3,6-2,,,02:04:00,A,J. Fearnley,S. Wawrinka,GBR,SUI,,,281,/en/stats/leaderboard?page=serve,7,9,66,61,92,82,50,61,45,14,31,60,3,5,15,243,/en/stats/leaderboard?page=serve,2,5,55,47,86,62,29,47,59,23,39,29,2,7,14,70,64,92,40,34,86,55,98,178,60,52,86,30,28,92,45,80,178,,,,,,,02:04:00,02:04:00,,,8,6,F0BY,W367
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS091,R128,02:48:00,,F,3,HH26,"7-5,6-3,7-6(7)",U. Humbert,C. O'Connell,,,FRA,AUS,7-5,6-3,7-6(7),,,02:48:00,A,U. Humbert,C. O'Connell,FRA,AUS,,,275,/en/stats/leaderboard?page=serve,2,8,55,64,116,63,40,64,69,36,52,80,12,15,17,229,/en/stats/leaderboard?page=serve,6,4,58,69,118,64,44,69,41,20,49,71,12,17,16,66,76,116,46,54,118,56,130,234,54,64,118,34,40,116,44,104,234,,,,,,,02:48:00,02:48:00,7,3,,,HH26,O483
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS092,R128,01:39:00,,F,3,SU55,"6-2,6-0,6-3",D. Shapovalov,P. Martinez,,,CAN,ESP,6-2,6-0,6-3,,,01:39:00,A,D. Shapovalov,P. Martinez,CAN,ESP,,,263,/en/stats/leaderboard?page=serve,7,8,62,44,71,73,32,44,44,12,27,50,2,4,12,160,/en/stats/leaderboard?page=serve,4,0,67,44,66,52,23,44,18,4,22,27,3,11,11,62,44,71,59,39,66,61,83,137,41,27,66,38,27,71,39,54,137,,,,,,,01:39:00,01:39:00,,,,,SU55,MO44
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS093,R128,03:34:00,,F,4,M0JZ,"5-7,7-6(7),7-6(7),6-1",F. Misolic,Y. Bu,,,AUT,CHN,5-7,7-6(7),7-6(7),6-1,,03:34:00,A,F. Misolic,Y. Bu,AUT,CHN,,,290,/en/stats/leaderboard?page=serve,4,9,67,111,166,72,80,111,56,31,55,87,13,15,22,286,/en/stats/leaderboard?page=serve,1,12,55,71,129,80,57,71,55,32,58,63,5,8,21,67,111,166,31,40,129,51,151,295,69,89,129,33,55,166,49,144,295,7,3,,,,,03:34:00,03:34:00,7,4,,,M0JZ,Y09V
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS094,R128,02:53:00,,F,3,MW02,"6-3,7-6(8),6-3",C. Moutet,C. Tabur,,,FRA,FRA,6-3,7-6(8),6-3,,,02:53:00,A,C. Moutet,C. Tabur,FRA,FRA,,,262,/en/stats/leaderboard?page=serve,6,3,50,54,109,74,40,54,56,31,55,80,8,10,14,242,/en/stats/leaderboard?page=serve,3,3,64,71,111,56,40,71,60,24,40,45,5,11,16,65,71,109,42,47,111,54,118,220,58,64,111,35,38,109,46,102,220,8,6,,,,,02:53:00,02:53:00,,,,,MW02,T09X
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS095,R128,01:58:00,,F,3,D643,"6-3,6-3,6-3",N. Djokovic,M. McDonald,,,SRB,USA,6-3,6-3,6-3,,,01:58:00,A,N. Djokovic,M. McDonald,SRB,USA,,,316,/en/stats/leaderboard?page=serve,1,7,66,47,71,81,38,47,71,17,24,80,4,5,14,238,/en/stats/leaderboard?page=serve,3,6,66,52,79,60,31,52,48,13,27,44,4,9,13,77,55,71,44,35,79,60,90,150,56,44,79,23,16,71,40,60,150,,,,,,,01:58:00,01:58:00,,,,,D643,MK66
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS096,R128,02:07:00,,F,3,M0EJ,"7-5,6-2,6-0",L. Musetti,Y. Hanfmann,,,ITA,GER,7-5,6-2,6-0,,,02:07:00,A,L. Musetti,Y. Hanfmann,ITA,GER,,,316,/en/stats/leaderboard?page=serve,1,5,66,46,70,83,38,46,63,15,24,0,0,0,13,217,/en/stats/leaderboard?page=serve,3,0,63,62,99,50,31,62,54,20,37,54,7,13,13,76,53,70,48,48,99,60,101,169,52,51,99,24,17,70,40,68,169,,,,,,,02:07:00,02:07:00,,,,,M0EJ,H997
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS097,R128,04:27:00,,F,5,GE33,"7-6(8),6-3,3-6,6-7(4),7-5",D. Galan,V. Royer,,,COL,FRA,7-6(8),6-3,3-6,6-7(4),7-5,04:27:00,A,D. Galan,V. Royer,COL,FRA,,,274,/en/stats/leaderboard?page=serve,6,17,67,133,200,65,86,133,54,36,67,68,13,19,27,263,/en/stats/leaderboard?page=serve,6,14,56,87,155,72,63,87,53,36,68,42,5,12,27,61,122,200,36,56,155,50,178,355,64,99,155,39,78,200,50,177,355,,,4,7,,,04:27:00,04:27:00,,,8,6,GE33,R0EB
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS098,R128,02:33:00,,F,4,O522,"1-6,6-3,7-5,7-6(7)",R. Opelka,R. Hijikata,,,USA,AUS,1-6,6-3,7-5,7-6(7),,02:33:00,A,R. Opelka,R. Hijikata,USA,AUS,,,294,/en/stats/leaderboard?page=serve,7,22,63,71,113,79,56,71,52,22,42,25,1,4,20,272,/en/stats/leaderboard?page=serve,5,3,62,77,125,75,58,77,52,25,48,73,8,11,20,69,78,113,34,42,125,50,120,238,66,83,125,31,35,113,50,118,238,,,7,3,,,02:33:00,02:33:00,,,,,O522,H0BH
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS099,R128,03:31:00,,F,4,N0BS,"7-6(7),4-6,6-1,6-2",M. Navone,B. Nakashima,,,ARG,USA,7-6(7),4-6,6-1,6-2,,03:31:00,A,M. Navone,B. Nakashima,ARG,USA,,,248,/en/stats/leaderboard?page=serve,2,5,68,94,138,68,64,94,41,18,44,67,12,18,19,208,/en/stats/leaderboard?page=serve,2,3,58,72,124,53,38,72,46,24,52,47,8,17,18,59,82,138,50,62,124,55,144,262,50,62,124,41,56,138,45,118,262,,,,,,,03:31:00,03:31:00,,,7,2,N0BS,N0AE
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS100,R128,01:06:00,,F,2,HB64,"7-6(7),4-1",Q. Halys,T. Machac,,,FRA,CZE,7-6(7),4-1,,,,01:06:00,A,Q. Halys,T. Machac,FRA,CZE,,,312,/en/stats/leaderboard?page=serve,1,8,54,25,46,80,20,25,71,15,21,100,2,2,8,264,/en/stats/leaderboard?page=serve,3,5,72,41,57,63,26,41,50,8,16,0,0,2,9,76,35,46,40,23,57,56,58,103,60,34,57,24,11,46,44,45,103,,,,,,,01:06:00,01:06:00,,,7,4,HB64,M0FH
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS101,R128,03:51:00,,F,5,KI95,"6-7(3),6-7(4),6-4,6-2,6-2",M. Kecmanovic,S. Baez,,,SRB,ARG,6-7(3),6-7(4),6-4,6-2,6-2,03:51:00,A,M. Kecmanovic,S. Baez,SRB,ARG,,,261,/en/stats/leaderboard?page=serve,2,6,55,88,160,69,61,88,53,38,72,62,8,13,25,236,/en/stats/leaderboard?page=serve,6,8,71,130,184,60,78,130,43,23,54,63,17,27,25,62,99,160,45,83,184,53,182,344,55,101,184,38,61,160,47,162,344,4,7,,,,,03:51:00,03:51:00,,,3,7,KI95,B0BI
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS102,R128,02:53:00,,F,3,N0AM,"6-2,7-5,7-5",E. Nava,B. van de Zandschulp,,,USA,NED,6-2,7-5,7-5,,,02:53:00,A,E. Nava,B. van de Zandschulp,USA,NED,,,280,/en/stats/leaderboard?page=serve,3,8,68,83,122,71,59,83,49,19,39,80,8,10,16,214,/en/stats/leaderboard?page=serve,8,2,50,63,125,63,40,63,45,28,62,54,7,13,16,64,78,122,46,57,125,55,135,247,54,68,125,36,44,122,45,112,247,,,,,,,02:53:00,02:53:00,,,,,N0AM,V812
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS103,R128,03:15:00,,F,4,R0DG,"6-7(4),6-4,6-3,6-2",H. Rune,R. Bautista Agut,,,DEN,ESP,6-7(4),6-4,6-3,6-2,,03:15:00,A,H. Rune,R. Bautista Agut,DEN,ESP,,,301,/en/stats/leaderboard?page=serve,0,9,68,92,135,71,65,92,58,25,43,91,10,11,20,251,/en/stats/leaderboard?page=serve,2,4,56,66,117,77,51,66,43,22,51,62,8,13,19,67,90,135,38,44,117,53,134,252,62,73,117,33,45,135,47,118,252,,,,,,,03:15:00,03:15:00,,,4,7,R0DG,BD06
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS104,R128,02:21:00,,F,3,TD51,"6-4,7-5,6-4",F. Tiafoe,R. Safiullin,,,USA,RUS,6-4,7-5,6-4,,,02:21:00,A,F. Tiafoe,R. Safiullin,USA,RUS,,,300,/en/stats/leaderboard?page=serve,1,9,60,59,99,76,45,59,63,25,40,86,6,7,16,268,/en/stats/leaderboard?page=serve,2,20,56,53,95,83,44,53,36,15,42,67,8,12,16,71,70,99,38,36,95,55,106,194,62,59,95,29,29,99,45,88,194,,,,,,,02:21:00,02:21:00,,,,,TD51,SX50
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS105,R128,02:50:00,,F,3,CD85,"6-2,7-6(7),7-5",P. Carreno Busta,F. Comesana,,,ESP,ARG,6-2,7-6(7),7-5,,,02:50:00,A,P. Carreno Busta,F. Comesana,ESP,ARG,,,272,/en/stats/leaderboard?page=serve,3,0,66,78,118,72,56,78,50,20,40,71,5,7,16,235,/en/stats/leaderboard?page=serve,3,7,55,58,106,66,38,58,42,20,48,38,3,8,16,64,76,118,45,48,106,55,124,224,55,58,106,36,42,118,45,100,224,7,3,,,,,02:50:00,02:50:00,,,,,CD85,C0DF
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS106,R128,02:19:00,,F,4,B0CD,"6-1,3-6,6-3,6-2",J. Brooksby,J. Faria,,,USA,POR,6-1,3-6,6-3,6-2,,02:19:00,A,J. Brooksby,J. Faria,USA,POR,,,294,/en/stats/leaderboard?page=serve,3,1,64,67,105,70,47,67,68,26,38,89,8,9,17,249,/en/stats/leaderboard?page=serve,3,3,66,63,95,68,43,63,47,15,32,44,4,9,16,70,73,105,39,37,95,55,110,200,61,58,95,30,32,105,45,90,200,,,,,,,02:19:00,02:19:00,,,,,B0CD,F0F2
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS107,R128,02:21:00,,F,4,K0AH,"6-2,4-6,6-3,6-2",S. Korda,L. Darderi,,,USA,ITA,6-2,4-6,6-3,6-2,,02:21:00,A,S. Korda,L. Darderi,USA,ITA,,,293,/en/stats/leaderboard?page=serve,1,7,64,68,107,66,45,68,69,27,39,67,4,6,18,223,/en/stats/leaderboard?page=serve,9,5,56,54,96,69,37,54,38,16,42,50,6,12,17,67,72,107,45,43,96,57,115,203,55,53,96,33,35,107,43,88,203,,,,,,,02:21:00,02:21:00,,,,,K0AH,D0FJ
520,2025,Roland Garros,GS,2025-05-25T00:00:00,2025-06-08T00:00:00,Clay,128,26334000,€,MS108,R128,02:05:00,,F,3,C0C8,"6-3,6-2,6-4",J. Cerundolo,A. Michelsen,,,ARG,USA,6-3,6-2,6-4,,,02:05:00,A,J. Cerundolo,A. Michelsen,ARG,USA,,,266,/en/stats/leaderboard?page=serve,4,1,44,35,79,83,29,35,57,25,44,33,1,3,14,211,/en/stats/leaderboard?page=serve,4,2,72,64,89,56,36,64,32,8,25,57,8,14,13,68,54,79,51,45,89,59,99,168,49,44,89,32,25,79,41,69,168,,,,,,,02:05:00,02:05:00,,,,,C0C8,M0QI
