event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS001,F,01:06:00,,F,2,A203,"7-5,2-1",K. Alami,A. Voinea,,,MAR,ROU,7-5,2-1,,,,01:06:00,275,/en/stats/leaderboard?page=serve,2,2,60,27,45,67,18,27,61,11,18,50,1,2,8,235,/en/stats/leaderboard?page=serve,1,1,67,34,51,65,22,34,41,7,17,57,4,7,8,64,29,45,43,22,51,53,51,96,57,29,51,36,16,45,47,45,96,A,,,,,,,,,K. Alami,A. Voinea,A203,V166,MAR,ROU,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS002,SF,01:11:00,,F,2,V166,"6-3,6-2",A. Voinea,J. Van Herck,,,ROU,BEL,6-3,6-2,,,,01:11:00,215,/en/stats/leaderboard?page=serve,2,3,76,57,75,72,41,57,33,6,18,,0,,9,254,/en/stats/leaderboard?page=serve,1,3,67,29,43,66,19,29,57,8,14,40,2,5,8,63,47,75,37,16,43,53,63,118,63,27,43,37,28,75,47,55,118,A,,,,,,,,,A. Voinea,J. Van Herck,V166,V167,ROU,BEL,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS003,SF,01:56:00,,F,3,A203,"6-3,1-6,6-2",K. Alami,M. Martelli,,,MAR,ITA,6-3,1-6,6-2,,,01:56:00,243,/en/stats/leaderboard?page=serve,3,1,54,43,79,72,31,43,44,16,36,57,4,7,12,229,/en/stats/leaderboard?page=serve,5,4,55,51,93,78,40,51,31,13,42,71,10,14,12,59,47,79,43,40,93,51,87,172,57,53,93,41,32,79,49,85,172,A,,,,,,,,,K. Alami,M. Martelli,A203,M543,MAR,ITA,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS004,QF,01:23:00,,F,2,V167,"6-4,6-4",J. Van Herck,H. Arazi,,,BEL,MAR,6-4,6-4,,,,01:23:00,284,/en/stats/leaderboard?page=serve,3,1,53,27,51,85,23,27,58,14,24,0,0,1,10,236,/en/stats/leaderboard?page=serve,,0,58,44,76,64,28,44,44,14,32,57,4,7,10,73,37,51,45,34,76,56,71,127,55,42,76,27,14,51,44,56,127,A,False,,,,,,,,J. Van Herck,H. Arazi,V167,A226,BEL,MAR,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS005,QF,01:06:00,,F,2,V166,"6-4,6-2",A. Voinea,A. Corretja,,,ROU,ESP,6-4,6-2,,,,01:06:00,293,/en/stats/leaderboard?page=serve,2,2,65,32,49,69,22,32,71,12,17,50,1,2,9,241,/en/stats/leaderboard?page=serve,1,1,78,40,51,53,21,40,55,6,11,50,4,8,9,69,34,49,47,24,51,58,58,100,53,27,51,31,15,49,42,42,100,A,,,,,,,,,A. Voinea,A. Corretja,V166,C344,ROU,ESP,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS006,QF,01:09:00,,F,2,A203,"6-2,6-4",K. Alami,F. Clavet,,,MAR,ESP,6-2,6-4,,,,01:09:00,276,/en/stats/leaderboard?page=serve,3,2,61,33,54,76,25,33,52,11,21,50,1,2,9,220,/en/stats/leaderboard?page=serve,2,0,73,38,52,58,22,38,36,5,14,0,0,4,9,67,36,54,48,25,52,58,61,106,52,27,52,33,18,54,42,45,106,A,,,,,,,,,K. Alami,F. Clavet,A203,C252,MAR,ESP,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS007,QF,00:56:00,,F,2,M543,"6-3,6-2",M. Martelli,J. Burillo,,,ITA,ESP,6-3,6-2,,,,00:56:00,284,/en/stats/leaderboard?page=serve,2,6,53,27,51,89,24,27,50,12,24,50,1,2,9,198,/en/stats/leaderboard?page=serve,4,4,49,21,43,67,14,21,32,7,22,33,2,6,8,71,36,51,51,22,43,62,58,94,49,21,43,29,15,51,38,36,94,A,,,,,,,,,M. Martelli,J. Burillo,M543,B429,ITA,ESP,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS008,R16,01:45:00,,F,2,V167,"7-6(7),6-3",J. Van Herck,F. Mantilla,,,BEL,ESP,7-6(7),6-3,,,,01:45:00,280,/en/stats/leaderboard?page=serve,3,1,62,45,73,69,31,45,61,17,28,67,2,3,11,279,/en/stats/leaderboard?page=serve,,3,72,53,74,62,33,53,62,13,21,75,6,8,10,66,48,73,38,28,74,52,76,147,62,46,74,34,25,73,48,71,147,A,False,7,2,,,,,,J. Van Herck,F. Mantilla,V167,M535,BEL,ESP,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS009,R16,01:34:00,,F,2,A226,"6-4,6-4",H. Arazi,H. Gumy,,,MAR,ARG,6-4,6-4,,,,01:34:00,189,/en/stats/leaderboard?page=serve,2,1,54,27,50,48,13,27,48,11,23,0,0,6,10,157,/en/stats/leaderboard?page=serve,4,1,57,48,84,44,21,48,39,14,36,58,11,19,10,48,24,50,58,49,84,54,73,134,42,35,84,52,26,50,46,61,134,A,,,,,,,,,H. Arazi,H. Gumy,A226,G247,MAR,ARG,,
325,1996,Palermo,GP,1996-09-23T00:00:00,1996-09-29T00:00:00,Clay,32,303000,$,MS010,R16,02:16:00,,F,3,C344,"4-6,6-4,6-1",A. Corretja,C. Costa,,,ESP,ESP,4-6,6-4,6-1,,,02:16:00,249,/en/stats/leaderboard?page=serve,4,2,64,64,100,73,47,64,36,13,36,67,6,9,14,212,/en/stats/leaderboard?page=serve,4,0,58,50,86,66,33,50,31,11,36,50,5,10,13,60,60,100,49,42,86,55,102,186,51,44,86,40,40,100,45,84,186,A,,,,,,,,,A. Corretja,C. Costa,C344,C179,ESP,ESP,,
