event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS048,R64,02:08:00,,F,4,H336,"6-1,6-7(3),6-0,6-1",T. Henman,D. Sapsford,,,GBR,GBR,6-1,6-7(3),6-0,6-1,,02:08:00,291,/en/stats/leaderboard?page=serve,2,9,62,73,117,75,55,73,59,26,44,67,4,6,17,188,/en/stats/leaderboard?page=serve,5,2,55,61,111,52,32,61,44,22,50,59,13,22,15,69,81,117,51,57,111,61,138,228,49,54,111,31,36,117,39,90,228,A,,,3,7,,,,,,T. Henman,D. Sapsford,H336,S404,GBR,GBR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS049,R64,03:50:00,,F,5,M607,"6-4,6-2,6-7(5),6-7(3),6-1",L. Milligan,N. Lapentti,,,GBR,ECU,6-4,6-2,6-7(5),6-7(3),6-1,03:50:00,244,/en/stats/leaderboard?page=serve,7,5,68,132,195,69,91,132,33,21,63,50,6,12,25,197,/en/stats/leaderboard?page=serve,13,7,57,127,222,70,89,127,22,21,95,67,22,33,24,57,112,195,50,112,222,54,224,417,50,110,222,43,83,195,46,193,417,A,5,7,,,3,7,,,,L. Milligan,N. Lapentti,M607,L290,GBR,ECU,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS050,R64,01:46:00,,F,3,G182,"7-6(7),6-3,6-2",M. Gustafsson,T. Woodbridge,,,SWE,AUS,7-6(7),6-3,6-2,,,01:46:00,256,/en/stats/leaderboard?page=serve,6,3,66,78,119,73,57,78,34,14,41,78,7,9,15,203,/en/stats/leaderboard?page=serve,11,1,48,48,101,65,31,48,36,19,53,38,3,8,14,60,71,119,50,51,101,55,122,220,50,50,101,40,48,119,45,98,220,A,,,,,,,7,5,,M. Gustafsson,T. Woodbridge,G182,W136,SWE,AUS,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS051,R64,01:58:00,,F,3,F196,"7-5,7-5,6-4",W. Ferreira,A. Gaudenzi,,,RSA,ITA,7-5,7-5,6-4,,,01:58:00,277,/en/stats/leaderboard?page=serve,8,15,56,77,137,86,66,77,40,24,60,80,8,10,17,249,/en/stats/leaderboard?page=serve,3,3,63,69,110,62,43,69,54,22,41,58,7,12,17,66,90,137,41,45,110,55,135,247,59,65,110,34,47,137,45,112,247,A,,,,,,,,,,W. Ferreira,A. Gaudenzi,F196,G254,RSA,ITA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS052,R64,02:10:00,,F,3,M442,"6-2,6-4,7-6(7)",T. Martin,J. Grabb,,,USA,USA,6-2,6-4,7-6(7),,,02:10:00,278,/en/stats/leaderboard?page=serve,3,9,68,76,112,76,58,76,42,15,36,71,5,7,15,225,/en/stats/leaderboard?page=serve,12,9,65,86,133,67,58,86,30,14,47,64,9,14,15,65,73,112,46,61,133,55,134,245,54,72,133,35,39,112,45,111,245,A,7,5,,,,,,,,T. Martin,J. Grabb,M442,G039,USA,USA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS053,R64,01:55:00,,F,3,F192,"6-4,7-5,6-2",R. Furlan,C. Beecher,,,ITA,GBR,6-4,7-5,6-2,,,01:55:00,271,/en/stats/leaderboard?page=serve,4,1,71,71,100,75,53,71,48,14,29,,0,,15,243,/en/stats/leaderboard?page=serve,4,5,65,66,102,71,47,66,33,12,36,43,3,7,15,67,67,100,42,43,102,54,110,202,58,59,102,33,33,100,46,92,202,A,,,,,,,,,,R. Furlan,C. Beecher,F192,B347,ITA,GBR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS054,R64,01:38:00,,F,3,J129,"6-4,6-3,6-3",T. Johansson,H. Arazi,,,SWE,MAR,6-4,6-3,6-3,,,01:38:00,296,/en/stats/leaderboard?page=serve,3,9,69,72,105,74,53,72,55,18,33,86,6,7,14,238,/en/stats/leaderboard?page=serve,3,4,64,61,96,66,40,61,43,15,35,55,6,11,14,68,71,105,43,41,96,56,112,201,57,55,96,32,34,105,44,89,201,A,,,,,,,,,,T. Johansson,H. Arazi,J129,A226,SWE,MAR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS055,R64,02:02:00,,F,4,F191,"2-6,6-3,6-3,6-4",D. Flach,J. Palmer,,,USA,USA,2-6,6-3,6-3,6-4,,02:02:00,259,/en/stats/leaderboard?page=serve,3,5,56,69,123,74,51,69,50,27,54,50,4,8,18,239,/en/stats/leaderboard?page=serve,7,11,53,69,130,80,55,69,36,22,61,50,6,12,18,63,78,123,41,53,130,52,131,253,59,77,130,37,45,123,48,122,253,A,,,,,,,,,,D. Flach,J. Palmer,F191,P233,USA,USA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS056,R64,01:21:00,,F,3,S403,"6-2,6-1,6-2",J. Stark,M. Knowles,,,USA,BAH,6-2,6-1,6-2,,,01:21:00,319,/en/stats/leaderboard?page=serve,1,9,77,54,70,81,44,54,63,10,16,,0,,11,176,/en/stats/leaderboard?page=serve,11,5,56,51,91,57,29,51,28,11,40,36,4,11,12,77,54,70,56,51,91,65,105,161,44,40,91,23,16,70,35,56,161,A,,,,,,,,,,J. Stark,M. Knowles,S403,K171,USA,BAH,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS057,R64,02:10:00,,F,3,H223,"6-2,7-6(7),7-6(7)",P. Haarhuis,N. Pereira,,,NED,VEN,6-2,7-6(7),7-6(7),,,02:10:00,276,/en/stats/leaderboard?page=serve,3,6,60,67,112,73,49,67,53,24,45,67,4,6,16,237,/en/stats/leaderboard?page=serve,10,9,56,83,147,71,59,83,36,23,64,71,10,14,16,65,73,112,44,65,147,53,138,259,56,82,147,35,39,112,47,121,259,A,7,1,7,5,,,,,,P. Haarhuis,N. Pereira,H223,P218,NED,VEN,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS058,R64,01:49:00,,F,4,U032,"1-6,6-2,6-1,6-4",B. Ulihrach,F. Dewulf,,,CZE,BEL,1-6,6-2,6-1,6-4,,01:49:00,252,/en/stats/leaderboard?page=serve,8,6,50,59,117,76,45,59,47,27,58,75,9,12,16,207,/en/stats/leaderboard?page=serve,14,7,47,65,137,72,47,65,33,24,72,63,10,16,16,62,72,117,48,66,137,54,138,254,52,71,137,38,45,117,46,116,254,A,,,,,,,,,,B. Ulihrach,F. Dewulf,U032,D228,CZE,BEL,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS059,R64,01:57:00,,F,3,W124,"6-4,7-6(7),6-3",M. Washington,T. Enqvist,,,USA,SWE,6-4,7-6(7),6-3,,,01:57:00,288,/en/stats/leaderboard?page=serve,5,13,60,69,115,87,60,69,46,21,46,71,5,7,16,242,/en/stats/leaderboard?page=serve,14,17,50,68,135,82,56,68,34,23,67,50,4,8,15,70,81,115,41,56,135,55,137,250,59,79,135,30,34,115,45,113,250,A,,,7,5,,,,,,M. Washington,T. Enqvist,W124,E113,USA,SWE,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS061,R64,02:07:00,,F,3,W123,"6-4,7-5,7-6(7)",D. Wheaton,G. Raoux,,,USA,FRA,6-4,7-5,7-6(7),,,02:07:00,215,/en/stats/leaderboard?page=serve,5,12,60,70,117,80,56,70,68,32,47,0,0,,17,265,/en/stats/leaderboard?page=serve,11,8,46,56,123,88,49,56,46,31,67,60,3,5,17,75,88,117,35,43,123,55,131,240,65,80,123,25,29,117,45,109,240,A,7,4,,,,,,,,D. Wheaton,G. Raoux,W123,R186,USA,FRA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS062,R64,02:05:00,,F,3,G288,"6-4,7-5,6-2",N. Godwin,G. Stafford,,,RSA,RSA,6-4,7-5,6-2,,,02:05:00,264,/en/stats/leaderboard?page=serve,6,9,57,68,119,75,51,68,43,22,51,82,9,11,15,227,/en/stats/leaderboard?page=serve,3,8,60,72,121,71,51,72,31,15,49,63,10,16,15,61,73,119,45,55,121,53,128,240,55,66,121,39,46,119,47,112,240,A,,,,,,,,,,N. Godwin,G. Stafford,G288,S406,RSA,RSA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS063,R64,02:03:00,,F,4,B028,"4-6,6-3,6-4,6-2",B. Becker,T. Carbonell,,,GER,ESP,4-6,6-3,6-4,6-2,,02:03:00,271,/en/stats/leaderboard?page=serve,7,18,64,78,121,79,62,78,44,19,43,44,4,9,19,230,/en/stats/leaderboard?page=serve,3,5,70,93,132,54,50,93,49,19,39,58,11,19,18,67,81,121,48,63,132,57,144,253,52,69,132,33,40,121,43,109,253,A,,,,,,,,,,B. Becker,T. Carbonell,B028,C216,GER,ESP,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS064,R128,02:15:00,,F,4,S402,"4-6,6-4,6-3,6-3",P. Sampras,R. Reneberg,,,USA,USA,4-6,6-4,6-3,6-3,,02:15:00,261,/en/stats/leaderboard?page=serve,8,16,55,85,154,82,70,85,38,26,69,67,8,12,19,230,/en/stats/leaderboard?page=serve,3,6,53,67,126,64,43,67,47,28,59,46,6,13,19,62,96,154,44,55,126,54,151,280,56,71,126,38,58,154,46,129,280,A,,,,,,,,,,P. Sampras,R. Reneberg,S402,R016,USA,USA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS065,R128,02:15:00,,F,4,P338,"7-5,4-6,6-3,6-2",M. Philippoussis,J. Frana,,,AUS,ARG,7-5,4-6,6-3,6-2,,02:15:00,284,/en/stats/leaderboard?page=serve,10,15,55,75,137,89,67,75,45,28,62,60,3,5,20,264,/en/stats/leaderboard?page=serve,3,15,58,85,146,73,62,85,48,29,61,71,12,17,19,69,95,137,38,55,146,53,150,283,62,91,146,31,42,137,47,133,283,A,,,,,,,,,,M. Philippoussis,J. Frana,P338,F041,AUS,ARG,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS066,R128,02:04:00,,F,4,B397,"5-7,6-1,6-2,6-3",B. Black,K. Goossens,,,ZIM,BEL,5-7,6-1,6-2,6-3,,02:04:00,261,/en/stats/leaderboard?page=serve,7,7,58,76,130,72,55,76,48,26,54,57,4,7,18,197,/en/stats/leaderboard?page=serve,18,10,42,56,132,79,44,56,29,22,76,50,8,16,18,62,81,130,50,66,132,56,147,262,50,66,132,38,49,130,44,115,262,A,,,,,,,,,,B. Black,K. Goossens,B397,G285,ZIM,BEL,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS067,R128,01:23:00,,F,3,K237,"6-3,6-3,6-3",K. Kucera,K. Alami,,,SVK,MAR,6-3,6-3,6-3,,,01:23:00,283,/en/stats/leaderboard?page=serve,6,7,42,38,90,92,35,38,56,29,52,67,2,3,14,220,/en/stats/leaderboard?page=serve,6,5,49,41,83,68,28,41,43,18,42,17,1,6,13,71,64,90,45,37,83,58,101,173,55,46,83,29,26,90,42,72,173,A,,,,,,,,,,K. Kucera,K. Alami,K237,A203,SVK,MAR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS068,R128,02:00:00,,F,3,K296,"6-3,7-6(7),7-5",J. Kroslak,A. Foster,,,SVK,GBR,6-3,7-6(7),7-5,,,02:00:00,301,/en/stats/leaderboard?page=serve,4,5,77,86,112,79,68,86,50,13,26,67,2,3,17,268,/en/stats/leaderboard?page=serve,5,13,62,82,132,79,65,82,38,19,50,75,9,12,16,72,81,112,36,48,132,53,129,244,64,84,132,28,31,112,47,115,244,A,,,7,4,,,,,,J. Kroslak,A. Foster,K296,F222,SVK,GBR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS069,R128,02:15:00,,F,4,W150,"6-1,6-3,5-7,6-2",C. Wilkinson,A. Jarryd,,,GBR,SWE,6-1,6-3,5-7,6-2,,02:15:00,272,/en/stats/leaderboard?page=serve,1,5,64,70,110,64,45,70,63,25,40,20,1,5,18,191,/en/stats/leaderboard?page=serve,12,5,52,74,143,61,45,74,35,24,69,44,7,16,18,64,70,110,52,74,143,57,144,253,48,69,143,36,40,110,43,109,253,A,,,,,,,,,,C. Wilkinson,A. Jarryd,W150,J006,GBR,SWE,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS070,R128,02:55:00,,F,4,P222,"1-6,6-2,6-4,7-6(13)",M. Petchey,L. Paes,,,GBR,IND,1-6,6-2,6-4,7-6(13),,02:55:00,214,/en/stats/leaderboard?page=serve,8,2,53,73,139,62,45,73,44,29,66,53,8,15,18,204,/en/stats/leaderboard?page=serve,9,1,61,90,148,54,49,90,40,23,58,33,4,12,19,53,74,139,51,76,148,52,150,287,49,72,148,47,65,139,48,137,287,A,,,,,13,11,,,,M. Petchey,L. Paes,P222,P269,GBR,IND,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS071,R128,02:20:00,,F,3,P226,"7-6(7),7-6(7),6-4",C. Pioline,J. Siemerink,,,FRA,NED,7-6(7),7-6(7),6-4,,,02:20:00,277,/en/stats/leaderboard?page=serve,6,8,57,77,135,75,58,77,55,32,58,80,8,10,17,261,/en/stats/leaderboard?page=serve,6,5,60,74,123,73,54,74,47,23,49,63,5,8,17,67,90,135,37,46,123,53,136,258,63,77,123,33,45,135,47,122,258,A,,,7,5,,,7,4,,C. Pioline,J. Siemerink,P226,S381,FRA,NED,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS072,R128,01:52:00,,F,4,S351,"6-3,3-6,6-1,6-2",M. Stich,S. Schalken,,,GER,NED,6-3,3-6,6-1,6-2,,01:52:00,306,/en/stats/leaderboard?page=serve,7,23,69,90,131,90,81,90,37,15,41,50,1,2,17,231,/en/stats/leaderboard?page=serve,5,0,64,65,101,68,44,65,36,13,36,44,4,9,16,73,96,131,44,44,101,60,140,232,56,57,101,27,35,131,40,92,232,A,,,,,,,,,,M. Stich,S. Schalken,S351,S572,GER,NED,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS073,R128,01:13:00,,F,3,M338,"6-1,6-0,6-2",S. Matsuoka,C. Ruud,,,JPN,NOR,6-1,6-0,6-2,,,01:13:00,223,/en/stats/leaderboard?page=serve,1,7,64,41,64,88,36,41,65,15,23,0,0,,11,152,/en/stats/leaderboard?page=serve,6,0,51,37,72,57,21,37,20,7,35,36,4,11,10,80,51,64,61,44,72,70,95,136,39,28,72,20,13,64,30,41,136,A,,,,,,,,,,S. Matsuoka,C. Ruud,M338,R219,JPN,NOR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS074,R128,01:46:00,,F,3,S443,"6-3,6-3,6-1",S. Stolle,D. Nargiso,,,AUS,ITA,6-3,6-3,6-1,,,01:46:00,278,/en/stats/leaderboard?page=serve,5,4,58,45,78,91,41,45,39,13,33,,0,,12,186,/en/stats/leaderboard?page=serve,18,8,49,63,128,79,50,63,15,10,65,63,10,16,13,69,54,78,53,68,128,59,122,206,47,60,128,31,24,78,41,84,206,A,,,,,,,,,,S. Stolle,D. Nargiso,S443,N109,AUS,ITA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS075,R128,01:31:00,,F,3,L206,"6-3,6-2,7-5",M. Larsson,M. Woodforde,,,SWE,AUS,6-3,6-2,7-5,,,01:31:00,299,/en/stats/leaderboard?page=serve,5,14,66,70,106,81,57,70,50,18,36,50,1,2,15,226,/en/stats/leaderboard?page=serve,7,6,50,50,101,78,39,50,35,18,51,58,7,12,14,71,75,106,44,44,101,57,119,207,56,57,101,29,31,106,43,88,207,A,,,,,,,,,,M. Larsson,M. Woodforde,L206,W035,SWE,AUS,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS076,R128,01:37:00,,F,3,R237,"7-6(7),7-6(7),6-2",G. Rusedski,D. Nestor,,,GBR,CAN,7-6(7),7-6(7),6-2,,,01:37:00,233,/en/stats/leaderboard?page=serve,4,27,69,90,130,88,79,90,53,21,40,0,0,,16,280,/en/stats/leaderboard?page=serve,5,5,70,72,103,75,54,72,48,15,31,0,0,2,16,77,100,130,33,34,103,58,134,233,67,69,103,23,30,130,42,99,233,A,,,7,5,,,7,4,,G. Rusedski,D. Nestor,R237,N210,GBR,CAN,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS077,R128,02:20:00,,F,3,S321,"7-5,7-6(9),6-3",B. Steven,T. Kempers,,,NZL,NED,7-5,7-6(9),6-3,,,02:20:00,271,/en/stats/leaderboard?page=serve,5,4,83,100,121,69,69,100,38,8,21,67,6,9,17,216,/en/stats/leaderboard?page=serve,9,3,75,104,138,67,70,104,12,4,34,69,11,16,16,64,77,121,46,64,138,54,141,259,54,74,138,36,44,121,46,118,259,A,,,9,7,,,,,,B. Steven,T. Kempers,S321,K193,NZL,NED,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS078,R128,02:00:00,,F,3,R043,"6-4,6-3,7-6(7)",D. Rostagno,J. Van Herck,,,USA,BEL,6-4,6-3,7-6(7),,,02:00:00,273,/en/stats/leaderboard?page=serve,4,13,72,100,138,70,70,100,47,18,38,75,12,16,16,214,/en/stats/leaderboard?page=serve,10,6,52,58,112,71,41,58,35,19,54,25,2,8,15,64,88,138,46,52,112,56,140,250,54,60,112,36,50,138,44,110,250,A,7,4,,,,,,,,D. Rostagno,J. Van Herck,R043,V167,USA,BEL,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS079,R128,01:33:00,,F,3,K214,"6-4,6-3,6-4",R. Krajicek,J. Sanchez,,,NED,ESP,6-4,6-3,6-4,,,01:33:00,310,/en/stats/leaderboard?page=serve,5,22,66,73,111,92,67,73,42,16,38,67,2,3,15,254,/en/stats/leaderboard?page=serve,1,0,68,68,100,63,43,68,53,17,32,67,8,12,14,75,83,111,40,40,100,58,123,211,60,60,100,25,28,111,42,88,211,A,,,,,,,,,,R. Krajicek,J. Sanchez,K214,S015,NED,ESP,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS080,R128,00:55:00,,F,3,I034,"6-2,6-0,6-2",G. Ivanisevic,D. Nainkin,,,CRO,RSA,6-2,6-0,6-2,,,00:55:00,245,/en/stats/leaderboard?page=serve,3,18,71,52,73,92,48,52,67,14,21,0,0,,11,161,/en/stats/leaderboard?page=serve,5,0,58,34,59,44,15,34,28,7,25,13,1,8,11,85,62,73,63,37,59,75,99,132,37,22,59,15,11,73,25,33,132,A,,,,,,,,,,G. Ivanisevic,D. Nainkin,I034,N101,CRO,RSA,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS081,R128,03:50:00,,F,5,B439,"6-7(5),7-6(7),2-6,6-4,10-8",P. Bouteyre,C. Moya,,,FRA,ESP,6-7(5),7-6(7),2-6,6-4,10-8,03:50:00,213,/en/stats/leaderboard?page=serve,12,4,57,94,166,81,76,94,17,12,72,50,7,14,21,249,/en/stats/leaderboard?page=serve,3,7,72,103,143,74,76,103,28,11,40,33,3,9,21,53,88,166,39,56,143,47,144,309,61,87,143,47,78,166,53,165,309,A,,,7,5,,,5,7,,P. Bouteyre,C. Moya,B439,M605,FRA,ESP,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS082,R128,01:57:00,,F,4,V037,"6-4,7-6(7),1-6,6-1",A. Volkov,L. Manta,,,RUS,SUI,6-4,7-6(7),1-6,6-1,,01:57:00,257,/en/stats/leaderboard?page=serve,2,3,50,54,109,67,36,54,62,34,55,50,4,8,18,240,/en/stats/leaderboard?page=serve,9,11,52,74,142,77,57,74,37,25,68,50,5,10,18,64,70,109,42,60,142,52,130,251,58,82,142,36,39,109,48,121,251,A,,,7,2,,,,,,A. Volkov,L. Manta,V037,M551,RUS,SUI,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS083,R128,01:58:00,,F,4,D214,"4-6,6-1,6-4,6-4",M. Damm,O. Ogorodov,,,CZE,UZB,4-6,6-1,6-4,6-4,,01:58:00,285,/en/stats/leaderboard?page=serve,9,13,60,82,136,88,72,82,39,21,54,75,3,4,19,282,/en/stats/leaderboard?page=serve,2,14,57,62,109,85,53,62,51,24,47,56,5,9,18,68,93,136,29,32,109,51,125,245,71,77,109,32,43,136,49,120,245,A,,,,,,,,,,M. Damm,O. Ogorodov,D214,O127,CZE,UZB,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS084,R128,01:52:00,,F,3,P045,"6-2,6-4,6-2",G. Pozzi,J. Cunha-Silva,,,ITA,POR,6-2,6-4,6-2,,,01:52:00,275,/en/stats/leaderboard?page=serve,3,2,55,46,84,76,35,46,53,20,38,0,0,1,13,217,/en/stats/leaderboard?page=serve,3,4,65,77,119,62,48,77,36,15,42,70,14,20,13,65,55,84,47,56,119,55,111,203,53,63,119,35,29,84,45,92,203,A,,,,,,,,,,G. Pozzi,J. Cunha-Silva,P045,C113,ITA,POR,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS085,R128,01:55:00,,F,3,R255,"6-2,6-4,7-6(7)",P. Rafter,D. Vacek,,,AUS,CZE,6-2,6-4,7-6(7),,,01:55:00,303,/en/stats/leaderboard?page=serve,3,5,64,63,98,81,51,63,63,22,35,,0,,15,246,/en/stats/leaderboard?page=serve,8,6,58,72,125,72,52,72,38,20,53,67,6,9,15,74,73,98,42,53,125,57,126,223,58,72,125,26,25,98,43,97,223,A,7,3,,,,,,,,P. Rafter,D. Vacek,R255,V141,AUS,CZE,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS086,R128,02:07:00,,F,4,O009,"6-7(4),6-2,6-2,6-2",A. Olhovskiy,H. Dreekmann,,,RUS,GER,6-7(4),6-2,6-2,6-2,,02:07:00,277,/en/stats/leaderboard?page=serve,8,10,57,70,123,86,60,70,55,29,53,,0,,18,236,/en/stats/leaderboard?page=serve,7,11,54,76,142,64,49,76,48,32,66,45,5,11,18,72,89,123,43,61,142,57,150,265,57,81,142,28,34,123,43,115,265,A,,,,,,,4,7,,A. Olhovskiy,H. Dreekmann,O009,D249,RUS,GER,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS087,R128,01:55:00,,F,4,R214,"4-6,6-4,6-3,6-1",M. Rosset,S. Draper,,,SUI,AUS,4-6,6-4,6-3,6-1,,01:55:00,282,/en/stats/leaderboard?page=serve,7,11,56,67,119,84,56,67,50,26,52,33,1,3,18,232,/en/stats/leaderboard?page=serve,6,7,55,66,120,71,47,66,39,21,54,25,2,8,18,69,82,119,43,52,120,56,134,239,57,68,120,31,37,119,44,105,239,A,,,,,,,,,,M. Rosset,S. Draper,R214,D270,SUI,AUS,,
540,1996,Wimbledon,GS,1996-06-24T00:00:00,1996-07-07T00:00:00,Grass,128,4736161,$,MS088,R128,02:35:00,,F,4,E004,"7-6(7),5-7,6-2,6-2",S. Edberg,G. Forget,,,SWE,FRA,7-6(7),5-7,6-2,6-2,,02:35:00,289,/en/stats/leaderboard?page=serve,6,11,64,87,137,82,71,87,48,24,50,75,6,8,20,251,/en/stats/leaderboard?page=serve,10,12,62,101,164,72,73,101,40,25,63,67,10,15,20,69,95,137,40,66,164,53,161,301,60,98,164,31,42,137,47,140,301,A,,,,,,,7,5,,S. Edberg,G. Forget,E004,F035,SWE,FRA,,
