event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS001,F,01:54:00,,F,3,D198,"6-4,4-6,6-3",S. Dosedel,C. Moya,,,CZE,ESP,6-4,4-6,6-3,,,01:54:00,285,/en/stats/leaderboard?page=serve,1,3,63,62,99,73,45,62,54,20,37,80,4,5,15,287,/en/stats/leaderboard?page=serve,1,4,71,64,90,70,45,64,58,15,26,82,9,11,14,66,65,99,33,30,90,50,95,189,67,60,90,34,34,99,50,94,189,A,,,,,,,,,S. Dosedel,C. Moya,D198,M605,CZE,ESP,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS002,SF,01:10:00,,F,2,M605,"6-3,6-3",C. Moya,T. Muster,,,ESP,AUT,6-3,6-3,,,,01:10:00,287,/en/stats/leaderboard?page=serve,,0,69,38,55,71,27,38,59,10,17,50,1,2,9,220,/en/stats/leaderboard?page=serve,2,0,64,38,59,55,21,38,48,10,21,20,1,5,9,67,37,55,47,28,59,57,65,114,53,31,59,33,18,55,43,49,114,A,False,,,,,,,,C. Moya,T. Muster,M605,M099,ESP,AUT,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS003,SF,02:51:00,,F,3,D198,"7-6(7),2-6,7-6(8)",S. Dosedel,B. Becker,,,CZE,GER,7-6(7),2-6,7-6(8),,,02:51:00,276,/en/stats/leaderboard?page=serve,,1,77,88,114,57,50,88,73,19,26,64,9,14,16,261,/en/stats/leaderboard?page=serve,2,9,63,80,128,70,56,80,40,19,48,70,7,10,16,61,69,114,41,53,128,50,122,242,59,75,128,39,45,114,50,120,242,A,False,7,2,8,6,,,,S. Dosedel,B. Becker,D198,B028,CZE,GER,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS004,QF,01:18:00,,F,3,M099,"6-3,0-6,6-2",T. Muster,M. Philippoussis,,,AUT,AUS,6-3,0-6,6-2,,,01:18:00,281,/en/stats/leaderboard?page=serve,1,1,78,56,72,59,33,56,69,11,16,75,9,12,12,256,/en/stats/leaderboard?page=serve,5,12,56,35,62,69,24,35,52,14,27,25,1,4,11,61,44,72,39,24,62,51,68,134,61,38,62,39,28,72,49,66,134,A,,,,,,,,,T. Muster,M. Philippoussis,M099,P338,AUT,AUS,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS005,QF,01:00:00,,F,2,M605,"6-3,6-4",C. Moya,G. Ivanisevic,,,ESP,CRO,6-3,6-4,,,,01:00:00,300,/en/stats/leaderboard?page=serve,1,3,74,39,53,77,30,39,57,8,14,67,2,3,10,241,/en/stats/leaderboard?page=serve,2,5,46,23,50,74,17,23,52,14,27,40,2,5,9,72,38,53,38,19,50,55,57,103,62,31,50,28,15,53,45,46,103,A,,,,,,,,,C. Moya,G. Ivanisevic,M605,I034,ESP,CRO,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS006,QF,01:11:00,,F,2,D198,"6-1,6-3",S. Dosedel,H. Gumy,,,CZE,ARG,6-1,6-3,,,,01:11:00,268,/en/stats/leaderboard?page=serve,,1,50,23,46,78,18,23,52,12,23,50,1,2,8,192,/en/stats/leaderboard?page=serve,3,4,59,29,49,55,16,29,40,8,20,38,3,8,8,65,30,46,51,25,49,58,55,95,49,24,49,35,16,46,42,40,95,A,False,,,,,,,,S. Dosedel,H. Gumy,D198,G247,CZE,ARG,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS007,QF,01:59:00,,F,2,B028,"7-6(7),7-6(7)",B. Becker,B. Karbacher,,,GER,GER,7-6(7),7-6(7),,,,01:59:00,255,/en/stats/leaderboard?page=serve,4,5,62,57,92,74,42,57,43,15,35,63,5,8,12,263,/en/stats/leaderboard?page=serve,1,5,63,45,72,62,28,45,59,16,27,40,2,5,12,62,57,92,39,28,72,52,85,164,61,44,72,38,35,92,48,79,164,A,,7,1,,,7,3,,B. Becker,B. Karbacher,B028,K190,GER,GER,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS008,R16,02:25:00,,F,3,M099,"4-6,6-2,7-5",T. Muster,H. Dreekmann,,,AUT,GER,4-6,6-2,7-5,,,02:25:00,266,/en/stats/leaderboard?page=serve,2,2,75,77,103,69,53,77,42,11,26,81,13,16,15,223,/en/stats/leaderboard?page=serve,9,6,43,55,129,82,45,55,35,26,74,67,10,15,15,62,64,103,45,58,129,53,122,232,55,71,129,38,39,103,47,110,232,A,,,,,,,,,T. Muster,H. Dreekmann,M099,D249,AUT,GER,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS010,R16,01:50:00,,F,3,I034,"6-7(1),6-3,6-4",G. Ivanisevic,R. Carretero,,,CRO,ESP,6-7(1),6-3,6-4,,,01:50:00,297,/en/stats/leaderboard?page=serve,5,16,56,53,95,85,45,53,52,22,42,,0,,16,286,/en/stats/leaderboard?page=serve,3,3,75,70,93,73,51,70,52,12,23,60,3,5,15,71,67,95,32,30,93,52,97,188,68,63,93,29,28,95,48,91,188,A,,1,7,,,,,,G. Ivanisevic,R. Carretero,I034,C383,CRO,ESP,,
308,1996,Munich,GP,1996-04-29T00:00:00,1996-05-05T00:00:00,Clay,32,400000,$,MS011,R16,01:55:00,,F,3,M605,"6-7(6),6-2,6-2",C. Moya,T. Carbonell,,,ESP,ESP,6-7(6),6-2,6-2,,,01:55:00,293,/en/stats/leaderboard?page=serve,2,2,66,59,89,68,40,59,67,20,30,75,3,4,14,224,/en/stats/leaderboard?page=serve,5,1,70,73,105,63,46,73,31,10,32,58,7,12,14,67,60,89,47,49,105,56,109,194,53,56,105,33,29,89,44,85,194,A,,6,8,,,,,,C. Moya,T. Carbonell,M605,C216,ESP,ESP,,
