event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS012,R16,02:09:00,,F,3,B837,"7-6(7),7-6(7),6-3",M. Baghdatis,N. Davydenko,,,CYP,RUS,7-6(7),7-6(7),6-3,,,02:09:00,A,M. Baghdatis,N. Davydenko,CYP,RUS,,,7.0,5.0,,,250,/en/stats/leaderboard?page=serve,4,4,57,57,100,81,46,57,37,16,43,50,4,8,16,246,/en/stats/leaderboard?page=serve,5,5,68,77,113,58,45,77,56,20,36,40,4,10,17,62,62,100,42,48,113,52,110,213,58,65,113,38,38,100,48,103,213,,,7.0,5.0,B837,D402
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS013,R16,04:12:00,,F,4,D643,"7-6(10),7-6(7),4-6,7-6(7)",N. Djokovic,L. Hewitt,,,SRB,AUS,7-6(10),7-6(7),4-6,7-6(7),,04:12:00,A,N. Djokovic,L. Hewitt,SRB,AUS,,,10.0,8.0,,,285,/en/stats/leaderboard?page=serve,5,17,72,125,174,74,92,125,45,22,49,67,8,12,23,269,/en/stats/leaderboard?page=serve,2,7,51,80,157,74,59,80,53,41,77,63,5,8,23,66,114,174,36,57,157,52,171,331,64,100,157,34,60,174,48,160,331,7.0,5.0,7.0,2.0,D643,H432
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS014,R16,02:21:00,,F,4,BA47,"6-4,6-0,6-7(6),6-0",T. Berdych,J. Bjorkman,,,CZE,SWE,6-4,6-0,6-7(6),6-0,,02:21:00,A,T. Berdych,J. Bjorkman,CZE,SWE,,,,,6.0,8.0,305,/en/stats/leaderboard?page=serve,7,15,56,57,101,84,48,57,57,25,44,100,3,3,17,232,/en/stats/leaderboard?page=serve,3,6,67,80,119,68,54,80,36,14,39,61,11,18,17,72,73,101,43,51,119,56,124,220,57,68,119,28,28,101,44,96,220,,,,,BA47,B446
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS015,R16,03:05:00,,F,5,N409,"4-6,3-6,6-1,6-2,6-2",R. Nadal,M. Youzhny,,,ESP,RUS,4-6,3-6,6-1,6-2,6-2,03:05:00,A,R. Nadal,M. Youzhny,ESP,RUS,,,,,,,308,/en/stats/leaderboard?page=serve,3,11,73,84,115,76,64,84,61,19,31,50,2,4,21,245,/en/stats/leaderboard?page=serve,6,6,63,88,139,70,62,88,41,21,51,40,4,10,21,72,83,115,40,56,139,55,139,254,60,83,139,28,32,115,45,115,254,,,,,N409,Y061
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS016,R32,01:39:00,,F,3,F324,"6-1,6-4,7-6(7)",R. Federer,M. Safin,,,SUI,RUS,6-1,6-4,7-6(7),,,01:39:00,A,R. Federer,M. Safin,SUI,RUS,,,,,7.0,4.0,307,/en/stats/leaderboard?page=serve,1,12,65,56,86,88,49,56,50,15,30,0,0,1,15,251,/en/stats/leaderboard?page=serve,1,5,60,53,89,74,39,53,42,15,36,64,7,11,14,74,64,86,39,35,89,57,99,175,61,54,89,26,22,86,43,76,175,,,,,F324,S741
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS017,R32,02:52:00,,F,4,H355,"1-6,6-4,7-6(7),6-4",T. Haas,D. Tursunov,,,GER,RUS,1-6,6-4,7-6(7),6-4,,02:52:00,A,T. Haas,D. Tursunov,GER,RUS,,,,,7.0,5.0,257,/en/stats/leaderboard?page=serve,3,7,68,85,125,67,57,85,45,18,40,67,10,15,19,259,/en/stats/leaderboard?page=serve,6,13,58,77,133,73,56,77,46,26,56,44,4,9,20,60,75,125,38,51,133,49,126,258,62,82,133,40,50,125,51,132,258,,,,,H355,T315
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS018,R32,02:08:00,,F,4,F316,"3-6,6-3,6-3,7-6(7)",J. Ferrero,J. Blake,,,ESP,USA,3-6,6-3,6-3,7-6(7),,02:08:00,A,J. Ferrero,J. Blake,ESP,USA,,,,,,,305,/en/stats/leaderboard?page=serve,1,8,75,77,103,77,59,77,62,16,26,25,1,4,19,253,/en/stats/leaderboard?page=serve,8,9,60,75,125,75,56,75,42,21,50,58,7,12,20,73,75,103,38,48,125,54,123,228,62,77,125,27,28,103,46,105,228,7.0,4.0,,,F316,B676
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS019,R32,03:35:00,,F,5,T742,"6-3,3-6,6-3,4-6,8-6",J. Tipsarevic,F. Gonzalez,,,SRB,CHI,6-3,3-6,6-3,4-6,8-6,03:35:00,A,J. Tipsarevic,F. Gonzalez,SRB,CHI,,,,,,,286,/en/stats/leaderboard?page=serve,1,13,59,91,154,75,68,91,56,35,63,64,7,11,26,278,/en/stats/leaderboard?page=serve,3,21,60,93,155,72,67,93,48,30,62,55,6,11,25,67,103,154,37,58,155,52,161,309,63,97,155,33,51,154,48,148,309,,,,,T742,G415
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS020,R32,01:53:00,,F,3,R485,"6-3,6-4,7-6(7)",A. Roddick,F. Verdasco,,,USA,ESP,6-3,6-4,7-6(7),,,01:53:00,A,A. Roddick,F. Verdasco,USA,ESP,,,,,7.0,2.0,303,/en/stats/leaderboard?page=serve,1,12,66,73,110,74,54,73,59,22,37,83,5,6,16,295,/en/stats/leaderboard?page=serve,2,13,78,63,81,76,48,63,50,9,18,57,4,7,15,69,76,110,30,24,81,52,100,191,70,57,81,31,34,110,48,91,191,,,,,R485,V306
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS021,R32,03:02:00,,F,4,M850,"4-6,7-5,6-2,6-3",P. Mathieu,I. Ljubicic,,,FRA,CRO,4-6,7-5,6-2,6-3,,03:02:00,A,P. Mathieu,I. Ljubicic,FRA,CRO,,,,,,,293,/en/stats/leaderboard?page=serve,2,6,61,75,122,80,60,75,53,25,47,91,10,11,20,266,/en/stats/leaderboard?page=serve,3,14,62,92,148,70,64,92,45,25,56,60,6,10,19,70,85,122,40,59,148,53,144,270,60,89,148,30,37,122,47,126,270,,,,,M850,L360
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS022,R32,01:28:00,,F,3,G628,"6-3,6-4,6-2",R. Gasquet,E. Roger-Vasselin,,,FRA,FRA,6-3,6-4,6-2,,,01:28:00,A,R. Gasquet,E. Roger-Vasselin,FRA,FRA,,,,,,,322,/en/stats/leaderboard?page=serve,2,7,68,52,77,81,42,52,68,17,25,100,2,2,14,243,/en/stats/leaderboard?page=serve,2,6,68,50,73,76,38,50,26,6,23,20,1,5,13,77,59,77,40,29,73,59,88,150,60,44,73,23,18,77,41,62,150,,,,,G628,R613
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS023,R32,01:48:00,,F,3,T786,"6-3,7-6(7),6-3",J. Tsonga,F. Lopez,,,FRA,ESP,6-3,7-6(7),6-3,,,01:48:00,A,J. Tsonga,F. Lopez,FRA,ESP,,,,,,,332,/en/stats/leaderboard?page=serve,2,16,68,65,96,82,53,65,68,21,31,100,3,3,16,277,/en/stats/leaderboard?page=serve,3,2,57,46,81,76,35,46,60,21,35,71,5,7,14,77,74,96,31,25,81,56,99,177,69,56,81,23,22,96,44,78,177,,,7.0,4.0,T786,L397
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS024,R32,01:46:00,,F,3,D402,"6-3,7-5,6-3",N. Davydenko,G. Monfils,,,RUS,FRA,6-3,7-5,6-3,,,01:46:00,A,N. Davydenko,G. Monfils,RUS,FRA,,,,,,,282,/en/stats/leaderboard?page=serve,4,1,68,57,84,75,43,57,56,15,27,60,3,5,15,234,/en/stats/leaderboard?page=serve,3,12,50,46,92,72,33,46,43,20,46,14,1,7,15,69,58,84,42,39,92,55,97,176,58,53,92,31,26,84,45,79,176,,,,,D402,MC65
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS025,R32,01:41:00,,F,3,B837,"6-2,7-5,6-0",M. Baghdatis,D. Nalbandian,,,CYP,ARG,6-2,7-5,6-0,,,01:41:00,A,M. Baghdatis,D. Nalbandian,CYP,ARG,,,,,,,307,/en/stats/leaderboard?page=serve,0,5,49,37,76,89,33,37,64,25,39,100,1,1,13,200,/en/stats/leaderboard?page=serve,7,3,52,45,86,60,27,45,39,16,41,40,4,10,13,76,58,76,50,43,86,62,101,162,50,43,86,24,18,76,38,61,162,,,,,B837,N301
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS026,R32,02:43:00,,F,4,H432,"6-4,3-6,6-3,6-4",L. Hewitt,G. Canas,,,AUS,ARG,6-4,3-6,6-3,6-4,,02:43:00,A,L. Hewitt,G. Canas,AUS,ARG,,,,,,,276,/en/stats/leaderboard?page=serve,2,8,55,66,119,67,44,66,64,34,53,57,4,7,19,265,/en/stats/leaderboard?page=serve,2,17,58,66,113,68,45,66,51,24,47,55,6,11,19,66,78,119,39,44,113,53,122,232,61,69,113,34,41,119,47,110,232,,,,,H432,C433
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS027,R32,03:39:00,,F,4,D643,"7-6(7),6-7(6),6-2,7-6(7)",N. Djokovic,N. Kiefer,,,SRB,GER,7-6(7),6-7(6),6-2,7-6(7),,03:39:00,A,N. Djokovic,N. Kiefer,SRB,GER,,,7.0,4.0,,,308,/en/stats/leaderboard?page=serve,4,11,64,91,142,81,74,91,61,31,51,67,2,3,22,276,/en/stats/leaderboard?page=serve,6,9,62,102,164,73,74,102,52,32,62,75,9,12,22,74,105,142,35,58,164,53,163,306,65,106,164,26,37,142,47,143,306,7.0,5.0,6.0,8.0,D643,K316
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS028,R32,02:07:00,,F,3,BA47,"6-4,7-6(7),7-6(7)",T. Berdych,H. Lee,,,CZE,KOR,6-4,7-6(7),7-6(7),,,02:07:00,A,T. Berdych,H. Lee,CZE,KOR,,,,,7.0,3.0,308,/en/stats/leaderboard?page=serve,3,15,60,61,101,89,54,61,53,21,40,50,1,2,17,273,/en/stats/leaderboard?page=serve,3,2,67,71,106,73,52,71,46,16,35,33,1,3,17,74,75,101,36,38,106,55,113,207,64,68,106,26,26,101,45,94,207,,,7.0,2.0,BA47,L311
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS029,R32,01:27:00,,F,3,B446,"6-2,6-1,6-4",J. Bjorkman,W. Arthurs,,,SWE,AUS,6-2,6-1,6-4,,,01:27:00,A,J. Bjorkman,W. Arthurs,SWE,AUS,,,,,,,310,/en/stats/leaderboard?page=serve,0,6,69,53,77,85,45,53,50,12,24,100,2,2,13,229,/en/stats/leaderboard?page=serve,7,10,59,40,68,73,29,40,36,10,28,44,4,9,12,74,57,77,43,29,68,59,86,145,57,39,68,26,20,77,41,59,145,,,,,B446,A202
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS030,R32,02:19:00,,F,3,Y061,"7-5,7-6(7),6-3",M. Youzhny,J. Nieminen,,,RUS,FIN,7-5,7-6(7),6-3,,,02:19:00,A,M. Youzhny,J. Nieminen,RUS,FIN,,,,,,,261,/en/stats/leaderboard?page=serve,3,2,48,53,110,74,39,53,58,33,57,67,6,9,17,242,/en/stats/leaderboard?page=serve,1,2,62,66,106,68,45,66,43,17,40,44,4,9,16,65,72,110,42,44,106,54,116,216,58,62,106,35,38,110,46,100,216,,,7.0,5.0,Y061,N289
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS031,R32,04:01:00,,F,5,N409,"6-4,6-4,6-7(7),4-6,7-5",R. Nadal,R. Soderling,,,ESP,SWE,6-4,6-4,6-7(7),4-6,7-5,04:01:00,A,R. Nadal,R. Soderling,ESP,SWE,,,,,7.0,9.0,266,/en/stats/leaderboard?page=serve,3,5,66,122,184,70,85,122,47,29,62,67,10,15,27,276,/en/stats/leaderboard?page=serve,4,21,64,106,166,74,78,106,47,28,60,53,8,15,27,62,114,184,36,60,166,50,174,350,64,106,166,38,70,184,50,176,350,,,,,N409,SA49
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS032,R64,01:33:00,,F,3,F324,"6-2,7-5,6-1",R. Federer,J. del Potro,,,SUI,ARG,6-2,7-5,6-1,,,01:33:00,A,R. Federer,J. del Potro,SUI,ARG,,,,,,,309,/en/stats/leaderboard?page=serve,1,5,58,45,77,84,38,45,63,20,32,100,1,1,14,226,/en/stats/leaderboard?page=serve,2,1,54,41,76,61,25,41,51,18,35,44,4,9,13,75,58,77,43,33,76,59,91,153,57,43,76,25,19,77,41,62,153,,,,,F324,D683
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS033,R64,01:59:00,,F,3,S741,"6-4,6-2,7-6(7)",M. Safin,A. Qureshi,,,RUS,PAK,6-4,6-2,7-6(7),,,01:59:00,A,M. Safin,A. Qureshi,RUS,PAK,,,,,7.0,4.0,306,/en/stats/leaderboard?page=serve,5,12,61,66,108,76,50,66,62,26,42,100,8,8,15,280,/en/stats/leaderboard?page=serve,1,12,71,67,94,70,47,67,48,13,27,63,5,8,15,70,76,108,36,34,94,54,110,202,64,60,94,30,32,108,46,92,202,,,,,S741,Q019
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS034,R64,02:15:00,,F,4,T315,"4-6,6-4,6-4,6-4",D. Tursunov,M. Berrer,,,RUS,GER,4-6,6-4,6-4,6-4,,02:15:00,A,D. Tursunov,M. Berrer,RUS,GER,,,,,,,293,/en/stats/leaderboard?page=serve,6,13,61,74,121,65,48,74,70,33,47,60,3,5,20,286,/en/stats/leaderboard?page=serve,2,11,70,81,115,65,53,81,62,21,34,43,3,7,20,67,81,121,36,41,115,52,122,236,64,74,115,33,40,121,48,114,236,,,,,T315,B678
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS035,R64,01:51:00,,F,3,H355,"6-3,7-6(7),6-4",T. Haas,T. Zib,,,GER,CZE,6-3,7-6(7),6-4,,,01:51:00,A,T. Haas,T. Zib,GER,CZE,,,,,,,307,/en/stats/leaderboard?page=serve,8,20,68,68,100,78,53,68,56,18,32,50,1,2,16,273,/en/stats/leaderboard?page=serve,2,2,73,66,91,68,45,66,52,13,25,40,2,5,15,71,71,100,36,33,91,54,104,191,64,58,91,29,29,100,46,87,191,,,7.0,5.0,H355,Z074
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS036,R64,01:43:00,,F,3,B676,"6-4,6-3,6-3",J. Blake,A. Pavel,,,USA,ROU,6-4,6-3,6-3,,,01:43:00,A,J. Blake,A. Pavel,USA,ROU,,,,,,,298,/en/stats/leaderboard?page=serve,2,12,62,61,98,61,37,61,73,27,37,90,9,10,14,230,/en/stats/leaderboard?page=serve,0,1,71,61,86,62,38,61,32,8,25,29,2,7,14,65,64,98,47,40,86,57,104,184,53,46,86,35,34,98,43,80,184,,,,,B676,P280
540,2007,Wimbledon,GS,2007-06-25T00:00:00,2007-07-08T00:00:00,Grass,128,10039193,$,MS037,R64,02:41:00,,F,4,F316,"6-4,6-4,6-7(2),7-6(10)",J. Ferrero,G. Muller,,,ESP,LUX,6-4,6-4,6-7(2),7-6(10),,02:41:00,A,J. Ferrero,G. Muller,ESP,LUX,,,,,2.0,7.0,320,/en/stats/leaderboard?page=serve,2,8,71,90,126,79,71,90,69,25,36,50,1,2,22,300,/en/stats/leaderboard?page=serve,6,25,68,102,149,76,78,102,51,24,47,73,8,11,22,76,96,126,32,47,149,52,143,275,68,102,149,24,30,126,48,132,275,10.0,8.0,,,F316,MA30
