event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS016,R32,02:07:00,,F,3,K237,"6-2,3-6,7-6(7)",K. Kucera,M. Safin,,,SVK,RUS,6-2,3-6,7-6(7),,,02:07:00,250,/en/stats/leaderboard?page=serve,4,4,49,45,91,64,29,45,59,27,46,25,1,4,14,248,/en/stats/leaderboard?page=serve,2,7,52,50,97,78,39,50,40,19,47,50,4,8,15,62,56,91,40,39,97,51,95,188,60,58,97,38,35,91,49,93,188,A,,,,,7,5,,,K. Kucera,M. Safin,K237,S741,SVK,RUS,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS017,R32,01:07:00,,F,2,L327,"6-4,6-4",T. Larsen,D. Pescariu,,,DEN,ROU,6-4,6-4,,,,01:07:00,270,/en/stats/leaderboard?page=serve,,10,72,44,61,73,32,44,35,6,17,67,4,6,10,254,/en/stats/leaderboard?page=serve,1,1,79,44,56,57,25,44,58,7,12,50,4,8,10,62,38,61,43,24,56,53,62,117,57,32,56,38,23,61,47,55,117,A,,,False,,,,,,T. Larsen,D. Pescariu,L327,P254,DEN,ROU,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS018,R32,01:33:00,,F,3,P305,"6-4,3-6,6-4",A. Portas,P. Haarhuis,,,ESP,NED,6-4,3-6,6-4,,,01:33:00,267,/en/stats/leaderboard?page=serve,2,2,62,47,76,79,37,47,48,14,29,63,5,8,14,260,/en/stats/leaderboard?page=serve,4,9,58,47,81,74,35,47,50,17,34,43,3,7,15,67,51,76,36,29,81,51,80,157,64,52,81,33,25,76,49,77,157,A,,,,,,,,,A. Portas,P. Haarhuis,P305,H223,ESP,NED,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS019,R32,01:11:00,,F,2,H377,"6-3,7-5",D. Hrbaty,F. Dewulf,,,SVK,BEL,6-3,7-5,,,,01:11:00,280,/en/stats/leaderboard?page=serve,4,5,48,27,56,89,24,27,62,18,29,,0,,10,231,/en/stats/leaderboard?page=serve,8,3,56,44,79,77,34,44,31,11,35,63,5,8,11,75,42,56,43,34,79,56,76,135,57,45,79,25,14,56,44,59,135,A,,,,,,,,,D. Hrbaty,F. Dewulf,H377,D228,SVK,BEL,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS020,R32,01:10:00,,F,2,G182,"6-4,6-3",M. Gustafsson,F. Meligeni,,,SWE,BRA,6-4,6-3,,,,01:10:00,283,/en/stats/leaderboard?page=serve,5,3,63,36,57,72,26,36,62,13,21,67,2,3,9,227,/en/stats/leaderboard?page=serve,4,1,62,34,55,56,19,34,52,11,21,20,1,5,10,68,39,57,45,25,55,57,64,112,55,30,55,32,18,57,43,48,112,A,,,,,,,,,M. Gustafsson,F. Meligeni,G182,M443,SWE,BRA,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS021,R32,01:17:00,,F,2,V166,"6-4,7-5",A. Voinea,F. Squillari,,,ROU,ARG,6-4,7-5,,,,01:17:00,293,/en/stats/leaderboard?page=serve,,2,63,39,62,77,30,39,61,14,23,80,4,5,11,238,/en/stats/leaderboard?page=serve,7,2,65,47,72,70,33,47,36,9,25,25,1,4,11,71,44,62,42,30,72,55,74,134,58,42,72,29,18,62,45,60,134,A,,,False,,,,,,A. Voinea,F. Squillari,V166,S568,ROU,ARG,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS022,R32,01:51:00,,F,3,S559,"6-4,3-6,7-6(7)",D. van Scheppingen,B. Ulihrach,,,NED,CZE,6-4,3-6,7-6(7),,,01:51:00,243,/en/stats/leaderboard?page=serve,6,2,63,64,101,67,43,64,49,18,37,44,4,9,16,246,/en/stats/leaderboard?page=serve,3,5,61,66,108,65,43,66,45,19,42,69,9,13,15,60,61,101,43,46,108,51,107,209,57,62,108,40,40,101,49,102,209,A,,,,,7,1,,,D. van Scheppingen,B. Ulihrach,S559,U032,NED,CZE,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS023,R32,01:10:00,,F,2,F164,"6-3,6-4",R. Fromberg,A. Pavel,,,AUS,ROU,6-3,6-4,,,,01:10:00,271,/en/stats/leaderboard?page=serve,,6,54,30,56,77,23,30,54,14,26,0,0,2,10,236,/en/stats/leaderboard?page=serve,,0,72,46,64,59,27,46,50,9,18,64,7,11,9,66,37,56,44,28,64,54,65,120,56,36,64,34,19,56,46,55,120,A,,,False,False,,,,,R. Fromberg,A. Pavel,F164,P280,AUS,ROU,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS024,R32,01:05:00,,F,2,N254,"6-3,6-2",J. Novak,A. Gaudenzi,,,CZE,ITA,6-3,6-2,,,,01:05:00,312,/en/stats/leaderboard?page=serve,,3,74,34,46,65,22,34,83,10,12,75,3,4,8,180,/en/stats/leaderboard?page=serve,9,1,46,35,76,54,19,35,44,18,41,67,10,15,9,70,32,46,51,39,76,58,71,122,49,37,76,30,14,46,42,51,122,A,,,False,,,,,,J. Novak,A. Gaudenzi,N254,G254,CZE,ITA,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS025,R32,01:21:00,,F,2,N250,"6-7(9),5-1",M. Norman,H. Arazi,,,SWE,MAR,6-7(9),5-1,,,,01:21:00,269,/en/stats/leaderboard?page=serve,,5,42,28,66,79,22,28,55,21,38,80,4,5,9,229,/en/stats/leaderboard?page=serve,,3,40,24,60,63,15,24,53,19,36,25,1,4,10,65,43,66,43,26,60,55,69,126,57,34,60,35,23,66,45,57,126,A,,,False,False,,,9,11,M. Norman,H. Arazi,N250,A226,SWE,MAR,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS026,R32,01:50:00,,F,3,S480,"6-7(3),6-2,7-5",D. Sanguinetti,A. Calatrava,,,ITA,ESP,6-7(3),6-2,7-5,,,01:50:00,288,/en/stats/leaderboard?page=serve,1,12,59,56,95,75,42,56,56,22,39,75,6,8,16,242,/en/stats/leaderboard?page=serve,7,13,55,54,99,69,37,54,44,20,45,38,3,8,16,67,64,95,42,42,99,55,106,194,58,57,99,33,31,95,45,88,194,A,,,,,,,3,7,D. Sanguinetti,A. Calatrava,S480,C361,ITA,ESP,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS027,R32,02:17:00,,F,3,B518,"0-6,6-4,7-6(7)",G. Blanco,T. Johansson,,,ESP,SWE,0-6,6-4,7-6(7),,,02:17:00,226,/en/stats/leaderboard?page=serve,7,8,51,52,101,71,37,52,39,19,49,44,4,9,14,249,/en/stats/leaderboard?page=serve,3,6,38,37,98,73,27,37,57,35,61,63,5,8,14,55,56,101,37,36,98,46,92,199,63,62,98,45,45,101,54,107,199,A,,,,,7,5,,,G. Blanco,T. Johansson,B518,J129,ESP,SWE,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS028,R32,01:09:00,,F,2,D198,"7-6(7),6-1",S. Dosedel,M. Puerta,,,CZE,ARG,7-6(7),6-1,,,,01:09:00,280,/en/stats/leaderboard?page=serve,2,4,60,39,65,74,29,39,54,14,26,0,0,1,10,232,/en/stats/leaderboard?page=serve,2,1,65,37,57,62,23,37,40,8,20,40,2,5,9,66,43,65,46,26,57,57,69,122,54,31,57,34,22,65,43,53,122,A,,,,,,,7,5,S. Dosedel,M. Puerta,D198,P372,CZE,ARG,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS030,R32,01:47:00,,F,3,M578,"6-2,4-6,6-3",J. Marin,J. Van Herck,,,CRC,BEL,6-2,4-6,6-3,,,01:47:00,245,/en/stats/leaderboard?page=serve,1,4,61,52,85,62,32,52,55,18,33,38,3,8,14,205,/en/stats/leaderboard?page=serve,,2,63,47,75,51,24,47,43,12,28,30,3,10,13,59,50,85,52,39,75,56,89,160,48,36,75,41,35,85,44,71,160,A,,,,False,,,,,J. Marin,J. Van Herck,M578,V167,CRC,BEL,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS031,R32,01:24:00,,F,2,Z073,"7-6(7),6-2",M. Zabaleta,F. Mantilla,,,ARG,ESP,7-6(7),6-2,,,,01:24:00,288,/en/stats/leaderboard?page=serve,3,11,57,40,70,80,32,40,53,16,30,80,4,5,10,248,/en/stats/leaderboard?page=serve,1,0,57,33,58,58,19,33,64,16,25,70,7,10,10,69,48,70,40,23,58,55,71,128,60,35,58,31,22,70,45,57,128,A,,,,,,,7,2,M. Zabaleta,F. Mantilla,Z073,M535,ARG,ESP,,
