event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS001,F,02:23:00,,F,4,N250,"6-3,6-3,2-6,6-4",M. Norman,R. Fromberg,,,SWE,AUS,6-3,6-3,2-6,6-4,,02:23:00,266,/en/stats/leaderboard?page=serve,1,6,54,56,103,64,36,56,66,31,47,50,4,8,18,245,/en/stats/leaderboard?page=serve,3,8,63,68,108,71,48,68,40,16,40,40,4,10,18,65,67,103,41,44,108,53,111,211,59,64,108,35,36,103,47,100,211,A,,,,,,,,,M. Norman,R. Fromberg,N250,F164,SWE,AUS,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS002,SF,02:00:00,,F,3,F164,"6-1,6-7(4),6-2",R. Fromberg,K. Kucera,,,AUS,SVK,6-1,6-7(4),6-2,,,02:00:00,309,/en/stats/leaderboard?page=serve,2,14,64,56,87,82,46,56,58,18,31,67,2,3,15,238,/en/stats/leaderboard?page=serve,7,4,48,44,91,73,32,44,49,23,47,56,5,9,14,74,64,87,40,36,91,56,100,178,60,55,91,26,23,87,44,78,178,A,4,7,,,,,,,R. Fromberg,K. Kucera,F164,K237,AUS,SVK,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS003,SF,02:00:00,,F,2,N250,"7-5,6-4",M. Norman,M. Zabaleta,,,SWE,ARG,7-5,6-4,,,,02:00:00,254,/en/stats/leaderboard?page=serve,4,2,47,40,85,68,27,40,60,27,45,71,5,7,11,230,/en/stats/leaderboard?page=serve,2,3,57,45,79,62,28,45,47,16,34,60,6,10,11,64,54,85,44,35,79,54,89,164,56,44,79,36,31,85,46,75,164,A,,,,,,,,,M. Norman,M. Zabaleta,N250,Z073,SWE,ARG,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS004,QF,01:08:00,,F,2,K237,"6-2,6-1",K. Kucera,D. Hrbaty,,,SVK,SVK,6-2,6-1,,,,01:08:00,279,/en/stats/leaderboard?page=serve,2,3,50,21,42,76,16,21,67,14,21,,0,,7,179,/en/stats/leaderboard?page=serve,5,0,52,33,63,52,17,33,43,13,30,50,5,10,8,71,30,42,52,33,63,60,63,105,48,30,63,29,12,42,40,42,105,A,,,,,,,,,K. Kucera,D. Hrbaty,K237,H377,SVK,SVK,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS005,QF,01:06:00,,F,2,F164,"6-3,6-4",R. Fromberg,A. Voinea,,,AUS,ROU,6-3,6-4,,,,01:06:00,275,/en/stats/leaderboard?page=serve,,5,55,29,53,72,21,29,63,15,24,33,1,3,10,225,/en/stats/leaderboard?page=serve,,1,60,31,52,52,16,31,57,12,21,43,3,7,9,68,36,53,46,24,52,57,60,105,54,28,52,32,17,53,43,45,105,A,,,False,False,,,,,R. Fromberg,A. Voinea,F164,V166,AUS,ROU,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS006,QF,01:14:00,,F,2,N250,"6-2,6-4",M. Norman,G. Blanco,,,SWE,ESP,6-2,6-4,,,,01:14:00,290,/en/stats/leaderboard?page=serve,,3,58,31,53,77,24,31,64,14,22,,0,,9,237,/en/stats/leaderboard?page=serve,3,2,55,24,44,67,16,24,50,10,20,25,1,4,9,72,38,53,41,18,44,58,56,97,59,26,44,28,15,53,42,41,97,A,,,False,,,,,,M. Norman,G. Blanco,N250,B518,SWE,ESP,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS007,QF,02:29:00,,F,3,Z073,"2-6,7-6(7),7-6(7)",M. Zabaleta,S. Dosedel,,,ARG,CZE,2-6,7-6(7),7-6(7),,,02:29:00,208,/en/stats/leaderboard?page=serve,7,5,50,58,117,57,33,58,47,28,59,59,10,17,16,242,/en/stats/leaderboard?page=serve,4,3,63,74,118,62,46,74,50,22,44,67,10,15,16,52,61,117,42,50,118,47,111,235,58,68,118,48,56,117,53,124,235,A,7,5,,,7,5,,,M. Zabaleta,S. Dosedel,Z073,D198,ARG,CZE,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS008,R16,01:33:00,,F,2,K237,"7-5,6-3",K. Kucera,T. Larsen,,,SVK,DEN,7-5,6-3,,,,01:33:00,259,/en/stats/leaderboard?page=serve,4,3,61,45,74,67,30,45,52,15,29,80,8,10,10,215,/en/stats/leaderboard?page=serve,3,2,53,41,78,71,29,41,38,14,37,62,8,13,11,61,45,74,45,35,78,53,80,152,55,43,78,39,29,74,47,72,152,A,,,,,,,,,K. Kucera,T. Larsen,K237,L327,SVK,DEN,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS009,R16,00:48:00,,F,2,H377,"6-1,6-2",D. Hrbaty,A. Portas,,,SVK,ESP,6-1,6-2,,,,00:48:00,217,/en/stats/leaderboard?page=serve,,7,55,23,42,87,20,23,68,13,19,0,0,,8,181,/en/stats/leaderboard?page=serve,1,1,36,15,42,47,7,15,56,15,27,20,1,5,7,79,33,42,48,20,42,63,53,84,52,22,42,21,9,42,37,31,84,A,,,False,,,,,,D. Hrbaty,A. Portas,H377,P305,SVK,ESP,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS010,R16,01:38:00,,F,3,V166,"4-6,6-1,6-3",A. Voinea,M. Gustafsson,,,ROU,SWE,4-6,6-1,6-3,,,01:38:00,278,/en/stats/leaderboard?page=serve,,2,61,46,75,72,33,46,59,17,29,0,0,2,13,223,/en/stats/leaderboard?page=serve,6,1,62,47,76,64,30,47,41,12,29,44,4,9,13,67,50,75,45,34,76,56,84,151,55,42,76,33,25,75,44,67,151,A,,,False,,,,,,A. Voinea,M. Gustafsson,V166,G182,ROU,SWE,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS011,R16,01:11:00,,F,2,F164,"6-3,6-4",R. Fromberg,D. van Scheppingen,,,AUS,NED,6-3,6-4,,,,01:11:00,283,/en/stats/leaderboard?page=serve,3,7,59,36,61,78,28,36,52,13,25,80,4,5,10,240,/en/stats/leaderboard?page=serve,2,1,64,35,55,71,25,35,40,8,20,50,3,6,9,67,41,61,40,22,55,54,63,116,60,33,55,33,20,61,46,53,116,A,,,,,,,,,R. Fromberg,D. van Scheppingen,F164,S559,AUS,NED,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS012,R16,00:53:00,,F,2,N250,"6-1,6-3",M. Norman,J. Novak,,,SWE,CZE,6-1,6-3,,,,00:53:00,209,/en/stats/leaderboard?page=serve,,2,51,21,41,81,17,21,75,15,20,0,0,,8,218,/en/stats/leaderboard?page=serve,,0,61,27,44,48,13,27,59,10,17,33,2,6,8,78,32,41,48,21,44,62,53,85,52,23,44,22,9,41,38,32,85,A,,,False,False,,,,,M. Norman,J. Novak,N250,N254,SWE,CZE,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS013,R16,01:50:00,,F,3,B518,"2-6,6-4,6-1",G. Blanco,D. Sanguinetti,,,ESP,ITA,2-6,6-4,6-1,,,01:50:00,236,/en/stats/leaderboard?page=serve,3,2,57,52,91,67,35,52,44,17,39,60,6,10,13,222,/en/stats/leaderboard?page=serve,2,8,55,55,100,67,37,55,36,16,45,58,7,12,12,57,52,91,47,47,100,52,99,191,53,53,100,43,39,91,48,92,191,A,,,,,,,,,G. Blanco,D. Sanguinetti,B518,S480,ESP,ITA,,
317,1998,Amsterdam,WS,1998-08-03T00:00:00,1998-08-08T00:00:00,Clay,32,475000,$,MS015,R16,01:53:00,,F,2,Z073,"6-1,7-6(7)",M. Zabaleta,J. Marin,,,ARG,CRC,6-1,7-6(7),,,,01:53:00,210,/en/stats/leaderboard?page=serve,5,3,55,43,78,65,28,43,37,13,35,67,8,12,9,175,/en/stats/leaderboard?page=serve,3,1,57,59,104,46,27,59,44,20,45,59,10,17,10,53,41,78,55,57,104,54,98,182,45,47,104,47,37,78,46,84,182,A,7,5,,,,,,,M. Zabaleta,J. Marin,Z073,M578,ARG,CRC,,
