event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS001,F,02:06:00,,F,3,K181,"6-7(5),6-3,6-4",N. Kulti,Y. Kafelnikov,,,SWE,RUS,6-7(5),6-3,6-4,,,02:06:00,5,7,283,/en/stats/leaderboard?page=serve,7,16,58,63,108,71,45,63,58,26,45,67,4,6,16,251,/en/stats/leaderboard?page=serve,12,17,54,61,112,74,45,61,45,23,51,69,9,13,15,66,71,108,39,44,112,52,115,220,61,68,112,34,37,108,48,105,220,A,,,,,,N. Kulti,Y. Kafelnikov,K181,K267,SWE,RUS,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS002,SF,01:54:00,,F,2,K181,"7-6(7),7-6(12)",N. Kulti,R. Reneberg,,,SWE,USA,7-6(7),7-6(12),,,,01:54:00,7,3,247,/en/stats/leaderboard?page=serve,6,8,47,47,100,72,34,47,51,27,53,75,9,12,12,268,/en/stats/leaderboard?page=serve,3,12,62,55,89,75,41,55,47,16,34,57,4,7,12,61,61,100,36,32,89,49,93,189,64,57,89,39,39,100,51,96,189,A,12,10,,,,N. Kulti,R. Reneberg,K181,R016,SWE,USA,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS003,SF,01:14:00,,F,3,K267,"6-3,1-6,6-3",Y. Kafelnikov,D. Vacek,,,RUS,CZE,6-3,1-6,6-3,,,01:14:00,,,263,/en/stats/leaderboard?page=serve,6,10,50,36,72,72,26,36,61,22,36,63,5,8,13,255,/en/stats/leaderboard?page=serve,7,7,48,31,64,74,23,31,58,19,33,0,0,3,12,67,48,72,34,22,64,51,70,136,66,42,64,33,24,72,49,66,136,A,,,,,,Y. Kafelnikov,D. Vacek,K267,V141,RUS,CZE,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS004,QF,01:21:00,,F,2,K181,"7-6(7),6-3",N. Kulti,B. Steven,,,SWE,NZL,7-6(7),6-3,,,,01:21:00,7,2,203,/en/stats/leaderboard?page=serve,3,6,68,47,69,87,41,47,45,10,22,0,0,,11,278,/en/stats/leaderboard?page=serve,6,5,58,39,67,77,30,39,54,15,28,83,5,6,10,74,51,69,33,22,67,54,73,136,67,45,67,26,18,69,46,63,136,A,,,,,,N. Kulti,B. Steven,K181,S321,SWE,NZL,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS005,QF,02:06:00,,F,3,R016,"6-7(3),6-4,6-2",R. Reneberg,J. Courier,,,USA,USA,6-7(3),6-4,6-2,,,02:06:00,3,7,254,/en/stats/leaderboard?page=serve,7,8,62,60,97,72,43,60,46,17,37,50,4,8,15,210,/en/stats/leaderboard?page=serve,8,6,59,66,111,71,47,66,29,13,45,50,7,14,15,62,60,97,46,51,111,53,111,208,54,60,111,38,37,97,47,97,208,A,,,,,,R. Reneberg,J. Courier,R016,C243,USA,USA,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS006,QF,01:24:00,,F,3,V141,"6-2,4-6,6-2",D. Vacek,M. Gustafsson,,,CZE,SWE,6-2,4-6,6-2,,,01:24:00,,,273,/en/stats/leaderboard?page=serve,8,11,57,45,79,82,37,45,47,16,34,60,3,5,13,227,/en/stats/leaderboard?page=serve,7,7,58,45,77,64,29,45,44,14,32,29,2,7,13,67,53,79,44,34,77,56,87,156,56,43,77,33,26,79,44,69,156,A,,,,,,D. Vacek,M. Gustafsson,V141,G182,CZE,SWE,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS007,QF,02:14:00,,F,3,K267,"4-6,7-6(7),7-6(13)",Y. Kafelnikov,M. Larsson,,,RUS,SWE,4-6,7-6(7),7-6(13),,,02:14:00,,,270,/en/stats/leaderboard?page=serve,13,20,56,73,130,79,58,73,46,26,57,67,6,9,17,293,/en/stats/leaderboard?page=serve,3,16,66,83,125,69,57,83,57,24,42,80,8,10,17,65,84,130,35,44,125,50,128,255,65,81,125,35,46,130,50,127,255,A,7,5,13,11,,Y. Kafelnikov,M. Larsson,K267,L206,RUS,SWE,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS008,R16,01:46:00,,F,3,S321,"4-6,6-2,6-1",B. Steven,T. Muster,,,NZL,AUT,4-6,6-2,6-1,,,01:46:00,,,279,/en/stats/leaderboard?page=serve,4,10,68,61,90,69,42,61,52,15,29,80,8,10,13,211,/en/stats/leaderboard?page=serve,4,2,49,41,83,56,23,41,50,21,42,58,7,12,12,63,57,90,47,39,83,55,96,173,53,44,83,37,33,90,45,77,173,A,,,,,,B. Steven,T. Muster,S321,M099,NZL,AUT,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS009,R16,01:30:00,,F,3,K181,"6-1,4-6,6-3",N. Kulti,A. Radulescu,,,SWE,GER,6-1,4-6,6-3,,,01:30:00,,,282,/en/stats/leaderboard?page=serve,4,5,65,51,78,80,41,51,44,12,27,80,4,5,13,231,/en/stats/leaderboard?page=serve,12,12,46,37,81,73,27,37,43,19,44,50,4,8,13,68,53,78,43,35,81,55,88,159,57,46,81,32,25,78,45,71,159,A,,,,,,N. Kulti,A. Radulescu,K181,R284,SWE,GER,,
500,1996,Halle,GP,1996-06-17T00:00:00,1996-06-23T00:00:00,Grass,32,875000,$,MS010,R16,01:17:00,,F,2,C243,"6-3,6-4",J. Courier,N. Kiefer,,,USA,GER,6-3,6-4,,,,01:17:00,,,285,/en/stats/leaderboard?page=serve,5,12,53,35,66,74,26,35,61,19,31,83,5,6,10,231,/en/stats/leaderboard?page=serve,3,7,44,27,61,67,18,27,50,17,34,40,2,5,9,68,45,66,43,26,61,56,71,127,57,35,61,32,21,66,44,56,127,A,,,,,,J. Courier,N. Kiefer,C243,K316,USA,GER,,
