event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS001,F,01:18:00,,F,2,M590,"6-3,6-4",A. Martin,F. Vicente,,,ESP,ESP,6-3,6-4,,,,01:18:00,273,/en/stats/leaderboard?page=serve,2,1,73,43,59,65,28,43,56,9,16,60,3,5,10,220,/en/stats/leaderboard?page=serve,3,1,74,52,70,60,31,52,33,6,18,64,7,11,9,63,37,59,47,33,70,54,70,129,53,37,70,37,22,59,46,59,129,A,,,,,A. Martin,F. Vicente,M590,V195,ESP,ESP,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS002,SF,00:42:00,,F,2,V195,"6-1,6-0",F. Vicente,M. Hipfl,,,ESP,AUT,6-1,6-0,,,,00:42:00,303,/en/stats/leaderboard?page=serve,2,1,72,31,43,74,23,31,58,7,12,100,2,2,7,146,/en/stats/leaderboard?page=serve,2,1,77,27,35,41,11,27,13,1,8,29,2,7,6,70,30,43,66,23,35,68,53,78,34,12,35,30,13,43,32,25,78,A,,,,,F. Vicente,M. Hipfl,V195,H364,ESP,AUT,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS003,SF,01:30:00,,F,2,M590,"7-5,6-4",A. Martin,J. Ferrero,,,ESP,ESP,7-5,6-4,,,,01:30:00,279,/en/stats/leaderboard?page=serve,3,2,70,42,60,79,33,42,50,9,18,50,2,4,11,232,/en/stats/leaderboard?page=serve,4,0,70,53,76,60,32,53,43,10,23,60,6,10,11,70,42,60,45,34,76,56,76,136,55,42,76,30,18,60,44,60,136,A,,,,,A. Martin,J. Ferrero,M590,F316,ESP,ESP,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS004,QF,01:48:00,,F,3,H364,"6-3,1-6,6-3",M. Hipfl,J. Van Herck,,,AUT,BEL,6-3,1-6,6-3,,,01:48:00,256,/en/stats/leaderboard?page=serve,4,1,67,50,75,72,36,50,44,11,25,25,1,4,13,247,/en/stats/leaderboard?page=serve,4,3,58,50,86,68,34,50,47,17,36,67,6,9,12,63,47,75,41,35,86,51,82,161,59,51,86,37,28,75,49,79,161,A,,,,,M. Hipfl,J. Van Herck,H364,V167,AUT,BEL,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS005,QF,00:57:00,,F,2,V195,"6-2,6-3",F. Vicente,S. Koubek,,,ESP,AUT,6-2,6-3,,,,00:57:00,307,/en/stats/leaderboard?page=serve,1,1,65,28,43,82,23,28,60,9,15,0,0,0,8,204,/en/stats/leaderboard?page=serve,5,0,61,33,54,64,21,33,29,6,21,43,3,7,9,74,32,43,50,27,54,61,59,97,50,27,54,26,11,43,39,38,97,A,,,,,F. Vicente,S. Koubek,V195,K310,ESP,AUT,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS006,QF,01:22:00,,F,2,F316,"6-1,7-6(7)",J. Ferrero,A. Portas,,,ESP,ESP,6-1,7-6(7),,,,01:22:00,249,/en/stats/leaderboard?page=serve,4,2,75,48,64,75,36,48,31,5,16,40,2,5,10,190,/en/stats/leaderboard?page=serve,2,2,50,26,52,50,13,26,46,12,26,29,2,7,9,64,41,64,52,27,52,59,68,116,48,25,52,36,23,64,41,48,116,A,7,4,,,J. Ferrero,A. Portas,F316,P305,ESP,ESP,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS007,QF,01:27:00,,F,2,M590,"7-6(7),6-3",A. Martin,J. Knippschild,,,ESP,GER,7-6(7),6-3,,,,01:27:00,234,/en/stats/leaderboard?page=serve,3,2,63,40,63,60,24,40,52,12,23,56,5,9,10,184,/en/stats/leaderboard?page=serve,6,1,47,34,73,56,19,34,41,16,39,40,4,10,11,57,36,63,52,38,73,54,74,136,48,35,73,43,27,63,46,62,136,A,,,7,3,A. Martin,J. Knippschild,M590,K260,ESP,GER,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS008,R16,01:30:00,,F,2,V167,"6-3,6-4",J. Van Herck,G. Canas,,,BEL,ARG,6-3,6-4,,,,01:30:00,281,/en/stats/leaderboard?page=serve,5,3,55,41,74,73,30,41,55,18,33,100,2,2,10,256,/en/stats/leaderboard?page=serve,2,4,65,41,63,71,29,41,41,9,22,60,3,5,9,65,48,74,40,25,63,53,73,137,60,38,63,35,26,74,47,64,137,A,,,,,J. Van Herck,G. Canas,V167,C433,BEL,ARG,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS009,R16,01:09:00,,F,2,H364,"6-4,6-3",M. Hipfl,V. Santopadre,,,AUT,ITA,6-4,6-3,,,,01:09:00,273,/en/stats/leaderboard?page=serve,1,0,66,31,47,68,21,31,63,10,16,0,0,2,9,189,/en/stats/leaderboard?page=serve,3,1,47,30,64,53,16,30,41,14,34,50,5,10,10,66,31,47,53,34,64,59,65,111,47,30,64,34,16,47,41,46,111,A,,,,,M. Hipfl,V. Santopadre,H364,S413,AUT,ITA,,
360,1999,Casablanca,WS,1999-03-22T00:00:00,1999-03-28T00:00:00,Clay,32,215000,$,MS010,R16,00:55:00,,F,2,V195,"6-3,6-0",F. Vicente,M. Carlsson,,,ESP,BRA,6-3,6-0,,,,00:55:00,325,/en/stats/leaderboard?page=serve,1,1,67,24,36,83,20,24,75,9,12,0,0,0,7,175,/en/stats/leaderboard?page=serve,6,2,57,30,53,63,19,30,22,5,23,50,5,10,8,81,29,36,55,29,53,65,58,89,45,24,53,19,7,36,35,31,89,A,,,,,F. Vicente,M. Carlsson,V195,C369,ESP,BRA,,
