event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS031,R32,02:06:00,,F,3,F324,"7-5,6-2,7-6(7)",R. Federer,L. Pouille,,,SUI,FRA,7-5,6-2,7-6(7),,,02:06:00,,,7,4,,,303,/en/stats/leaderboard?page=serve,0,6,70,71,102,76,54,71,58,18,31,75,3,4,16,248,/en/stats/leaderboard?page=serve,3,6,48,51,106,67,34,51,55,30,55,56,5,9,16,71,72,102,40,42,106,55,114,208,60,64,106,29,30,102,45,94,208,A,,,,,R. Federer,L. Pouille,F324,PF39,SUI,FRA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS032,R64,01:33:00,,F,3,D643,"6-3,6-2,6-2",N. Djokovic,D. Kudla,,,SRB,USA,6-3,6-2,6-2,,,01:33:00,,,,,,,296,/en/stats/leaderboard?page=serve,2,13,67,49,73,80,39,49,54,13,24,60,3,5,13,190,/en/stats/leaderboard?page=serve,4,3,67,51,76,55,28,51,28,7,25,46,6,13,12,71,52,73,54,41,76,62,93,149,46,35,76,29,21,73,38,56,149,A,,,,,N. Djokovic,D. Kudla,D643,KB09,SRB,USA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS033,R64,02:55:00,,F,4,HB71,"6-7(4),6-1,7-6(9),6-3",H. Hurkacz,L. Mayer,,,POL,ARG,6-7(4),6-1,7-6(9),6-3,,02:55:00,4,7,9,7,,,301,/en/stats/leaderboard?page=serve,3,9,70,94,135,74,70,94,56,23,41,75,3,4,21,249,/en/stats/leaderboard?page=serve,14,11,60,81,134,72,58,81,42,22,53,50,4,8,19,69,93,135,40,54,134,55,147,269,60,80,134,31,42,135,45,122,269,A,,,,,H. Hurkacz,L. Mayer,HB71,MD56,POL,ARG,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS034,R64,03:02:00,,F,4,AG37,"6-3,4-6,6-4,6-2",F. Auger-Aliassime,C. Moutet,,,CAN,FRA,6-3,4-6,6-4,6-2,,03:02:00,,,,,,,277,/en/stats/leaderboard?page=serve,9,9,63,87,139,69,60,87,56,29,52,86,12,14,19,238,/en/stats/leaderboard?page=serve,11,2,71,87,123,68,59,87,36,13,36,62,8,13,18,64,89,139,41,51,123,53,140,262,59,72,123,36,50,139,47,122,262,A,,,,,F. Auger-Aliassime,C. Moutet,AG37,MW02,CAN,FRA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS035,R64,02:39:00,,F,3,HH26,"6-4,7-6(7),7-5",U. Humbert,M. Granollers,,,FRA,ESP,6-4,7-6(7),7-5,,,02:39:00,,,,,,,283,/en/stats/leaderboard?page=serve,6,8,62,73,118,75,55,73,56,25,45,71,5,7,17,253,/en/stats/leaderboard?page=serve,5,2,65,74,113,69,51,74,46,18,39,69,9,13,17,68,80,118,39,44,113,54,124,231,61,69,113,32,38,118,46,107,231,A,,,7,3,U. Humbert,M. Granollers,HH26,G710,FRA,ESP,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS036,R64,02:31:00,,F,4,MM58,"6-7(6),6-1,6-4,6-4",D. Medvedev,A. Popyrin,,,RUS,AUS,6-7(6),6-1,6-4,6-4,,02:31:00,6,8,,,,,308,/en/stats/leaderboard?page=serve,4,10,57,62,108,85,53,62,65,30,46,50,1,2,20,250,/en/stats/leaderboard?page=serve,2,6,64,86,134,71,61,86,38,18,48,62,8,13,19,77,83,108,41,55,134,57,138,242,59,79,134,23,25,108,43,104,242,A,,,,,D. Medvedev,A. Popyrin,MM58,P09Z,RUS,AUS,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS037,R64,01:41:00,,F,3,GB88,"6-2,6-4,6-3",D. Goffin,J. Chardy,,,BEL,FRA,6-2,6-4,6-3,,,01:41:00,,,,,,,292,/en/stats/leaderboard?page=serve,5,9,63,49,78,78,38,49,55,16,29,67,2,3,13,228,/en/stats/leaderboard?page=serve,4,6,63,57,90,61,35,57,45,15,33,54,7,13,14,69,54,78,44,40,90,56,94,168,56,50,90,31,24,78,44,74,168,A,,,,,D. Goffin,J. Chardy,GB88,CA12,BEL,FRA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS038,R64,03:43:00,,F,5,V306,"4-6,4-6,7-6(7),6-3,6-4",F. Verdasco,K. Edmund,,,ESP,GBR,4-6,4-6,7-6(7),6-3,6-4,03:43:00,,,7,3,,,274,/en/stats/leaderboard?page=serve,10,16,64,93,146,77,72,93,51,27,53,25,2,8,26,254,/en/stats/leaderboard?page=serve,4,5,66,103,155,74,76,103,37,19,52,54,7,13,25,68,99,146,39,60,155,53,159,301,61,95,155,32,47,146,47,142,301,A,,,,,F. Verdasco,K. Edmund,V306,E831,ESP,GBR,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS039,R64,03:07:00,,F,5,F586,"6-3,6-7(6),6-3,6-7(4),6-4",T. Fabbiano,I. Karlovic,,,ITA,CRO,6-3,6-7(6),6-3,6-7(4),6-4,03:07:00,,,,,,,325,/en/stats/leaderboard?page=serve,3,9,74,119,160,79,94,119,66,27,41,100,1,1,27,319,/en/stats/leaderboard?page=serve,8,38,64,94,146,83,78,94,54,28,52,57,4,7,25,76,121,160,27,40,146,53,161,306,73,106,146,24,39,160,47,145,306,A,4,7,6,8,T. Fabbiano,I. Karlovic,F586,K336,ITA,CRO,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS040,R64,02:59:00,,F,4,A678,"6-4,6-7(5),6-1,6-4",K. Anderson,J. Tipsarevic,,,RSA,SRB,6-4,6-7(5),6-1,6-4,,02:59:00,,,,,,,335,/en/stats/leaderboard?page=serve,3,24,67,74,111,88,65,74,59,22,37,100,1,1,20,263,/en/stats/leaderboard?page=serve,2,3,64,89,138,65,58,89,55,27,49,50,4,8,19,78,87,111,38,53,138,56,140,249,62,85,138,22,24,111,44,109,249,A,,,5,7,K. Anderson,J. Tipsarevic,A678,T742,RSA,SRB,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS041,R64,03:37:00,,F,5,PC11,"6-4,4-6,4-6,7-5,6-1",G. Pella,A. Seppi,,,ARG,ITA,6-4,4-6,4-6,7-5,6-1,03:37:00,,,,,,,276,/en/stats/leaderboard?page=serve,4,9,67,113,169,74,84,113,46,26,56,78,14,18,25,259,/en/stats/leaderboard?page=serve,9,16,58,90,155,71,64,90,48,31,65,68,13,19,24,65,110,169,39,60,155,52,170,324,61,95,155,35,59,169,48,154,324,A,,,,,G. Pella,A. Seppi,PC11,SA93,ARG,ITA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS042,R64,03:13:00,,F,5,O522,"7-5,3-6,4-6,6-4,8-6",R. Opelka,S. Wawrinka,,,USA,SUI,7-5,3-6,4-6,6-4,8-6,03:13:00,,,,,,,322,/en/stats/leaderboard?page=serve,2,23,71,116,163,72,83,116,66,31,47,83,10,12,27,306,/en/stats/leaderboard?page=serve,5,17,60,87,144,82,71,87,63,36,57,70,7,10,28,70,114,163,26,37,144,49,151,307,74,107,144,30,49,163,51,156,307,A,,,,,R. Opelka,S. Wawrinka,O522,W367,USA,SUI,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS043,R64,02:33:00,,F,3,R975,"7-6(7),7-5,7-6(7)",M. Raonic,R. Haase,,,CAN,NED,7-6(7),7-5,7-6(7),,,02:33:00,7,1,7,4,,,341,/en/stats/leaderboard?page=serve,5,32,63,65,103,83,54,65,74,28,38,75,3,4,18,290,/en/stats/leaderboard?page=serve,4,9,69,87,127,68,59,87,60,24,40,75,6,8,18,80,82,103,35,44,127,55,126,230,65,83,127,20,21,103,45,104,230,A,,,,,M. Raonic,R. Haase,R975,H756,CAN,NED,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS044,R64,02:44:00,,F,4,KE29,"4-6,6-4,7-5,6-4",K. Khachanov,F. Lopez,,,RUS,ESP,4-6,6-4,7-5,6-4,,02:44:00,,,,,,,291,/en/stats/leaderboard?page=serve,8,10,64,76,119,82,62,76,53,23,43,80,8,10,21,275,/en/stats/leaderboard?page=serve,8,18,63,86,136,76,65,86,46,23,50,60,6,10,21,71,85,119,35,48,136,52,133,255,65,88,136,29,34,119,48,122,255,A,,,,,K. Khachanov,F. Lopez,KE29,L397,RUS,ESP,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS045,R64,01:33:00,,F,3,BD06,"6-3,6-2,4-2",R. Bautista Agut,S. Darcis,,,ESP,BEL,6-3,6-2,4-2,,,01:33:00,,,,,,,308,/en/stats/leaderboard?page=serve,2,5,67,49,73,80,39,49,58,14,24,0,0,0,12,227,/en/stats/leaderboard?page=serve,1,6,57,45,79,67,30,45,35,12,34,60,6,10,11,73,53,73,47,37,79,59,90,152,53,42,79,27,20,73,41,62,152,A,,,,,R. Bautista Agut,S. Darcis,BD06,D632,ESP,BEL,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS046,R64,01:32:00,,F,2,PD31,"7-6(7),6-4",B. Paire,M. Kecmanovic,,,FRA,SRB,7-6(7),6-4,,,,01:32:00,7,5,,,,,282,/en/stats/leaderboard?page=serve,8,9,58,41,71,83,34,41,50,15,30,83,5,6,11,270,/en/stats/leaderboard?page=serve,3,1,65,54,83,67,36,54,59,17,29,67,4,6,11,69,49,71,36,30,83,51,79,154,64,53,83,31,22,71,49,75,154,A,,,,,B. Paire,M. Kecmanovic,PD31,KI95,FRA,SRB,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS047,R64,02:57:00,,F,4,V708,"4-6,7-6(7),6-4,6-4",J. Vesely,P. Cuevas,,,CZE,URU,4-6,7-6(7),6-4,6-4,,02:57:00,,,,,,,316,/en/stats/leaderboard?page=serve,3,21,73,85,117,82,70,85,53,17,32,60,3,5,21,280,/en/stats/leaderboard?page=serve,3,9,62,89,143,70,62,89,57,31,54,77,10,13,21,74,87,117,35,50,143,53,137,260,65,93,143,26,30,117,47,123,260,A,,,7,5,J. Vesely,P. Cuevas,V708,C882,CZE,URU,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS048,R64,01:35:00,,F,3,Q927,"6-3,6-2,6-3",S. Querrey,A. Rublev,,,USA,RUS,6-3,6-2,6-3,,,01:35:00,,,,,,,323,/en/stats/leaderboard?page=serve,4,26,68,53,78,85,45,53,48,12,25,100,5,5,13,235,/en/stats/leaderboard?page=serve,1,7,57,59,104,51,30,59,60,27,45,62,8,13,13,73,57,78,45,47,104,57,104,182,55,57,104,27,21,78,43,78,182,A,,,,,S. Querrey,A. Rublev,Q927,RE44,USA,RUS,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS049,R64,02:07:00,,F,3,MH30,"6-3,6-2,6-1",J. Millman,L. Djere,,,AUS,SRB,6-3,6-2,6-1,,,02:07:00,,,,,,,285,/en/stats/leaderboard?page=serve,0,2,61,51,83,75,38,51,56,18,32,88,7,8,12,192,/en/stats/leaderboard?page=serve,7,7,56,61,108,59,36,61,36,17,47,56,9,16,12,67,56,83,51,55,108,58,111,191,49,53,108,33,27,83,42,80,191,A,,,,,J. Millman,L. Djere,MH30,DB63,AUS,SRB,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS050,R64,03:48:00,,F,5,SL08,"6-2,6-3,4-6,3-6,8-6",T. Sandgren,G. Simon,,,USA,FRA,6-2,6-3,4-6,3-6,8-6,03:48:00,,,,,,,261,/en/stats/leaderboard?page=serve,3,21,58,91,157,74,67,91,39,26,66,50,7,14,25,235,/en/stats/leaderboard?page=serve,7,4,68,105,155,70,73,105,36,18,50,31,4,13,25,59,93,157,41,64,155,50,157,312,59,91,155,41,64,157,50,155,312,A,,,,,T. Sandgren,G. Simon,SL08,SD32,USA,FRA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS051,R64,03:38:00,,F,5,F510,"6-7(6),6-4,7-6(7),2-6,6-3",F. Fognini,M. Fucsovics,,,ITA,HUN,6-7(6),6-4,7-6(7),2-6,6-3,03:38:00,6,8,7,3,,,264,/en/stats/leaderboard?page=serve,8,5,57,100,175,73,73,100,53,40,75,71,10,14,26,274,/en/stats/leaderboard?page=serve,9,16,55,92,166,73,67,92,55,41,74,56,5,9,25,65,113,175,35,58,166,50,171,341,65,108,166,35,62,175,50,170,341,A,,,,,F. Fognini,M. Fucsovics,F510,F724,ITA,HUN,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS052,R64,02:12:00,,F,3,SH90,"6-4,6-4,6-4",J. Sousa,M. Cilic,,,POR,CRO,6-4,6-4,6-4,,,02:12:00,,,,,,,307,/en/stats/leaderboard?page=serve,1,9,53,47,88,83,39,47,63,26,41,100,12,12,15,256,/en/stats/leaderboard?page=serve,8,9,48,51,107,82,42,51,45,25,56,67,6,9,15,74,65,88,37,40,107,54,105,195,63,67,107,26,23,88,46,90,195,A,,,,,J. Sousa,M. Cilic,SH90,C977,POR,CRO,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS053,R64,02:26:00,,F,3,E687,"6-3,6-2,7-6(7)",D. Evans,N. Basilashvili,,,GBR,GEO,6-3,6-2,7-6(7),,,02:26:00,,,7,2,,,278,/en/stats/leaderboard?page=serve,3,5,62,63,101,71,45,63,58,22,38,75,6,8,14,229,/en/stats/leaderboard?page=serve,3,3,65,71,110,58,41,71,46,18,39,63,10,16,15,66,67,101,46,51,110,56,118,211,54,59,110,34,34,101,44,93,211,A,,,,,D. Evans,N. Basilashvili,E687,BG23,GBR,GEO,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS054,R64,01:46:00,,F,3,T786,"7-6(7),6-3,6-3",J. Tsonga,R. Berankis,,,FRA,LTU,7-6(7),6-3,6-3,,,01:46:00,7,4,,,,,311,/en/stats/leaderboard?page=serve,2,13,59,52,88,87,45,52,61,22,36,75,3,4,15,255,/en/stats/leaderboard?page=serve,3,2,51,42,83,71,30,42,61,25,41,43,3,7,15,76,67,88,34,28,83,56,95,171,66,55,83,24,21,88,44,76,171,A,,,,,J. Tsonga,R. Berankis,T786,BE90,FRA,LTU,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS055,R64,03:04:00,,F,4,N409,"6-3,3-6,7-6(7),7-6(7)",R. Nadal,N. Kyrgios,,,ESP,AUS,6-3,3-6,7-6(7),7-6(7),,03:04:00,,,7,5,,,314,/en/stats/leaderboard?page=serve,2,10,63,73,115,82,60,73,71,30,42,0,0,2,21,320,/en/stats/leaderboard?page=serve,3,29,71,87,122,76,66,87,57,20,35,60,3,5,21,78,90,115,30,36,122,53,126,237,70,86,122,22,25,115,47,111,237,A,7,3,,,R. Nadal,N. Kyrgios,N409,KE17,ESP,AUS,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS056,R64,01:48:00,,F,3,N552,"6-4,6-4,6-0",K. Nishikori,C. Norrie,,,JPN,GBR,6-4,6-4,6-0,,,01:48:00,,,,,,,299,/en/stats/leaderboard?page=serve,2,1,70,43,61,79,34,43,67,12,18,0,0,2,13,191,/en/stats/leaderboard?page=serve,7,1,64,53,83,57,30,53,30,9,30,42,5,12,13,75,46,61,53,44,83,63,90,144,47,39,83,25,15,61,38,54,144,A,,,,,K. Nishikori,C. Norrie,N552,N771,JPN,GBR,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS057,R64,03:21:00,,F,5,J386,"3-6,7-6(7),6-3,3-6,6-3",S. Johnson,A. de Minaur,,,USA,AUS,3-6,7-6(7),6-3,3-6,6-3,03:21:00,,,,,,,278,/en/stats/leaderboard?page=serve,9,12,57,96,167,74,71,96,56,40,71,70,7,10,25,301,/en/stats/leaderboard?page=serve,4,12,64,85,132,78,66,85,60,28,47,50,2,4,23,66,111,167,29,38,132,50,149,299,71,94,132,34,56,167,50,150,299,A,,,7,4,S. Johnson,A. de Minaur,J386,DH58,USA,AUS,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS058,R64,02:15:00,,F,4,SL28,"6-4,6-3,5-7,7-6(7)",J. Struff,T. Fritz,,,GER,USA,6-4,6-3,5-7,7-6(7),,02:15:00,,,,,,,307,/en/stats/leaderboard?page=serve,10,22,58,78,134,83,65,78,59,33,56,67,2,3,21,293,/en/stats/leaderboard?page=serve,5,14,65,80,124,78,62,80,55,24,44,0,0,3,22,73,98,134,31,38,124,53,136,258,69,86,124,27,36,134,47,122,258,A,7,2,,,J. Struff,T. Fritz,SL28,FB98,GER,USA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS059,R64,03:05:00,,F,5,K926,"6-4,6-7(3),4-6,6-1,6-4",M. Kukushkin,J. Isner,,,KAZ,USA,6-4,6-7(3),4-6,6-1,6-4,03:05:00,,,,,,,315,/en/stats/leaderboard?page=serve,0,6,79,118,149,76,90,118,58,18,31,88,7,8,25,315,/en/stats/leaderboard?page=serve,1,34,75,114,151,70,80,114,54,20,37,56,5,9,24,72,108,149,34,51,151,53,159,300,66,100,151,28,41,149,47,141,300,A,,,3,7,M. Kukushkin,J. Isner,K926,I186,KAZ,USA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS060,R64,01:42:00,,F,3,BK40,"6-1,7-6(7),6-3",M. Berrettini,M. Baghdatis,,,ITA,CYP,6-1,7-6(7),6-3,,,01:42:00,,,,,,,328,/en/stats/leaderboard?page=serve,3,16,70,55,79,85,47,55,67,16,24,0,0,1,15,237,/en/stats/leaderboard?page=serve,6,1,54,45,84,78,35,45,41,16,39,50,4,8,13,80,63,79,39,33,84,59,96,163,61,51,84,20,16,79,41,67,163,A,,,7,4,M. Berrettini,M. Baghdatis,BK40,B837,ITA,CYP,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS061,R64,01:53:00,,F,3,SM37,"6-0,6-3,7-5",D. Schwartzman,D. Koepfer,,,ARG,GER,6-0,6-3,7-5,,,01:53:00,,,,,,,295,/en/stats/leaderboard?page=serve,1,3,71,58,82,72,42,58,58,14,24,75,3,4,14,210,/en/stats/leaderboard?page=serve,7,7,57,60,106,67,40,60,33,15,46,60,9,15,13,68,56,82,48,51,106,57,107,188,52,55,106,32,26,82,43,81,188,A,,,,,D. Schwartzman,D. Koepfer,SM37,KE73,ARG,GER,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS062,R64,01:37:00,,F,3,PF39,"6-1,7-6(7),6-4",L. Pouille,G. Barrere,,,FRA,FRA,6-1,7-6(7),6-4,,,01:37:00,,,,,,,323,/en/stats/leaderboard?page=serve,4,6,60,44,73,89,39,44,72,21,29,0,0,0,14,233,/en/stats/leaderboard?page=serve,9,1,61,65,106,63,41,65,44,18,41,56,5,9,15,82,60,73,44,47,106,60,107,179,56,59,106,18,13,73,40,72,179,A,,,7,0,L. Pouille,G. Barrere,PF39,BK24,FRA,FRA,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS063,R64,01:36:00,,F,3,F324,"6-1,7-6(7),6-2",R. Federer,J. Clarke,,,SUI,GBR,6-1,7-6(7),6-2,,,01:36:00,,,,,,,332,/en/stats/leaderboard?page=serve,2,10,63,46,73,91,42,46,70,19,27,100,2,2,14,233,/en/stats/leaderboard?page=serve,7,1,58,50,86,62,31,50,50,18,36,20,1,5,13,84,61,73,43,37,86,62,98,159,57,49,86,16,12,73,38,61,159,A,,,7,3,R. Federer,J. Clarke,F324,CI14,SUI,GBR,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS064,R128,02:03:00,,F,3,D643,"6-3,7-5,6-3",N. Djokovic,P. Kohlschreiber,,,SRB,GER,6-3,7-5,6-3,,,02:03:00,,,,,,,303,/en/stats/leaderboard?page=serve,3,12,66,50,76,84,42,50,58,15,26,60,3,5,15,228,/en/stats/leaderboard?page=serve,3,9,52,52,100,62,32,52,48,23,48,57,8,14,15,75,57,76,45,45,100,58,102,176,55,55,100,25,19,76,42,74,176,A,,,,,N. Djokovic,P. Kohlschreiber,D643,K435,SRB,GER,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS065,R128,01:40:00,,F,3,KB09,"6-4,6-1,6-3",D. Kudla,M. Jaziri,,,USA,TUN,6-4,6-1,6-3,,,01:40:00,,,,,,,314,/en/stats/leaderboard?page=serve,2,8,59,41,70,80,33,41,69,20,29,0,0,0,13,233,/en/stats/leaderboard?page=serve,4,8,63,60,96,63,38,60,42,15,36,55,6,11,13,76,53,70,45,43,96,58,96,166,55,53,96,24,17,70,42,70,166,A,,,,,D. Kudla,M. Jaziri,KB09,J267,USA,TUN,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS066,R128,02:17:00,,F,3,MD56,"6-1,7-6(14),6-2",L. Mayer,E. Gulbis,,,ARG,LAT,6-1,7-6(14),6-2,,,02:17:00,,,,,,,291,/en/stats/leaderboard?page=serve,5,2,57,51,90,78,40,51,67,26,39,67,2,3,14,218,/en/stats/leaderboard?page=serve,6,2,54,58,108,69,40,58,38,19,50,71,12,17,13,73,66,90,45,49,108,58,115,198,55,59,108,27,24,90,42,83,198,A,,,14,12,L. Mayer,E. Gulbis,MD56,G858,ARG,LAT,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS067,R128,02:34:00,,F,4,HB71,"6-3,4-6,6-4,6-4",H. Hurkacz,D. Lajovic,,,POL,SRB,6-3,4-6,6-4,6-4,,02:34:00,,,,,,,314,/en/stats/leaderboard?page=serve,2,9,72,85,118,76,65,85,64,21,33,88,7,8,20,270,/en/stats/leaderboard?page=serve,2,2,66,98,149,63,62,98,57,29,51,80,12,15,19,73,86,118,39,58,149,54,144,267,61,91,149,27,32,118,46,123,267,A,,,,,H. Hurkacz,D. Lajovic,HB71,L987,POL,SRB,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS068,R128,02:47:00,,F,4,AG37,"5-7,6-2,6-4,6-3",F. Auger-Aliassime,V. Pospisil,,,CAN,CAN,5-7,6-2,6-4,6-3,,02:47:00,,,,,,,279,/en/stats/leaderboard?page=serve,11,8,56,62,110,79,49,62,58,28,48,67,4,6,19,252,/en/stats/leaderboard?page=serve,3,9,65,82,126,68,56,82,43,19,44,50,6,12,20,70,77,110,40,51,126,54,128,236,60,75,126,30,33,110,46,108,236,A,,,,,F. Auger-Aliassime,V. Pospisil,AG37,PD07,CAN,CAN,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS069,R128,02:58:00,,F,5,MW02,"2-6,3-6,7-6(7),6-3,6-1",C. Moutet,G. Dimitrov,,,FRA,BUL,2-6,3-6,7-6(7),6-3,6-1,02:58:00,,,7,4,,,246,/en/stats/leaderboard?page=serve,9,4,65,96,147,67,64,96,47,24,51,50,6,12,22,261,/en/stats/leaderboard?page=serve,3,12,69,101,147,66,67,101,48,22,46,63,12,19,23,60,88,147,39,58,147,50,146,294,61,89,147,40,59,147,50,148,294,A,,,,,C. Moutet,G. Dimitrov,MW02,D875,FRA,BUL,,
540,2019,Wimbledon,GS,2019-07-01T00:00:00,2019-07-14T00:00:00,Grass,128,17769000,£,MS070,R128,02:36:00,,F,3,G710,"7-6(7),6-4,6-4",M. Granollers,L. Sonego,,,ESP,ITA,7-6(7),6-4,6-4,,,02:36:00,7,4,,,,,290,/en/stats/leaderboard?page=serve,1,5,64,61,95,82,50,61,53,18,34,71,5,7,16,260,/en/stats/leaderboard?page=serve,0,8,72,88,122,67,59,88,38,13,34,79,15,19,16,72,68,95,41,50,122,54,118,217,59,72,122,28,27,95,46,99,217,A,,,,,M. Granollers,L. Sonego,G710,SU87,ESP,ITA,,
