event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS001,F,02:18:00,,F,3,C977,"6-3,3-6,6-2",M. Cilic,J. Tipsarevic,,,CRO,SRB,6-3,3-6,6-2,,,02:18:00,A,M. Cilic,J. Tipsarevic,CRO,SRB,,,281,/en/stats/leaderboard?page=serve,2,3,58,49,85,69,34,49,61,22,36,80,4,5,13,260,/en/stats/leaderboard?page=serve,2,4,61,47,77,74,35,47,47,14,30,63,5,8,13,66,56,85,36,28,77,52,84,162,64,49,77,34,29,85,48,78,162,,,,,,,C977,T742
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS002,SF,01:23:00,,F,2,C977,"6-3,6-4",M. Cilic,M. Youzhny,,,CRO,RUS,6-3,6-4,,,,01:23:00,A,M. Cilic,M. Youzhny,CRO,RUS,,,271,/en/stats/leaderboard?page=serve,1,5,55,30,55,80,24,30,52,13,25,60,3,5,10,215,/en/stats/leaderboard?page=serve,2,1,68,43,63,63,27,43,30,6,20,33,2,6,9,67,37,55,48,30,63,57,67,118,52,33,63,33,18,55,43,51,118,,,,,,,C977,Y061
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS003,SF,01:17:00,,F,2,T742,"6-2,6-1",J. Tipsarevic,A. Bogomolov Jr.,,,SRB,RUS,6-2,6-1,,,,01:17:00,A,J. Tipsarevic,A. Bogomolov Jr.,SRB,RUS,,,298,/en/stats/leaderboard?page=serve,1,6,59,24,41,71,17,24,76,13,17,67,2,3,8,164,/en/stats/leaderboard?page=serve,3,1,67,34,51,65,22,34,6,1,17,44,4,9,7,73,30,41,55,28,51,63,58,92,45,23,51,27,11,41,37,34,92,,,,,,,T742,B842
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS004,QF,01:19:00,,F,2,Y061,"6-2,6-3",M. Youzhny,A. Mannarino,,,RUS,FRA,6-2,6-3,,,,01:19:00,A,M. Youzhny,A. Mannarino,RUS,FRA,,,286,/en/stats/leaderboard?page=serve,1,3,64,35,55,77,27,35,55,11,20,67,2,3,9,219,/en/stats/leaderboard?page=serve,0,3,75,42,56,55,23,42,36,5,14,56,5,9,8,69,38,55,50,28,56,59,66,111,50,28,56,31,17,55,41,45,111,,,,,,,Y061,ME82
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS005,QF,02:28:00,,F,3,C977,"4-6,7-6(10),6-4",M. Cilic,A. Seppi,,,CRO,ITA,4-6,7-6(10),6-4,,,02:28:00,A,M. Cilic,A. Seppi,CRO,ITA,,,307,/en/stats/leaderboard?page=serve,2,13,62,61,98,84,51,61,57,21,37,50,1,2,16,289,/en/stats/leaderboard?page=serve,4,5,58,62,107,79,49,62,58,26,45,75,3,4,16,73,72,98,30,32,107,51,104,205,70,75,107,27,26,98,49,101,205,10.0,8.0,,,,,C977,SA93
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS006,QF,01:25:00,,F,2,B842,"6-2,6-1",A. Bogomolov Jr.,D. Lajovic,,,RUS,SRB,6-2,6-1,,,,01:25:00,A,A. Bogomolov Jr.,D. Lajovic,RUS,SRB,,,319,/en/stats/leaderboard?page=serve,0,0,80,36,45,72,26,36,67,6,9,100,3,3,7,190,/en/stats/leaderboard?page=serve,4,2,64,54,84,54,29,54,37,11,30,67,10,15,8,71,32,45,52,44,84,59,76,129,48,40,84,29,13,45,41,53,129,,,,,,,B842,L987
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS007,QF,02:26:00,,F,3,T742,"6-7(6),6-2,6-1",J. Tipsarevic,P. Starace,,,SRB,ITA,6-7(6),6-2,6-1,,,02:26:00,A,J. Tipsarevic,P. Starace,SRB,ITA,,,317,/en/stats/leaderboard?page=serve,2,12,52,42,81,83,35,42,72,28,39,100,2,2,14,234,/en/stats/leaderboard?page=serve,4,2,57,59,103,58,34,59,52,23,44,56,5,9,13,78,63,81,45,46,103,59,109,184,55,57,103,22,18,81,41,75,184,,,6.0,8.0,,,T742,S843
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS008,R16,01:31:00,,F,2,ME82,"6-2,7-6(7)",A. Mannarino,L. Rosol,,,FRA,CZE,6-2,7-6(7),,,,01:31:00,A,A. Mannarino,L. Rosol,FRA,CZE,,,293,/en/stats/leaderboard?page=serve,3,4,61,40,66,68,27,40,73,19,26,67,2,3,10,239,/en/stats/leaderboard?page=serve,3,5,56,45,81,69,31,45,42,15,36,63,5,8,10,70,46,66,43,35,81,55,81,147,57,46,81,30,20,66,45,66,147,7.0,5.0,,,,,ME82,R685
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS009,R16,02:07:00,,F,3,Y061,"6-4,3-6,6-2",M. Youzhny,J. Benneteau,,,RUS,FRA,6-4,3-6,6-2,,,02:07:00,A,M. Youzhny,J. Benneteau,RUS,FRA,,,239,/en/stats/leaderboard?page=serve,5,3,52,46,88,61,28,46,57,24,42,60,6,10,14,233,/en/stats/leaderboard?page=serve,2,6,64,48,75,60,29,48,44,12,27,38,3,8,13,59,52,88,45,34,75,53,86,163,55,41,75,41,36,88,47,77,163,,,,,,,Y061,B747
568,2011,St. Petersburg,250,2011-10-24T00:00:00,2011-10-30T00:00:00,Hard,32,663750,$,MS010,R16,02:16:00,,F,3,C977,"5-7,6-1,6-3",M. Cilic,S. Devvarman,,,CRO,IND,5-7,6-1,6-3,,,02:16:00,A,M. Cilic,S. Devvarman,CRO,IND,,,281,/en/stats/leaderboard?page=serve,1,13,60,53,89,77,41,53,47,17,36,33,1,3,14,245,/en/stats/leaderboard?page=serve,2,2,69,66,96,59,39,66,53,16,30,58,7,12,14,65,58,89,43,41,96,54,99,185,57,55,96,35,31,89,46,86,185,,,,,,,C977,D616
