event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS011,R16,01:02:00,,F,2,C378,"6-4,6-2",A. Costa,B. Karbacher,,,ESP,GER,6-4,6-2,,,,01:02:00,300,/en/stats/leaderboard?page=serve,,1,82,41,50,73,30,41,56,5,9,0,0,1,9,206,/en/stats/leaderboard?page=serve,3,5,58,31,53,77,24,31,14,3,22,43,3,7,9,70,35,50,49,26,53,59,61,103,51,27,53,30,15,50,41,42,103,A,,,False,,,,,,A. Costa,B. Karbacher,C378,K190,ESP,GER,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS012,R16,02:29:00,,F,3,F196,"7-6(8),6-7(4),6-4",W. Ferreira,A. Gaudenzi,,,RSA,ITA,7-6(8),6-7(4),6-4,,,02:29:00,269,/en/stats/leaderboard?page=serve,2,17,54,70,129,77,54,70,47,28,59,73,11,15,17,248,/en/stats/leaderboard?page=serve,3,1,67,74,110,69,51,74,44,16,36,50,5,10,17,64,82,129,39,43,110,52,125,239,61,67,110,36,47,129,48,114,239,A,4,7,,,,8,6,,W. Ferreira,A. Gaudenzi,F196,G254,RSA,ITA,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS013,R16,01:05:00,,F,2,I034,"6-3,7-5",G. Ivanisevic,K. Novacek,,,CRO,CZE,6-3,7-5,,,,01:05:00,279,/en/stats/leaderboard?page=serve,3,14,62,39,63,85,33,39,58,14,24,,0,,11,254,/en/stats/leaderboard?page=serve,1,3,65,40,62,80,32,40,27,6,22,50,2,4,10,75,47,63,39,24,62,57,71,125,61,38,62,25,16,63,43,54,125,A,,,,,,,,,G. Ivanisevic,K. Novacek,I034,N025,CRO,CZE,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS014,R16,01:17:00,,F,2,P273,"6-1,7-6(7)",D. Prinosil,A. Medvedev,,,GER,UKR,6-1,7-6(7),,,,01:17:00,280,/en/stats/leaderboard?page=serve,2,4,59,40,68,83,33,40,46,13,28,67,2,3,10,250,/en/stats/leaderboard?page=serve,1,6,62,40,65,65,26,40,52,13,25,63,5,8,9,68,46,68,40,26,65,54,72,133,60,39,65,32,22,68,46,61,133,A,7,5,,,,,,,D. Prinosil,A. Medvedev,P273,M475,GER,UKR,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS015,R16,00:49:00,,F,2,E113,"6-3,6-2",T. Enqvist,M. Larsson,,,SWE,SWE,6-3,6-2,,,,00:49:00,299,/en/stats/leaderboard?page=serve,5,3,68,34,50,82,28,34,63,10,16,,0,,9,241,/en/stats/leaderboard?page=serve,,2,61,27,44,63,17,27,53,9,17,57,4,7,8,76,38,50,41,18,44,60,56,94,59,26,44,24,12,50,40,38,94,A,,,,,,,,False,T. Enqvist,M. Larsson,E113,L206,SWE,SWE,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS016,R32,01:59:00,,F,3,S443,"6-1,3-6,7-6(7)",S. Stolle,T. Muster,,,AUS,AUT,6-1,3-6,7-6(7),,,01:59:00,270,/en/stats/leaderboard?page=serve,8,11,51,48,94,92,44,48,39,18,46,75,6,8,14,251,/en/stats/leaderboard?page=serve,2,2,61,57,94,61,35,57,51,19,37,73,8,11,14,66,62,94,43,40,94,54,102,188,57,54,94,34,32,94,46,86,188,A,,,,7,0,,,,S. Stolle,T. Muster,S443,M099,AUS,AUT,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS017,R32,02:16:00,,F,3,C260,"5-7,6-3,6-4",A. Cherkasov,L. Jonsson,,,RUS,SWE,5-7,6-3,6-4,,,02:16:00,244,/en/stats/leaderboard?page=serve,5,2,83,73,88,63,46,73,33,5,15,55,6,11,16,233,/en/stats/leaderboard?page=serve,,1,76,84,110,58,49,84,38,10,26,63,10,16,15,58,51,88,46,51,110,52,102,198,54,59,110,42,37,88,48,96,198,A,,,,,,,,False,A. Cherkasov,L. Jonsson,C260,J084,RUS,SWE,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS018,R32,01:18:00,,F,2,S015,"6-3,7-6(7)",J. Sanchez,J. Novak,,,ESP,CZE,6-3,7-6(7),,,,01:18:00,271,/en/stats/leaderboard?page=serve,4,2,54,41,76,63,26,41,66,23,35,83,5,6,11,255,/en/stats/leaderboard?page=serve,2,0,54,31,57,61,19,31,62,16,26,50,2,4,10,64,49,76,39,22,57,53,71,133,61,35,57,36,27,76,47,62,133,A,7,1,,,,,,,J. Sanchez,J. Novak,S015,N254,ESP,CZE,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS019,R32,01:12:00,,F,2,S424,"6-3,6-1",F. Santoro,G. Schaller,,,FRA,AUT,6-3,6-1,,,,01:12:00,270,/en/stats/leaderboard?page=serve,1,3,53,28,53,68,19,28,60,15,25,0,0,1,8,176,/en/stats/leaderboard?page=serve,3,1,57,31,54,58,18,31,26,6,23,29,2,7,8,64,34,53,56,30,54,60,64,107,44,24,54,36,19,53,40,43,107,A,,,,,,,,,F. Santoro,G. Schaller,S424,S315,FRA,AUT,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS020,R32,01:45:00,,F,2,B428,"7-5,7-6(7)",A. Berasategui,J. Courier,,,ESP,USA,7-5,7-6(7),,,,01:45:00,277,/en/stats/leaderboard?page=serve,2,2,81,51,63,71,36,51,50,6,12,40,2,5,12,233,/en/stats/leaderboard?page=serve,5,3,67,50,75,66,33,50,36,9,25,50,4,8,12,67,42,63,44,33,75,54,75,138,56,42,75,33,21,63,46,63,138,A,7,5,,,,,,,A. Berasategui,J. Courier,B428,C243,ESP,USA,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS021,R32,01:24:00,,F,2,D170,"6-1,7-6(7)",H. Davids,S. Pescosolido,,,NED,ITA,6-1,7-6(7),,,,01:24:00,276,/en/stats/leaderboard?page=serve,2,4,51,30,59,73,22,30,62,18,29,67,2,3,9,212,/en/stats/leaderboard?page=serve,8,2,56,40,71,70,28,40,32,10,31,43,3,7,10,68,40,59,46,33,71,56,73,130,54,38,71,32,19,59,44,57,130,A,7,5,,,,,,,H. Davids,S. Pescosolido,D170,P235,NED,ITA,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS022,R32,01:15:00,,F,2,K190,"6-4,6-4",B. Karbacher,D. Pescariu,,,GER,ROU,6-4,6-4,,,,01:15:00,273,/en/stats/leaderboard?page=serve,2,2,51,36,71,83,30,36,49,17,35,80,4,5,10,240,/en/stats/leaderboard?page=serve,3,4,49,31,63,61,19,31,59,19,32,40,2,5,10,66,47,71,40,25,63,54,72,134,60,38,63,34,24,71,46,62,134,A,,,,,,,,,B. Karbacher,D. Pescariu,K190,P254,GER,ROU,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS023,R32,01:37:00,,F,3,C378,"1-6,6-3,6-4",A. Costa,M. Rosset,,,ESP,SUI,1-6,6-3,6-4,,,01:37:00,256,/en/stats/leaderboard?page=serve,2,0,67,49,73,55,27,49,67,16,24,43,3,7,13,233,/en/stats/leaderboard?page=serve,7,3,51,42,82,67,28,42,50,20,40,50,4,8,13,59,43,73,41,34,82,50,77,155,59,48,82,41,30,73,50,78,155,A,,,,,,,,,A. Costa,M. Rosset,C378,R214,ESP,SUI,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS024,R32,00:24:00,,F,1,F196,6-1,W. Ferreira,Y. El Aynaoui,,,RSA,MAR,6-1,,,,,00:24:00,275,/en/stats/leaderboard?page=serve,,2,60,12,20,75,9,12,63,5,8,,0,,4,155,/en/stats/leaderboard?page=serve,1,0,58,14,24,43,6,14,30,3,10,40,2,5,4,70,14,20,63,15,24,66,29,44,38,9,24,30,6,20,34,15,44,A,,,False,,,,,,W. Ferreira,Y. El Aynaoui,F196,E121,RSA,MAR,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS025,R32,02:10:00,,F,2,G254,"7-6(7),7-6(7)",A. Gaudenzi,P. McEnroe,,,ITA,USA,7-6(7),7-6(7),,,,02:10:00,233,/en/stats/leaderboard?page=serve,9,3,64,65,102,71,46,65,38,14,37,56,5,9,12,227,/en/stats/leaderboard?page=serve,4,5,54,52,96,63,33,52,43,19,44,50,4,8,12,59,60,102,46,44,96,53,104,198,54,52,96,41,42,102,47,94,198,A,7,2,,,,7,3,,A. Gaudenzi,P. McEnroe,G254,M048,ITA,USA,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS026,R32,01:11:00,,F,2,N025,"6-2,6-4",K. Novacek,A. Volkov,,,CZE,RUS,6-2,6-4,,,,01:11:00,263,/en/stats/leaderboard?page=serve,3,2,50,35,70,69,24,35,57,20,35,88,7,8,9,206,/en/stats/leaderboard?page=serve,2,0,54,31,57,61,19,31,38,10,26,33,2,6,9,63,44,70,49,28,57,57,72,127,51,29,57,37,26,70,43,55,127,A,,,,,,,,,K. Novacek,A. Volkov,N025,V037,CZE,RUS,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS027,R32,01:03:00,,F,2,I034,"6-3,6-4",G. Ivanisevic,J. Burillo,,,CRO,ESP,6-3,6-4,,,,01:03:00,298,/en/stats/leaderboard?page=serve,2,9,54,28,52,89,25,28,58,14,24,0,0,1,10,236,/en/stats/leaderboard?page=serve,4,7,59,36,61,64,23,36,44,11,25,63,5,8,9,75,39,52,44,27,61,58,66,113,56,34,61,25,13,52,42,47,113,A,,,,,,,,,G. Ivanisevic,J. Burillo,I034,B429,CRO,ESP,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS028,R32,01:06:00,,F,2,M475,"6-4,6-1",A. Medvedev,B. Black,,,UKR,ZIM,6-4,6-1,,,,01:06:00,248,/en/stats/leaderboard?page=serve,2,3,64,27,42,81,22,27,27,4,15,0,0,2,8,171,/en/stats/leaderboard?page=serve,1,0,44,27,61,63,17,27,32,11,34,54,7,13,9,62,26,42,54,33,61,57,59,103,46,28,61,38,16,42,43,44,103,A,,,,,,,,,A. Medvedev,B. Black,M475,B397,UKR,ZIM,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS029,R32,02:07:00,,F,3,P273,"5-7,7-6(7),6-4",D. Prinosil,S. Edberg,,,GER,SWE,5-7,7-6(7),6-4,,,02:07:00,216,/en/stats/leaderboard?page=serve,7,5,50,53,105,72,38,53,38,20,52,36,4,11,17,209,/en/stats/leaderboard?page=serve,10,0,56,57,102,67,38,57,38,17,45,53,8,15,17,55,58,105,46,47,102,51,105,207,54,55,102,45,47,105,49,102,207,A,7,5,,,,,,,D. Prinosil,S. Edberg,P273,E004,GER,SWE,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS030,R32,01:08:00,,F,2,L206,"6-2,6-4",M. Larsson,R. Furlan,,,SWE,ITA,6-2,6-4,,,,01:08:00,276,/en/stats/leaderboard?page=serve,3,2,54,30,56,70,21,30,65,17,26,83,5,6,9,223,/en/stats/leaderboard?page=serve,1,2,51,27,53,70,19,27,46,12,26,43,3,7,9,68,38,56,42,22,53,55,60,109,58,31,53,32,18,56,45,49,109,A,,,,,,,,,M. Larsson,R. Furlan,L206,F192,SWE,ITA,,
495,1996,Dubai,GP,1996-02-12T00:00:00,1996-02-18T00:00:00,Hard,32,1014250,$,MS031,R32,01:15:00,,F,2,E113,"6-1,6-4",T. Enqvist,M. Gustafsson,,,SWE,SWE,6-1,6-4,,,,01:15:00,250,/en/stats/leaderboard?page=serve,5,2,54,39,72,64,25,39,58,19,33,83,10,12,9,164,/en/stats/leaderboard?page=serve,7,1,48,24,50,58,14,24,27,7,26,38,3,8,8,61,44,72,58,29,50,60,73,122,42,21,50,39,28,72,40,49,122,A,,,,,,,,,T. Enqvist,M. Gustafsson,E113,G182,SWE,SWE,,
