event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS001,F,02:46:00,,F,4,F324,"5-7,7-5,6-0,6-2",R. Federer,M. Baghdatis,,,SUI,CYP,5-7,7-5,6-0,6-2,,02:46:00,264,/en/stats/leaderboard?page=serve,6,11,53,77,144,71,55,77,51,34,67,70,7,10,19,217,/en/stats/leaderboard?page=serve,2,6,48,55,114,71,39,55,37,22,59,33,4,12,19,62,89,144,46,53,114,55,142,258,54,61,114,38,55,144,45,116,258,A,,,,,,,,,R. Federer,M. Baghdatis,F324,B837,SUI,CYP,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS002,SF,02:40:00,,F,4,F324,"6-3,5-7,6-0,6-2",R. Federer,N. Kiefer,,,SUI,GER,6-3,5-7,6-0,6-2,,02:40:00,300,/en/stats/leaderboard?page=serve,5,7,66,70,106,71,50,70,67,24,36,75,3,4,18,231,/en/stats/leaderboard?page=serve,7,14,51,62,122,71,44,62,38,23,60,68,13,19,17,70,74,106,45,55,122,57,129,228,55,67,122,30,32,106,43,99,228,A,,,,,,,,,R. Federer,N. Kiefer,F324,K316,SUI,GER,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS003,SF,03:27:00,,F,5,B837,"3-6,5-7,6-3,6-4,6-4",M. Baghdatis,D. Nalbandian,,,CYP,ARG,3-6,5-7,6-3,6-4,6-4,03:27:00,261,/en/stats/leaderboard?page=serve,2,15,56,86,154,70,60,86,50,34,68,59,10,17,25,252,/en/stats/leaderboard?page=serve,1,5,67,95,141,63,60,95,50,23,46,38,5,13,25,61,94,154,41,58,141,52,152,295,59,83,141,39,60,154,48,143,295,A,,,,,,,,,M. Baghdatis,D. Nalbandian,B837,N301,CYP,ARG,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS004,QF,03:13:00,,F,4,F324,"6-4,3-6,7-6(9),7-6(7)",R. Federer,N. Davydenko,,,SUI,RUS,6-4,3-6,7-6(9),7-6(7),,03:13:00,272,/en/stats/leaderboard?page=serve,0,6,62,86,139,74,64,86,53,28,53,50,5,10,22,268,/en/stats/leaderboard?page=serve,2,1,77,111,144,70,78,111,42,14,33,60,6,10,21,66,92,139,36,52,144,51,144,283,64,92,144,34,47,139,49,139,283,A,9.0,7.0,7.0,5.0,,,,,R. Federer,N. Davydenko,F324,D402,SUI,RUS,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS005,QF,04:48:00,,F,5,K316,"6-3,0-6,6-4,6-7(1),8-6",N. Kiefer,S. Grosjean,,,GER,FRA,6-3,0-6,6-4,6-7(1),8-6,04:48:00,218,/en/stats/leaderboard?page=serve,9,4,45,74,164,62,46,74,51,46,90,31,4,13,26,242,/en/stats/leaderboard?page=serve,2,12,51,84,165,64,54,84,53,43,81,44,7,16,25,56,92,164,41,68,165,49,160,329,59,97,165,44,72,164,51,169,329,A,,,1.0,7.0,,,,,N. Kiefer,S. Grosjean,K316,G379,GER,FRA,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS006,QF,01:41:00,,F,3,N301,"7-5,6-0,6-0",D. Nalbandian,F. Santoro,,,ARG,FRA,7-5,6-0,6-0,,,01:41:00,300,/en/stats/leaderboard?page=serve,0,2,61,39,64,74,29,39,72,18,25,67,2,3,12,176,/en/stats/leaderboard?page=serve,1,4,61,46,76,59,27,46,20,6,30,47,7,15,12,73,47,64,57,43,76,64,90,140,43,33,76,27,17,64,36,50,140,A,,,,,,,,,D. Nalbandian,F. Santoro,N301,S424,ARG,FRA,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS007,QF,03:17:00,,F,5,B837,"6-4,6-2,4-6,3-6,6-3",M. Baghdatis,I. Ljubicic,,,CYP,CRO,6-4,6-2,4-6,3-6,6-3,03:17:00,288,/en/stats/leaderboard?page=serve,4,8,53,69,131,80,55,69,60,37,62,78,7,9,23,282,/en/stats/leaderboard?page=serve,3,14,64,98,154,71,70,98,54,30,56,73,11,15,23,70,92,131,35,54,154,51,146,285,65,100,154,30,39,131,49,139,285,A,,,,,,,,,M. Baghdatis,I. Ljubicic,B837,L360,CYP,CRO,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS008,R16,02:58:00,,F,5,F324,"6-4,6-0,3-6,4-6,6-2",R. Federer,T. Haas,,,SUI,GER,6-4,6-0,3-6,4-6,6-2,02:58:00,288,/en/stats/leaderboard?page=serve,1,10,58,77,132,78,60,77,53,29,55,78,7,9,21,261,/en/stats/leaderboard?page=serve,0,5,64,89,138,63,56,89,57,28,49,45,5,11,22,67,89,132,39,54,138,53,143,270,61,84,138,33,43,132,47,127,270,A,,,,,,,,,R. Federer,T. Haas,F324,H355,SUI,GER,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS009,R16,03:30:00,,F,5,D402,"4-6,4-6,6-4,6-2,6-3",N. Davydenko,D. Hrbaty,,,RUS,SVK,4-6,4-6,6-4,6-2,6-3,03:30:00,268,/en/stats/leaderboard?page=serve,3,6,69,110,160,59,65,110,62,31,50,57,8,14,24,229,/en/stats/leaderboard?page=serve,6,7,50,75,149,72,54,75,41,30,74,33,4,12,23,60,96,160,44,65,149,52,161,309,56,84,149,40,64,160,48,148,309,A,,,,,,,,,N. Davydenko,D. Hrbaty,D402,H377,RUS,SVK,,
580,2006,Australian Open,GS,2006-01-16T00:00:00,2006-01-29T00:00:00,Hard,128,6784589,$,MS010,R16,02:22:00,,F,3,K316,"7-6(7),6-3,6-3",N. Kiefer,J. Chela,,,GER,ARG,7-6(7),6-3,6-3,,,02:22:00,269,/en/stats/leaderboard?page=serve,3,5,46,43,94,84,36,43,51,26,51,78,7,9,15,241,/en/stats/leaderboard?page=serve,0,2,57,54,94,63,34,54,53,21,40,29,2,7,15,66,62,94,41,39,94,54,101,188,59,55,94,34,32,94,46,87,188,A,,,,,7.0,4.0,,,N. Kiefer,J. Chela,K316,C514,GER,ARG,,
