event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS001,F,03:09:00,,F,3,MC10,"6-4,7-5,6-4",A. Murray,N. Djokovic,,,GBR,SRB,6-4,7-5,6-4,,,03:09:00,A,A. Murray,N. Djokovic,GBR,SRB,,,260,/en/stats/leaderboard?page=serve,2,9,64,67,105,72,48,67,42,16,38,69,9,13,16,221,/en/stats/leaderboard?page=serve,4,4,65,68,105,59,40,68,41,15,37,59,10,17,16,61,64,105,48,50,105,54,114,210,52,55,105,39,41,105,46,96,210,03:09:00,03:09:00,,,,,,,,,MC10,D643
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS002,SF,04:43:00,,F,5,D643,"7-5,4-6,7-6(7),6-7(6),6-3",N. Djokovic,J. del Potro,,,SRB,ARG,7-5,4-6,7-6(7),6-7(6),6-3,04:43:00,A,N. Djokovic,J. del Potro,SRB,ARG,,,303,/en/stats/leaderboard?page=serve,2,22,69,123,177,83,102,123,39,21,54,71,5,7,28,275,/en/stats/leaderboard?page=serve,4,4,60,114,191,72,82,114,55,42,77,80,12,15,27,69,123,177,35,67,191,52,190,368,65,124,191,31,54,177,48,178,368,04:43:00,04:43:00,7,2,6,8,,,,,D643,D683
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS003,SF,02:52:00,,F,4,MC10,"6-7(2),6-4,6-4,6-3",A. Murray,J. Janowicz,,,GBR,POL,6-7(2),6-4,6-4,6-3,,02:52:00,A,A. Murray,J. Janowicz,GBR,POL,,,331,/en/stats/leaderboard?page=serve,1,20,70,79,113,76,60,79,71,24,34,86,6,7,20,251,/en/stats/leaderboard?page=serve,11,9,55,72,130,75,54,72,47,27,58,62,8,13,21,74,84,113,38,49,130,55,133,243,62,81,130,26,29,113,45,110,243,02:52:00,02:52:00,,,,,2,7,,,MC10,J397
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS004,QF,02:15:00,,F,3,D643,"7-6(7),6-4,6-3",N. Djokovic,T. Berdych,,,SRB,CZE,7-6(7),6-4,6-3,,,02:15:00,A,N. Djokovic,T. Berdych,SRB,CZE,,,301,/en/stats/leaderboard?page=serve,1,16,61,54,89,78,42,54,60,21,35,0,0,2,16,248,/en/stats/leaderboard?page=serve,4,6,53,52,99,63,33,52,57,27,47,60,6,10,15,71,63,89,39,39,99,54,102,188,61,60,99,29,26,89,46,86,188,02:15:00,02:15:00,,,,,7,5,,,D643,BA47
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS005,QF,02:16:00,,F,3,D683,"6-2,6-4,7-6(7)",J. del Potro,D. Ferrer,,,ARG,ESP,6-2,6-4,7-6(7),,,02:16:00,A,J. del Potro,D. Ferrer,ARG,ESP,,,317,/en/stats/leaderboard?page=serve,0,12,72,63,87,87,55,63,46,11,24,100,2,2,15,270,/en/stats/leaderboard?page=serve,2,8,68,70,103,64,45,70,52,17,33,63,5,8,15,76,66,87,40,41,103,56,107,190,60,62,103,24,21,87,44,83,190,02:16:00,02:16:00,7,5,,,,,,,D683,F401
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS006,QF,02:07:00,,F,3,J397,"7-5,6-4,6-4",J. Janowicz,L. Kubot,,,POL,POL,7-5,6-4,6-4,,,02:07:00,A,J. Janowicz,L. Kubot,POL,POL,,,315,/en/stats/leaderboard?page=serve,9,30,68,70,103,90,63,70,36,12,33,100,6,6,16,268,/en/stats/leaderboard?page=serve,3,9,57,57,100,77,44,57,47,20,43,70,7,10,16,73,75,103,36,36,100,55,111,203,64,64,100,27,28,103,45,92,203,02:07:00,02:07:00,,,,,,,,,J397,K540
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS007,QF,03:27:00,,F,5,MC10,"4-6,3-6,6-1,6-4,7-5",A. Murray,F. Verdasco,,,GBR,ESP,4-6,3-6,6-1,6-4,7-5,03:27:00,A,A. Murray,F. Verdasco,GBR,ESP,,,299,/en/stats/leaderboard?page=serve,3,14,69,93,135,77,72,93,55,23,42,57,4,7,24,260,/en/stats/leaderboard?page=serve,9,11,59,87,148,72,63,87,48,29,61,55,6,11,24,70,95,135,38,56,148,53,151,283,62,92,148,30,40,135,47,132,283,03:27:00,03:27:00,,,,,,,,,MC10,V306
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS008,R16,02:12:00,,F,3,D643,"6-1,6-4,7-6(7)",N. Djokovic,T. Haas,,,SRB,GER,6-1,6-4,7-6(7),,,02:12:00,A,N. Djokovic,T. Haas,SRB,GER,,,291,/en/stats/leaderboard?page=serve,3,13,65,58,89,76,44,58,55,17,31,71,5,7,14,238,/en/stats/leaderboard?page=serve,2,4,73,78,107,55,43,78,48,14,29,54,7,13,15,69,61,89,47,50,107,57,111,196,53,57,107,31,28,89,43,85,196,02:12:00,02:12:00,7,4,,,,,,,D643,H355
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS009,R16,02:59:00,,F,4,BA47,"7-6(7),6-7(5),6-4,6-4",T. Berdych,B. Tomic,,,CZE,AUS,7-6(7),6-7(5),6-4,6-4,,02:59:00,A,T. Berdych,B. Tomic,CZE,AUS,,,308,/en/stats/leaderboard?page=serve,5,24,58,81,139,84,68,81,52,30,58,86,6,7,22,286,/en/stats/leaderboard?page=serve,2,19,71,120,170,68,82,120,44,22,50,80,12,15,22,71,98,139,39,66,170,53,164,309,61,104,170,29,41,139,47,145,309,02:59:00,02:59:00,,,,,7,4,5,7,BA47,TA46
540,2013,Wimbledon,GS,2013-06-24T00:00:00,2013-07-07T00:00:00,Grass,128,10514000,£,MS010,R16,02:47:00,,F,4,F401,"6-7(3),7-6(8),6-1,6-1",D. Ferrer,I. Dodig,,,ESP,CRO,6-7(3),7-6(8),6-1,6-1,,02:47:00,A,D. Ferrer,I. Dodig,ESP,CRO,,,314,/en/stats/leaderboard?page=serve,3,7,66,83,125,75,62,83,69,29,42,100,6,6,19,265,/en/stats/leaderboard?page=serve,3,14,66,97,148,66,64,97,49,25,51,67,10,15,19,73,91,125,40,59,148,55,150,273,60,89,148,27,34,125,45,123,273,02:47:00,02:47:00,,,,,3,7,8,6,F401,D646
