event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS001,F,02:46:00,,F,4,C383,"2-6,6-4,6-4,6-4",R. Carretero,A. Corretja,,,ESP,ESP,2-6,6-4,6-4,6-4,,02:46:00,289,/en/stats/leaderboard?page=serve,1,0,85,94,110,57,54,94,75,12,16,44,4,9,19,242,/en/stats/leaderboard?page=serve,1,3,52,64,122,72,46,64,48,28,58,54,7,13,19,60,66,110,39,48,122,49,114,232,61,74,122,40,44,110,51,118,232,A,,,,,,,,,R. Carretero,A. Corretja,C383,C344,ESP,ESP,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS002,SF,01:15:00,,F,2,C383,"7-5,6-2",R. Carretero,Y. Kafelnikov,,,ESP,RUS,7-5,6-2,,,,01:15:00,317,/en/stats/leaderboard?page=serve,,3,90,54,60,67,36,54,67,4,6,67,2,3,10,235,/en/stats/leaderboard?page=serve,,2,70,42,60,64,27,42,39,7,18,50,4,8,10,67,40,60,43,26,60,55,66,120,57,34,60,33,20,60,45,54,120,A,False,False,,,,,,,R. Carretero,Y. Kafelnikov,C383,K267,ESP,RUS,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS003,SF,01:23:00,,F,2,C344,"6-4,6-4",A. Corretja,M. Rios,,,ESP,CHI,6-4,6-4,,,,01:23:00,253,/en/stats/leaderboard?page=serve,,3,55,35,64,66,23,35,59,17,29,50,3,6,10,205,/en/stats/leaderboard?page=serve,1,2,52,28,54,64,18,28,38,10,26,29,2,7,10,63,40,64,48,26,54,56,66,118,52,28,54,38,24,64,44,52,118,A,False,,,,,,,,A. Corretja,M. Rios,C344,R286,ESP,CHI,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS004,QF,02:22:00,,F,3,C383,"4-6,6-4,6-4",R. Carretero,G. Schaller,,,ESP,AUT,4-6,6-4,6-4,,,02:22:00,226,/en/stats/leaderboard?page=serve,1,0,73,81,111,51,41,81,50,15,30,56,9,16,15,227,/en/stats/leaderboard?page=serve,1,1,85,98,115,49,48,98,47,8,17,50,8,16,15,50,56,111,51,59,115,51,115,226,49,56,115,50,55,111,49,111,226,A,,,,,,,,,R. Carretero,G. Schaller,C383,S315,ESP,AUT,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS005,QF,01:38:00,,F,2,K267,"6-2,7-6(7)",Y. Kafelnikov,S. Bruguera,,,RUS,ESP,6-2,7-6(7),,,,01:38:00,243,/en/stats/leaderboard?page=serve,,2,63,40,63,65,26,40,43,10,23,25,1,4,10,214,/en/stats/leaderboard?page=serve,4,2,72,58,81,59,34,58,35,8,23,38,3,8,10,57,36,63,48,39,81,52,75,144,52,42,81,43,27,63,48,69,144,A,False,,7,5,,,,,Y. Kafelnikov,S. Bruguera,K267,B350,RUS,ESP,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS006,QF,01:41:00,,F,3,R286,"3-6,6-4,6-4",M. Rios,W. Ferreira,,,CHI,RSA,3-6,6-4,6-4,,,01:41:00,220,/en/stats/leaderboard?page=serve,2,2,52,45,87,58,26,45,50,21,42,57,8,14,15,234,/en/stats/leaderboard?page=serve,3,8,65,53,81,68,36,53,39,11,28,50,6,12,14,54,47,87,42,34,81,48,81,168,58,47,81,46,40,87,52,87,168,A,,,,,,,,,M. Rios,W. Ferreira,R286,F196,CHI,RSA,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS007,QF,01:14:00,,F,2,C344,"6-1,6-4",A. Corretja,M. Larsson,,,ESP,SWE,6-1,6-4,,,,01:14:00,258,/en/stats/leaderboard?page=serve,2,2,60,37,62,84,31,37,48,12,25,,0,,9,235,/en/stats/leaderboard?page=serve,1,0,69,38,55,58,22,38,47,8,17,50,3,6,8,69,43,62,45,25,55,58,68,117,55,30,55,31,19,62,42,49,117,A,,,,,,,,,A. Corretja,M. Larsson,C344,L206,ESP,SWE,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS008,R16,01:27:00,,F,2,S315,"6-2,6-2",G. Schaller,B. Becker,,,AUT,GER,6-2,6-2,,,,01:27:00,238,/en/stats/leaderboard?page=serve,1,0,88,60,68,63,38,60,13,1,8,71,5,7,8,176,/en/stats/leaderboard?page=serve,1,6,56,35,63,51,18,35,39,11,28,54,7,13,8,57,39,68,54,34,63,56,73,131,46,29,63,43,29,68,44,58,131,A,,,,,,,,,G. Schaller,B. Becker,S315,B028,AUT,GER,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS009,R16,00:59:00,,F,2,C383,"6-4,6-1",R. Carretero,A. Boetsch,,,ESP,FRA,6-4,6-1,,,,00:59:00,308,/en/stats/leaderboard?page=serve,,0,88,37,42,73,27,37,60,3,5,0,0,1,8,190,/en/stats/leaderboard?page=serve,4,2,62,36,58,50,18,36,36,8,22,29,2,7,9,71,30,42,55,32,58,62,62,100,45,26,58,29,12,42,38,38,100,A,False,,,,,,,,R. Carretero,A. Boetsch,C383,B053,ESP,FRA,,
414,1996,ATP Masters 1000 Hamburg,1000,1996-05-06T00:00:00,1996-05-12T00:00:00,Clay,56,1950000,$,MS010,R16,01:51:00,,F,3,K267,"6-3,2-6,6-4",Y. Kafelnikov,C. Moya,,,RUS,ESP,6-3,2-6,6-4,,,01:51:00,252,/en/stats/leaderboard?page=serve,1,0,56,46,82,65,30,46,61,22,36,64,7,11,14,244,/en/stats/leaderboard?page=serve,2,1,65,51,79,65,33,51,46,13,28,43,3,7,13,63,52,82,42,33,79,53,85,161,58,46,79,37,30,82,47,76,161,A,,,,,,,,,Y. Kafelnikov,C. Moya,K267,M605,RUS,ESP,,
