event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS001,F,01:47:00,,F,2,SC77,"7-5,6-4",S. Stakhovsky,I. Ljubicic,,,UKR,CRO,7-5,6-4,,,,01:47:00,A,S. Stakhovsky,I. Ljubicic,UKR,CRO,,,293,/en/stats/leaderboard?page=serve,3,5,55,40,73,75,30,40,61,20,33,100,1,1,11,278,/en/stats/leaderboard?page=serve,0,9,58,40,69,68,27,40,62,18,29,60,3,5,11,68,50,73,35,24,69,52,74,142,65,45,69,32,23,73,48,68,142,,,,,SC77,L360
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS002,SF,02:00:00,,F,2,L360,"7-6(7),6-4",I. Ljubicic,M. Ancic,,,CRO,CRO,7-6(7),6-4,,,,02:00:00,A,I. Ljubicic,M. Ancic,CRO,CRO,,,307,/en/stats/leaderboard?page=serve,1,13,60,50,84,76,38,50,59,20,34,100,6,6,11,292,/en/stats/leaderboard?page=serve,2,10,58,42,72,79,33,42,57,17,30,83,5,6,11,69,58,84,31,22,72,51,80,156,69,50,72,31,26,84,49,76,156,7,2,,,L360,A385
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS003,SF,01:18:00,,F,2,SC77,"6-4,6-4",S. Stakhovsky,S. Bolelli,,,UKR,ITA,6-4,6-4,,,,01:18:00,A,S. Stakhovsky,S. Bolelli,UKR,ITA,,,317,/en/stats/leaderboard?page=serve,1,4,62,33,53,82,27,33,70,14,20,0,0,0,10,261,/en/stats/leaderboard?page=serve,1,1,71,50,70,70,35,50,40,8,20,67,4,6,10,77,41,53,39,27,70,55,68,123,61,43,70,23,12,53,45,55,123,,,,,SC77,BA98
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS004,QF,02:05:00,,F,3,L360,"6-2,6-7(5),6-3",I. Ljubicic,T. Gabashvili,,,CRO,RUS,6-2,6-7(5),6-3,,,02:05:00,A,I. Ljubicic,T. Gabashvili,CRO,RUS,,,324,/en/stats/leaderboard?page=serve,1,19,66,60,91,85,51,60,55,17,31,100,2,2,15,265,/en/stats/leaderboard?page=serve,2,3,59,52,88,71,37,52,56,20,36,50,3,6,14,75,68,91,35,31,88,55,99,179,65,57,88,25,23,91,45,80,179,,,5,7,L360,G681
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS005,QF,01:47:00,,F,3,A385,"6-3,3-6,6-3",M. Ancic,R. Haase,,,CRO,NED,6-3,3-6,6-3,,,01:47:00,A,M. Ancic,R. Haase,CRO,NED,,,300,/en/stats/leaderboard?page=serve,2,13,63,48,76,77,37,48,64,18,28,50,2,4,14,267,/en/stats/leaderboard?page=serve,1,5,65,50,77,66,33,50,56,15,27,40,2,5,13,72,55,76,38,29,77,55,84,153,62,48,77,28,21,76,45,69,153,,,,,A385,H756
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS006,QF,01:32:00,,F,2,BA98,"7-6(7),6-4",S. Bolelli,O. Rochus,,,ITA,BEL,7-6(7),6-4,,,,01:32:00,A,S. Bolelli,O. Rochus,ITA,BEL,,,297,/en/stats/leaderboard?page=serve,0,4,73,54,74,70,38,54,60,12,20,80,4,5,11,282,/en/stats/leaderboard?page=serve,2,4,64,38,59,68,26,38,67,14,21,0,0,2,11,68,50,74,32,19,59,52,69,133,68,40,59,32,24,74,48,64,133,7,5,,,BA98,R397
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS007,QF,01:48:00,,F,3,SC77,"3-6,6-4,6-2",S. Stakhovsky,J. Tipsarevic,,,UKR,SRB,3-6,6-4,6-2,,,01:48:00,A,S. Stakhovsky,J. Tipsarevic,UKR,SRB,,,270,/en/stats/leaderboard?page=serve,4,7,60,54,90,72,39,54,50,18,36,71,5,7,14,263,/en/stats/leaderboard?page=serve,3,5,56,38,68,82,31,38,47,14,30,0,0,3,13,63,57,90,34,23,68,51,80,158,66,45,68,37,33,90,49,78,158,,,,,SC77,T742
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS008,R16,01:27:00,,F,2,L360,"6-4,7-6(7)",I. Ljubicic,L. Zovko,,,CRO,CRO,6-4,7-6(7),,,,01:27:00,A,I. Ljubicic,L. Zovko,CRO,CRO,,,352,/en/stats/leaderboard?page=serve,0,18,77,43,56,95,41,43,62,8,13,0,0,0,11,282,/en/stats/leaderboard?page=serve,2,9,53,40,75,75,30,40,57,20,35,67,2,3,11,88,49,56,33,25,75,56,74,131,67,50,75,13,7,56,44,57,131,,,7,3,L360,Z104
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS009,R16,01:20:00,,F,2,G681,"7-5,6-1",T. Gabashvili,R. De Voest,,,RUS,RSA,7-5,6-1,,,,01:20:00,A,T. Gabashvili,R. De Voest,RUS,RSA,,,285,/en/stats/leaderboard?page=serve,0,4,55,34,62,82,28,34,54,15,28,75,3,4,10,220,/en/stats/leaderboard?page=serve,0,6,53,33,62,61,20,33,45,13,29,43,3,7,9,69,43,62,47,29,62,58,72,124,53,33,62,31,19,62,42,52,124,,,,,G681,D424
2276,2008,Zagreb,WS,2008-02-25T00:00:00,2008-03-02T00:00:00,Hard,32,349000,€,MS010,R16,01:01:00,,F,2,H756,"6-2,6-4",R. Haase,G. Simon,,,NED,FRA,6-2,6-4,,,,01:01:00,A,R. Haase,G. Simon,NED,FRA,,,299,/en/stats/leaderboard?page=serve,1,1,58,31,53,77,24,31,64,14,22,100,1,1,9,224,/en/stats/leaderboard?page=serve,0,1,51,25,49,68,17,25,38,9,24,40,2,5,9,72,38,53,47,23,49,60,61,102,53,26,49,28,15,53,40,41,102,,,,,H756,SD32
