event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS011,R16,03:08:00,,F,5,I186,"3-6,6-3,6-4,3-6,6-2",J. Isner,M. Raonic,,,USA,CAN,3-6,6-3,6-4,3-6,6-2,03:08:00,,,308,/en/stats/leaderboard?page=serve,1,19,58,66,113,89,59,66,53,25,47,67,4,6,22,289,/en/stats/leaderboard?page=serve,5,18,66,85,128,79,67,85,49,21,43,73,11,15,23,74,84,113,31,40,128,51,124,241,69,88,128,26,29,113,49,117,241,A,,,,,,,,,J. Isner,M. Raonic,I186,R975,USA,CAN,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS012,R16,02:26:00,,F,3,C977,"7-6(8),6-2,6-4",M. Cilic,D. Goffin,,,CRO,BEL,7-6(8),6-2,6-4,,,02:26:00,,,268,/en/stats/leaderboard?page=serve,6,12,46,46,101,83,38,46,47,26,55,71,5,7,15,250,/en/stats/leaderboard?page=serve,2,4,67,63,94,60,38,63,55,17,31,38,3,8,15,63,64,101,41,39,94,53,103,195,59,55,94,37,37,101,47,92,195,A,8,6,,,,,,,M. Cilic,D. Goffin,C977,GB88,CRO,BEL,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS013,R16,02:17:00,,F,3,N552,"6-3,6-2,7-5",K. Nishikori,P. Kohlschreiber,,,JPN,GER,6-3,6-2,7-5,,,02:17:00,,,276,/en/stats/leaderboard?page=serve,5,5,58,51,88,78,40,51,54,20,37,60,3,5,15,231,/en/stats/leaderboard?page=serve,3,7,64,56,87,64,36,56,42,13,31,45,5,11,14,68,60,88,44,38,87,56,98,175,56,49,87,32,28,88,44,77,175,A,,,,,,,,,K. Nishikori,P. Kohlschreiber,N552,K435,JPN,GER,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS014,R16,02:00:00,,F,3,D643,"6-3,6-4,6-3",N. Djokovic,J. Sousa,,,SRB,POR,6-3,6-4,6-3,,,02:00:00,,,301,/en/stats/leaderboard?page=serve,1,9,67,50,75,78,39,50,56,14,25,0,0,1,14,228,/en/stats/leaderboard?page=serve,5,4,54,43,80,70,30,43,41,15,37,17,1,6,14,71,53,75,44,35,80,57,88,155,56,45,80,29,22,75,43,67,155,A,,,,,,,,,N. Djokovic,J. Sousa,D643,SH90,SRB,POR,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS015,R16,03:35:00,,F,4,MH30,"3-6,7-5,7-6(9),7-6(7)",J. Millman,R. Federer,,,AUS,SUI,3-6,7-5,7-6(9),7-6(7),,03:35:00,,,291,/en/stats/leaderboard?page=serve,1,8,63,91,144,75,68,91,60,32,53,73,8,11,22,265,/en/stats/leaderboard?page=serve,10,12,49,84,173,81,68,84,47,42,89,73,8,11,23,69,100,144,36,63,173,51,163,317,64,110,173,31,44,144,49,154,317,A,,,7,3,,,9,7,J. Millman,R. Federer,MH30,F324,AUS,SUI,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS016,R32,04:23:00,,F,4,N409,"5-7,7-5,7-6(9),7-6(7)",R. Nadal,K. Khachanov,,,ESP,RUS,5-7,7-5,7-6(9),7-6(7),,04:23:00,,,271,/en/stats/leaderboard?page=serve,3,0,62,89,144,71,63,89,62,34,55,55,6,11,24,279,/en/stats/leaderboard?page=serve,9,22,68,118,174,69,81,118,50,28,56,62,8,13,24,67,97,144,37,65,174,51,162,318,63,109,174,33,47,144,49,156,318,A,,,7,3,,,9,7,R. Nadal,K. Khachanov,N409,KE29,ESP,RUS,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS017,R32,02:46:00,,F,4,BG23,"6-3,6-4,1-6,7-6(7)",N. Basilashvili,G. Pella,,,GEO,ARG,6-3,6-4,1-6,7-6(7),,02:46:00,,,262,/en/stats/leaderboard?page=serve,4,5,63,80,126,68,54,80,52,24,46,60,6,10,19,276,/en/stats/leaderboard?page=serve,5,18,66,77,117,74,57,77,45,18,40,50,4,8,19,62,78,126,36,42,117,49,120,243,64,75,117,38,48,126,51,123,243,A,,,7,4,,,,,N. Basilashvili,G. Pella,BG23,PC11,GEO,ARG,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS018,R32,03:19:00,,F,4,TB69,"3-6,6-3,7-6(7),6-4",D. Thiem,T. Fritz,,,AUT,USA,3-6,6-3,7-6(7),6-4,,03:19:00,,,273,/en/stats/leaderboard?page=serve,6,19,56,74,132,76,56,74,48,28,58,60,6,10,20,255,/en/stats/leaderboard?page=serve,7,13,49,68,138,78,53,68,47,33,70,64,9,14,20,64,84,132,38,52,138,50,136,270,62,86,138,36,48,132,50,134,270,A,,,,,,,7,5,D. Thiem,T. Fritz,TB69,FB98,AUT,USA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS019,R32,03:43:00,,F,5,A678,"4-6,6-3,6-4,4-6,6-4",K. Anderson,D. Shapovalov,,,RSA,CAN,4-6,6-3,6-4,4-6,6-4,03:43:00,,,308,/en/stats/leaderboard?page=serve,1,13,70,102,146,75,77,102,59,26,44,78,7,9,25,280,/en/stats/leaderboard?page=serve,8,13,59,84,142,76,64,84,53,31,58,57,4,7,24,71,103,146,33,47,142,52,150,288,67,95,142,29,43,146,48,138,288,A,,,,,,,,,K. Anderson,D. Shapovalov,A678,SU55,RSA,CAN,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS020,R32,02:53:00,,F,3,D683,"7-5,7-6(8),6-3",J. del Potro,F. Verdasco,,,ARG,ESP,7-5,7-6(8),6-3,,,02:53:00,8,6,292,/en/stats/leaderboard?page=serve,2,12,67,68,101,79,54,68,48,16,33,0,0,2,17,255,/en/stats/leaderboard?page=serve,2,10,63,68,108,69,47,68,40,16,40,20,1,5,16,69,70,101,42,45,108,55,115,209,58,63,108,31,31,101,45,94,209,A,,,,,,,,,J. del Potro,F. Verdasco,D683,V306,ARG,ESP,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS021,R32,02:08:00,,F,3,CG80,"6-3,7-5,6-2",B. Coric,D. Medvedev,,,CRO,RUS,6-3,7-5,6-2,,,02:08:00,,,282,/en/stats/leaderboard?page=serve,2,7,62,56,90,73,41,56,56,19,34,67,4,6,15,213,/en/stats/leaderboard?page=serve,9,8,48,45,94,60,27,45,49,24,49,54,7,13,14,67,60,90,46,43,94,56,103,184,54,51,94,33,30,90,44,81,184,A,,,,,,,,,B. Coric,D. Medvedev,CG80,MM58,CRO,RUS,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS022,R32,03:26:00,,F,4,I186,"7-6(10),6-7(6),6-3,7-5",J. Isner,D. Lajovic,,,USA,SRB,7-6(10),6-7(6),6-3,7-5,,03:26:00,6,8,337,/en/stats/leaderboard?page=serve,5,34,76,109,144,83,91,109,49,17,35,100,3,3,23,294,/en/stats/leaderboard?page=serve,0,4,68,104,153,69,72,104,63,31,49,85,11,13,22,75,108,144,33,50,153,53,158,297,67,103,153,25,36,144,47,139,297,A,10,8,,,,,,,J. Isner,D. Lajovic,I186,L987,USA,SRB,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS023,R32,02:09:00,,F,3,R975,"7-6(8),6-4,6-3",M. Raonic,S. Wawrinka,,,CAN,SUI,7-6(8),6-4,6-3,,,02:09:00,,,317,/en/stats/leaderboard?page=serve,4,14,60,53,88,87,46,53,60,21,35,100,1,1,15,284,/en/stats/leaderboard?page=serve,1,6,63,60,95,72,43,60,63,22,35,40,2,5,16,76,67,88,32,30,95,53,97,183,68,65,95,24,21,88,47,86,183,A,8,6,,,,,,,M. Raonic,S. Wawrinka,R975,W367,CAN,SUI,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS024,R32,04:00:00,,F,5,C977,"4-6,3-6,6-3,6-4,7-5",M. Cilic,A. de Minaur,,,CRO,AUS,4-6,3-6,6-3,6-4,7-5,04:00:00,,,250,/en/stats/leaderboard?page=serve,9,14,61,98,161,72,71,98,40,25,63,46,6,13,25,234,/en/stats/leaderboard?page=serve,9,4,56,96,172,68,65,96,47,36,76,71,20,28,25,60,96,161,41,71,172,50,167,333,59,101,172,40,65,161,50,166,333,A,,,,,,,,,M. Cilic,A. de Minaur,C977,DH58,CRO,AUS,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS025,R32,02:14:00,,F,3,GB88,"6-4,6-1,7-6(7)",D. Goffin,J. Struff,,,BEL,GER,6-4,6-1,7-6(7),,,02:14:00,,,265,/en/stats/leaderboard?page=serve,6,8,56,49,88,73,36,49,56,22,39,57,4,7,14,196,/en/stats/leaderboard?page=serve,9,2,48,55,115,67,37,55,35,21,60,56,9,16,15,66,58,88,50,57,115,57,115,203,50,58,115,34,30,88,43,88,203,A,,,,,,,7,4,D. Goffin,J. Struff,GB88,SL28,BEL,GER,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS026,R32,03:18:00,,F,4,N552,"6-4,6-4,5-7,6-1",K. Nishikori,D. Schwartzman,,,JPN,ARG,6-4,6-4,5-7,6-1,,03:18:00,,,256,/en/stats/leaderboard?page=serve,5,5,61,72,119,74,53,72,43,20,47,64,7,11,19,217,/en/stats/leaderboard?page=serve,9,0,59,88,149,56,49,88,51,31,61,62,13,21,20,61,73,119,46,69,149,53,142,268,54,80,149,39,46,119,47,126,268,A,,,,,,,,,K. Nishikori,D. Schwartzman,N552,SM37,JPN,ARG,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS027,R32,03:09:00,,F,4,K435,"6-7(1),6-4,6-1,6-3",P. Kohlschreiber,A. Zverev,,,GER,GER,6-7(1),6-4,6-1,6-3,,03:09:00,,,272,/en/stats/leaderboard?page=serve,3,5,68,92,135,67,62,92,51,22,43,77,10,13,19,228,/en/stats/leaderboard?page=serve,7,9,64,75,117,60,45,75,45,19,42,33,4,12,19,62,84,135,45,53,117,54,137,252,55,64,117,38,51,135,46,115,252,A,1,7,,,,,,,P. Kohlschreiber,A. Zverev,K435,Z355,GER,GER,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS028,R32,02:11:00,,F,3,D643,"6-2,6-3,6-3",N. Djokovic,R. Gasquet,,,SRB,FRA,6-2,6-3,6-3,,,02:11:00,,,303,/en/stats/leaderboard?page=serve,2,3,61,51,83,75,38,51,66,21,32,100,5,5,13,231,/en/stats/leaderboard?page=serve,4,10,68,66,97,61,40,66,35,11,31,58,7,12,13,71,59,83,47,46,97,58,105,180,53,51,97,29,24,83,42,75,180,A,,,,,,,,,N. Djokovic,R. Gasquet,D643,G628,SRB,FRA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS029,R32,03:39:00,,F,4,SH90,"7-6(7),4-6,7-6(7),7-6(7)",J. Sousa,L. Pouille,,,POR,FRA,7-6(7),4-6,7-6(7),7-6(7),,03:39:00,,,278,/en/stats/leaderboard?page=serve,3,12,66,105,160,70,74,105,55,30,55,44,4,9,23,273,/en/stats/leaderboard?page=serve,8,17,53,83,158,72,60,83,57,43,75,50,4,8,23,65,104,160,35,55,158,50,159,318,65,103,158,35,56,160,50,159,318,A,7,5,7,5,,,7,4,J. Sousa,L. Pouille,SH90,PF39,POR,FRA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS030,R32,02:48:00,,F,4,MH30,"6-4,4-6,6-1,6-3",J. Millman,M. Kukushkin,,,AUS,KAZ,6-4,4-6,6-1,6-3,,02:48:00,,,261,/en/stats/leaderboard?page=serve,2,6,68,71,104,56,40,71,61,20,33,44,4,9,18,207,/en/stats/leaderboard?page=serve,4,3,57,75,131,69,52,75,32,18,56,63,15,24,18,58,60,104,47,61,131,51,121,235,53,70,131,42,44,104,49,114,235,A,,,,,,,,,J. Millman,M. Kukushkin,MH30,K926,AUS,KAZ,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS031,R32,01:44:00,,F,3,F324,"6-4,6-1,7-5",R. Federer,N. Kyrgios,,,SUI,AUS,6-4,6-1,7-5,,,01:44:00,,,316,/en/stats/leaderboard?page=serve,1,16,66,61,92,87,53,61,48,15,31,100,4,4,15,265,/en/stats/leaderboard?page=serve,2,13,61,57,94,63,36,57,59,22,37,60,6,10,14,74,68,92,38,36,94,56,104,186,62,58,94,26,24,92,44,82,186,A,,,,,,,,,R. Federer,N. Kyrgios,F324,KE17,SUI,AUS,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS032,R64,02:00:00,,F,3,N409,"6-3,6-4,6-2",R. Nadal,V. Pospisil,,,ESP,CAN,6-3,6-4,6-2,,,02:00:00,,,302,/en/stats/leaderboard?page=serve,2,5,73,55,75,84,46,55,50,10,20,80,4,5,14,235,/en/stats/leaderboard?page=serve,3,12,54,38,70,61,23,38,50,16,32,29,2,7,13,75,56,75,44,31,70,60,87,145,56,39,70,25,19,75,40,58,145,A,,,,,,,,,R. Nadal,V. Pospisil,N409,PD07,ESP,CAN,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS033,R64,02:06:00,,F,3,KE29,"7-5,6-3,6-3",K. Khachanov,L. Sonego,,,RUS,ITA,7-5,6-3,6-3,,,02:06:00,,,313,/en/stats/leaderboard?page=serve,4,12,58,48,83,90,43,48,57,20,35,100,4,4,15,258,/en/stats/leaderboard?page=serve,3,7,61,59,96,71,42,59,49,18,37,67,8,12,15,76,63,83,38,36,96,55,99,179,63,60,96,24,20,83,45,80,179,A,,,,,,,,,K. Khachanov,L. Sonego,KE29,SU87,RUS,ITA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS034,R64,02:52:00,,F,4,BG23,"4-6,6-3,6-2,7-6(7)",N. Basilashvili,J. Sock,,,GEO,USA,4-6,6-3,6-2,7-6(7),,02:52:00,,,283,/en/stats/leaderboard?page=serve,7,11,45,54,119,81,44,54,63,41,65,50,2,4,20,267,/en/stats/leaderboard?page=serve,3,8,67,76,113,71,54,76,46,17,37,50,4,8,19,71,85,119,37,42,113,55,127,232,63,71,113,29,34,119,45,105,232,A,,,7,3,,,,,N. Basilashvili,J. Sock,BG23,SM25,GEO,USA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS035,R64,02:09:00,,F,3,PC11,"7-5,6-0,6-2",G. Pella,P. Lorenzi,,,ARG,ITA,7-5,6-0,6-2,,,02:09:00,,,302,/en/stats/leaderboard?page=serve,4,8,64,49,77,71,35,49,71,20,28,86,6,7,13,183,/en/stats/leaderboard?page=serve,6,2,52,45,87,53,24,45,36,15,42,30,3,10,13,71,55,77,55,48,87,63,103,164,45,39,87,29,22,77,37,61,164,A,,,,,,,,,G. Pella,P. Lorenzi,PC11,L503,ARG,ITA,,
560,2018,US Open,GS,2018-08-27T00:00:00,2018-09-09T00:00:00,Hard,128,25282400,$,MS036,R64,03:35:00,,F,5,TB69,"6-7(5),6-3,5-7,6-4,6-1",D. Thiem,S. Johnson,,,AUT,USA,6-7(5),6-3,5-7,6-4,6-1,03:35:00,,,302,/en/stats/leaderboard?page=serve,6,15,53,76,143,80,61,76,64,43,67,83,5,6,25,272,/en/stats/leaderboard?page=serve,6,12,61,92,151,78,72,92,47,28,59,50,5,10,25,73,104,143,34,51,151,53,155,294,66,100,151,27,39,143,47,139,294,A,5,7,,,,,,,D. Thiem,S. Johnson,TB69,J386,AUT,USA,,
