event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS001,F,03:14:00,,F,3,R975,"6-7(4),7-6(7),7-6(7)",M. Raonic,J. Tipsarevic,,,CAN,SRB,6-7(4),7-6(7),7-6(7),,,03:14:00,A,M. Raonic,J. Tipsarevic,CAN,SRB,,,345,/en/stats/leaderboard?page=serve,1,35,73,83,113,88,73,83,50,15,30,100,4,4,18,299,/en/stats/leaderboard?page=serve,2,8,60,83,138,71,59,83,62,34,55,100,9,9,18,78,88,113,33,45,138,53,133,251,67,93,138,22,25,113,47,118,251,4,7,7,4,7,4,03:14:00,03:14:00,R975,T742
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS002,SF,01:19:00,,F,2,T742,"6-1,6-4",J. Tipsarevic,G. Soeda,,,SRB,JPN,6-1,6-4,,,,01:19:00,A,J. Tipsarevic,G. Soeda,SRB,JPN,,,312,/en/stats/leaderboard?page=serve,0,4,70,31,44,81,25,31,69,9,13,0,0,1,9,204,/en/stats/leaderboard?page=serve,1,1,54,33,61,64,21,33,36,10,28,33,2,6,8,77,34,44,49,30,61,61,64,105,51,31,61,23,10,44,39,41,105,,,,,,,01:19:00,01:19:00,T742,SC47
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS003,SF,01:12:00,,F,2,R975,"6-4,6-4",M. Raonic,N. Almagro,,,CAN,ESP,6-4,6-4,,,,01:12:00,A,M. Raonic,N. Almagro,CAN,ESP,,,317,/en/stats/leaderboard?page=serve,1,17,78,42,54,90,38,42,33,4,12,100,3,3,10,281,/en/stats/leaderboard?page=serve,0,4,75,45,60,69,31,45,53,8,15,67,4,6,10,78,42,54,35,21,60,55,63,114,65,39,60,22,12,54,45,51,114,,,,,,,01:12:00,01:12:00,R975,A479
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS004,QF,02:03:00,,F,3,T742,"6-2,3-6,6-2",J. Tipsarevic,D. Goffin,,,SRB,BEL,6-2,3-6,6-2,,,02:03:00,A,J. Tipsarevic,D. Goffin,SRB,BEL,,,303,/en/stats/leaderboard?page=serve,0,7,66,44,67,82,36,44,57,13,23,50,1,2,12,245,/en/stats/leaderboard?page=serve,5,10,56,51,91,67,34,51,48,19,40,69,9,13,13,73,49,67,42,38,91,55,87,158,58,53,91,27,18,67,45,71,158,,,,,,,02:03:00,02:03:00,T742,GB88
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS005,QF,01:43:00,,F,2,SC47,"6-4,6-4",G. Soeda,S. Wawrinka,,,JPN,SUI,6-4,6-4,,,,01:43:00,A,G. Soeda,S. Wawrinka,JPN,SUI,,,235,/en/stats/leaderboard?page=serve,4,1,53,39,74,64,25,39,51,18,35,57,4,7,10,197,/en/stats/leaderboard?page=serve,4,4,52,34,65,53,18,34,42,13,31,38,3,8,10,58,43,74,52,34,65,55,77,139,48,31,65,42,31,74,45,62,139,,,,,,,01:43:00,01:43:00,SC47,W367
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS006,QF,01:30:00,,F,2,R975,"7-6(7),6-3",M. Raonic,D. Sela,,,CAN,ISR,7-6(7),6-3,,,,01:30:00,A,M. Raonic,D. Sela,CAN,ISR,,,324,/en/stats/leaderboard?page=serve,1,15,59,41,69,83,34,41,68,19,28,100,3,3,11,285,/en/stats/leaderboard?page=serve,2,2,53,31,59,74,23,31,68,19,28,0,0,1,10,77,53,69,29,17,59,55,70,128,71,42,59,23,16,69,45,58,128,7,4,,,,,01:30:00,01:30:00,R975,SC56
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS007,QF,02:44:00,,F,3,A479,"4-6,7-6(10),6-4",N. Almagro,Y. Sugita,,,ESP,JPN,4-6,7-6(10),6-4,,,02:44:00,A,N. Almagro,Y. Sugita,ESP,JPN,,,266,/en/stats/leaderboard?page=serve,0,6,53,65,123,66,43,65,60,35,58,75,9,12,16,275,/en/stats/leaderboard?page=serve,1,3,62,65,105,55,36,65,75,30,40,50,3,6,16,63,78,123,37,39,105,51,117,228,63,66,105,37,45,123,49,111,228,,,10,8,,,02:44:00,02:44:00,A479,SE73
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS008,R16,01:02:00,,F,2,T742,"6-1,6-3",J. Tipsarevic,Y. Bhambri,,,SRB,IND,6-1,6-3,,,,01:02:00,A,J. Tipsarevic,Y. Bhambri,SRB,IND,,,314,/en/stats/leaderboard?page=serve,1,5,49,20,41,85,17,20,76,16,21,100,1,1,8,215,/en/stats/leaderboard?page=serve,2,3,56,22,39,55,12,22,53,9,17,0,0,4,8,80,33,41,46,18,39,64,51,80,54,21,39,20,8,41,36,29,80,,,,,,,01:02:00,01:02:00,T742,BF55
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS009,R16,02:18:00,,F,3,GB88,"4-6,6-4,6-2",D. Goffin,A. Beck,,,BEL,GER,4-6,6-4,6-2,,,02:18:00,A,D. Goffin,A. Beck,BEL,GER,,,273,/en/stats/leaderboard?page=serve,4,6,52,43,82,70,30,43,64,25,39,75,6,8,14,260,/en/stats/leaderboard?page=serve,0,4,72,71,98,61,43,71,52,14,27,75,12,16,14,67,55,82,42,41,98,53,96,180,58,57,98,33,27,82,47,84,180,,,,,,,02:18:00,02:18:00,GB88,BA86
891,2012,Chennai,250,2012-01-02T00:00:00,2012-01-08T00:00:00,Hard,28,398250,$,MS010,R16,02:25:00,,F,3,W367,"3-6,6-3,7-5",S. Wawrinka,E. Roger-Vasselin,,,SUI,FRA,3-6,6-3,7-5,,,02:25:00,A,S. Wawrinka,E. Roger-Vasselin,SUI,FRA,,,275,/en/stats/leaderboard?page=serve,1,10,63,52,82,67,35,52,63,19,30,33,2,6,15,245,/en/stats/leaderboard?page=serve,0,4,67,70,104,61,43,70,47,16,34,55,6,11,15,66,54,82,43,45,104,53,99,186,57,59,104,34,28,82,47,87,186,,,,,,,02:25:00,02:25:00,W367,R613
