event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS001,F,01:50:00,,F,2,C977,"7-6(7),7-6(7)",M. Cilic,Z. Zhang,,,CRO,CHN,7-6(7),7-6(7),,,,01:50:00,A,M. Cilic,Z. Zhang,CRO,CHN,,,327,/en/stats/leaderboard?page=serve,2,18,60,50,83,84,42,50,67,22,33,100,2,2,12,330,/en/stats/leaderboard?page=serve,2,14,71,55,78,82,45,55,65,15,23,100,2,2,12,77,64,83,23,18,78,51,82,161,77,60,78,23,19,83,49,79,161,7,5,7,5,01:50:00,01:50:00,,,C977,Z371
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS002,SF,01:45:00,,F,2,C977,"6-4,7-6(8)",M. Cilic,B. Nakashima,,,CRO,USA,6-4,7-6(8),,,,01:45:00,A,M. Cilic,B. Nakashima,CRO,USA,,,305,/en/stats/leaderboard?page=serve,1,8,58,41,71,83,34,41,57,17,30,100,2,2,11,289,/en/stats/leaderboard?page=serve,0,8,70,48,69,73,35,48,48,10,21,0,0,1,11,72,51,71,35,24,69,54,75,140,65,45,69,28,20,71,46,65,140,,,8,6,01:45:00,01:45:00,,,C977,N0AE
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS003,SF,01:41:00,,F,2,Z371,"7-6(7),6-4",Z. Zhang,Y. Bu,,,CHN,CHN,7-6(7),6-4,,,,01:41:00,A,Z. Zhang,Y. Bu,CHN,CHN,,,324,/en/stats/leaderboard?page=serve,0,10,76,59,78,75,44,59,63,12,19,100,4,4,11,297,/en/stats/leaderboard?page=serve,1,8,56,34,61,74,25,34,70,19,27,50,1,2,11,72,56,78,28,17,61,53,73,139,72,44,61,28,22,78,47,66,139,7,3,,,01:41:00,01:41:00,,,Z371,Y09V
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS004,QF,02:45:00,,F,3,C977,"6-2,6-7(4),7-6(7)",M. Cilic,Y. Uchiyama,,,CRO,JPN,6-2,6-7(4),7-6(7),,,02:45:00,A,M. Cilic,Y. Uchiyama,CRO,JPN,,,306,/en/stats/leaderboard?page=serve,5,19,58,59,102,83,49,59,58,25,43,89,8,9,16,274,/en/stats/leaderboard?page=serve,3,9,60,63,105,79,50,63,48,20,42,50,3,6,16,73,74,102,33,35,105,53,109,207,67,70,105,27,28,102,47,98,207,,,4,7,02:45:00,02:45:00,7,5,C977,U134
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS005,QF,01:29:00,,F,2,N0AE,"7-5,6-3",B. Nakashima,R. Hijikata,,,USA,AUS,7-5,6-3,,,,01:29:00,A,B. Nakashima,R. Hijikata,USA,AUS,,,301,/en/stats/leaderboard?page=serve,2,8,56,32,57,81,26,32,68,17,25,50,1,2,11,239,/en/stats/leaderboard?page=serve,1,1,57,32,56,66,21,32,46,11,24,0,0,3,10,75,43,57,43,24,56,59,67,113,57,32,56,25,14,57,41,46,113,,,,,01:29:00,01:29:00,,,N0AE,H0BH
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS006,QF,01:13:00,,F,2,Z371,"6-3,6-3",Z. Zhang,R. Carballes Baena,,,CHN,ESP,6-3,6-3,,,,01:13:00,A,Z. Zhang,R. Carballes Baena,CHN,ESP,,,334,/en/stats/leaderboard?page=serve,0,7,73,35,48,77,27,35,77,10,13,0,0,0,9,243,/en/stats/leaderboard?page=serve,3,3,64,32,50,63,20,32,50,9,18,50,3,6,9,77,37,48,42,21,50,59,58,98,58,29,50,23,11,48,41,40,98,,,,,01:13:00,01:13:00,,,Z371,CF59
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS007,QF,01:24:00,,F,2,Y09V,"6-4,6-2",Y. Bu,M. Kukushkin,,,CHN,KAZ,6-4,6-2,,,,01:24:00,A,Y. Bu,M. Kukushkin,CHN,KAZ,,,287,/en/stats/leaderboard?page=serve,1,8,56,29,52,79,23,29,57,13,23,75,3,4,9,219,/en/stats/leaderboard?page=serve,2,1,66,33,50,58,19,33,41,7,17,43,3,7,9,69,36,52,48,24,50,59,60,102,52,26,50,31,16,52,41,42,102,,,,,01:24:00,01:24:00,,,Y09V,K926
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS008,R16,01:41:00,,F,2,U134,"7-5,6-4",Y. Uchiyama,H. Rune,,,JPN,DEN,7-5,6-4,,,,01:41:00,A,Y. Uchiyama,H. Rune,JPN,DEN,,,280,/en/stats/leaderboard?page=serve,1,8,67,43,64,77,33,43,48,10,21,50,2,4,11,231,/en/stats/leaderboard?page=serve,5,7,72,63,88,62,39,63,32,8,25,71,10,14,11,67,43,64,47,41,88,55,84,152,53,47,88,33,21,64,45,68,152,,,,,01:41:00,01:41:00,,,U134,R0DG
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS009,R16,01:09:00,,F,2,C977,"6-4,6-1",M. Cilic,Y. Nishioka,,,CRO,JPN,6-4,6-1,,,,01:09:00,A,M. Cilic,Y. Nishioka,CRO,JPN,,,303,/en/stats/leaderboard?page=serve,2,15,62,28,45,93,26,28,47,8,17,0,0,1,9,222,/en/stats/leaderboard?page=serve,0,1,63,29,46,55,16,29,53,9,17,33,2,6,8,76,34,45,46,21,46,60,55,91,54,25,46,24,11,45,40,36,91,,,,,01:09:00,01:09:00,,,C977,N732
4713,2024,Hangzhou,250,2024-09-18T00:00:00,2024-09-24T00:00:00,Hard,28,1000630,$,MS010,R16,02:40:00,,F,3,N0AE,"6-7(7),7-6(7),6-1",B. Nakashima,C. Wong,,,USA,HKG,6-7(7),7-6(7),6-1,,,02:40:00,A,B. Nakashima,C. Wong,USA,HKG,,,339,/en/stats/leaderboard?page=serve,0,21,66,67,101,84,56,67,68,23,34,100,4,4,16,291,/en/stats/leaderboard?page=serve,0,10,63,59,94,78,46,59,54,19,35,71,5,7,15,78,79,101,31,29,94,55,108,195,69,65,94,22,22,101,45,87,195,7,9,7,4,02:40:00,02:40:00,,,N0AE,W0BH
