event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS011,R16,01:32:00,,F,3,A226,"1-6,6-1,6-3",H. Arazi,O. Gross,,,MAR,GER,1-6,6-1,6-3,,,01:32:00,195,/en/stats/leaderboard?page=serve,3,1,46,28,61,61,17,28,45,15,33,33,3,9,11,169,/en/stats/leaderboard?page=serve,5,2,50,45,90,49,22,45,40,18,45,50,8,16,12,52,32,61,56,50,90,54,82,151,44,40,90,48,29,61,46,69,151,A,,,,,,,,,H. Arazi,O. Gross,A226,G297,MAR,GER,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS012,R16,01:28:00,,F,3,A203,"3-6,6-0,6-3",K. Alami,J. Munoz-Hernandez,,,MAR,ESP,3-6,6-0,6-3,,,01:28:00,280,/en/stats/leaderboard?page=serve,3,12,48,39,82,79,31,39,53,23,43,83,5,6,12,235,/en/stats/leaderboard?page=serve,3,1,56,41,73,59,24,41,56,18,32,33,2,6,12,66,54,82,42,31,73,55,85,155,58,42,73,34,28,82,45,70,155,A,,,,,,,,,K. Alami,J. Munoz-Hernandez,A203,M478,MAR,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS013,R16,02:20:00,,F,3,G254,"4-6,6-4,7-6(9)",A. Gaudenzi,F. Squillari,,,ITA,ARG,4-6,6-4,7-6(9),,,02:20:00,238,/en/stats/leaderboard?page=serve,4,1,66,73,110,59,43,73,54,20,37,50,6,12,16,229,/en/stats/leaderboard?page=serve,7,10,59,57,96,72,41,57,33,13,39,45,5,11,16,57,63,110,44,42,96,51,105,206,56,54,96,43,47,110,49,101,206,A,,,,9,7,,,,A. Gaudenzi,F. Squillari,G254,S568,ITA,ARG,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS014,R16,02:30:00,,F,3,L290,"6-7(7),6-4,6-3",N. Lapentti,D. Scala,,,ECU,ITA,6-7(7),6-4,6-3,,,02:30:00,285,/en/stats/leaderboard?page=serve,2,9,59,56,95,79,44,56,54,21,39,75,6,8,15,241,/en/stats/leaderboard?page=serve,2,5,50,55,110,76,42,55,44,24,55,44,4,9,16,68,65,95,40,44,110,53,109,205,60,66,110,32,30,95,47,96,205,A,,,,,,7,9,,N. Lapentti,D. Scala,L290,S465,ECU,ITA,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS015,R16,02:31:00,,F,3,M535,"6-7(3),7-5,6-2",F. Mantilla,F. Meligeni,,,ESP,BRA,6-7(3),7-5,6-2,,,02:31:00,270,/en/stats/leaderboard?page=serve,1,0,62,61,99,62,38,61,66,25,38,25,1,4,16,235,/en/stats/leaderboard?page=serve,3,11,45,46,103,76,35,46,44,25,57,50,6,12,16,64,63,99,42,43,103,52,106,202,58,60,103,36,36,99,48,96,202,A,,,,,,3,7,,F. Mantilla,F. Meligeni,M535,M443,ESP,BRA,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS016,R32,00:54:00,,F,2,B428,"6-1,6-1",A. Berasategui,G. Schaller,,,ESP,AUT,6-1,6-1,,,,00:54:00,228,/en/stats/leaderboard?page=serve,6,5,66,40,61,73,29,40,48,10,21,,0,,7,166,/en/stats/leaderboard?page=serve,1,0,75,36,48,56,20,36,8,1,12,64,9,14,7,64,39,61,56,27,48,61,66,109,44,21,48,36,22,61,39,43,109,A,,,,,,,,,A. Berasategui,G. Schaller,B428,S315,ESP,AUT,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS017,R32,02:03:00,,F,3,P305,"6-4,3-6,7-6(7)",A. Portas,E. Benfele Alvarez,,,ESP,ESP,6-4,3-6,7-6(7),,,02:03:00,280,/en/stats/leaderboard?page=serve,3,2,66,66,100,70,46,66,59,20,34,33,1,3,15,279,/en/stats/leaderboard?page=serve,1,4,63,59,94,75,44,59,51,18,35,60,3,5,16,66,66,100,34,32,94,51,98,194,66,62,94,34,34,100,49,96,194,A,,,,7,1,,,,A. Portas,E. Benfele Alvarez,P305,A190,ESP,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS018,R32,01:22:00,,F,2,D291,"7-5,6-1",J. Diaz,P. Fredriksson,,,ESP,SWE,7-5,6-1,,,,01:22:00,307,/en/stats/leaderboard?page=serve,,0,77,36,47,78,28,36,64,7,11,0,0,1,9,186,/en/stats/leaderboard?page=serve,13,3,48,34,71,68,23,34,30,11,37,55,6,11,10,74,35,47,52,37,71,61,72,118,48,34,71,26,12,47,39,46,118,A,False,,,,,,,,J. Diaz,P. Fredriksson,D291,F278,ESP,SWE,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS019,R32,01:02:00,,F,2,K293,"6-1,6-3",G. Kuerten,M. Charpentier,,,BRA,ARG,6-1,6-3,,,,01:02:00,194,/en/stats/leaderboard?page=serve,3,8,45,21,47,86,18,21,58,15,26,0,0,,8,210,/en/stats/leaderboard?page=serve,,1,80,44,55,52,23,44,27,3,11,56,5,9,8,70,33,47,53,29,55,61,62,102,47,26,55,30,14,47,39,40,102,A,,,,,,,,False,G. Kuerten,M. Charpentier,K293,C375,BRA,ARG,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS020,R32,01:16:00,,F,2,S015,"6-4,6-4",J. Sanchez,C. Van Garsse,,,ESP,BEL,6-4,6-4,,,,01:16:00,283,/en/stats/leaderboard?page=serve,1,4,65,37,57,70,26,37,65,13,20,71,5,7,10,219,/en/stats/leaderboard?page=serve,2,0,54,38,71,68,26,38,39,13,33,43,3,7,10,68,39,57,45,32,71,55,71,128,55,39,71,32,18,57,45,57,128,A,,,,,,,,,J. Sanchez,C. Van Garsse,S015,V170,ESP,BEL,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS021,R32,02:25:00,,F,3,M543,"4-6,7-6(7),6-1",M. Martelli,T. Champion,,,ITA,FRA,4-6,7-6(7),6-1,,,02:25:00,245,/en/stats/leaderboard?page=serve,6,11,40,38,96,82,31,38,47,27,58,69,9,13,14,247,/en/stats/leaderboard?page=serve,,1,77,79,103,59,47,79,50,12,24,60,9,15,15,60,58,96,43,44,103,51,102,199,57,59,103,40,38,96,49,97,199,A,,7,5,,,,,False,M. Martelli,T. Champion,M543,C028,ITA,FRA,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS022,R32,01:07:00,,F,2,G297,"6-2,6-3",O. Gross,A. Martin,,,GER,ESP,6-2,6-3,,,,01:07:00,283,/en/stats/leaderboard?page=serve,,5,46,19,41,68,13,19,77,17,22,50,1,2,8,197,/en/stats/leaderboard?page=serve,2,0,57,39,68,46,18,39,52,15,29,62,8,13,9,73,30,41,51,35,68,60,65,109,49,33,68,27,11,41,40,44,109,A,False,,,,,,,,O. Gross,A. Martin,G297,M590,GER,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS023,R32,01:06:00,,F,2,A226,"6-3,6-2",H. Arazi,O. Camporese,,,MAR,ITA,6-3,6-2,,,,01:06:00,250,/en/stats/leaderboard?page=serve,2,4,38,22,58,86,19,22,58,21,36,,0,,9,228,/en/stats/leaderboard?page=serve,1,1,51,24,47,58,14,24,57,13,23,25,1,4,8,69,40,58,43,20,47,57,60,105,57,27,47,31,18,58,43,45,105,A,,,,,,,,,H. Arazi,O. Camporese,A226,C009,MAR,ITA,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS024,R32,00:49:00,,F,2,A203,"6-3,6-1",K. Alami,D. Pescariu,,,MAR,ROU,6-3,6-1,,,,00:49:00,272,/en/stats/leaderboard?page=serve,,4,56,25,45,80,20,25,70,14,20,,0,,8,227,/en/stats/leaderboard?page=serve,2,2,85,46,54,54,25,46,38,3,8,56,5,9,8,76,34,45,48,26,54,61,60,99,52,28,54,24,11,45,39,39,99,A,False,,,,,,,,K. Alami,D. Pescariu,A203,P254,MAR,ROU,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS025,R32,01:29:00,,F,2,M478,"6-4,7-5",J. Munoz-Hernandez,J. Van Herck,,,ESP,BEL,6-4,7-5,,,,01:29:00,240,/en/stats/leaderboard?page=serve,1,3,43,30,70,70,21,30,53,21,40,50,3,6,11,211,/en/stats/leaderboard?page=serve,2,3,54,34,63,68,23,34,34,10,29,44,4,9,11,60,42,70,48,30,63,54,72,133,52,33,63,40,28,70,46,61,133,A,,,,,,,,,J. Munoz-Hernandez,J. Van Herck,M478,V167,ESP,BEL,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS026,R32,01:31:00,,F,2,G254,"7-5,6-4",A. Gaudenzi,G. Blanco,,,ITA,ESP,7-5,6-4,,,,01:31:00,272,/en/stats/leaderboard?page=serve,1,2,66,43,65,65,28,43,59,13,22,60,3,5,11,235,/en/stats/leaderboard?page=serve,1,3,62,52,84,58,30,52,50,16,32,67,8,12,11,63,41,65,45,38,84,53,79,149,55,46,84,37,24,65,47,70,149,A,,,,,,,,,A. Gaudenzi,G. Blanco,G254,B518,ITA,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS027,R32,01:11:00,,F,2,S568,"6-1,6-4",F. Squillari,C. Ruud,,,ARG,NOR,6-1,6-4,,,,01:11:00,251,/en/stats/leaderboard?page=serve,5,4,57,34,60,68,23,34,50,13,26,71,5,7,9,180,/en/stats/leaderboard?page=serve,2,0,48,25,52,60,15,25,37,10,27,29,2,7,8,60,36,60,52,27,52,56,63,112,48,25,52,40,24,60,44,49,112,A,,,,,,,,,F. Squillari,C. Ruud,S568,R219,ARG,NOR,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS028,R32,02:06:00,,F,2,S465,"6-4,7-6(7)",D. Scala,H. Gumy,,,ITA,ARG,6-4,7-6(7),,,,02:06:00,241,/en/stats/leaderboard?page=serve,3,1,59,47,80,70,33,47,42,14,33,50,3,6,11,222,/en/stats/leaderboard?page=serve,8,5,58,61,105,61,37,61,43,19,44,69,9,13,11,59,47,80,47,49,105,52,96,185,53,56,105,41,33,80,48,89,185,A,,7,5,,,,,,D. Scala,H. Gumy,S465,G247,ITA,ARG,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS029,R32,00:58:00,,F,2,L290,"6-4,3-1",N. Lapentti,C. Costa,,,ECU,ESP,6-4,3-1,,,,00:58:00,270,/en/stats/leaderboard?page=serve,1,2,55,23,42,74,17,23,53,10,19,50,1,2,8,211,/en/stats/leaderboard?page=serve,,1,60,25,42,64,16,25,29,5,17,0,0,3,7,64,27,42,50,21,42,57,48,84,50,21,42,36,15,42,43,36,84,A,,,,,,,,False,N. Lapentti,C. Costa,L290,C179,ECU,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS030,R32,01:21:00,,F,2,M443,"6-3,6-4",F. Meligeni,R. Carretero,,,BRA,ESP,6-3,6-4,,,,01:21:00,240,/en/stats/leaderboard?page=serve,,6,64,43,67,84,36,43,46,11,24,,0,,10,252,/en/stats/leaderboard?page=serve,5,0,69,38,55,76,29,38,35,6,17,50,2,4,9,70,47,67,36,20,55,55,67,122,64,35,55,30,20,67,45,55,122,A,False,,,,,,,,F. Meligeni,R. Carretero,M443,C383,BRA,ESP,,
312,1997,Bologna,GP,1997-06-09T00:00:00,1997-06-15T00:00:00,Clay,32,303000,$,MS031,R32,02:14:00,,F,3,M535,"4-6,6-3,6-4",F. Mantilla,M. Gorriz,,,ESP,ESP,4-6,6-3,6-4,,,02:14:00,266,/en/stats/leaderboard?page=serve,2,4,64,63,99,70,44,63,50,18,36,70,7,10,15,239,/en/stats/leaderboard?page=serve,2,5,51,46,91,61,28,46,53,24,45,50,4,8,14,63,62,99,43,39,91,53,101,190,57,52,91,37,37,99,47,89,190,A,,,,,,,,,F. Mantilla,M. Gorriz,M535,G028,ESP,ESP,,
