event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS001,F,02:39:00,,F,3,D643,"6-4,6-2,6-3",N. Djokovic,A. Murray,,,SRB,GBR,6-4,6-2,6-3,,,02:39:00,A,N. Djokovic,A. Murray,SRB,GBR,,,276,/en/stats/leaderboard?page=serve,0,5,64,48,75,73,35,48,56,15,27,25,1,4,14,197,/en/stats/leaderboard?page=serve,4,6,54,59,109,63,37,59,32,16,50,61,11,18,13,67,50,75,51,56,109,58,106,184,49,53,109,33,25,75,42,78,184,,,,,,,,,D643,MC10
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS002,SF,03:46:00,,F,4,MC10,"4-6,7-6(7),6-1,7-6(7)",A. Murray,D. Ferrer,,,GBR,ESP,4-6,7-6(7),6-1,7-6(7),,03:46:00,A,A. Murray,D. Ferrer,GBR,ESP,,,254,/en/stats/leaderboard?page=serve,3,9,60,91,151,75,68,91,37,22,60,72,13,18,21,248,/en/stats/leaderboard?page=serve,2,5,66,94,142,61,57,94,48,23,48,45,5,11,20,60,90,151,44,62,142,52,152,293,56,80,142,40,61,151,48,141,293,7.0,2.0,7.0,2.0,,,,,MC10,F401
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS003,SF,03:00:00,,F,3,D643,"7-6(7),7-5,6-4",N. Djokovic,R. Federer,,,SRB,SUI,7-6(7),7-5,6-4,,,03:00:00,A,N. Djokovic,R. Federer,SRB,SUI,,,266,/en/stats/leaderboard?page=serve,5,6,69,86,125,73,63,86,41,16,39,70,7,10,17,254,/en/stats/leaderboard?page=serve,0,5,59,62,105,73,45,62,47,20,43,64,9,14,17,63,79,125,38,40,105,52,119,230,62,65,105,37,46,125,48,111,230,,,,,7.0,3.0,,,D643,F324
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS004,QF,02:33:00,,F,3,F401,"6-4,6-2,6-3",D. Ferrer,R. Nadal,,,ESP,ESP,6-4,6-2,6-3,,,02:33:00,A,D. Ferrer,R. Nadal,ESP,ESP,,,288,/en/stats/leaderboard?page=serve,2,8,68,50,73,72,36,50,57,13,23,75,6,8,14,205,/en/stats/leaderboard?page=serve,1,2,66,69,104,55,38,69,37,13,35,53,8,15,13,67,49,73,51,53,104,58,102,177,49,51,104,33,24,73,42,75,177,,,,,,,,,F401,N409
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS005,QF,03:06:00,,F,4,MC10,"7-5,6-3,6-7(3),6-3",A. Murray,A. Dolgopolov,,,GBR,UKR,7-5,6-3,6-7(3),6-3,,03:06:00,A,A. Murray,A. Dolgopolov,GBR,UKR,,,279,/en/stats/leaderboard?page=serve,5,9,58,69,118,75,52,69,61,30,49,20,1,5,22,240,/en/stats/leaderboard?page=serve,5,16,58,92,158,71,65,92,35,23,66,61,11,18,20,69,82,118,44,70,158,55,152,276,56,88,158,31,36,118,45,124,276,,,,,,,3.0,7.0,MC10,D801
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS006,QF,02:32:00,,F,3,D643,"6-1,7-6(7),6-1",N. Djokovic,T. Berdych,,,SRB,CZE,6-1,7-6(7),6-1,,,02:32:00,A,N. Djokovic,T. Berdych,SRB,CZE,,,292,/en/stats/leaderboard?page=serve,1,10,68,62,91,82,51,62,41,12,29,50,1,2,14,218,/en/stats/leaderboard?page=serve,5,6,54,52,96,71,37,52,34,15,44,50,5,10,12,69,63,91,46,44,96,57,107,187,54,52,96,31,28,91,43,80,187,7.0,5.0,,,,,,,D643,BA47
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS007,QF,01:47:00,,F,3,F324,"6-1,6-3,6-3",R. Federer,S. Wawrinka,,,SUI,SUI,6-1,6-3,6-3,,,01:47:00,A,R. Federer,S. Wawrinka,SUI,SUI,,,330,/en/stats/leaderboard?page=serve,0,5,77,58,75,72,42,58,76,13,17,100,1,1,13,238,/en/stats/leaderboard?page=serve,0,1,58,47,81,57,27,47,56,19,34,33,2,6,12,73,55,75,43,35,81,58,90,156,57,46,81,27,20,75,42,66,156,,,,,,,,,F324,W367
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS008,R16,02:31:00,,F,3,N409,"6-2,6-4,6-3",R. Nadal,M. Cilic,,,ESP,CRO,6-2,6-4,6-3,,,02:31:00,A,R. Nadal,M. Cilic,ESP,CRO,,,300,/en/stats/leaderboard?page=serve,3,3,73,62,85,79,49,62,48,11,23,100,2,2,13,232,/en/stats/leaderboard?page=serve,4,8,55,55,100,76,42,55,33,15,45,64,9,14,14,71,60,85,43,43,100,56,103,185,57,57,100,29,25,85,44,82,185,,,,,,,,,N409,C977
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS009,R16,02:36:00,,F,4,F401,"4-6,6-2,6-3,6-4",D. Ferrer,M. Raonic,,,ESP,CAN,4-6,6-2,6-3,6-4,,02:36:00,A,D. Ferrer,M. Raonic,ESP,CAN,,,295,/en/stats/leaderboard?page=serve,1,3,71,80,113,78,62,80,55,18,33,78,7,9,19,263,/en/stats/leaderboard?page=serve,2,15,61,77,127,65,50,77,52,26,50,64,9,14,18,71,80,113,40,51,127,55,131,240,60,76,127,29,33,113,45,109,240,,,,,,,,,F401,R975
580,2011,Australian Open,GS,2011-01-17T00:00:00,2011-01-30T00:00:00,Hard,128,11414950,A$,MS010,R16,02:36:00,,F,5,D801,"1-6,6-3,6-1,4-6,6-2",A. Dolgopolov,R. Soderling,,,UKR,SWE,1-6,6-3,6-1,4-6,6-2,02:36:00,A,A. Dolgopolov,R. Soderling,UKR,SWE,,,253,/en/stats/leaderboard?page=serve,2,11,52,55,105,78,43,55,44,22,50,33,3,9,20,216,/en/stats/leaderboard?page=serve,6,6,62,86,138,59,51,86,38,20,52,47,8,17,21,62,65,105,49,67,138,54,132,243,51,71,138,38,40,105,46,111,243,,,,,,,,,D801,SA49
