event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS001,F,01:31:00,,F,2,K267,"7-6(7),6-4",Y. Kafelnikov,P. Rafter,,,RUS,AUS,7-6(7),6-4,,,,01:31:00,7,4,278,/en/stats/leaderboard?page=serve,2,4,58,47,81,66,31,47,62,21,34,67,2,3,11,280,/en/stats/leaderboard?page=serve,2,10,67,47,70,72,34,47,52,12,23,67,4,6,11,64,52,81,34,24,70,50,76,151,66,46,70,36,29,81,50,75,151,A,,,,,,,Y. Kafelnikov,P. Rafter,K267,R255,RUS,AUS,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS002,SF,01:37:00,,F,2,K267,"6-4,7-6(7)",Y. Kafelnikov,P. Korda,,,RUS,CZE,6-4,7-6(7),,,,01:37:00,,,306,/en/stats/leaderboard?page=serve,,4,74,51,69,73,37,51,83,15,18,,0,,11,265,/en/stats/leaderboard?page=serve,9,10,56,54,96,70,38,54,48,20,42,88,7,8,11,75,52,69,40,38,96,55,90,165,60,58,96,25,17,69,45,75,165,A,7,4,False,,,,Y. Kafelnikov,P. Korda,K267,K148,RUS,CZE,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS003,SF,01:55:00,,F,3,R255,"7-5,4-6,6-3",P. Rafter,G. Rusedski,,,AUS,GBR,7-5,4-6,6-3,,,01:55:00,,,295,/en/stats/leaderboard?page=serve,8,11,70,67,96,81,54,67,48,14,29,91,10,11,16,264,/en/stats/leaderboard?page=serve,9,7,49,51,104,76,39,51,55,29,53,75,6,8,15,71,68,96,35,36,104,52,104,200,65,68,104,29,28,96,48,96,200,A,,,,,,,P. Rafter,G. Rusedski,R255,R237,AUS,GBR,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS004,QF,01:59:00,,F,3,K267,"5-7,6-3,6-4",Y. Kafelnikov,T. Henman,,,RUS,GBR,5-7,6-3,6-4,,,01:59:00,,,265,/en/stats/leaderboard?page=serve,4,5,52,60,116,77,46,60,48,27,56,83,10,12,16,273,/en/stats/leaderboard?page=serve,2,17,52,46,88,78,36,46,48,20,42,50,3,6,15,63,73,116,36,32,88,51,105,204,64,56,88,37,43,116,49,99,204,A,,,,,,,Y. Kafelnikov,T. Henman,K267,H336,RUS,GBR,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS005,QF,02:45:00,,F,3,K148,"4-6,7-6(9),6-4",P. Korda,D. Wheaton,,,CZE,USA,4-6,7-6(9),6-4,,,02:45:00,,,277,/en/stats/leaderboard?page=serve,2,5,65,72,111,68,49,72,54,21,39,80,8,10,16,265,/en/stats/leaderboard?page=serve,6,8,55,67,121,75,50,67,46,25,54,83,10,12,16,63,70,111,38,46,121,50,116,232,62,75,121,37,41,111,50,116,232,A,9,7,,,,,P. Korda,D. Wheaton,K148,W123,CZE,USA,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS006,QF,01:40:00,,F,3,R237,"7-6(7),3-6,6-3",G. Rusedski,R. Krajicek,,,GBR,NED,7-6(7),3-6,6-3,,,01:40:00,7,5,294,/en/stats/leaderboard?page=serve,5,14,53,52,98,85,44,52,54,25,46,67,2,3,15,309,/en/stats/leaderboard?page=serve,4,18,56,48,86,88,42,48,58,22,38,50,1,2,15,70,69,98,26,22,86,49,91,184,74,64,86,30,29,98,51,93,184,A,,,,,,,G. Rusedski,R. Krajicek,R237,K214,GBR,NED,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS007,QF,01:39:00,,F,3,R255,"7-5,2-6,6-2",P. Rafter,S. Bruguera,,,AUS,ESP,7-5,2-6,6-2,,,01:39:00,,,268,/en/stats/leaderboard?page=serve,4,3,54,39,72,79,31,39,58,19,33,40,2,5,14,268,/en/stats/leaderboard?page=serve,,4,73,56,77,63,35,56,57,12,21,43,3,7,14,69,50,72,39,30,77,54,80,149,61,47,77,31,22,72,46,69,149,A,,,,False,,,P. Rafter,S. Bruguera,R255,B350,AUS,ESP,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS008,R16,00:56:00,,F,2,K267,"6-2,6-3",Y. Kafelnikov,S. Dosedel,,,RUS,CZE,6-2,6-3,,,,00:56:00,,,295,/en/stats/leaderboard?page=serve,2,4,68,34,50,62,21,34,75,12,16,50,1,2,9,184,/en/stats/leaderboard?page=serve,3,1,41,19,46,47,9,19,48,13,27,50,4,8,8,66,33,50,52,24,46,59,57,96,48,22,46,34,17,50,41,39,96,A,,,,,,,Y. Kafelnikov,S. Dosedel,K267,D198,RUS,CZE,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS009,R16,01:06:00,,F,2,H336,"6-4,6-4",T. Henman,B. Steven,,,GBR,NZL,6-4,6-4,,,,01:06:00,,,216,/en/stats/leaderboard?page=serve,3,13,46,24,52,92,22,24,68,19,28,0,0,,10,284,/en/stats/leaderboard?page=serve,3,1,68,36,53,67,24,36,71,12,17,33,1,3,10,79,41,52,32,17,53,55,58,105,68,36,53,21,11,52,45,47,105,A,,,,,,,T. Henman,B. Steven,H336,S321,GBR,NZL,,
420,1997,New Haven,GP,1997-08-11T00:00:00,1997-08-17T00:00:00,Hard,56,915000,$,MS010,R16,01:41:00,,F,2,W123,"7-6(8),6-4",D. Wheaton,M. Goellner,,,USA,GER,7-6(8),6-4,,,,01:41:00,8,6,263,/en/stats/leaderboard?page=serve,6,3,70,62,89,71,44,62,44,12,27,80,8,10,11,267,/en/stats/leaderboard?page=serve,3,18,52,37,71,81,30,37,47,16,34,40,2,5,11,63,56,89,35,25,71,51,81,160,65,46,71,37,33,89,49,79,160,A,,,,,,,D. Wheaton,M. Goellner,W123,G252,USA,GER,,
