event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS001,F,01:41:00,,F,3,F324,"6-3,6-1,6-4",R. Federer,M. Cilic,,,SUI,CRO,6-3,6-1,6-4,,,01:41:00,A,R. Federer,M. Cilic,SUI,CRO,,,334,/en/stats/leaderboard?page=serve,2,8,76,53,70,81,43,53,71,12,17,100,1,1,13,227,/en/stats/leaderboard?page=serve,3,5,60,54,90,65,35,54,39,14,36,50,5,10,13,79,55,70,46,41,90,60,96,160,54,49,90,21,15,70,40,64,160,01:41:00,01:41:00,,,,,,,,,F324,C977
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS002,SF,02:56:00,,F,4,C977,"6-7(6),6-4,7-6(7),7-5",M. Cilic,S. Querrey,,,CRO,USA,6-7(6),6-4,7-6(7),7-5,,02:56:00,A,M. Cilic,S. Querrey,CRO,USA,,,335,/en/stats/leaderboard?page=serve,1,25,65,78,120,88,69,78,67,28,42,33,1,3,23,278,/en/stats/leaderboard?page=serve,3,13,64,97,151,74,72,97,48,26,54,71,10,14,23,81,97,120,35,53,151,55,150,271,65,98,151,19,23,120,45,121,271,02:56:00,02:56:00,6,8,7,3,,,,,C977,Q927
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS003,SF,02:18:00,,F,3,F324,"7-6(7),7-6(7),6-4",R. Federer,T. Berdych,,,SUI,CZE,7-6(7),7-6(7),6-4,,,02:18:00,A,R. Federer,T. Berdych,SUI,CZE,,,314,/en/stats/leaderboard?page=serve,4,13,67,70,105,84,59,70,60,21,35,83,5,6,17,284,/en/stats/leaderboard?page=serve,0,9,62,79,128,68,54,79,57,28,49,78,7,9,17,76,80,105,36,46,128,54,126,233,64,82,128,24,25,105,46,107,233,02:18:00,02:18:00,7,4,,,7,4,,,F324,BA47
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS004,QF,02:42:00,,F,5,Q927,"3-6,6-4,6-7(4),6-1,6-1",S. Querrey,A. Murray,,,USA,GBR,3-6,6-4,6-7(4),6-1,6-1,02:42:00,A,S. Querrey,A. Murray,USA,GBR,,,314,/en/stats/leaderboard?page=serve,2,27,64,74,116,84,62,74,55,23,42,57,4,7,22,246,/en/stats/leaderboard?page=serve,2,8,62,82,132,73,60,82,40,20,50,33,4,12,23,73,85,116,39,52,132,55,137,248,61,80,132,27,31,116,45,111,248,02:42:00,02:42:00,,,4,7,,,,,Q927,MC10
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS005,QF,03:30:00,,F,5,C977,"3-6,7-6(8),7-5,5-7,6-1",M. Cilic,G. Muller,,,CRO,LUX,3-6,7-6(8),7-5,5-7,6-1,03:30:00,A,M. Cilic,G. Muller,CRO,LUX,,,308,/en/stats/leaderboard?page=serve,9,33,65,102,157,84,86,102,47,26,55,57,4,7,27,296,/en/stats/leaderboard?page=serve,7,17,66,95,145,80,76,95,52,26,50,70,7,10,25,71,112,157,30,43,145,51,155,302,70,102,145,29,45,157,49,147,302,03:30:00,03:30:00,,,,,8,6,,,C977,MA30
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS006,QF,01:58:00,,F,3,F324,"6-4,6-2,7-6(7)",R. Federer,M. Raonic,,,SUI,CAN,6-4,6-2,7-6(7),,,01:58:00,A,R. Federer,M. Raonic,SUI,CAN,,,322,/en/stats/leaderboard?page=serve,2,11,69,61,89,90,55,61,54,15,28,100,5,5,15,277,/en/stats/leaderboard?page=serve,0,11,73,70,96,71,50,70,42,11,26,50,3,6,15,79,70,89,36,35,96,57,105,185,64,61,96,21,19,89,43,80,185,01:58:00,01:58:00,,,7,4,,,,,F324,R975
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS007,QF,01:03:00,,F,2,BA47,"7-6(7),2-0",T. Berdych,N. Djokovic,,,CZE,SRB,7-6(7),2-0,,,,01:03:00,A,T. Berdych,N. Djokovic,CZE,SRB,,,305,/en/stats/leaderboard?page=serve,1,1,59,27,46,93,25,27,53,10,19,0,0,0,7,283,/en/stats/leaderboard?page=serve,0,1,83,39,47,64,25,39,50,4,8,0,0,1,7,76,35,46,38,18,47,57,53,93,62,29,47,24,11,46,43,40,93,01:03:00,01:03:00,7,2,,,,,,,BA47,D643
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS008,R16,02:21:00,,F,3,MC10,"7-6(7),6-4,6-4",A. Murray,B. Paire,,,GBR,FRA,7-6(7),6-4,6-4,,,02:21:00,A,A. Murray,B. Paire,GBR,FRA,,,292,/en/stats/leaderboard?page=serve,0,4,71,70,99,67,47,70,69,20,29,73,8,11,16,230,/en/stats/leaderboard?page=serve,10,9,54,66,123,65,43,66,44,25,57,69,11,16,16,68,67,99,45,55,123,55,122,222,55,68,123,32,32,99,45,100,222,02:21:00,02:21:00,7,1,,,,,,,MC10,PD31
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS009,R16,03:07:00,,F,5,Q927,"5-7,7-6(7),6-3,6-7(11),6-3",S. Querrey,K. Anderson,,,USA,RSA,5-7,7-6(7),6-3,6-7(11),6-3,03:07:00,A,S. Querrey,K. Anderson,USA,RSA,,,334,/en/stats/leaderboard?page=serve,1,31,66,115,173,83,95,115,59,34,58,86,6,7,28,326,/en/stats/leaderboard?page=serve,5,31,73,106,146,85,90,106,50,20,40,33,1,3,26,75,129,173,25,36,146,52,165,319,75,110,146,25,44,173,48,154,319,03:07:00,03:07:00,,,,,7,5,11,13,Q927,A678
540,2017,Wimbledon,GS,2017-07-03T00:00:00,2017-07-16T00:00:00,Grass,128,14840000,£,MS010,R16,04:48:00,,F,5,MA30,"6-3,6-4,3-6,4-6,15-13",G. Muller,R. Nadal,,,LUX,ESP,6-3,6-4,3-6,4-6,15-13,04:48:00,A,G. Muller,R. Nadal,LUX,ESP,,,304,/en/stats/leaderboard?page=serve,10,30,63,133,212,80,106,133,48,38,79,88,14,16,33,318,/en/stats/leaderboard?page=serve,2,23,67,119,177,80,95,119,60,35,58,63,5,8,33,68,144,212,27,47,177,49,191,389,73,130,177,32,68,212,51,198,389,04:48:00,04:48:00,,,,,,,,,MA30,N409
