event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS001,F,02:15:00,,F,3,F324,"7-6(7),6-4,6-2",R. Federer,M. Safin,,,SUI,RUS,7-6(7),6-4,6-2,,,02:15:00,7.0,3.0,280,/en/stats/leaderboard?page=serve,2,8,53,48,90,75,36,48,60,25,42,33,1,3,15,223,/en/stats/leaderboard?page=serve,5,3,49,57,116,63,36,57,47,28,59,72,13,18,15,68,61,90,45,52,116,55,113,206,55,64,116,32,29,90,45,93,206,A,,,,,,,R. Federer,M. Safin,F324,S741,SUI,RUS,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS002,SF,03:42:00,,F,5,S741,"7-6(8),7-6(8),5-7,1-6,6-3",M. Safin,A. Agassi,,,RUS,USA,7-6(8),7-6(8),5-7,1-6,6-3,03:42:00,8.0,6.0,305,/en/stats/leaderboard?page=serve,0,33,55,88,161,77,68,88,56,41,73,50,4,8,26,287,/en/stats/leaderboard?page=serve,2,10,59,107,180,76,81,107,52,38,73,71,5,7,26,68,109,161,34,61,180,50,170,341,66,119,180,32,52,161,50,171,341,A,8.0,6.0,,,,,M. Safin,A. Agassi,S741,A092,RUS,USA,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS003,SF,01:29:00,,F,3,F324,"6-4,6-1,6-4",R. Federer,J. Ferrero,,,SUI,ESP,6-4,6-1,6-4,,,01:29:00,,,308,/en/stats/leaderboard?page=serve,1,11,72,60,83,83,50,60,43,10,23,100,4,4,14,252,/en/stats/leaderboard?page=serve,0,6,58,41,71,66,27,41,53,16,30,33,2,6,13,72,60,83,39,28,71,57,88,154,61,43,71,28,23,83,43,66,154,A,,,,,,,R. Federer,J. Ferrero,F324,F316,SUI,ESP,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS004,QF,03:23:00,,F,5,S741,"2-6,6-3,7-5,6-7(0),6-4",M. Safin,A. Roddick,,,RUS,USA,2-6,6-3,7-5,6-7(0),6-4,03:23:00,,,285,/en/stats/leaderboard?page=serve,6,19,54,82,152,74,61,82,56,39,70,57,4,7,25,290,/en/stats/leaderboard?page=serve,2,18,63,95,150,75,71,95,56,31,55,64,9,14,26,66,100,152,32,48,150,49,148,302,68,102,150,34,52,152,51,154,302,A,,,0.0,7.0,,,M. Safin,A. Roddick,S741,R485,RUS,USA,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS005,QF,00:44:00,,F,2,A092,"6-2,2-0",A. Agassi,S. Grosjean,,,USA,FRA,6-2,2-0,,,,00:44:00,,,306,/en/stats/leaderboard?page=serve,0,4,67,20,30,75,15,20,60,6,10,0,0,0,5,188,/en/stats/leaderboard?page=serve,1,4,56,25,45,64,16,25,25,5,20,63,5,8,5,70,21,30,53,24,45,60,45,75,47,21,45,30,9,30,40,30,75,A,,,,,,,A. Agassi,S. Grosjean,A092,G379,USA,FRA,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS006,QF,02:36:00,,F,3,F316,"6-1,7-6(8),7-6(7)",J. Ferrero,H. Arazi,,,ESP,MAR,6-1,7-6(8),7-6(7),,,02:36:00,,,290,/en/stats/leaderboard?page=serve,1,18,57,73,129,75,55,73,54,30,56,80,8,10,16,249,/en/stats/leaderboard?page=serve,5,2,65,69,106,71,49,69,43,16,37,50,4,8,15,66,85,129,39,41,106,54,126,235,61,65,106,34,44,129,46,109,235,A,8.0,6.0,,,7.0,5.0,J. Ferrero,H. Arazi,F316,A226,ESP,MAR,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS007,QF,02:41:00,,F,4,F324,"7-5,6-4,5-7,6-3",R. Federer,D. Nalbandian,,,SUI,ARG,7-5,6-4,5-7,6-3,,02:41:00,,,289,/en/stats/leaderboard?page=serve,3,20,60,76,127,83,63,76,43,22,51,73,8,11,22,273,/en/stats/leaderboard?page=serve,2,5,65,76,117,68,52,76,61,25,41,58,7,12,21,67,85,127,34,40,117,51,125,244,66,77,117,33,42,127,49,119,244,A,,,,,,,R. Federer,D. Nalbandian,F324,N301,SUI,ARG,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS008,R16,01:19:00,,F,3,R485,"6-1,6-2,6-3",A. Roddick,S. Schalken,,,USA,NED,6-1,6-2,6-3,,,01:19:00,,,314,/en/stats/leaderboard?page=serve,1,14,64,44,69,89,39,44,48,12,25,100,4,4,12,204,/en/stats/leaderboard?page=serve,3,1,77,49,64,59,29,49,20,3,15,0,0,6,12,74,51,69,50,32,64,62,83,133,50,32,64,26,18,69,38,50,133,A,,,,,,,A. Roddick,S. Schalken,R485,S572,USA,NED,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS009,R16,03:08:00,,F,4,S741,"7-6(7),6-3,6-7(6),6-3",M. Safin,J. Blake,,,RUS,USA,7-6(7),6-3,6-7(6),6-3,,03:08:00,7.0,3.0,285,/en/stats/leaderboard?page=serve,1,20,53,79,148,78,62,79,49,34,69,73,8,11,22,258,/en/stats/leaderboard?page=serve,2,2,63,83,131,70,58,83,50,24,48,62,8,13,20,65,96,148,37,49,131,52,145,279,63,82,131,35,52,148,48,134,279,A,,,,,6.0,8.0,M. Safin,J. Blake,S741,B676,RUS,USA,,
580,2004,Australian Open,GS,2004-01-19T00:00:00,2004-02-01T00:00:00,Hard,128,6736438,$,MS010,R16,02:06:00,,F,3,A092,"7-6(7),6-3,6-4",A. Agassi,P. Srichaphan,,,USA,THA,7-6(7),6-3,6-4,,,02:06:00,7.0,3.0,296,/en/stats/leaderboard?page=serve,3,5,59,55,93,89,49,55,53,20,38,88,7,8,16,258,/en/stats/leaderboard?page=serve,5,7,63,67,106,69,46,67,44,17,39,79,11,14,15,74,69,93,41,43,106,56,112,199,59,63,106,26,24,93,44,87,199,A,,,,,,,A. Agassi,P. Srichaphan,A092,S675,USA,THA,,
