event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS001,F,01:54:00,,F,3,C274,"4-6,6-1,6-2",M. Chang,G. Ivanisevic,,,USA,CRO,4-6,6-1,6-2,,,01:54:00,257,/en/stats/leaderboard?page=serve,1,4,35,29,84,79,23,29,56,31,55,67,4,6,13,218,/en/stats/leaderboard?page=serve,8,10,48,40,83,73,29,40,37,16,43,62,8,13,12,64,54,84,46,38,83,55,92,167,54,45,83,36,30,84,45,75,167,A,,,,,,,,,M. Chang,G. Ivanisevic,C274,I034,USA,CRO,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS002,SF,01:55:00,,F,3,I034,"5-7,6-3,7-5",G. Ivanisevic,R. Delgado,,,CRO,PAR,5-7,6-3,7-5,,,01:55:00,268,/en/stats/leaderboard?page=serve,10,26,57,62,109,81,50,62,38,18,47,67,8,12,17,235,/en/stats/leaderboard?page=serve,5,5,48,42,88,67,28,42,52,24,46,58,7,12,16,62,68,109,41,36,88,53,104,197,59,52,88,38,41,109,47,93,197,A,,,,,,,,,G. Ivanisevic,R. Delgado,I034,D316,CRO,PAR,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS003,SF,01:41:00,,F,2,C274,"7-5,6-3",M. Chang,P. Haarhuis,,,USA,NED,7-5,6-3,,,,01:41:00,276,/en/stats/leaderboard?page=serve,,3,51,36,71,72,26,36,60,21,35,86,6,7,11,236,/en/stats/leaderboard?page=serve,5,3,63,53,84,66,35,53,39,12,31,67,6,9,10,66,47,71,44,37,84,54,84,155,56,47,84,34,24,71,46,71,155,A,False,,,,,,,,M. Chang,P. Haarhuis,C274,H223,USA,NED,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS004,QF,01:37:00,,F,2,I034,"6-3,7-6(7)",G. Ivanisevic,K. Carlsen,,,CRO,DEN,6-3,7-6(7),,,,01:37:00,265,/en/stats/leaderboard?page=serve,10,14,60,43,72,86,37,43,34,10,29,67,4,6,11,240,/en/stats/leaderboard?page=serve,2,5,51,36,71,67,24,36,49,17,35,67,6,9,10,65,47,72,42,30,71,54,77,143,58,41,71,35,25,72,46,66,143,A,,7,2,,,,,,G. Ivanisevic,K. Carlsen,I034,C328,CRO,DEN,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS005,QF,02:06:00,,F,3,D316,"6-4,6-7(6),6-3",R. Delgado,M. Tebbutt,,,PAR,AUS,6-4,6-7(6),6-3,,,02:06:00,294,/en/stats/leaderboard?page=serve,4,10,48,47,97,81,38,47,66,33,50,,0,,16,277,/en/stats/leaderboard?page=serve,5,8,57,57,100,75,43,57,56,24,43,60,3,5,15,73,71,97,33,33,100,53,104,197,67,67,100,27,26,97,47,93,197,A,,6,8,,,,,,R. Delgado,M. Tebbutt,D316,T195,PAR,AUS,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS006,QF,01:50:00,,F,2,H223,"7-6(9),7-6(7)",P. Haarhuis,M. Woodforde,,,NED,AUS,7-6(9),7-6(7),,,,01:50:00,288,/en/stats/leaderboard?page=serve,2,2,56,48,86,73,35,48,68,26,38,83,5,6,12,274,/en/stats/leaderboard?page=serve,6,4,52,43,82,84,36,43,49,19,39,67,2,3,12,71,61,86,33,27,82,52,88,168,67,55,82,29,25,86,48,80,168,A,,7,4,9,7,,,,P. Haarhuis,M. Woodforde,H223,W035,NED,AUS,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS007,QF,01:18:00,,F,2,C274,"6-2,6-2",M. Chang,T. Woodbridge,,,USA,AUS,6-2,6-2,,,,01:18:00,264,/en/stats/leaderboard?page=serve,2,4,52,30,58,77,23,30,46,13,28,86,6,7,8,193,/en/stats/leaderboard?page=serve,3,1,64,34,53,47,16,34,47,9,19,17,1,6,8,62,36,58,53,28,53,58,64,111,47,25,53,38,22,58,42,47,111,A,,,,,,,,,M. Chang,T. Woodbridge,C274,W136,USA,AUS,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS008,R16,00:52:00,,F,2,I034,"6-1,6-4",G. Ivanisevic,J. Gimelstob,,,CRO,USA,6-1,6-4,,,,00:52:00,295,/en/stats/leaderboard?page=serve,3,9,61,27,44,93,25,27,47,8,17,0,0,1,9,206,/en/stats/leaderboard?page=serve,7,7,59,29,49,62,18,29,35,7,20,50,4,8,8,75,33,44,49,24,49,61,57,93,51,25,49,25,11,44,39,36,93,A,,,,,,,,,G. Ivanisevic,J. Gimelstob,I034,G354,CRO,USA,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS009,R16,02:05:00,,F,3,C328,"6-3,3-6,6-3",K. Carlsen,S. Campbell,,,DEN,USA,6-3,3-6,6-3,,,02:05:00,270,/en/stats/leaderboard?page=serve,8,17,53,49,93,82,40,49,41,18,44,71,5,7,14,265,/en/stats/leaderboard?page=serve,3,2,67,52,78,73,38,52,50,13,26,57,4,7,13,62,58,93,35,27,78,50,85,171,65,51,78,38,35,93,50,86,171,A,,,,,,,,,K. Carlsen,S. Campbell,C328,C355,DEN,USA,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS010,R16,00:27:00,,F,1,T195,5-0,M. Tebbutt,J. Gambill,,,AUS,USA,5-0,,,,,00:27:00,184,/en/stats/leaderboard?page=serve,1,4,58,11,19,73,8,11,50,4,8,,0,,3,124,/en/stats/leaderboard?page=serve,1,1,42,11,26,55,6,11,27,4,15,0,0,3,3,63,12,19,62,16,26,62,28,45,38,10,26,37,7,19,38,17,45,A,,,,,,,,,M. Tebbutt,J. Gambill,T195,G352,AUS,USA,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS011,R16,01:53:00,,F,3,D316,"2-6,6-3,7-5",R. Delgado,L. Paes,,,PAR,IND,2-6,6-3,7-5,,,01:53:00,268,/en/stats/leaderboard?page=serve,2,9,58,46,79,72,33,46,58,19,33,0,0,4,15,254,/en/stats/leaderboard?page=serve,3,5,62,61,99,56,34,61,63,24,38,67,8,12,14,66,52,79,41,41,99,52,93,178,59,58,99,34,27,79,48,85,178,A,,,,,,,,,R. Delgado,L. Paes,D316,P269,PAR,IND,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS012,R16,01:09:00,,F,2,H223,"6-0,6-3",P. Haarhuis,K. Braasch,,,NED,GER,6-0,6-3,,,,01:09:00,242,/en/stats/leaderboard?page=serve,2,2,60,31,52,74,23,31,71,15,21,,0,,8,191,/en/stats/leaderboard?page=serve,2,5,55,33,60,58,19,33,33,9,27,43,3,7,7,73,38,52,53,32,60,63,70,112,47,28,60,27,14,52,38,42,112,A,,,,,,,,,P. Haarhuis,K. Braasch,H223,B305,NED,GER,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS013,R16,01:09:00,,F,2,W035,"6-2,6-2",M. Woodforde,S. Sargsian,,,AUS,ARM,6-2,6-2,,,,01:09:00,246,/en/stats/leaderboard?page=serve,3,8,49,27,55,85,23,27,57,16,28,,0,,8,209,/en/stats/leaderboard?page=serve,2,2,55,31,56,52,16,31,52,13,25,60,6,10,8,71,39,55,48,27,56,59,66,111,52,29,56,29,16,55,41,45,111,A,,,,,,,,,M. Woodforde,S. Sargsian,W035,S545,AUS,ARM,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS014,R16,01:48:00,,F,3,W136,"6-2,3-6,6-2",T. Woodbridge,L. Roux,,,AUS,FRA,6-2,3-6,6-2,,,01:48:00,275,/en/stats/leaderboard?page=serve,3,5,74,58,78,71,41,58,45,9,20,67,4,6,12,222,/en/stats/leaderboard?page=serve,5,1,58,53,92,58,31,53,49,19,39,55,6,11,13,64,50,78,46,42,92,54,92,170,54,50,92,36,28,78,46,78,170,A,,,,,,,,,T. Woodbridge,L. Roux,W136,R280,AUS,FRA,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS015,R16,01:19:00,,F,2,C274,"6-3,6-3",M. Chang,L. Tieleman,,,USA,ITA,6-3,6-3,,,,01:19:00,262,/en/stats/leaderboard?page=serve,1,3,43,23,54,61,14,23,68,21,31,67,2,3,9,214,/en/stats/leaderboard?page=serve,7,10,42,29,69,76,22,29,38,15,40,50,4,8,9,65,35,54,46,32,69,54,67,123,54,37,69,35,19,54,46,56,123,A,,,,,,,,,M. Chang,L. Tieleman,C274,T168,USA,ITA,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS016,R32,01:27:00,,F,2,I034,"6-4,7-6(10)",G. Ivanisevic,B. Steven,,,CRO,NZL,6-4,7-6(10),,,,01:27:00,280,/en/stats/leaderboard?page=serve,3,9,55,41,74,80,33,41,67,22,33,,0,,11,291,/en/stats/leaderboard?page=serve,1,6,64,49,77,78,38,49,54,15,28,88,7,8,11,74,55,74,31,24,77,52,79,151,69,53,77,26,19,74,48,72,151,A,,10,8,,,,,,G. Ivanisevic,B. Steven,I034,S321,CRO,NZL,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS017,R32,01:15:00,,F,2,G354,"6-3,6-2",J. Gimelstob,D. van Scheppingen,,,USA,NED,6-3,6-2,,,,01:15:00,252,/en/stats/leaderboard?page=serve,3,2,56,37,66,65,24,37,55,16,29,80,8,10,9,183,/en/stats/leaderboard?page=serve,1,0,58,30,52,53,16,30,36,8,22,44,4,9,8,61,40,66,54,28,52,58,68,118,46,24,52,39,26,66,42,50,118,A,,,,,,,,,J. Gimelstob,D. van Scheppingen,G354,S559,USA,NED,,
890,1998,Shanghai,WS,1998-10-05T00:00:00,1998-10-11T00:00:00,Hard,32,315000,$,MS018,R32,01:34:00,,F,2,C355,"6-4,6-3",S. Campbell,T. Middleton,,,USA,USA,6-4,6-3,,,,01:34:00,278,/en/stats/leaderboard?page=serve,1,4,62,36,58,81,29,36,55,12,22,,0,,9,238,/en/stats/leaderboard?page=serve,2,1,62,47,76,55,26,47,52,15,29,77,10,13,10,71,41,58,46,35,76,57,76,134,54,41,76,29,17,58,43,58,134,A,,,,,,,,,S. Campbell,T. Middleton,C355,M383,USA,USA,,
